+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+----------+-----+-------------------------------------+----------+----------+
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 10053.64      | 53721.71 | 6   | 17375,17500,17625,17371,17496,17621 | 43668.07 | 434.35   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 10078.75      | 53683.28 | 6   | 13250,13375,13500,13246,13371,13496 | 43604.53 | 432.64   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 10002.5       | 53471.26 | 6   | 12500,12625,12750,12496,12621,12746 | 43468.76 | 434.58   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 9869.32       | 53242.85 | 6   | 16625,16750,16875,16621,16746,16871 | 43373.53 | 439.48   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 8947.02       | 48282.46 | 6   | 17370,17495,17620,17366,17491,17616 | 39335.44 | 439.65   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 8965.16       | 47742.12 | 6   | 13245,13370,13495,13241,13366,13491 | 38776.96 | 432.53   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 12159.94      | 50923.25 | 6   | 14000,14125,14250,13996,14121,14246 | 38763.31 | 318.78   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 12278.15      | 50926.45 | 6   | 15875,16000,16125,15871,15996,16121 | 38648.3  | 314.77   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 12135.54      | 50740.07 | 6   | 15125,15250,15375,15121,15246,15371 | 38604.53 | 318.11   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 12355.35      | 50947.9  | 6   | 14750,14875,15000,14746,14871,14996 | 38592.55 | 312.35   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 8719.75       | 47273.14 | 6   | 16620,16745,16870,16616,16741,16866 | 38553.39 | 442.14   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 8809.97       | 47350.52 | 6   | 12495,12620,12745,12491,12616,12741 | 38540.55 | 437.47   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 12632.27      | 49293.13 | 6   | 25280,25420,25560,25276,25416,25556 | 36660.86 | 290.22   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 13208.72      | 49571.38 | 6   | 26120,26260,26400,26116,26256,26396 | 36362.66 | 275.29   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 4524288    | 12469.61      | 48811.37 | 6   | 29900,30040,30180,29896,30036,30176 | 36341.76 | 291.44   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4524288    | 13203.89      | 48789.24 | 6   | 30740,30880,31020,30736,30876,31016 | 35585.35 | 269.51   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4524288    | 11548.75      | 45994.3  | 6   | 29060,29200,29340,29056,29196,29336 | 34445.55 | 298.26   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 10973.48      | 45317.42 | 6   | 14745,14870,14995,14741,14866,14991 | 34343.94 | 312.97   |
