+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched  | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+-----------+----------+
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 1108.14  | 1916.11  | 6   | 18976,19116,19256,18977,19117,19257 | 807.97    | 72.91    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4524288    | 1117.25  | 1869.53  | 6   | 18136,18276,18416,18137,18277,18417 | 752.28    | 67.33    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 995.18   | 1733.32  | 6   | 18971,19111,19251,18972,19112,19252 | 738.14    | 74.17    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 4524288    | 4754.88  | 5486.02  | 6   | 20656,20796,20936,20657,20797,20937 | 731.14    | 15.38    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4524288    | 6931.73  | 7656.38  | 6   | 26536,26676,26816,26537,26677,26817 | 724.65    | 10.45    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4524288    | 6976.94  | 7654.64  | 6   | 29476,29616,29756,29477,29617,29757 | 677.7     | 9.71     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3524288    | 873.38   | 1536.02  | 6   | 18966,19106,19246,18967,19107,19247 | 662.64    | 75.87    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 1023.44  | 1655.18  | 6   | 23591,23731,23871,23592,23732,23872 | 631.74    | 61.73    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3524288    | 3711.53  | 4328.54  | 6   | 21906,22046,22186,21907,22047,22187 | 617.01    | 16.62    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4524288    | 4770.99  | 5380.88  | 6   | 21916,22056,22196,21917,22057,22197 | 609.89    | 12.78    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 11431.14 | 12029.67 | 6   | 9106,9231,9356,9107,9232,9357       | 598.53    | 5.24     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 19787.36 | 20374.25 | 6   | 6496,6621,6746,6497,6622,6747       | 586.89    | 2.97     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4024288    | 4214.06  | 4798.47  | 6   | 21911,22051,22191,21912,22052,22192 | 584.41    | 13.87    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4024288    | 6266.02  | 6840.24  | 6   | 29471,29611,29751,29472,29612,29752 | 574.22    | 9.16     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3524288    | 3695.78  | 4265.56  | 6   | 20646,20786,20926,20647,20787,20927 | 569.78    | 15.42    |
