+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old-munro | patched-munro | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+---------------+-----+-------------------------------------+----------+
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 4.56              | 8.97          | 6   | 23919,24059,24199,23920,24060,24200 | 96.71    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 7.52              | 13.13         | 6   | 24344,24484,24624,24345,24485,24625 | 74.6     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 7.94              | 13.86         | 6   | 26019,26159,26299,26020,26160,26300 | 74.56    |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 5.71              | 9.69          | 6   | 3784,3909,4034,3785,3910,4035       | 69.7     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 6.49              | 10.57         | 6   | 19719,19859,19999,19720,19860,20000 | 62.87    |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 2.64              | 4.14          | 6   | 1149,1274,1399,1150,1275,1400       | 56.82    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 643.91            | 1003.96       | 6   | 8704,8829,8954,8705,8830,8955       | 55.92    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 328.85            | 506.78        | 6   | 8699,8824,8949,8700,8825,8950       | 54.11    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 13.48             | 20.64         | 6   | 21004,21144,21284,21005,21145,21285 | 53.12    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 10.26             | 15.63         | 6   | 18064,18204,18344,18065,18205,18345 | 52.34    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 22.62             | 34.2          | 6   | 7929,8054,8179,7930,8055,8180       | 51.19    |
