+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+---------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-munro | cnt |                 qid                 |   diff    | pct_diff |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4024288    | 6171.86  | 6736.29       | 6   | 26531,26671,26811,26535,26675,26815 | 564.43    | 9.15     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2524288    | 3913.68  | 4473.7        | 6   | 29456,29596,29736,29460,29600,29740 | 560.02    | 14.31    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3524288    | 1912.04  | 2471.22       | 6   | 25686,25826,25966,25690,25830,25970 | 559.18    | 29.25    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1914.84  | 2473.94       | 6   | 31146,31286,31426,31150,31290,31430 | 559.1     | 29.2     |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 739.87   | 1293.69       | 6   | 18961,19101,19241,18965,19105,19245 | 553.82    | 74.85    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4024288    | 1015.36  | 1566.98       | 6   | 18131,18271,18411,18135,18275,18415 | 551.62    | 54.33    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3524288    | 3710.21  | 4261.51       | 6   | 22746,22886,23026,22750,22890,23030 | 551.3     | 14.86    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3524288    | 876.78   | 1425.75       | 6   | 23586,23726,23866,23590,23730,23870 | 548.97    | 62.61    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 1023.44  | 1550.05       | 6   | 23591,23731,23871,23595,23735,23875 | 526.61    | 51.45    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3024288    | 763.66   | 1284.28       | 6   | 24421,24561,24701,24425,24565,24705 | 520.62    | 68.17    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3524288    | 5412.38  | 5927.24       | 6   | 28626,28766,28906,28630,28770,28910 | 514.86    | 9.51     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 4024288    | 4214.06  | 4719.34       | 6   | 21911,22051,22191,21915,22055,22195 | 505.28    | 11.99    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3524288    | 896.69   | 1380.89       | 6   | 18126,18266,18406,18130,18270,18410 | 484.2     | 54.0     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 1681.49  | 2164.71       | 6   | 25681,25821,25961,25685,25825,25965 | 483.22    | 28.74    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3524288    | 5389.63  | 5870.33       | 6   | 26526,26666,26806,26530,26670,26810 | 480.7     | 8.92     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 3024288    | 3175.12  | 3655.53       | 6   | 20641,20781,20921,20645,20785,20925 | 480.41    | 15.13    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3524288    | 3686.99  | 4164.96       | 6   | 19806,19946,20086,19810,19950,20090 | 477.97    | 12.96    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3024288    | 1651.4   | 2116.45       | 6   | 31141,31281,31421,31145,31285,31425 | 465.05    | 28.16    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3024288    | 3206.81  | 3668.38       | 6   | 22741,22881,23021,22745,22885,23025 | 461.57    | 14.39    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 752.28   | 1205.97       | 6   | 18121,18261,18401,18125,18265,18405 | 453.69    | 60.31    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3024288    | 758.62   | 1211.79       | 6   | 23581,23721,23861,23585,23725,23865 | 453.17    | 59.74    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2024288    | 3126.79  | 3578.57       | 6   | 27351,27491,27631,27355,27495,27635 | 451.78    | 14.45    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4024288    | 4258.01  | 4706.25       | 6   | 19811,19951,20091,19815,19955,20095 | 448.24    | 10.53    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 719.15   | 1165.95       | 6   | 10986,11111,11236,10990,11115,11240 | 446.8     | 62.13    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 625.39   | 1066.79       | 6   | 18956,19096,19236,18960,19100,19240 | 441.4     | 70.58    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3524288    | 3711.53  | 4136.34       | 6   | 21906,22046,22186,21910,22050,22190 | 424.81    | 11.45    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4524288    | 2431.35  | 2849.11       | 6   | 24856,24996,25136,24860,25000,25140 | 417.76    | 17.18    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3024288    | 4656.74  | 5069.02       | 6   | 26521,26661,26801,26525,26665,26805 | 412.28    | 8.85     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3024288    | 4653.38  | 5065.4        | 6   | 28621,28761,28901,28625,28765,28905 | 412.02    | 8.85     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2524288    | 2675.53  | 3082.13       | 6   | 22736,22876,23016,22740,22880,23020 | 406.6     | 15.2     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 674.96   | 1081.34       | 6   | 24416,24556,24696,24420,24560,24700 | 406.38    | 60.21    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 1382.29  | 1785.75       | 6   | 25676,25816,25956,25680,25820,25960 | 403.46    | 29.19    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2524288    | 2677.81  | 3076.0        | 6   | 20636,20776,20916,20640,20780,20920 | 398.19    | 14.87    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 3024288    | 3169.61  | 3564.4        | 6   | 19801,19941,20081,19805,19945,20085 | 394.79    | 12.46    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2024288    | 3162.65  | 3555.33       | 6   | 29451,29591,29731,29455,29595,29735 | 392.68    | 12.42    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4524288    | 2453.88  | 2839.25       | 6   | 30316,30456,30596,30320,30460,30600 | 385.37    | 15.7     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 1389.26  | 1758.95       | 6   | 31136,31276,31416,31140,31280,31420 | 369.69    | 26.61    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2024288    | 516.11   | 885.16        | 6   | 18951,19091,19231,18955,19095,19235 | 369.05    | 71.51    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2524288    | 618.18   | 984.53        | 6   | 18116,18256,18396,18120,18260,18400 | 366.35    | 59.26    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1524288    | 2362.13  | 2727.33       | 6   | 29446,29586,29726,29450,29590,29730 | 365.2     | 15.46    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2524288    | 3874.17  | 4238.55       | 6   | 26516,26656,26796,26520,26660,26800 | 364.38    | 9.41     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2183.6   | 2543.56       | 6   | 30311,30451,30591,30315,30455,30595 | 359.96    | 16.48    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2524288    | 641.47   | 997.81        | 6   | 23576,23716,23856,23580,23720,23860 | 356.34    | 55.55    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 6706.14  | 7058.85       | 6   | 6466,6591,6716,6470,6595,6720       | 352.71    | 5.26     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2524288    | 2663.84  | 3014.33       | 6   | 21896,22036,22176,21900,22040,22180 | 350.49    | 13.16    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2524288    | 3889.57  | 4239.88       | 6   | 28616,28756,28896,28620,28760,28900 | 350.31    | 9.01     |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1524288    | 2349.62  | 2696.93       | 6   | 27346,27486,27626,27350,27490,27630 | 347.31    | 14.78    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 3024288    | 3224.68  | 3561.25       | 6   | 21901,22041,22181,21905,22045,22185 | 336.57    | 10.44    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2024288    | 2144.96  | 2475.85       | 6   | 22731,22871,23011,22735,22875,23015 | 330.89    | 15.43    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 1100.19  | 1429.95       | 6   | 31131,31271,31411,31135,31275,31415 | 329.76    | 29.97    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 525.62   | 853.22        | 6   | 24411,24551,24691,24415,24555,24695 | 327.6     | 62.33    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3524288    | 1894.4   | 2219.57       | 6   | 24846,24986,25126,24850,24990,25130 | 325.17    | 17.16    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4024288    | 2220.11  | 2544.21       | 6   | 24851,24991,25131,24855,24995,25135 | 324.1     | 14.6     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 2024288    | 2136.06  | 2457.54       | 6   | 20631,20771,20911,20635,20775,20915 | 321.48    | 15.05    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1916.91  | 2234.46       | 6   | 30306,30446,30586,30310,30450,30590 | 317.55    | 16.57    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2524288    | 2659.01  | 2969.55       | 6   | 19796,19936,20076,19800,19940,20080 | 310.54    | 11.68    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2024288    | 1110.48  | 1419.24       | 6   | 25671,25811,25951,25675,25815,25955 | 308.76    | 27.8     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 7685.67  | 7993.18       | 6   | 9096,9221,9346,9100,9225,9350       | 307.51    | 4.0      |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2024288    | 509.47   | 800.1         | 6   | 18111,18251,18391,18115,18255,18395 | 290.63    | 57.05    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2024288    | 3133.99  | 3419.77       | 6   | 28611,28751,28891,28615,28755,28895 | 285.78    | 9.12     |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2024288    | 2141.61  | 2422.28       | 6   | 19791,19931,20071,19795,19935,20075 | 280.67    | 13.11    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 1524288    | 382.81   | 657.87        | 6   | 18106,18246,18386,18110,18250,18390 | 275.06    | 71.85    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2024288    | 530.24   | 804.14        | 6   | 23571,23711,23851,23575,23715,23855 | 273.9     | 51.66    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 392.34   | 664.96        | 6   | 18946,19086,19226,18950,19090,19230 | 272.62    | 69.49    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1524288    | 389.15   | 660.92        | 6   | 23566,23706,23846,23570,23710,23850 | 271.77    | 69.84    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2024288    | 2148.05  | 2418.43       | 6   | 21891,22031,22171,21895,22035,22175 | 270.38    | 12.59    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 1642.96  | 1913.01       | 6   | 24841,24981,25121,24845,24985,25125 | 270.05    | 16.44    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 823.74   | 1091.06       | 6   | 31126,31266,31406,31130,31270,31410 | 267.32    | 32.45    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 398.35   | 662.16        | 6   | 24406,24546,24686,24410,24550,24690 | 263.81    | 66.23    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 2024288    | 3158.02  | 3409.53       | 6   | 26511,26651,26791,26515,26655,26795 | 251.51    | 7.96     |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 3024288    | 1655.69  | 1904.56       | 6   | 30301,30441,30581,30305,30445,30585 | 248.87    | 15.03    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2524288    | 1357.73  | 1601.09       | 6   | 30296,30436,30576,30300,30440,30580 | 243.36    | 17.92    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 838.68   | 1080.87       | 6   | 25666,25806,25946,25670,25810,25950 | 242.19    | 28.88    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1524288    | 1628.87  | 1864.11       | 6   | 22726,22866,23006,22730,22870,23010 | 235.24    | 14.44    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024288    | 1593.25  | 1824.03       | 6   | 29441,29581,29721,29445,29585,29725 | 230.78    | 14.48    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024288    | 1597.39  | 1825.24       | 6   | 27341,27481,27621,27345,27485,27625 | 227.85    | 14.26    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 1524288    | 1654.57  | 1880.07       | 6   | 20626,20766,20906,20630,20770,20910 | 225.5     | 13.63    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2524288    | 1386.97  | 1610.15       | 6   | 24836,24976,25116,24840,24980,25120 | 223.18    | 16.09    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2024288    | 1088.16  | 1307.56       | 6   | 24831,24971,25111,24835,24975,25115 | 219.4     | 20.16    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 916.19   | 1135.53       | 6   | 6121,6246,6371,6125,6250,6375       | 219.34    | 23.94    |
