+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+-------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-old-munro | cnt |                 qid                 | pct_diff |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 752.28   | 1182.23           | 6   | 18121,18261,18401,18124,18264,18404 | 57.15    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1524288    | 389.15   | 611.16            | 6   | 23566,23706,23846,23569,23709,23849 | 57.05    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4024288    | 1023.44  | 1578.18           | 6   | 23591,23731,23871,23594,23734,23874 | 54.2     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024288    | 277.54   | 421.32            | 6   | 23561,23701,23841,23564,23704,23844 | 51.81    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 149.0    | 224.49            | 6   | 18096,18236,18376,18099,18239,18379 | 50.66    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 48.34    | 72.32             | 6   | 18086,18226,18366,18089,18229,18369 | 49.61    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 81.35    | 120.69            | 6   | 18931,19071,19211,18934,19074,19214 | 48.36    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 47.86    | 70.54             | 6   | 18926,19066,19206,18929,19069,19209 | 47.39    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 30.67    | 45.19             | 6   | 18081,18221,18361,18084,18224,18364 | 47.34    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 30.82    | 44.18             | 6   | 23541,23681,23821,23544,23684,23824 | 43.35    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 209.03   | 297.78            | 6   | 6086,6211,6336,6089,6214,6339       | 42.46    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 30.55    | 42.94             | 6   | 24381,24521,24661,24384,24524,24664 | 40.56    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 929.5    | 1297.43           | 6   | 10996,11121,11246,10999,11124,11249 | 39.58    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 0.91     | 1.26              | 6   | 11641,11766,11891,11644,11769,11894 | 38.46    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.57     | 2.16              | 6   | 10901,11026,11151,10904,11029,11154 | 37.58    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.35     | 1.84              | 6   | 18856,18996,19136,18859,18999,19139 | 36.3     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 11.98    | 16.12             | 6   | 10936,11061,11186,10939,11064,11189 | 34.56    |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.45     | 1.94              | 6   | 2631,2756,2881,2634,2759,2884       | 33.79    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024288    | 556.06   | 742.92            | 6   | 31121,31261,31401,31124,31264,31404 | 33.6     |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 50.68    | 67.62             | 6   | 24386,24526,24666,24389,24529,24669 | 33.43    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2024288    | 1100.19  | 1465.18           | 6   | 31131,31271,31411,31134,31274,31414 | 33.18    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 2.19     | 2.91              | 6   | 6776,6901,7026,6779,6904,7029       | 32.88    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4024288    | 2172.59  | 2886.05           | 6   | 31151,31291,31431,31154,31294,31434 | 32.84    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1524288    | 823.74   | 1085.51           | 6   | 31126,31266,31406,31129,31269,31409 | 31.78    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 1.68     | 2.21              | 6   | 15396,15521,15646,15399,15524,15649 | 31.55    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 0.93     | 1.22              | 6   | 24311,24451,24591,24314,24454,24594 | 31.18    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2524288    | 1382.29  | 1812.11           | 6   | 25676,25816,25956,25679,25819,25959 | 31.09    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 21.57    | 28.24             | 6   | 24376,24516,24656,24379,24519,24659 | 30.92    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3524288    | 1912.04  | 2501.36           | 6   | 25686,25826,25966,25689,25829,25969 | 30.82    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4024288    | 2176.24  | 2837.08           | 6   | 25691,25831,25971,25694,25834,25974 | 30.37    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 4524288    | 2457.05  | 3202.89           | 6   | 25696,25836,25976,25699,25839,25979 | 30.36    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 154.03   | 200.69            | 6   | 25651,25791,25931,25654,25794,25934 | 30.29    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3024288    | 1651.4   | 2139.9            | 6   | 31141,31281,31421,31144,31284,31424 | 29.58    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3524288    | 1914.84  | 2475.31           | 6   | 31146,31286,31426,31149,31289,31429 | 29.27    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1524288    | 838.68   | 1083.6            | 6   | 25666,25806,25946,25669,25809,25949 | 29.2     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 111.48   | 143.84            | 6   | 6081,6206,6331,6084,6209,6334       | 29.03    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2024288    | 1110.48  | 1431.34           | 6   | 25671,25811,25951,25674,25814,25954 | 28.89    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 31.74    | 40.87             | 6   | 30256,30396,30536,30259,30399,30539 | 28.76    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4524288    | 2464.14  | 3171.81           | 6   | 31156,31296,31436,31159,31299,31439 | 28.72    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 298.83   | 383.66            | 6   | 31116,31256,31396,31119,31259,31399 | 28.39    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2524288    | 1389.26  | 1782.64           | 6   | 31136,31276,31416,31139,31279,31419 | 28.32    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 155.47   | 198.66            | 6   | 24811,24951,25091,24814,24954,25094 | 27.78    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 6.19     | 7.89              | 6   | 25166,25306,25446,25169,25309,25449 | 27.46    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.96     | 1.22              | 6   | 8631,8756,8881,8634,8759,8884       | 27.08    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 3024288    | 1681.49  | 2134.89           | 6   | 25681,25821,25961,25684,25824,25964 | 26.96    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.08     | 1.37              | 6   | 9391,9516,9641,9394,9519,9644       | 26.85    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 302.54   | 383.04            | 6   | 25656,25796,25936,25659,25799,25939 | 26.61    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 3.28     | 4.15              | 6   | 10531,10656,10781,10534,10659,10784 | 26.52    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 0.8      | 1.01              | 6   | 21786,21926,22066,21789,21929,22069 | 26.25    |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 0.81     | 1.02              | 6   | 20106,20246,20386,20109,20249,20389 | 25.93    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 48.67    | 61.28             | 6   | 31101,31241,31381,31104,31244,31384 | 25.91    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024288    | 578.89   | 728.34            | 6   | 25661,25801,25941,25664,25804,25944 | 25.82    |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 23.55    | 29.61             | 6   | 23536,23676,23816,23539,23679,23819 | 25.73    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 5.33     | 6.65              | 6   | 10926,11051,11176,10929,11054,11179 | 24.77    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 3.84     | 4.79              | 6   | 6046,6171,6296,6049,6174,6299       | 24.74    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 159.48   | 198.91            | 6   | 31111,31251,31391,31114,31254,31394 | 24.72    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 11.62    | 14.47             | 6   | 25606,25746,25886,25609,25749,25889 | 24.53    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 83.04    | 103.39            | 6   | 24806,24946,25086,24809,24949,25089 | 24.51    |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.39     | 1.73              | 6   | 26831,26971,27111,26834,26974,27114 | 24.46    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.37     | 1.7               | 6   | 9766,9891,10016,9769,9894,10019     | 24.09    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 49.09    | 60.69             | 6   | 25641,25781,25921,25644,25784,25924 | 23.63    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 86.2     | 106.52            | 6   | 25646,25786,25926,25649,25789,25929 | 23.57    |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.75     | 2.16              | 6   | 17646,17771,17896,17649,17774,17899 | 23.43    |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.74     | 0.91              | 6   | 12001,12126,12251,12004,12129,12254 | 22.97    |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2024288    | 1101.04  | 1352.12           | 6   | 30291,30431,30571,30294,30434,30574 | 22.8     |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.06     | 1.3               | 6   | 15011,15136,15261,15014,15139,15264 | 22.64    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.99     | 1.21              | 6   | 6751,6876,7001,6754,6879,7004       | 22.22    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 32.65    | 39.87             | 6   | 18921,19061,19201,18924,19064,19204 | 22.11    |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 0.95     | 1.16              | 6   | 13511,13636,13761,13514,13639,13764 | 22.11    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 916.19   | 1116.81           | 6   | 6121,6246,6371,6124,6249,6374       | 21.9     |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 17.75    | 21.6              | 6   | 22256,22396,22536,22259,22399,22539 | 21.69    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 286.07   | 347.72            | 6   | 24816,24956,25096,24819,24959,25099 | 21.55    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.5      | 1.82              | 6   | 21376,21516,21656,21379,21519,21659 | 21.33    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 20.31    | 24.61             | 6   | 6066,6191,6316,6069,6194,6319       | 21.17    |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 2024288    | 1088.16  | 1317.73           | 6   | 24831,24971,25111,24834,24974,25114 | 21.1     |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.54     | 1.86              | 6   | 14271,14396,14521,14274,14399,14524 | 20.78    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 21.26    | 25.67             | 6   | 18076,18216,18356,18079,18219,18359 | 20.74    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 719.15   | 867.61            | 6   | 10986,11111,11236,10989,11114,11239 | 20.64    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.46     | 1.76              | 6   | 15766,15891,16016,15769,15894,16019 | 20.55    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1       | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 821.55   | 989.98            | 6   | 6116,6241,6366,6119,6244,6369       | 20.5     |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 0.99     | 1.19              | 6   | 28506,28646,28786,28509,28649,28789 | 20.2     |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 1024288    | 552.21   | 663.43            | 6   | 24821,24961,25101,24824,24964,25104 | 20.14    |
