+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic |      branch       | num_values | cnt |              query_ids              |     min_time      |     max_time      |     avg_time      | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | master            | 440536     | 6   | 12111,12236,12361,12486,12611,12736 | 1690.017          | 41729.3733333333  | 21709.6951666667  | 184.43   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 128036     | 6   | 12836,12961,13086,13211,13336,13461 | 500.095333333333  | 12329.5786666667  | 6414.837          | 184.41   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 503036     | 6   | 12866,12991,13116,13241,13366,13491 | 1939.77333333333  | 47742.1203333333  | 24840.9468333333  | 184.38   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 565536     | 6   | 12871,12996,13121,13246,13371,13496 | 2182.22766666667  | 53683.28          | 27932.7538333333  | 184.38   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 440536     | 6   | 12861,12986,13111,13236,13361,13486 | 1709.22833333333  | 42025.1423333333  | 21867.1853333333  | 184.37   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 503036     | 6   | 17366,17491,17616,17741,17866,17991 | 1966.12666666667  | 48282.4636666667  | 25124.2951666667  | 184.35   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 378036     | 6   | 12856,12981,13106,13231,13356,13481 | 1460.832          | 35848.0546666667  | 18654.4433333333  | 184.34   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | master            | 253036     | 6   | 12096,12221,12346,12471,12596,12721 | 974.426           | 23906.9523333333  | 12440.6891666667  | 184.33   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | master            | 190536     | 6   | 17341,17466,17591,17716,17841,17966 | 736.714666666667  | 18068.1546666667  | 9402.43466666667  | 184.33   |
