+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-old | patched  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------+----------+-----+-------------------------------------+----------+
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 81.4        | 244.87   | 6   | 21443,21583,21723,21442,21582,21722 | 200.82   |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 5115.72     | 15049.36 | 6   | 28193,28333,28473,28192,28332,28472 | 194.18   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2024288    | 5157.23     | 15145.65 | 6   | 26933,27073,27213,26932,27072,27212 | 193.68   |
| 20  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 103.94      | 283.03   | 6   | 29838,29978,30118,29837,29977,30117 | 172.3    |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2024288    | 2083.58     | 5391.27  | 6   | 22313,22453,22593,22312,22452,22592 | 158.75   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 58.25       | 150.61   | 6   | 26053,26193,26333,26052,26192,26332 | 158.56   |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1524288    | 1587.25     | 4085.7   | 6   | 21048,21188,21328,21047,21187,21327 | 157.41   |
| 15  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 2153.27     | 5405.14  | 6   | 21473,21613,21753,21472,21612,21752 | 151.02   |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 299.17      | 733.96   | 6   | 21033,21173,21313,21032,21172,21312 | 145.33   |
| 16  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3024288    | 4075.19     | 9906.56  | 6   | 24003,24143,24283,24002,24142,24282 | 143.09   |
| 14  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 82.09       | 189.05   | 6   | 20183,20323,20463,20182,20322,20462 | 130.3    |
| 13  | 60         | 10000000 | 5000000   | 156250   | 4096    | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 34.7        | 70.87    | 6   | 19333,19473,19613,19332,19472,19612 | 104.24   |
| 18  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 676.7       | 1358.64  | 6   | 26908,27048,27188,26907,27047,27187 | 100.77   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024288    | 5739.57     | 11406.19 | 6   | 26083,26223,26363,26082,26222,26362 | 98.73    |
| 19  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 5096.83     | 10122.6  | 6   | 28183,28323,28463,28182,28322,28462 | 98.61    |
