+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+----------+
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 10040.59 | 53721.71 | 6   | 17372,17497,17622,17371,17496,17621 | 43681.12 | 435.05   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 9882.53  | 53471.26 | 6   | 12497,12622,12747,12496,12621,12746 | 43588.73 | 441.07   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 10171.16 | 53683.28 | 6   | 13247,13372,13497,13246,13371,13496 | 43512.12 | 427.8    |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 10008.13 | 53242.85 | 6   | 16622,16747,16872,16621,16746,16871 | 43234.72 | 432.0    |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 8961.15  | 48282.46 | 6   | 17367,17492,17617,17366,17491,17616 | 39321.31 | 438.8    |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 8980.37  | 47742.12 | 6   | 13242,13367,13492,13241,13366,13491 | 38761.75 | 431.63   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 12242.27 | 50923.25 | 6   | 13997,14122,14247,13996,14121,14246 | 38680.98 | 315.96   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 12317.73 | 50947.9  | 6   | 14747,14872,14997,14746,14871,14996 | 38630.17 | 313.61   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 8892.19  | 47350.52 | 6   | 12492,12617,12742,12491,12616,12741 | 38458.33 | 432.5    |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 12473.85 | 50926.45 | 6   | 15872,15997,16122,15871,15996,16121 | 38452.6  | 308.27   |
| 12  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 8882.87  | 47273.14 | 6   | 16617,16742,16867,16616,16741,16866 | 38390.27 | 432.18   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 12630.82 | 50740.07 | 6   | 15122,15247,15372,15121,15246,15371 | 38109.25 | 301.72   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4524288    | 12653.93 | 49293.13 | 6   | 25277,25417,25557,25276,25416,25556 | 36639.2  | 289.55   |
| 17  | 20         | 10000000 | 5000000   | 476191   | 1024    | 512   | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4524288    | 12967.91 | 49571.38 | 6   | 26117,26257,26397,26116,26256,26396 | 36603.47 | 282.26   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 10892.05 | 45213.51 | 6   | 15867,15992,16117,15866,15991,16116 | 34321.46 | 315.11   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 10892.65 | 45209.9  | 6   | 13992,14117,14242,13991,14116,14241 | 34317.25 | 315.05   |
| 11  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 10788.82 | 45103.53 | 6   | 15117,15242,15367,15116,15241,15366 | 34314.71 | 318.06   |
| 10  | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 11093.23 | 45317.42 | 6   | 14742,14867,14992,14741,14866,14991 | 34224.19 | 308.51   |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 7936.69  | 42025.14 | 6   | 13237,13362,13487,13236,13361,13486 | 34088.45 | 429.5    |
| 9   | 20         | 10000000 | 625000    | 476191   | 1       | 2     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 7733.19  | 41729.37 | 6   | 12487,12612,12737,12486,12611,12736 | 33996.18 | 439.61   |
