+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched  |  master  | cnt |                 qid                 | pct_diff |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 28.96    | 298.77   | 6   | 52,177,302,51,176,301               | 931.66   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 15.97    | 160.25   | 6   | 797,922,1047,796,921,1046           | 903.44   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 17.12    | 161.38   | 6   | 2672,2797,2922,2671,2796,2921       | 842.64   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 17.33    | 162.42   | 6   | 5672,5797,5922,5671,5796,5921       | 837.22   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 8.95     | 82.7     | 6   | 1917,2042,2167,1916,2041,2166       | 824.02   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 608.61   | 5569.08  | 6   | 5702,5827,5952,5701,5826,5951       | 815.05   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 613.45   | 5505.44  | 6   | 3827,3952,4077,3826,3951,4076       | 797.46   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 628.76   | 5637.88  | 6   | 2702,2827,2952,2701,2826,2951       | 796.67   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 625.39   | 5566.42  | 6   | 827,952,1077,826,951,1076           | 790.07   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 611.98   | 5356.5   | 6   | 3077,3202,3327,3076,3201,3326       | 775.27   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 622.31   | 5415.25  | 6   | 1952,2077,2202,1951,2076,2201       | 770.19   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 17.8     | 153.94   | 6   | 47,172,297,46,171,296               | 764.83   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 18.3     | 156.59   | 6   | 1922,2047,2172,1921,2046,2171       | 755.68   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 18.26    | 154.96   | 6   | 3047,3172,3297,3046,3171,3296       | 748.63   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 18.91    | 160.33   | 6   | 3797,3922,4047,3796,3921,4046       | 747.86   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 633.35   | 5357.34  | 6   | 77,202,327,76,201,326               | 745.87   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 651.6    | 5448.47  | 6   | 4952,5077,5202,4951,5076,5201       | 736.17   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 18.83    | 154.21   | 6   | 4922,5047,5172,4921,5046,5171       | 718.96   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 114.24   | 896.73   | 6   | 437,562,687,436,561,686             | 684.95   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 11.35    | 88.61    | 6   | 5667,5792,5917,5666,5791,5916       | 680.7    |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 10.3     | 79.66    | 6   | 792,917,1042,791,916,1041           | 673.4    |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 119.84   | 915.23   | 6   | 4187,4312,4437,4186,4311,4436       | 663.71   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 229.42   | 1726.08  | 6   | 4567,4692,4817,4566,4691,4816       | 652.37   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 121.04   | 903.22   | 6   | 1187,1312,1437,1186,1311,1436       | 646.22   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 120.74   | 895.23   | 6   | 1562,1687,1812,1561,1686,1811       | 641.45   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 61.72    | 457.31   | 6   | 1182,1307,1432,1181,1306,1431       | 640.94   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 122.74   | 907.27   | 6   | 5312,5437,5562,5311,5436,5561       | 639.18   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 238.52   | 1756.01  | 6   | 5317,5442,5567,5316,5441,5566       | 636.21   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 62.55    | 459.33   | 6   | 5307,5432,5557,5306,5431,5556       | 634.34   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 120.4    | 880.14   | 6   | 4562,4687,4812,4561,4686,4811       | 631.01   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 447.07   | 3256.71  | 6   | 4572,4697,4822,4571,4696,4821       | 628.46   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 123.5    | 897.15   | 6   | 3437,3562,3687,3436,3561,3686       | 626.44   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 62.59    | 453.29   | 6   | 432,557,682,431,556,681             | 624.22   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 240.23   | 1732.82  | 6   | 1192,1317,1442,1191,1316,1441       | 621.32   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 234.83   | 1691.94  | 6   | 442,567,692,441,566,691             | 620.5    |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 124.05   | 893.62   | 6   | 2312,2437,2562,2311,2436,2561       | 620.37   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 238.67   | 1718.89  | 6   | 1567,1692,1817,1566,1691,1816       | 620.2    |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 63.71    | 458.72   | 6   | 2307,2432,2557,2306,2431,2556       | 620.01   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 240.52   | 1730.39  | 6   | 2317,2442,2567,2316,2441,2566       | 619.44   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 63.05    | 452.64   | 6   | 1557,1682,1807,1556,1681,1806       | 617.91   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 64.98    | 465.78   | 6   | 4182,4307,4432,4181,4306,4431       | 616.81   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 63.74    | 455.77   | 6   | 3432,3557,3682,3431,3556,3681       | 615.05   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 10.99    | 78.26    | 6   | 42,167,292,41,166,291               | 612.1    |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 63.63    | 452.34   | 6   | 4557,4682,4807,4556,4681,4806       | 610.89   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 32.43    | 230.52   | 6   | 1177,1302,1427,1176,1301,1426       | 610.82   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 32.8     | 233.14   | 6   | 4177,4302,4427,4176,4301,4426       | 610.79   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 458.62   | 3259.57  | 6   | 447,572,697,446,571,696             | 610.73   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 246.66   | 1752.76  | 6   | 4192,4317,4442,4191,4316,4441       | 610.6    |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 465.68   | 3274.33  | 6   | 1197,1322,1447,1196,1321,1446       | 603.13   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 470.07   | 3297.39  | 6   | 3447,3572,3697,3446,3571,3696       | 601.47   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 470.59   | 3298.28  | 6   | 5322,5447,5572,5321,5446,5571       | 600.88   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 32.47    | 227.48   | 6   | 427,552,677,426,551,676             | 600.59   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 11.68    | 81.11    | 6   | 4917,5042,5167,4916,5041,5166       | 594.43   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 242.83   | 1685.91  | 6   | 3442,3567,3692,3441,3566,3691       | 594.28   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 461.73   | 3195.38  | 6   | 1572,1697,1822,1571,1696,1821       | 592.05   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 34.35    | 235.47   | 6   | 5302,5427,5552,5301,5426,5551       | 585.5    |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 489.76   | 3346.55  | 6   | 4197,4322,4447,4196,4321,4446       | 583.3    |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 486.67   | 3302.94  | 6   | 2322,2447,2572,2321,2446,2571       | 578.68   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 34.14    | 230.59   | 6   | 2302,2427,2552,2301,2426,2551       | 575.42   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 34.22    | 229.88   | 6   | 1552,1677,1802,1551,1676,1801       | 571.77   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 34.09    | 227.65   | 6   | 4552,4677,4802,4551,4676,4801       | 567.79   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 884.76   | 5903.83  | 6   | 2327,2452,2577,2326,2451,2576       | 567.28   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 891.56   | 5854.16  | 6   | 452,577,702,451,576,701             | 556.62   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 35.34    | 231.39   | 6   | 3427,3552,3677,3426,3551,3676       | 554.75   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 902.25   | 5899.88  | 6   | 1202,1327,1452,1201,1326,1451       | 553.91   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 910.98   | 5885.57  | 6   | 4202,4327,4452,4201,4326,4451       | 546.07   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 907.29   | 5831.01  | 6   | 4577,4702,4827,4576,4701,4826       | 542.68   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 875.8    | 5626.76  | 6   | 1577,1702,1827,1576,1701,1826       | 542.47   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 12.35    | 79.16    | 6   | 3792,3917,4042,3791,3916,4041       | 540.97   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 18.18    | 116.08   | 6   | 422,547,672,421,546,671             | 538.5    |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 909.26   | 5743.92  | 6   | 3452,3577,3702,3451,3576,3701       | 531.71   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 18.36    | 115.97   | 6   | 1547,1672,1797,1546,1671,1796       | 531.64   |
| 2   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 13.33    | 83.22    | 6   | 2667,2792,2917,2666,2791,2916       | 524.31   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 9.53     | 59.32    | 6   | 1167,1292,1417,1166,1291,1416       | 522.46   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 18.64    | 115.82   | 6   | 3422,3547,3672,3421,3546,3671       | 521.35   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 955.06   | 5884.6   | 6   | 5327,5452,5577,5326,5451,5576       | 516.15   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 18.89    | 115.79   | 6   | 1172,1297,1422,1171,1296,1421       | 512.97   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 19.44    | 117.89   | 6   | 5297,5422,5547,5296,5421,5546       | 506.43   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 13.18    | 78.52    | 6   | 3042,3167,3292,3041,3166,3291       | 495.75   |
| 4   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 19.51    | 116.11   | 6   | 4547,4672,4797,4546,4671,4796       | 495.13   |
| 3   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 20.25    | 119.24   | 6   | 4172,4297,4422,4171,4296,4421       | 488.84   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 9.99     | 57.94    | 6   | 417,542,667,416,541,666             | 479.98   |
| 1   | 40         | 10000000 | 625000    | 238096   | 1048576 | 32    | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1693.5   | 9534.4   | 6   | 457,582,707,456,581,706             | 463.0    |
