+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------------+-----+-------------------------------------+----------+
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 40.15    | 85.08                              | 6   | 69532,69735,69938,69535,69738,69941 | 111.91   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 37.39    | 76.23                              | 6   | 51948,52123,52298,51951,52126,52301 | 103.88   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 137.38   | 261.06                             | 6   | 51962,52137,52312,51965,52140,52315 | 90.03    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1098.65  | 2083.54                            | 6   | 70813,71016,71219,70816,71019,71222 | 89.65    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 283.46   | 537.17                             | 6   | 70771,70974,71177,70774,70977,71180 | 89.5     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 964.41   | 1809.99                            | 6   | 70806,71009,71212,70809,71012,71215 | 87.68    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 1242.54  | 2328.72                            | 6   | 62903,63106,63309,62906,63109,63312 | 87.42    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 421.98   | 790.56                             | 6   | 70778,70981,71184,70781,70984,71187 | 87.35    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1232.8   | 2305.7                             | 6   | 70820,71023,71226,70823,71026,71229 | 87.03    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 827.69   | 1544.53                            | 6   | 70799,71002,71205,70802,71005,71208 | 86.61    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 693.37   | 1293.8                             | 6   | 70792,70995,71198,70795,70998,71201 | 86.6     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 969.28   | 1804.91                            | 6   | 62889,63092,63295,62892,63095,63298 | 86.21    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 560.41   | 1041.57                            | 6   | 62868,63071,63274,62871,63074,63277 | 85.86    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 287.12   | 532.88                             | 6   | 62854,63057,63260,62857,63060,63263 | 85.59    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 22.26    | 41.27                              | 6   | 69525,69728,69931,69528,69731,69934 | 85.4     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 147.55   | 272.98                             | 6   | 70764,70967,71170,70767,70970,71173 | 85.01    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1228.53  | 2249.5                             | 6   | 69602,69805,70008,69605,69808,70011 | 83.11    |
