+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 4.39                       | 5.89                         | 6   | 25163,25366,25569,25161,25364,25567 | 34.17    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 2.36                       | 3.16                         | 6   | 22097,22300,22503,22095,22298,22501 | 33.9     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 13.92                      | 18.6                         | 6   | 25177,25380,25583,25175,25378,25581 | 33.62    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 9.28                       | 12.4                         | 4   | 38848,39037,38846,39035             | 33.62    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 24.63                      | 32.91                        | 6   | 17267,17470,17673,17265,17468,17671 | 33.62    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 128.17                     | 170.96                       | 6   | 7222,7404,7586,7220,7402,7584       | 33.39    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.21                       | 0.28                         | 6   | 20795,20998,21201,20793,20996,21199 | 33.33    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 419.74                     | 558.53                       | 6   | 17309,17512,17715,17307,17510,17713 | 33.07    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 25.1                       | 33.39                        | 6   | 25184,25387,25590,25182,25385,25588 | 33.03    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 8.07                       | 10.71                        | 4   | 38834,39023,38832,39021             | 32.71    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 1.42                       | 1.88                         | 6   | 17827,18030,18233,17825,18028,18231 | 32.39    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 0.25                       | 0.33                         | 6   | 23266,23469,23672,23264,23467,23670 | 32.0     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 8.13                       | 10.73                        | 6   | 19682,19885,20088,19680,19883,20086 | 31.98    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 1.76                       | 2.32                         | 6   | 17232,17435,17638,17230,17433,17636 | 31.82    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.53                       | 2.01                         | 6   | 3323,3505,3687,3321,3503,3685       | 31.37    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 490.52                     | 642.68                       | 6   | 17316,17519,17722,17314,17517,17720 | 31.02    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 413.73                     | 541.54                       | 6   | 25226,25429,25632,25224,25427,25630 | 30.89    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 172.62                     | 224.91                       | 6   | 25205,25408,25611,25203,25406,25609 | 30.29    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 1.72                       | 2.24                         | 6   | 25149,25352,25555,25147,25350,25553 | 30.23    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 15.05                      | 19.6                         | 6   | 19689,19892,20095,19687,19890,20093 | 30.23    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 3.26                       | 4.22                         | 6   | 33171,33360,33549,33169,33358,33547 | 29.45    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 0.21                       | 0.27                         | 6   | 25058,25261,25464,25056,25259,25462 | 28.57    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.19                       | 1.53                         | 6   | 7138,7320,7502,7136,7318,7500       | 28.57    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.69                       | 2.17                         | 6   | 10344,10519,10694,10342,10517,10692 | 28.4     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 0.81                       | 1.04                         | 6   | 17218,17421,17624,17216,17419,17622 | 28.4     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 8.15                       | 10.46                        | 6   | 37700,37889,38078,37698,37887,38076 | 28.34    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.81                       | 3.6                          | 6   | 34865,35054,35243,34863,35052,35241 | 28.11    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 4.64                       | 5.94                         | 6   | 37126,37315,37504,37124,37313,37502 | 28.02    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.5                        | 0.64                         | 6   | 14523,14698,14873,14521,14696,14871 | 28.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 716.76                     | 916.02                       | 6   | 1251,1433,1615,1249,1431,1613       | 27.8     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 3.79                       | 4.84                         | 6   | 38260,38449,38638,38258,38447,38636 | 27.7     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 13.63                      | 17.38                        | 6   | 17260,17463,17666,17258,17461,17664 | 27.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 945.45                     | 1204.79                      | 6   | 1265,1447,1629,1263,1445,1627       | 27.43    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 484.22                     | 616.76                       | 6   | 145,327,509,143,325,507             | 27.37    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 0.22                       | 0.28                         | 6   | 17169,17372,17575,17167,17370,17573 | 27.27    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.22                       | 0.28                         | 6   | 21411,21614,21817,21409,21612,21815 | 27.27    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 0.22                       | 0.28                         | 6   | 22636,22839,23042,22634,22837,23040 | 27.27    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.14                       | 1.45                         | 6   | 11387,11562,11737,11385,11560,11735 | 27.19    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 1.4                        | 1.78                         | 6   | 22706,22909,23112,22704,22907,23110 | 27.14    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 0.59                       | 0.75                         | 6   | 23910,24113,24316,23908,24111,24314 | 27.12    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 0.26                       | 0.33                         | 6   | 21418,21621,21824,21416,21619,21822 | 26.92    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 5.65                       | 7.17                         | 6   | 35453,35642,35831,35451,35640,35829 | 26.9     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 18.98                      | 24.08                        | 6   | 36027,36216,36405,36025,36214,36403 | 26.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 716.78                     | 908.32                       | 6   | 8349,8531,8713,8347,8529,8711       | 26.72    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 729.97                     | 924.82                       | 6   | 17337,17540,17743,17335,17538,17741 | 26.69    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 0.3                        | 0.38                         | 6   | 18989,19192,19395,18987,19190,19393 | 26.67    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1815.34                    | 2297.14                      | 6   | 6172,6354,6536,6170,6352,6534       | 26.54    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 3.91                       | 4.94                         | 6   | 6620,6802,6984,6618,6800,6982       | 26.34    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 1.57                       | 1.98                         | 6   | 5507,5689,5871,5505,5687,5869       | 26.11    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 0.23                       | 0.29                         | 6   | 25688,25891,26094,25686,25889,26092 | 26.09    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.11                       | 3.92                         | 6   | 29209,29398,29587,29207,29396,29585 | 26.05    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 11.38                      | 14.34                        | 6   | 96,278,460,94,276,458               | 26.01    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 0.27                       | 0.34                         | 6   | 20809,21012,21215,20807,21010,21213 | 25.93    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 0.47                       | 0.59                         | 6   | 15573,15748,15923,15571,15746,15921 | 25.53    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 15.24                      | 19.09                        | 6   | 22734,22937,23140,22732,22935,23138 | 25.26    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 2.14                       | 2.68                         | 6   | 9294,9469,9644,9292,9467,9642       | 25.23    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 0.48                       | 0.6                          | 6   | 7103,7285,7467,7101,7283,7465       | 25.0     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 0.24                       | 0.3                          | 6   | 26290,26493,26696,26288,26491,26694 | 25.0     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 0.2                        | 0.25                         | 6   | 25695,25898,26101,25693,25896,26099 | 25.0     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 0.4                        | 0.5                          | 6   | 34837,35026,35215,34835,35024,35213 | 25.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 0.76                       | 0.95                         | 6   | 2742,2924,3106,2740,2922,3104       | 25.0     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.28                       | 0.35                         | 6   | 28593,28782,28971,28591,28780,28969 | 25.0     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 0.28                       | 0.35                         | 6   | 34263,34452,34641,34261,34450,34639 | 25.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 2.53                       | 3.16                         | 6   | 1167,1349,1531,1165,1347,1529       | 24.9     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 334.42                     | 417.48                       | 6   | 25219,25422,25625,25217,25420,25623 | 24.84    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.18                       | 1.47                         | 6   | 7677,7859,8041,7675,7857,8039       | 24.58    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 249.15                     | 310.02                       | 6   | 131,313,495,129,311,493             | 24.43    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 0.82                       | 1.02                         | 6   | 6571,6753,6935,6569,6751,6933       | 24.39    |
