+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------+-----+-------------------------------------+----------+
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 1.42                       | 3.06                         | 6   | 14026,14201,14376,14024,14199,14374 | 115.49   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.16                       | 4.27                         | 6   | 9833,10008,10183,9831,10006,10181   | 97.69    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 2.88                       | 5.61                         | 6   | 29769,29958,30147,29767,29956,30145 | 94.79    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 1.38                       | 2.63                         | 6   | 31463,31652,31841,31461,31650,31839 | 90.58    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 5.69                       | 10.57                        | 6   | 36566,36755,36944,36564,36753,36942 | 85.76    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 45.98                      | 80.75                        | 6   | 17274,17477,17680,17272,17475,17678 | 75.62    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 2.59                       | 4.51                         | 6   | 30903,31092,31281,30901,31090,31279 | 74.13    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 8.35                       | 14.33                        | 6   | 36573,36762,36951,36571,36760,36949 | 71.62    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 7.39                       | 11.9                         | 6   | 25170,25373,25576,25168,25371,25574 | 61.03    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 524288     | 46.03                      | 73.18                        | 6   | 25191,25394,25597,25189,25392,25595 | 58.98    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 1.92                       | 3.02                         | 6   | 29202,29391,29580,29200,29389,29578 | 57.29    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.28                       | 2.0                          | 6   | 6039,6221,6403,6037,6219,6401       | 56.25    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 5.99                       | 9.29                         | 6   | 38267,38456,38645,38265,38454,38643 | 55.09    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.9                        | 4.48                         | 6   | 28635,28824,29013,28633,28822,29011 | 54.48    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 5.06                       | 7.64                         | 6   | 33185,33374,33563,33183,33372,33561 | 50.99    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 0.98                       | 1.47                         | 6   | 8230,8412,8594,8228,8410,8592       | 50.0     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 251.57                     | 374.94                       | 6   | 8321,8503,8685,8319,8501,8683       | 49.04    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 251.27                     | 371.11                       | 6   | 17295,17498,17701,17293,17496,17699 | 47.69    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 491.47                     | 717.53                       | 6   | 25233,25436,25639,25231,25434,25637 | 46.0     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 2.27                       | 3.31                         | 6   | 33738,33927,34116,33736,33925,34114 | 45.81    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 3.64                       | 5.23                         | 6   | 34872,35061,35250,34870,35059,35248 | 43.68    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.59                       | 3.72                         | 6   | 34298,34487,34676,34296,34485,34674 | 43.63    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 0.51                       | 0.73                         | 6   | 21467,21670,21873,21465,21668,21871 | 43.14    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 2.22                       | 3.15                         | 6   | 7166,7348,7530,7164,7346,7528       | 41.89    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 149.04                     | 211.12                       | 6   | 7754,7936,8118,7752,7934,8116       | 41.65    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 0.85                       | 1.2                          | 6   | 1118,1300,1482,1116,1298,1480       | 41.18    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.22                       | 1.72                         | 6   | 26920,27109,27298,26918,27107,27296 | 40.98    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 0.22                       | 0.31                         | 6   | 26311,26514,26717,26309,26512,26715 | 40.91    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.13                       | 3.0                          | 6   | 12983,13158,13333,12981,13156,13331 | 40.85    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 3.38                       | 4.74                         | 6   | 30910,31099,31288,30908,31097,31286 | 40.24    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.28                       | 0.39                         | 6   | 18975,19178,19381,18973,19176,19379 | 39.29    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 575.83                     | 801.17                       | 6   | 25240,25443,25646,25238,25441,25644 | 39.13    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.73                       | 3.79                         | 6   | 75,257,439,73,255,437               | 38.83    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 654.64                     | 906.91                       | 6   | 25247,25450,25653,25245,25448,25651 | 38.54    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 1.47                       | 2.03                         | 6   | 7152,7334,7516,7150,7332,7514       | 38.1     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 3.0                        | 4.14                         | 6   | 31470,31659,31848,31468,31657,31846 | 38.0     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 172.06                     | 237.17                       | 6   | 17288,17491,17694,17286,17489,17692 | 37.84    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 332.94                     | 457.39                       | 6   | 17302,17505,17708,17300,17503,17706 | 37.38    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 3.0                        | 4.1                          | 6   | 7173,7355,7537,7171,7353,7535       | 36.67    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 2.28                       | 3.11                         | 6   | 9826,10001,10176,9824,9999,10174    | 36.4     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 0.33                       | 0.45                         | 6   | 17799,18002,18205,17797,18000,18203 | 36.36    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 1.46                       | 1.99                         | 6   | 7691,7873,8055,7689,7871,8053       | 36.3     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 0.25                       | 0.34                         | 6   | 30854,31043,31232,30852,31041,31230 | 36.0     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 661.6                      | 897.55                       | 6   | 17330,17533,17736,17328,17531,17734 | 35.66    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 2.18                       | 2.95                         | 6   | 14033,14208,14383,14031,14206,14381 | 35.32    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 7.74                       | 10.44                        | 6   | 17253,17456,17659,17251,17454,17657 | 34.88    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 2.53                       | 3.41                         | 6   | 5521,5703,5885,5519,5701,5883       | 34.78    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 0.23                       | 0.31                         | 6   | 20802,21005,21208,20800,21003,21206 | 34.78    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 759.92                     | 1022.1                       | 6   | 25254,25457,25660,25252,25455,25658 | 34.5     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 0.32                       | 0.43                         | 6   | 18401,18604,18807,18399,18602,18805 | 34.37    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.7                        | 0.94                         | 6   | 3834,4016,4198,3832,4014,4196       | 34.29    |
