+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff    | pct_diff |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3212.29                          | 5136.63                      | 6   | 25850,26053,26256,25847,26050,26253 | 1924.34   | 59.91    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 4781.3                           | 6630.73                      | 6   | 17940,18143,18346,17937,18140,18343 | 1849.43   | 38.68    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 4062.03                          | 5740.2                       | 6   | 713,895,1077,710,892,1074           | 1678.17   | 41.31    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 5325.71                          | 6996.57                      | 6   | 19165,19368,19571,19162,19365,19568 | 1670.86   | 31.37    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 3620.45                          | 5113.82                      | 6   | 20376,20579,20782,20373,20576,20779 | 1493.37   | 41.25    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 881072     | 3194.17                          | 4654.42                      | 6   | 3989,4171,4353,3986,4168,4350       | 1460.25   | 45.72    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 3228.43                          | 4673.88                      | 6   | 20369,20572,20775,20366,20569,20772 | 1445.45   | 44.77    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 2443.99                          | 3888.4                       | 6   | 19137,19340,19543,19134,19337,19540 | 1444.41   | 59.1     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8048576    | 4428.95                          | 5827.56                      | 6   | 25857,26060,26263,25854,26057,26260 | 1398.61   | 31.58    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3684.24                          | 5025.01                      | 6   | 23421,23624,23827,23418,23621,23824 | 1340.77   | 36.39    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 4107.92                          | 5402.66                      | 6   | 19151,19354,19557,19148,19351,19554 | 1294.74   | 31.52    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 6267.25                          | 7525.4                       | 6   | 17947,18150,18353,17944,18147,18350 | 1258.15   | 20.07    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1872.88                          | 3127.78                      | 6   | 23400,23603,23806,23397,23600,23803 | 1254.9    | 67.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 2795.76                          | 4004.09                      | 6   | 2890,3072,3254,2887,3069,3251       | 1208.33   | 43.22    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1309.15                          | 2499.2                       | 6   | 22175,22378,22581,22172,22375,22578 | 1190.05   | 90.9     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 3049.15                          | 4226.56                      | 6   | 24625,24828,25031,24622,24825,25028 | 1177.41   | 38.61    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 3229.23                          | 4392.01                      | 6   | 23414,23617,23820,23411,23614,23817 | 1162.78   | 36.01    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 2462.92                          | 3610.95                      | 6   | 22189,22392,22595,22186,22389,22592 | 1148.03   | 46.61    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 3503.78                          | 4632.29                      | 6   | 19144,19347,19550,19141,19344,19547 | 1128.51   | 32.21    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 3009.41                          | 4099.59                      | 6   | 17919,18122,18325,17916,18119,18322 | 1090.18   | 36.23    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 6317.48                          | 7395.59                      | 6   | 727,909,1091,724,906,1088           | 1078.11   | 17.07    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 2800.47                          | 3861.88                      | 6   | 20362,20565,20768,20359,20562,20765 | 1061.41   | 37.9     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 2357.2                           | 3383.83                      | 6   | 20355,20558,20761,20352,20555,20758 | 1026.63   | 43.55    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 2765.4                           | 3720.91                      | 6   | 21580,21783,21986,21577,21780,21983 | 955.51    | 34.55    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 5008.58                          | 5948.28                      | 6   | 5641,5823,6005,5638,5820,6002       | 939.7     | 18.76    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 506072     | 2253.75                          | 3185.11                      | 6   | 1784,1966,2148,1781,1963,2145       | 931.36    | 41.32    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 3393.36                          | 4307.61                      | 6   | 22196,22399,22602,22193,22396,22599 | 914.25    | 26.94    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3888.9                           | 4770.68                      | 6   | 22203,22406,22609,22200,22403,22606 | 881.78    | 22.67    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 2049.04                          | 2926.6                       | 6   | 24611,24814,25017,24608,24811,25014 | 877.56    | 42.83    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 2788.44                          | 3664.68                      | 6   | 25836,26039,26242,25833,26036,26239 | 876.24    | 31.42    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 2319.99                          | 3175.6                       | 6   | 21573,21776,21979,21570,21773,21976 | 855.61    | 36.88    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1006072    | 4675.39                          | 5513.9                       | 6   | 6726,6908,7090,6723,6905,7087       | 838.51    | 17.93    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1006072    | 4487.34                          | 5323.93                      | 6   | 3996,4178,4360,3993,4175,4357       | 836.59    | 18.64    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 4912.96                          | 5742.28                      | 6   | 1805,1987,2169,1802,1984,2166       | 829.32    | 16.88    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 4134.08                          | 4954.68                      | 6   | 17926,18129,18332,17923,18126,18329 | 820.6     | 19.85    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 506072     | 1754.84                          | 2570.22                      | 6   | 5606,5788,5970,5603,5785,5967       | 815.38    | 46.46    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 881072     | 4689.44                          | 5496.23                      | 6   | 7811,7993,8175,7808,7990,8172       | 806.79    | 17.2     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 2404.1                           | 3209.2                       | 6   | 19130,19333,19536,19127,19330,19533 | 805.1     | 33.49    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 1880.95                          | 2622.58                      | 6   | 17905,18108,18311,17902,18105,18308 | 741.63    | 39.43    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 4169.36                          | 4904.78                      | 6   | 1798,1980,2162,1795,1977,2159       | 735.42    | 17.64    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 2237.73                          | 2968.24                      | 6   | 25829,26032,26235,25826,26029,26232 | 730.51    | 32.65    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 1911.24                          | 2623.59                      | 6   | 20348,20551,20754,20345,20548,20751 | 712.35    | 37.27    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 4925.89                          | 5623.49                      | 6   | 23428,23631,23834,23425,23628,23831 | 697.6     | 14.16    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 756072     | 4037.56                          | 4725.23                      | 6   | 7804,7986,8168,7801,7983,8165       | 687.67    | 17.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 381072     | 1691.73                          | 2366.64                      | 6   | 685,867,1049,682,864,1046           | 674.91    | 39.89    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 4186.4                           | 4846.13                      | 6   | 24632,24835,25038,24629,24832,25035 | 659.73    | 15.76    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 1873.36                          | 2520.44                      | 6   | 21566,21769,21972,21563,21766,21969 | 647.08    | 34.54    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048576    | 1062.69                          | 1691.18                      | 6   | 17898,18101,18304,17895,18098,18301 | 628.49    | 59.14    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 3393.31                          | 4005.48                      | 6   | 3982,4164,4346,3979,4161,4343       | 612.17    | 18.04    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1540.12                          | 2151.52                      | 6   | 24604,24807,25010,24601,24804,25007 | 611.4     | 39.7     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048576    | 1025.99                          | 1630.8                       | 6   | 19116,19319,19522,19113,19316,19519 | 604.81    | 58.95    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 631072     | 3449.66                          | 4039.76                      | 6   | 1791,1973,2155,1788,1970,2152       | 590.1     | 17.11    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1242.85                          | 1822.09                      | 6   | 22168,22371,22574,22165,22368,22571 | 579.24    | 46.61    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 1457.38                          | 2028.55                      | 6   | 20341,20544,20747,20338,20541,20744 | 571.17    | 39.19    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048576    | 678.88                           | 1227.89                      | 6   | 22161,22364,22567,22158,22361,22564 | 549.01    | 80.87    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 3817.29                          | 4365.09                      | 6   | 21587,21790,21993,21584,21787,21990 | 547.8     | 14.35    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048576    | 880.35                           | 1426.87                      | 6   | 24597,24800,25003,24594,24797,25000 | 546.52    | 62.08    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 2938.68                          | 3465.86                      | 6   | 6705,6887,7069,6702,6884,7066       | 527.18    | 17.94    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 2450.59                          | 2972.13                      | 6   | 22182,22385,22588,22179,22382,22585 | 521.54    | 21.28    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1403.07                          | 1911.79                      | 6   | 23386,23589,23792,23383,23586,23789 | 508.72    | 36.26    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048576    | 763.96                           | 1272.27                      | 6   | 23379,23582,23785,23376,23579,23782 | 508.31    | 66.54    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 1427.1                           | 1916.48                      | 6   | 21559,21762,21965,21556,21759,21962 | 489.38    | 34.29    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 3901.93                          | 4388.73                      | 6   | 25843,26046,26249,25840,26043,26246 | 486.8     | 12.48    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 2706.64                          | 3172.78                      | 6   | 7790,7972,8154,7787,7969,8151       | 466.14    | 17.22    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 2827.13                          | 3290.92                      | 6   | 17912,18115,18318,17909,18112,18315 | 463.79    | 16.4     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 3303.37                          | 3743.58                      | 6   | 23407,23610,23813,23404,23607,23810 | 440.21    | 13.33    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048576    | 1141.37                          | 1520.2                       | 6   | 25815,26018,26221,25812,26015,26218 | 378.83    | 33.19    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 2212.31                          | 2576.23                      | 6   | 23393,23596,23799,23390,23593,23796 | 363.92    | 16.45    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 967.63                           | 1311.57                      | 6   | 21552,21755,21958,21549,21752,21955 | 343.94    | 35.54    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 381072     | 1716.64                          | 2036.68                      | 6   | 3961,4143,4325,3958,4140,4322       | 320.04    | 18.64    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 461.74                           | 770.68                       | 6   | 24590,24793,24996,24587,24790,24993 | 308.94    | 66.91    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 381072     | 1214.67                          | 1491.85                      | 6   | 4507,4689,4871,4504,4686,4868       | 277.18    | 22.82    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1974.97                          | 2251.14                      | 6   | 25822,26025,26228,25819,26022,26225 | 276.17    | 13.98    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2109.15                          | 2379.79                      | 6   | 5095,5277,5459,5092,5274,5456       | 270.64    | 12.83    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 2166.39                          | 2434.69                      | 6   | 19123,19326,19529,19120,19323,19526 | 268.3     | 12.38    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1048576    | 641.63                           | 891.52                       | 6   | 17891,18094,18297,17888,18091,18294 | 249.89    | 38.95    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 256072     | 1380.5                           | 1614.79                      | 6   | 7776,7958,8140,7773,7955,8137       | 234.29    | 16.97    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 667.84                           | 897.55                       | 6   | 17331,17534,17737,17328,17531,17734 | 229.71    | 34.4     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048576    | 1159.37                          | 1387.95                      | 6   | 20334,20537,20740,20331,20534,20737 | 228.58    | 19.72    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 493.73                           | 717.53                       | 6   | 25234,25437,25640,25231,25434,25637 | 223.8     | 45.33    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 800.71                           | 1022.1                       | 6   | 25255,25458,25661,25252,25455,25658 | 221.39    | 27.65    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 711.11                           | 916.02                       | 6   | 1252,1434,1616,1249,1431,1613       | 204.91    | 28.82    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 1109.97                          | 1311.94                      | 6   | 5592,5774,5956,5589,5771,5953       | 201.97    | 18.2     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 707.72                           | 906.91                       | 6   | 25248,25451,25654,25245,25448,25651 | 199.19    | 28.15    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 256072     | 1004.36                          | 1203.03                      | 6   | 4500,4682,4864,4497,4679,4861       | 198.67    | 19.78    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 607.43                           | 801.17                       | 6   | 25241,25444,25647,25238,25441,25644 | 193.74    | 31.9     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 717.78                           | 908.32                       | 6   | 8350,8532,8714,8347,8529,8711       | 190.54    | 26.55    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1048576    | 582.88                           | 772.64                       | 6   | 25808,26011,26214,25805,26008,26211 | 189.76    | 32.56    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 1048576    | 498.49                           | 674.8                        | 6   | 21545,21748,21951,21542,21745,21948 | 176.31    | 35.37    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 486.34                           | 661.95                       | 6   | 23372,23575,23778,23369,23572,23775 | 175.61    | 36.11    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 1048576    | 430.68                           | 601.63                       | 6   | 22154,22357,22560,22151,22354,22557 | 170.95    | 39.69    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1485.12                          | 1647.79                      | 6   | 22805,23008,23211,22802,23005,23208 | 162.67    | 10.95    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 174.31                           | 326.52                       | 6   | 22147,22350,22553,22144,22347,22550 | 152.21    | 87.32    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 506072     | 948.52                           | 1098.66                      | 6   | 2330,2512,2694,2327,2509,2691       | 150.14    | 15.83    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 524288     | 241.16                           | 385.51                       | 6   | 25801,26004,26207,25798,26001,26204 | 144.35    | 59.86    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 3636.38                          | 3772.68                      | 6   | 9435,9610,9785,9432,9607,9782       | 136.3     | 3.75     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 232.04                           | 367.52                       | 6   | 24583,24786,24989,24580,24783,24986 | 135.48    | 58.39    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 482.42                           | 616.76                       | 6   | 146,328,510,143,325,507             | 134.34    | 27.85    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 215.3                            | 349.01                       | 6   | 20320,20523,20726,20317,20520,20723 | 133.71    | 62.1     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 3374.16                          | 3506.13                      | 6   | 15210,15385,15560,15207,15382,15557 | 131.97    | 3.91     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 427.76                           | 558.53                       | 6   | 17310,17513,17716,17307,17510,17713 | 130.77    | 30.57    |
