+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-728899ba | cnt |                 qid                 | pct_diff |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 4200.44                          | 8783.54          | 6   | 65953,66156,66359,65949,66152,66355 | 109.11   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1870.82                          | 3902.6           | 6   | 67745,67948,68151,67741,67944,68147 | 108.6    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1455.8                           | 3022.96          | 6   | 70174,70377,70580,70170,70373,70576 | 107.65   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3888.22                          | 8066.74          | 6   | 63503,63706,63909,63499,63702,63905 | 107.47   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 18.85                            | 39.05            | 6   | 104,286,468,100,282,464             | 107.16   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 21.05                            | 42.7             | 6   | 51946,52121,52296,51942,52117,52292 | 102.85   |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 35.7                             | 71.95            | 6   | 7209,7391,7573,7205,7387,7569       | 101.54   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 35.25                            | 70.22            | 6   | 111,293,475,107,289,471             | 99.21    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 1.61                             | 3.16             | 6   | 22098,22301,22504,22094,22297,22500 | 96.27    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 17.38                            | 34.11            | 6   | 67689,67892,68095,67685,67888,68091 | 96.26    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 174.31                           | 336.78           | 6   | 22147,22350,22553,22143,22346,22549 | 93.21    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 3024288    | 1518.62                          | 2918.42          | 6   | 84510,84706,84902,84506,84702,84898 | 92.18    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 71.12                            | 136.43           | 6   | 51960,52135,52310,51956,52131,52306 | 91.83    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 10.38                            | 19.79            | 6   | 97,279,461,93,275,457               | 90.66    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048576    | 987.68                           | 1879.31          | 6   | 62250,62453,62656,62246,62449,62652 | 90.28    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 0.89                             | 1.69             | 6   | 74948,75123,75298,74944,75119,75294 | 89.89    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1309.15                          | 2474.27          | 6   | 22175,22378,22581,22171,22374,22577 | 89.0     |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 531.17                           | 996.16           | 6   | 84482,84678,84874,84478,84674,84870 | 87.54    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 262144     | 91.03                            | 169.03           | 6   | 22140,22343,22546,22136,22339,22542 | 85.69    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 68.11                            | 126.37           | 6   | 66485,66688,66891,66481,66684,66887 | 85.54    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 280.74                           | 520.04           | 6   | 84475,84671,84867,84471,84667,84863 | 85.24    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4524288    | 2309.34                          | 4258.94          | 6   | 84531,84727,84923,84527,84723,84919 | 84.42    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 3.96                             | 7.29             | 6   | 44498,44687,44876,44494,44683,44872 | 84.09    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 4085.98                          | 7492.72          | 6   | 64735,64938,65141,64731,64934,65137 | 83.38    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048576    | 678.88                           | 1244.15          | 6   | 22161,22364,22567,22157,22360,22563 | 83.27    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 2963.54                          | 5424.63          | 6   | 22210,22413,22616,22206,22409,22612 | 83.05    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 65.48                            | 119.09           | 6   | 7216,7398,7580,7212,7394,7576       | 81.87    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 36.76                            | 66.82            | 6   | 84454,84650,84846,84450,84646,84842 | 81.77    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 1059.4                           | 1920.77          | 6   | 84496,84692,84888,84492,84688,84884 | 81.31    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 5.0                              | 9.05             | 6   | 84433,84629,84825,84429,84625,84821 | 81.0     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 27.37                            | 49.51            | 6   | 20299,20502,20705,20295,20498,20701 | 80.89    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 10.85                            | 19.47            | 6   | 7195,7377,7559,7191,7373,7555       | 79.45    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 5.56                             | 9.95             | 6   | 82669,82865,83061,82665,82861,83057 | 78.96    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 3275.96                          | 5835.94          | 6   | 20383,20586,20789,20379,20582,20785 | 78.14    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 3.1                              | 5.51             | 6   | 83838,84034,84230,83834,84030,84226 | 77.74    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1477.23                          | 2621.35          | 6   | 66520,66723,66926,66516,66719,66922 | 77.45    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 269.92                           | 478.35           | 6   | 51974,52149,52324,51970,52145,52320 | 77.22    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 46.25                            | 81.91            | 6   | 22133,22336,22539,22129,22332,22535 | 77.1     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 3.12                             | 5.51             | 6   | 28643,28832,29021,28639,28828,29017 | 76.6     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 1.86                             | 3.28             | 6   | 23316,23519,23722,23312,23515,23718 | 76.34    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1024288    | 712.55                           | 1256.2           | 6   | 82718,82914,83110,82714,82910,83106 | 76.3     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 14.2                             | 24.99            | 6   | 24555,24758,24961,24551,24754,24957 | 75.99    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 23.92                            | 41.94            | 6   | 22126,22329,22532,22122,22325,22528 | 75.33    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 6.36                             | 11.14            | 6   | 90,272,454,86,268,450               | 75.16    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 66.37                            | 116.21           | 6   | 118,300,482,114,296,478             | 75.09    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 163.73                           | 285.92           | 6   | 125,307,489,121,303,485             | 74.63    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 363.83                           | 634.07           | 6   | 86827,87023,87219,86823,87019,87215 | 74.28    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048576    | 880.35                           | 1529.62          | 6   | 24597,24800,25003,24593,24796,24999 | 73.75    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 47.2                             | 81.85            | 6   | 86806,87002,87198,86802,86998,87194 | 73.41    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 124.41                           | 215.4            | 6   | 65883,66086,66289,65879,66082,66285 | 73.14    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2524288    | 1679.78                          | 2904.23          | 6   | 82739,82935,83131,82735,82931,83127 | 72.89    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048576    | 1062.69                          | 1832.28          | 6   | 17898,18101,18304,17894,18097,18300 | 72.42    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1156.19                          | 1989.17          | 6   | 51449,51624,51799,51445,51620,51795 | 72.05    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 45.49                            | 78.2             | 6   | 51953,52128,52303,51949,52124,52299 | 71.91    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3365.84                          | 5767.49          | 6   | 24639,24842,25045,24635,24838,25041 | 71.35    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4024288    | 2606.56                          | 4461.89          | 6   | 82760,82956,83152,82756,82952,83148 | 71.18    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 182.08                           | 311.49           | 6   | 86820,87016,87212,86816,87012,87208 | 71.07    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 3024288    | 2055.96                          | 3514.46          | 6   | 86862,87058,87254,86858,87054,87250 | 70.94    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 398.84                           | 681.5            | 6   | 45156,45331,45506,45152,45327,45502 | 70.87    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 8.84                             | 15.09            | 6   | 17849,18052,18255,17845,18048,18251 | 70.7     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 2524288    | 1711.78                          | 2919.46          | 6   | 86855,87051,87247,86851,87047,87243 | 70.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 19.56                            | 33.35            | 6   | 7202,7384,7566,7198,7380,7562       | 70.5     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 6.98                             | 11.89            | 6   | 51932,52107,52282,51928,52103,52278 | 70.34    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3524288    | 2303.98                          | 3917.75          | 6   | 82753,82949,83145,82749,82945,83141 | 70.04    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3787.95                          | 6439.36          | 6   | 24646,24849,25052,24642,24845,25048 | 70.0     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 4.99                             | 8.47             | 6   | 43378,43567,43756,43374,43563,43752 | 69.74    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 20.35                            | 34.53            | 6   | 85623,85819,86015,85619,85815,86011 | 69.68    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 718.62                           | 1217.28          | 6   | 7258,7440,7622,7254,7436,7618       | 69.39    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 215.3                            | 363.92           | 6   | 20320,20523,20726,20316,20519,20722 | 69.03    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.46                             | 4.15             | 6   | 33172,33361,33550,33168,33357,33546 | 68.7     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 3024288    | 2019.73                          | 3406.73          | 6   | 82746,82942,83138,82742,82938,83134 | 68.67    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1524288    | 1049.02                          | 1769.08          | 6   | 82725,82921,83117,82721,82917,83113 | 68.64    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 525.43                           | 885.37           | 6   | 45163,45338,45513,45159,45334,45509 | 68.5     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 425.37                           | 716.15           | 6   | 69565,69768,69971,69561,69764,69967 | 68.36    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 232.04                           | 390.39           | 6   | 24583,24786,24989,24579,24782,24985 | 68.24    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3524288    | 2037.91                          | 3426.57          | 6   | 85693,85889,86085,85689,85885,86081 | 68.14    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 133.32                           | 223.63           | 6   | 49860,50035,50210,49856,50031,50206 | 67.74    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 3303.34                          | 5533.22          | 6   | 21601,21804,22007,21597,21800,22003 | 67.5     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 1.69                             | 2.83             | 4   | 87947,88143,87943,88139             | 67.46    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8048576    | 2946.62                          | 4933.15          | 6   | 21594,21797,22000,21590,21793,21996 | 67.42    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 157.56                           | 263.59           | 6   | 85644,85840,86036,85640,85836,86032 | 67.29    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1872.88                          | 3132.58          | 6   | 23400,23603,23806,23396,23599,23802 | 67.26    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 461.74                           | 772.28           | 6   | 24590,24793,24996,24586,24789,24992 | 67.25    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024288    | 608.18                           | 1016.64          | 6   | 85658,85854,86050,85654,85850,86046 | 67.16    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 381072     | 1214.67                          | 2030.15          | 6   | 4507,4689,4871,4503,4685,4867       | 67.14    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 25.38                            | 42.39            | 6   | 21517,21720,21923,21513,21716,21919 | 67.02    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 3814.1                           | 6370.24          | 6   | 66548,66751,66954,66544,66747,66950 | 67.02    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048576    | 763.96                           | 1274.52          | 6   | 23379,23582,23785,23375,23578,23781 | 66.83    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 361.77                           | 603.35           | 6   | 82711,82907,83103,82707,82903,83099 | 66.78    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 92.17                            | 153.71           | 6   | 86813,87009,87205,86809,87005,87201 | 66.77    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 908.39                           | 1513.58          | 6   | 52009,52184,52359,52005,52180,52355 | 66.62    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 3510.31                          | 5848.05          | 6   | 17933,18136,18339,17929,18132,18335 | 66.6     |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 2290.64                          | 3810.97          | 6   | 64700,64903,65106,64696,64899,65102 | 66.37    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 1.92                             | 3.19             | 6   | 33732,33921,34110,33728,33917,34106 | 66.15    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 2775.5                           | 4610.49          | 6   | 62264,62467,62670,62260,62463,62666 | 66.11    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 2.74                             | 4.55             | 6   | 84426,84622,84818,84422,84618,84814 | 66.06    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 213.0                            | 353.63           | 6   | 4486,4668,4850,4482,4664,4846       | 66.02    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 1524288    | 1050.54                          | 1743.13          | 6   | 86841,87037,87233,86837,87033,87229 | 65.93    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 40.81                            | 67.68            | 6   | 85630,85826,86022,85626,85822,86018 | 65.84    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 2024288    | 1389.07                          | 2303.22          | 6   | 86848,87044,87240,86844,87040,87236 | 65.81    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 1524288    | 1196.77                          | 1983.33          | 6   | 80373,80569,80765,80369,80565,80761 | 65.72    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 6550.4                           | 10855.01         | 6   | 62299,62502,62705,62295,62498,62701 | 65.72    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 6.35                             | 10.5             | 4   | 87961,88157,87957,88153             | 65.35    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 7.45                             | 12.31            | 6   | 63412,63615,63818,63408,63611,63814 | 65.23    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4024288    | 3155.54                          | 5202.98          | 6   | 80408,80604,80800,80404,80600,80796 | 64.88    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 47.33                            | 78.0             | 6   | 82690,82886,83082,82686,82882,83078 | 64.8     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 2034.27                          | 3351.74          | 6   | 62257,62460,62663,62253,62456,62659 | 64.76    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 80.43                            | 132.31           | 6   | 47746,47921,48096,47742,47917,48092 | 64.5     |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2524288    | 1982.9                           | 3258.85          | 6   | 80387,80583,80779,80383,80579,80775 | 64.35    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1031.28                          | 1693.6           | 6   | 45191,45366,45541,45187,45362,45537 | 64.22    |
