+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 0.38     | 0.4                        | 6   | 25712,25915,26118,25716,25919,26122 | 0.02     | 5.26     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 0.97     | 0.99                       | 6   | 24515,24718,24921,24519,24722,24925 | 0.02     | 2.06     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.0      | 1.02                       | 6   | 26909,27098,27287,26913,27102,27291 | 0.02     | 2.0      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 0.3      | 0.32                       | 6   | 31991,32180,32369,31995,32184,32373 | 0.02     | 6.67     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 0.22     | 0.24                       | 6   | 24473,24676,24879,24477,24680,24883 | 0.02     | 9.09     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 0.28     | 0.3                        | 6   | 18978,19181,19384,18982,19185,19388 | 0.02     | 7.14     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 0.27     | 0.29                       | 6   | 17158,17361,17564,17162,17365,17568 | 0.02     | 7.41     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 0.33     | 0.35                       | 6   | 23857,24060,24263,23861,24064,24267 | 0.02     | 6.06     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.67     | 0.69                       | 6   | 5468,5650,5832,5472,5654,5836       | 0.02     | 2.99     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 3.96     | 3.97                       | 6   | 2794,2976,3158,2798,2980,3162       | 0.01     | 0.25     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 1.53     | 1.54                       | 6   | 8240,8422,8604,8244,8426,8608       | 0.01     | 0.65     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 1.16     | 1.17                       | 6   | 6574,6756,6938,6578,6760,6942       | 0.01     | 0.86     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.49     | 0.5                        | 6   | 14519,14694,14869,14523,14698,14873 | 0.01     | 2.04     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 0.39     | 0.4                        | 6   | 19013,19216,19419,19017,19220,19423 | 0.01     | 2.56     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.25     | 0.26                       | 6   | 17144,17347,17550,17148,17351,17554 | 0.01     | 4.0      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 0.26     | 0.27                       | 6   | 17151,17354,17557,17155,17358,17561 | 0.01     | 3.85     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 0.63     | 0.64                       | 6   | 17207,17410,17613,17211,17414,17617 | 0.01     | 1.59     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 0.41     | 0.42                       | 6   | 20833,21036,21239,20837,21040,21243 | 0.01     | 2.44     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 0.27     | 0.28                       | 6   | 21421,21624,21827,21425,21628,21831 | 0.01     | 3.7      |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 0.24     | 0.25                       | 6   | 19601,19804,20007,19605,19808,20011 | 0.01     | 4.17     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 0.29     | 0.3                        | 6   | 23864,24067,24270,23868,24071,24274 | 0.01     | 3.45     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 0.3      | 0.31                       | 6   | 25698,25901,26104,25702,25905,26108 | 0.01     | 3.33     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 0.27     | 0.28                       | 6   | 24487,24690,24893,24491,24694,24897 | 0.01     | 3.7      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 0.33     | 0.34                       | 6   | 25096,25299,25502,25100,25303,25506 | 0.01     | 3.03     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.3      | 0.31                       | 6   | 27455,27644,27833,27459,27648,27837 | 0.01     | 3.33     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 0.38     | 0.39                       | 6   | 27462,27651,27840,27466,27655,27844 | 0.01     | 2.63     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 0.59     | 0.6                        | 6   | 27469,27658,27847,27473,27662,27851 | 0.01     | 1.69     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.44     | 0.45                       | 6   | 37654,37843,38032,37658,37847,38036 | 0.01     | 2.27     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.4      | 1.41                       | 6   | 38242,38431,38620,38246,38435,38624 | 0.01     | 0.71     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 0.23     | 0.24                       | 6   | 20189,20392,20595,20193,20396,20599 | 0.01     | 4.35     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 0.28     | 0.29                       | 6   | 21435,21638,21841,21439,21642,21845 | 0.01     | 3.57     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 0.4      | 0.41                       | 6   | 22065,22268,22471,22069,22272,22475 | 0.01     | 2.5      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.37     | 1.38                       | 6   | 5489,5671,5853,5493,5675,5857       | 0.01     | 0.73     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 524288     | 116.98   | 116.99                     | 6   | 20924,21127,21330,20928,21131,21334 | 0.01     | 0.01     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.6      | 0.6                        | 6   | 1093,1275,1457,1097,1279,1461       | 0.0      | 0.0      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.08     | 1.08                       | 6   | 1653,1835,2017,1657,1839,2021       | 0.0      | 0.0      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 0.82     | 0.82                       | 6   | 15,197,379,19,201,383               | 0.0      | 0.0      |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 0.76     | 0.76                       | 6   | 2192,2374,2556,2196,2378,2560       | 0.0      | 0.0      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 23.45    | 23.45                      | 6   | 5545,5727,5909,5549,5731,5913       | 0.0      | 0.0      |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.78     | 0.78                       | 6   | 8198,8380,8562,8202,8384,8566       | 0.0      | 0.0      |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 1.39     | 1.39                       | 6   | 9283,9458,9633,9287,9462,9637       | 0.0      | 0.0      |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.31     | 1.31                       | 6   | 13483,13658,13833,13487,13662,13837 | 0.0      | 0.0      |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.5      | 0.5                        | 6   | 16094,16269,16444,16098,16273,16448 | 0.0      | 0.0      |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 0.79     | 0.79                       | 6   | 15576,15751,15926,15580,15755,15930 | 0.0      | 0.0      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 1.08     | 1.08                       | 6   | 18439,18642,18845,18443,18646,18849 | 0.0      | 0.0      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 0.31     | 0.31                       | 6   | 17179,17382,17585,17183,17386,17589 | 0.0      | 0.0      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 0.32     | 0.32                       | 6   | 17746,17949,18152,17750,17953,18156 | 0.0      | 0.0      |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 0.24     | 0.24                       | 6   | 19587,19790,19993,19591,19794,19997 | 0.0      | 0.0      |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 4.2      | 4.2                        | 6   | 23934,24137,24340,23938,24141,24344 | 0.0      | 0.0      |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 0.23     | 0.23                       | 6   | 22030,22233,22436,22034,22237,22440 | 0.0      | 0.0      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.27     | 0.27                       | 6   | 25663,25866,26069,25667,25870,26073 | 0.0      | 0.0      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 0.24     | 0.24                       | 6   | 26286,26489,26692,26290,26493,26696 | 0.0      | 0.0      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 0.6      | 0.6                        | 6   | 26342,26545,26748,26346,26549,26752 | 0.0      | 0.0      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 0.24     | 0.24                       | 6   | 24452,24655,24858,24456,24659,24862 | 0.0      | 0.0      |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.28     | 0.28                       | 6   | 26888,27077,27266,26892,27081,27270 | 0.0      | 0.0      |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.77     | 1.77                       | 6   | 27483,27672,27861,27487,27676,27865 | 0.0      | 0.0      |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 0.38     | 0.38                       | 6   | 29163,29352,29541,29167,29356,29545 | 0.0      | 0.0      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.36     | 0.36                       | 6   | 32558,32747,32936,32562,32751,32940 | 0.0      | 0.0      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 0.45     | 0.45                       | 6   | 33132,33321,33510,33136,33325,33514 | 0.0      | 0.0      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 0.59     | 0.59                       | 6   | 32005,32194,32383,32009,32198,32387 | 0.0      | 0.0      |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.3      | 0.3                        | 6   | 34826,35015,35204,34830,35019,35208 | 0.0      | 0.0      |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.08     | 1.08                       | 6   | 35414,35603,35792,35418,35607,35796 | 0.0      | 0.0      |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 0.93     | 0.93                       | 6   | 33713,33902,34091,33717,33906,34095 | 0.0      | 0.0      |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.38     | 1.37                       | 6   | 7680,7862,8044,7684,7866,8048       | -0.01    | -0.72    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.29     | 0.28                       | 6   | 18355,18558,18761,18359,18562,18765 | -0.01    | -3.45    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 0.24     | 0.23                       | 6   | 22016,22219,22422,22020,22223,22426 | -0.01    | -4.17    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 1.77     | 1.76                       | 6   | 1681,1863,2045,1685,1867,2049       | -0.01    | -0.56    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.73     | 0.72                       | 6   | 8,190,372,12,194,376                | -0.01    | -1.37    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 1.24     | 1.23                       | 6   | 561,743,925,565,747,929             | -0.01    | -0.81    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 0.73     | 0.72                       | 6   | 4922,5104,5286,4926,5108,5290       | -0.01    | -1.37    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 0.52     | 0.51                       | 6   | 12944,13119,13294,12948,13123,13298 | -0.01    | -1.92    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 0.76     | 0.75                       | 6   | 13476,13651,13826,13480,13655,13830 | -0.01    | -1.32    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 0.33     | 0.32                       | 6   | 18383,18586,18789,18387,18590,18793 | -0.01    | -3.03    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 0.37     | 0.36                       | 6   | 18390,18593,18796,18394,18597,18800 | -0.01    | -2.7     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 0.32     | 0.31                       | 6   | 17760,17963,18166,17764,17967,18170 | -0.01    | -3.13    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 0.27     | 0.26                       | 6   | 19608,19811,20014,19612,19815,20018 | -0.01    | -3.7     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 0.53     | 0.52                       | 6   | 23283,23486,23689,23287,23490,23693 | -0.01    | -1.89    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 0.31     | 0.3                        | 6   | 26293,26496,26699,26297,26500,26703 | -0.01    | -3.23    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 0.75     | 0.74                       | 6   | 26349,26552,26755,26353,26556,26759 | -0.01    | -1.33    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 0.36     | 0.35                       | 6   | 25103,25306,25509,25107,25310,25513 | -0.01    | -2.78    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 0.44     | 0.43                       | 6   | 28596,28785,28974,28600,28789,28978 | -0.01    | -2.27    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.09     | 1.08                       | 6   | 28610,28799,28988,28614,28803,28992 | -0.01    | -0.92    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 0.45     | 0.44                       | 6   | 32565,32754,32943,32569,32758,32947 | -0.01    | -2.22    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 0.62     | 0.61                       | 6   | 32572,32761,32950,32576,32765,32954 | -0.01    | -1.61    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 0.39     | 0.38                       | 6   | 31998,32187,32376,32002,32191,32380 | -0.01    | -2.56    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.27     | 0.26                       | 6   | 34819,35008,35197,34823,35012,35201 | -0.01    | -3.7     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 0.62     | 0.61                       | 6   | 33706,33895,34084,33710,33899,34088 | -0.01    | -1.61    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 0.97     | 0.96                       | 6   | 37668,37857,38046,37672,37861,38050 | -0.01    | -1.03    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 2.43     | 2.42                       | 6   | 12965,13140,13315,12969,13144,13319 | -0.01    | -0.41    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 0.57     | 0.55                       | 6   | 29170,29359,29548,29174,29363,29552 | -0.02    | -3.51    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 0.41     | 0.39                       | 6   | 18404,18607,18810,18408,18611,18814 | -0.02    | -4.88    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 0.29     | 0.27                       | 6   | 20812,21015,21218,20816,21019,21222 | -0.02    | -6.9     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 0.42     | 0.4                        | 6   | 20840,21043,21246,20844,21047,21250 | -0.02    | -4.76    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 0.35     | 0.33                       | 6   | 19622,19825,20028,19626,19829,20032 | -0.02    | -5.71    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 0.29     | 0.27                       | 6   | 23871,24074,24277,23875,24078,24281 | -0.02    | -6.9     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 0.36     | 0.34                       | 6   | 23878,24081,24284,23882,24085,24288 | -0.02    | -5.56    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 0.29     | 0.27                       | 6   | 22044,22247,22450,22048,22251,22454 | -0.02    | -6.9     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 0.3      | 0.28                       | 6   | 22646,22849,23052,22650,22853,23056 | -0.02    | -6.67    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 0.3      | 0.28                       | 6   | 25061,25264,25467,25065,25268,25471 | -0.02    | -6.67    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.24     | 0.22                       | 6   | 17137,17340,17543,17141,17344,17547 | -0.02    | -8.33    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 0.25     | 0.23                       | 6   | 25684,25887,26090,25688,25891,26094 | -0.02    | -8.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.17     | 1.15                       | 6   | 3851,4033,4215,3855,4037,4219       | -0.02    | -1.71    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.18     | 1.16                       | 6   | 4936,5118,5300,4940,5122,5304       | -0.02    | -1.69    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 1.29     | 1.27                       | 6   | 6581,6763,6945,6585,6767,6949       | -0.02    | -1.55    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.34     | 1.32                       | 6   | 8758,8933,9108,8762,8937,9112       | -0.02    | -1.49    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 0.71     | 0.69                       | 6   | 10851,11026,11201,10855,11030,11205 | -0.02    | -2.82    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.52     | 1.5                        | 6   | 16633,16808,16983,16637,16812,16987 | -0.02    | -1.32    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 0.39     | 0.37                       | 6   | 19006,19209,19412,19010,19213,19416 | -0.02    | -5.13    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 1.7      | 1.68                       | 6   | 19041,19244,19447,19045,19248,19451 | -0.02    | -1.18    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 0.56     | 0.54                       | 6   | 20854,21057,21260,20858,21061,21264 | -0.02    | -3.57    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 0.28     | 0.26                       | 6   | 21414,21617,21820,21418,21621,21824 | -0.02    | -7.14    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 0.37     | 0.35                       | 6   | 21442,21645,21848,21446,21649,21852 | -0.02    | -5.41    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 0.32     | 0.3                        | 6   | 19615,19818,20021,19619,19822,20025 | -0.02    | -6.25    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 0.31     | 0.29                       | 6   | 20196,20399,20602,20200,20403,20606 | -0.02    | -6.45    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 0.27     | 0.25                       | 6   | 20210,20413,20616,20214,20417,20620 | -0.02    | -7.41    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 0.38     | 0.36                       | 6   | 22667,22870,23073,22671,22874,23077 | -0.02    | -5.26    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.27     | 0.25                       | 6   | 26279,26482,26685,26283,26486,26689 | -0.02    | -7.41    |
