+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+------------------------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic |               branch               | num_values | cnt |              query_ids              |     min_time      |     max_time      |     avg_time      | pct_diff |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 1048576    | 6   | 17277,17480,17683,17886,18089,18292 | 90.2926666666667  | 849.638           | 469.965333333333  | 161.57   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 2048576    | 6   | 18504,18707,18910,19113,19316,19519 | 174.571           | 1630.80233333333  | 902.686666666667  | 161.32   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 524288     | 6   | 17274,17477,17680,17883,18086,18289 | 45.9753333333333  | 428.541333333333  | 237.258333333333  | 161.24   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 1048576    | 6   | 17281,17484,17687,17890,18093,18296 | 91.156            | 844.012666666667  | 467.584333333333  | 161.01   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 524288     | 6   | 18488,18691,18894,19097,19300,19503 | 46.157            | 427.13            | 236.6435          | 160.99   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 9048576    | 6   | 25863,26066,26269,26472,26675,26878 | 725.463666666667  | 6696.67866666667  | 3711.07116666667  | 160.9    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 9048576    | 6   | 25859,26062,26265,26468,26671,26874 | 733.965666666667  | 6718.54566666667  | 3726.25566666667  | 160.61   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 7048576    | 6   | 25845,26048,26251,26454,26657,26860 | 571.265333333333  | 5219.908          | 2895.58666666667  | 160.54   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 65536      | 6   | 37203,37392,37581,37770,37959,38148 | 870.689           | 7954.49566666667  | 4412.59233333333  | 160.54   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 8048576    | 6   | 25852,26055,26258,26461,26664,26867 | 653.081           | 5962.58566666667  | 3307.83333333333  | 160.51   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 8048576    | 6   | 25856,26059,26262,26465,26668,26871 | 653.017666666667  | 5956.88766666667  | 3304.95266666667  | 160.48   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 524288     | 6   | 17270,17473,17676,17879,18082,18285 | 46.8223333333333  | 425.654333333333  | 236.238333333333  | 160.36   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 7048576    | 6   | 25849,26052,26255,26458,26661,26864 | 573.990333333333  | 5215.424          | 2894.70716666667  | 160.34   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 4048576    | 6   | 25824,26027,26230,26433,26636,26839 | 331.519333333333  | 3008.478          | 1669.99866666667  | 160.3    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-munro-43ff7415   | 65536      | 6   | 37204,37393,37582,37771,37960,38149 | 871.104666666667  | 7895.49833333333  | 4383.3015         | 160.25   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 2048576    | 6   | 25810,26013,26216,26419,26622,26825 | 169.586666666667  | 1534.67733333333  | 852.132           | 160.2    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 2048576    | 6   | 25814,26017,26220,26423,26626,26829 | 169.406666666667  | 1531.61833333333  | 850.5125          | 160.16   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 6048576    | 6   | 25838,26041,26244,26447,26650,26853 | 496.116666666667  | 4481.382          | 2488.74933333333  | 160.13   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 3048576    | 6   | 25817,26020,26223,26426,26629,26832 | 251.391           | 2269.38766666667  | 1260.38933333333  | 160.11   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 9048576    | 6   | 18553,18756,18959,19162,19365,19568 | 778.589333333333  | 6996.56533333333  | 3887.57733333333  | 159.94   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 5048576    | 6   | 25831,26034,26237,26440,26643,26846 | 417.210333333333  | 3748.16333333333  | 2082.68683333333  | 159.94   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 5048576    | 6   | 18525,18728,18931,19134,19337,19540 | 433.729333333333  | 3888.39533333333  | 2161.06233333333  | 159.86   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-2-3ded1b78       | 1048576    | 6   | 17279,17482,17685,17888,18091,18294 | 99.4553333333333  | 891.521333333333  | 495.488333333333  | 159.86   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 3048576    | 6   | 18511,18714,18917,19120,19323,19526 | 271.985666666667  | 2434.69066666667  | 1353.33816666667  | 159.81   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 8048576    | 6   | 18546,18749,18952,19155,19358,19561 | 705.115666666667  | 6311.47533333333  | 3508.2955         | 159.8    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 4048576    | 6   | 18518,18721,18924,19127,19330,19533 | 359.309666666667  | 3209.20466666667  | 1784.25716666667  | 159.72   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 4048576    | 6   | 25828,26031,26234,26437,26640,26843 | 336.576666666667  | 3003.62833333333  | 1670.1025         | 159.69   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 3048576    | 6   | 25821,26024,26227,26430,26633,26836 | 254.794           | 2269.56833333333  | 1262.18116666667  | 159.63   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 262144     | 6   | 17263,17466,17669,17872,18075,18278 | 24.22             | 215.323           | 119.7715          | 159.56   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 3048576    | 6   | 18510,18713,18916,19119,19322,19525 | 274.349           | 2433.95566666667  | 1354.15233333333  | 159.48   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 1048576    | 6   | 25803,26006,26209,26412,26615,26818 | 89.0473333333333  | 787.307           | 438.177166666667  | 159.36   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 6048576    | 6   | 18532,18735,18938,19141,19344,19547 | 524.302666666667  | 4632.28866666667  | 2578.29566666667  | 159.33   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 1048576    | 6   | 25807,26010,26213,26416,26619,26822 | 89.2406666666667  | 788.264666666667  | 438.752666666667  | 159.32   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-munro-43ff7415   | 8192       | 6   | 37183,37372,37561,37750,37939,38128 | 147.528           | 1300.30066666667  | 723.914333333333  | 159.24   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 524288     | 6   | 18492,18695,18898,19101,19304,19507 | 48.4013333333333  | 424.75            | 236.575666666667  | 159.08   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 6048576    | 6   | 25842,26045,26248,26451,26654,26857 | 512.463666666667  | 4489.68133333333  | 2501.0725         | 159.02   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 1048576    | 6   | 18497,18700,18903,19106,19309,19512 | 94.486            | 827.407333333333  | 460.946666666667  | 159.0    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 4048576    | 6   | 18517,18720,18923,19126,19329,19532 | 361.314           | 3161.77033333333  | 1761.54216666667  | 158.98   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 262144     | 6   | 17267,17470,17673,17876,18079,18282 | 24.6316666666667  | 215.541333333333  | 120.0865          | 158.98   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 8048576    | 6   | 18545,18748,18951,19154,19357,19560 | 710.245333333333  | 6208.37466666667  | 3459.31           | 158.94   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 9048576    | 6   | 18552,18755,18958,19161,19364,19567 | 802.650333333333  | 7008.08833333333  | 3905.36933333333  | 158.9    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 2048576    | 6   | 18503,18706,18909,19112,19315,19518 | 187.075333333333  | 1631.37366666667  | 909.2245          | 158.85   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 5048576    | 6   | 18524,18727,18930,19133,19336,19539 | 445.980666666667  | 3888.23466666667  | 2167.10766666667  | 158.84   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 7048576    | 6   | 18539,18742,18945,19148,19351,19554 | 619.938333333333  | 5402.657          | 3011.29766666667  | 158.83   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 7048576    | 6   | 18538,18741,18944,19147,19350,19553 | 620.681666666667  | 5406.846          | 3013.76383333333  | 158.81   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 2048576    | 6   | 25812,26015,26218,26421,26624,26827 | 174.582333333333  | 1520.202          | 847.392166666667  | 158.8    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 6048576    | 6   | 25840,26043,26246,26449,26652,26855 | 504.961           | 4388.726          | 2446.8435         | 158.73   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 6048576    | 6   | 18531,18734,18937,19140,19343,19546 | 530.977           | 4607.80433333333  | 2569.39066666667  | 158.67   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-728899ba                   | 1048576    | 6   | 18496,18699,18902,19105,19308,19511 | 95.4673333333333  | 828.18            | 461.823666666667  | 158.66   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 262144     | 6   | 18485,18688,18891,19094,19297,19500 | 24.9746666666667  | 216.579333333333  | 120.777           | 158.64   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-munro-43ff7415   | 4096       | 6   | 37176,37365,37554,37743,37932,38121 | 74.465            | 645.428           | 359.9465          | 158.62   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 5048576    | 6   | 25835,26038,26241,26444,26647,26850 | 432.667333333333  | 3747.341          | 2090.00416666667  | 158.6    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 262144     | 6   | 18481,18684,18887,19090,19293,19496 | 25.0016666666667  | 216.438666666667  | 120.720166666667  | 158.58   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 1024       | 6   | 36027,36216,36405,36594,36783,36972 | 18.9836666666667  | 162.610666666667  | 90.7971666666667  | 158.18   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-2-3ded1b78       | 524288     | 6   | 18490,18693,18896,19099,19302,19505 | 49.426            | 423.107333333333  | 236.266666666667  | 158.16   |
