+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+------------------------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic |               branch               | num_values | cnt |              query_ids              |     min_time      |     max_time      |     avg_time      | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+------------------------------------+------------+-----+-------------------------------------+-------------------+-------------------+-------------------+----------+
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 16384      | 6   | 36056,36245,36434,36623,36812,37001 | 209.127333333333  | 2522.62466666667  | 1365.876          | 169.38   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 32768      | 6   | 36063,36252,36441,36630,36819,37008 | 383.456666666667  | 4528.00866666667  | 2455.73266666667  | 168.77   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 32768      | 6   | 36062,36251,36440,36629,36818,37007 | 388.262666666667  | 4508.26666666667  | 2448.26466666667  | 168.28   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 4096       | 6   | 36042,36231,36420,36609,36798,36987 | 59.469            | 683.206666666667  | 371.337833333333  | 167.97   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 16384      | 6   | 36055,36244,36433,36622,36811,37000 | 210.042666666667  | 2354.03866666667  | 1282.04066666667  | 167.23   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 65536      | 6   | 36070,36259,36448,36637,36826,37015 | 673.199666666667  | 7409.95633333333  | 4041.578          | 166.69   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 8192       | 6   | 36049,36238,36427,36616,36805,36994 | 117.827333333333  | 1287.376          | 702.601666666667  | 166.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 65536      | 6   | 36069,36258,36447,36636,36825,37014 | 677.856333333333  | 7376.091          | 4026.97366666667  | 166.33   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 8192       | 6   | 36048,36237,36426,36615,36804,36993 | 116.411666666667  | 1230.78066666667  | 673.596166666667  | 165.44   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 3048576    | 6   | 17295,17498,17701,17904,18107,18310 | 251.269           | 2483.65366666667  | 1367.46133333333  | 163.25   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 4096       | 6   | 36041,36230,36419,36608,36797,36986 | 61.324            | 604.315666666667  | 332.819833333333  | 163.15   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 3048576    | 6   | 17291,17494,17697,17900,18103,18306 | 251.723666666667  | 2480.27566666667  | 1365.99966666667  | 163.14   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 3048576    | 6   | 18513,18716,18919,19122,19325,19528 | 252.332           | 2485.82866666667  | 1369.08033333333  | 163.14   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 4048576    | 6   | 18520,18723,18926,19129,19332,19535 | 329.697333333333  | 3234.60466666667  | 1782.151          | 163.0    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-munro-43ff7415   | 16384      | 6   | 37190,37379,37568,37757,37946,38135 | 267.39            | 2620.81566666667  | 1444.10283333333  | 162.97   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 9048576    | 6   | 17337,17540,17743,17946,18149,18352 | 729.966666666667  | 7147.24233333333  | 3938.6045         | 162.93   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-2-3ded1b78       | 7048576    | 6   | 17321,17524,17727,17930,18133,18336 | 574.154333333333  | 5620.54066666667  | 3097.3475         | 162.93   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 9048576    | 6   | 18555,18758,18961,19164,19367,19570 | 731.672           | 7137.43633333333  | 3934.55416666667  | 162.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 16384      | 6   | 37189,37378,37567,37756,37945,38134 | 266.699           | 2599.57633333333  | 1433.13766666667  | 162.78   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 9048576    | 6   | 17333,17536,17739,17942,18145,18348 | 734.952666666667  | 7153.385          | 3944.16883333333  | 162.73   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 2048576    | 6   | 18502,18705,18908,19111,19314,19517 | 170.773333333333  | 1661.412          | 916.092666666667  | 162.72   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-munro-43ff7415   | 32768      | 6   | 37197,37386,37575,37764,37953,38142 | 491.293           | 4770.59233333333  | 2630.94266666667  | 162.65   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 4048576    | 6   | 17302,17505,17708,17911,18114,18317 | 332.939           | 3228.444          | 1780.6915         | 162.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 131072     | 6   | 36076,36265,36454,36643,36832,37021 | 1040.91966666667  | 10090.2766666667  | 5565.59816666667  | 162.59   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 8048576    | 6   | 18548,18751,18954,19157,19360,19563 | 653.409333333333  | 6331.38466666667  | 3492.397          | 162.58   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 8048576    | 6   | 18544,18747,18950,19153,19356,19559 | 653.632           | 6332.42433333333  | 3493.02816666667  | 162.58   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 9048576    | 6   | 18551,18754,18957,19160,19363,19566 | 736.869333333333  | 7135.84166666667  | 3936.3555         | 162.56   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 4048576    | 6   | 17298,17501,17704,17907,18110,18313 | 333.144666666667  | 3225.67866666667  | 1779.41166666667  | 162.56   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 2048576    | 6   | 17284,17487,17690,17893,18096,18299 | 171.8             | 1661.27166666667  | 916.535833333333  | 162.51   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 2048576    | 6   | 17288,17491,17694,17897,18100,18303 | 172.057           | 1663.52033333333  | 917.788666666667  | 162.51   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 8048576    | 6   | 17326,17529,17732,17935,18138,18341 | 654.407333333333  | 6325.78366666667  | 3490.0955         | 162.5    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 3048576    | 6   | 18509,18712,18915,19118,19321,19524 | 256.407666666667  | 2477.26766666667  | 1366.83766666667  | 162.48   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 7048576    | 6   | 17323,17526,17729,17932,18135,18338 | 571.212666666667  | 5517.54033333333  | 3044.3765         | 162.47   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 2048576    | 6   | 18506,18709,18912,19115,19318,19521 | 172.750666666667  | 1665.58533333333  | 919.168           | 162.41   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 4048576    | 6   | 18516,18719,18922,19125,19328,19531 | 334.990333333333  | 3225.59333333333  | 1780.29183333333  | 162.37   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 7048576    | 6   | 18541,18744,18947,19150,19353,19556 | 573.299           | 5514.878          | 3044.0885         | 162.33   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 7048576    | 6   | 18537,18740,18943,19146,19349,19552 | 576.032666666667  | 5527.094          | 3051.56333333333  | 162.25   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 32768      | 6   | 37196,37385,37574,37763,37952,38141 | 497.405333333333  | 4769.302          | 2633.35366666667  | 162.22   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 6048576    | 6   | 17316,17519,17722,17925,18128,18331 | 490.518333333333  | 4700.69333333333  | 2595.60583333333  | 162.2    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 8048576    | 6   | 17330,17533,17736,17939,18142,18345 | 661.603333333333  | 6328.772          | 3495.18766666667  | 162.14   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | patched-geoghegan-munro-43ff7415   | 131072     | 6   | 36077,36266,36455,36644,36833,37022 | 1040.296          | 9950.10766666667  | 5495.20183333333  | 162.14   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 5048576    | 6   | 18527,18730,18933,19136,19339,19542 | 414.722333333333  | 3966.082          | 2190.40216666667  | 162.13   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 7048576    | 6   | 17319,17522,17725,17928,18131,18334 | 578.010333333333  | 5519.07766666667  | 3048.544          | 162.08   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 8192       | 6   | 37182,37371,37560,37749,37938,38127 | 147.078           | 1404.11666666667  | 775.597333333333  | 162.07   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 6048576    | 6   | 18534,18737,18940,19143,19346,19549 | 493.169333333333  | 4697.77533333333  | 2595.47233333333  | 162.0    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 6048576    | 6   | 18530,18733,18936,19139,19342,19545 | 494.225           | 4702.57833333333  | 2598.40166666667  | 161.96   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 5048576    | 6   | 17305,17508,17711,17914,18117,18320 | 417.079           | 3967.61333333333  | 2192.34616666667  | 161.95   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 5048576    | 6   | 18523,18726,18929,19132,19335,19538 | 417.793           | 3959.831          | 2188.812          | 161.82   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | master                             | 6048576    | 6   | 17312,17515,17718,17921,18124,18327 | 497.319333333333  | 4710.44833333333  | 2603.88383333333  | 161.8    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | patched-geoghegan-43ff7415         | 1048576    | 6   | 18499,18702,18905,19108,19311,19514 | 88.957            | 842.408           | 465.6825          | 161.79   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | patched-geoghegan-43ff7415         | 5048576    | 6   | 17309,17512,17715,17918,18121,18324 | 419.736           | 3965.27666666667  | 2192.50633333333  | 161.71   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | master                             | 1048576    | 6   | 18495,18698,18901,19104,19307,19510 | 89.3976666666667  | 843.791           | 466.594333333333  | 161.68   |
