+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.14     | 1.68                         | 6   | 46103,46278,46453,46105,46280,46455 | 47.37    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 489.86   | 717.53                       | 6   | 25229,25432,25635,25231,25434,25637 | 46.48    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.37     | 2.0                          | 6   | 6035,6217,6399,6037,6219,6401       | 45.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 3.22     | 4.68                         | 6   | 45088,45263,45438,45090,45265,45440 | 45.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 1.07     | 1.55                         | 6   | 1142,1324,1506,1144,1326,1508       | 44.86    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 1.49     | 2.14                         | 6   | 23304,23507,23710,23306,23509,23712 | 43.62    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 3.31     | 4.73                         | 6   | 67649,67852,68055,67651,67854,68057 | 42.9     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 22.46    | 31.94                        | 6   | 87396,87592,87788,87398,87594,87790 | 42.21    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 1.31     | 1.86                         | 6   | 79717,79913,80109,79719,79915,80111 | 41.98    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 0.79     | 1.12                         | 6   | 82636,82832,83028,82638,82834,83030 | 41.77    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 10.13    | 14.34                        | 6   | 92,274,456,94,276,458               | 41.56    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 2.53     | 3.58                         | 6   | 68244,68447,68650,68246,68449,68652 | 41.5     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 7.41     | 10.44                        | 6   | 17249,17452,17655,17251,17454,17657 | 40.89    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 1.65     | 2.32                         | 6   | 17228,17431,17634,17230,17433,17636 | 40.61    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 0.47     | 0.66                         | 6   | 22681,22884,23087,22683,22886,23089 | 40.43    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 573.57   | 801.17                       | 6   | 25236,25439,25642,25238,25441,25644 | 39.68    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 733.42   | 1022.1                       | 6   | 25250,25453,25656,25252,25455,25658 | 39.36    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 4.58     | 6.37                         | 6   | 61580,61783,61986,61582,61785,61988 | 39.08    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 652.33   | 906.91                       | 6   | 25243,25446,25649,25245,25448,25651 | 39.03    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.98     | 2.75                         | 6   | 47160,47335,47510,47162,47337,47512 | 38.89    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 150.0    | 208.29                       | 6   | 69546,69749,69952,69548,69751,69954 | 38.86    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.75     | 2.43                         | 6   | 65185,65388,65591,65187,65390,65593 | 38.86    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 4.08     | 5.66                         | 6   | 79731,79927,80123,79733,79929,80125 | 38.73    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 0.31     | 0.43                         | 6   | 23892,24095,24298,23894,24097,24300 | 38.71    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 13.46    | 18.6                         | 6   | 25173,25376,25579,25175,25378,25581 | 38.19    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 171.8    | 237.17                       | 6   | 17284,17487,17690,17286,17489,17692 | 38.05    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 12.24    | 16.86                        | 6   | 79745,79941,80137,79747,79943,80139 | 37.75    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 333.14   | 457.39                       | 6   | 17298,17501,17704,17300,17503,17706 | 37.3     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 654.41   | 897.55                       | 6   | 17326,17529,17732,17328,17531,17734 | 37.15    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 4.3      | 5.89                         | 6   | 25159,25362,25565,25161,25364,25567 | 36.98    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.43     | 3.31                         | 6   | 63365,63568,63771,63367,63570,63773 | 36.21    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.02     | 2.75                         | 6   | 69455,69658,69861,69457,69660,69863 | 36.14    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 3.16     | 4.3                          | 6   | 51913,52088,52263,51915,52090,52265 | 36.08    |
| 26  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 0.78     | 1.06                         | 6   | 56463,56631,56799,56465,56633,56801 | 35.9     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 24.22    | 32.91                        | 6   | 17263,17466,17669,17265,17468,17671 | 35.88    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3048576    | 826.81   | 1119.63                      | 6   | 68342,68545,68748,68344,68547,68750 | 35.42    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 3.93     | 5.32                         | 6   | 81481,81677,81873,81483,81679,81875 | 35.37    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 11.78    | 15.9                         | 6   | 45109,45284,45459,45111,45286,45461 | 34.97    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 4.52     | 6.1                          | 6   | 47188,47363,47538,47190,47365,47540 | 34.96    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 24.78    | 33.39                        | 6   | 25180,25383,25586,25182,25385,25588 | 34.75    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.17     | 1.57                         | 6   | 45046,45221,45396,45048,45223,45398 | 34.19    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 0.82     | 1.1                          | 6   | 25131,25334,25537,25133,25336,25539 | 34.15    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 417.08   | 558.53                       | 6   | 17305,17508,17711,17307,17510,17713 | 33.91    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 127.74   | 170.96                       | 6   | 7218,7400,7582,7220,7402,7584       | 33.83    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 1.68     | 2.24                         | 6   | 25145,25348,25551,25147,25350,25553 | 33.33    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 0.78     | 1.04                         | 6   | 17214,17417,17620,17216,17419,17622 | 33.33    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 3.04     | 4.05                         | 6   | 49274,49449,49624,49276,49451,49626 | 33.22    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.17     | 2.89                         | 6   | 49267,49442,49617,49269,49444,49619 | 33.18    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.09     | 1.45                         | 6   | 36,218,400,38,220,402               | 33.03    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 7.04     | 9.35                         | 6   | 87382,87578,87774,87384,87580,87776 | 32.81    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 1.35     | 1.79                         | 6   | 2773,2955,3137,2775,2957,3139       | 32.59    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 283.46   | 374.6                        | 6   | 70771,70974,71177,70773,70976,71179 | 32.15    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 2.87     | 3.79                         | 6   | 71,253,435,73,255,437               | 32.06    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 822.79   | 1084.68                      | 6   | 62882,63085,63288,62884,63087,63290 | 31.83    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 287.12   | 378.49                       | 6   | 62854,63057,63260,62856,63059,63262 | 31.82    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 0.6      | 0.79                         | 6   | 22688,22891,23094,22690,22893,23096 | 31.67    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 419.6    | 552.1                        | 6   | 62861,63064,63267,62863,63066,63269 | 31.58    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 411.88   | 541.54                       | 6   | 25222,25425,25628,25224,25427,25630 | 31.48    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 1237.91  | 1627.12                      | 6   | 61685,61888,62091,61687,61890,62093 | 31.44    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 827.69   | 1086.79                      | 6   | 70799,71002,71205,70801,71004,71207 | 31.3     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 5.32     | 6.98                         | 6   | 69504,69707,69910,69506,69709,69912 | 31.2     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 14.94    | 19.6                         | 6   | 19685,19888,20091,19687,19890,20093 | 31.19    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 286.9    | 375.98                       | 6   | 69553,69756,69959,69555,69758,69961 | 31.05    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 8.2      | 10.73                        | 6   | 19678,19881,20084,19680,19883,20086 | 30.85    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 2.47     | 3.23                         | 6   | 24529,24732,24935,24531,24734,24937 | 30.77    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.3      | 1.7                          | 6   | 63351,63554,63757,63353,63556,63759 | 30.77    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1232.8   | 1611.59                      | 6   | 70820,71023,71226,70822,71025,71228 | 30.73    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.49     | 0.64                         | 6   | 14519,14694,14869,14521,14696,14871 | 30.61    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.33     | 0.43                         | 6   | 76490,76665,76840,76492,76667,76842 | 30.3     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 0.73     | 0.95                         | 6   | 2738,2920,3102,2740,2922,3104       | 30.14    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 2.26     | 2.94                         | 6   | 87368,87564,87760,87370,87566,87762 | 30.09    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 0.8      | 1.04                         | 6   | 47125,47300,47475,47127,47302,47477 | 30.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 573.41   | 745.2                        | 6   | 70785,70988,71191,70787,70990,71193 | 29.96    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 560.41   | 726.53                       | 6   | 62868,63071,63274,62870,63073,63276 | 29.64    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 0.27     | 0.35                         | 6   | 23269,23472,23675,23271,23474,23677 | 29.63    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 706.73   | 916.02                       | 6   | 1247,1429,1611,1249,1431,1613       | 29.61    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 497.32   | 642.68                       | 6   | 17312,17515,17718,17314,17517,17720 | 29.23    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 6.95     | 8.96                         | 6   | 79738,79934,80130,79740,79936,80132 | 28.92    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 2.61     | 3.36                         | 6   | 48224,48399,48574,48226,48401,48576 | 28.74    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 479.32   | 616.76                       | 6   | 141,323,505,143,325,507             | 28.67    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 1.43     | 1.84                         | 6   | 87361,87557,87753,87363,87559,87755 | 28.67    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 0.63     | 0.81                         | 6   | 87347,87543,87739,87349,87545,87741 | 28.57    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 1.86     | 2.39                         | 6   | 1688,1870,2052,1690,1872,2054       | 28.49    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 5.62     | 7.22                         | 6   | 61587,61790,61993,61589,61792,61995 | 28.47    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 939.43   | 1204.79                      | 6   | 1261,1443,1625,1263,1445,1627       | 28.25    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.17     | 1.5                          | 6   | 51871,52046,52221,51873,52048,52223 | 28.21    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 426.95   | 547.08                       | 6   | 69560,69763,69966,69562,69765,69968 | 28.14    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 69.77    | 89.16                        | 6   | 53005,53180,53355,53007,53182,53357 | 27.79    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.72     | 0.92                         | 6   | 45032,45207,45382,45034,45209,45384 | 27.78    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.08     | 1.38                         | 6   | 4404,4586,4768,4406,4588,4770       | 27.78    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.77     | 2.26                         | 6   | 52935,53110,53285,52937,53112,53287 | 27.68    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 596.96   | 761.3                        | 6   | 8338,8520,8702,8340,8522,8704       | 27.53    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 712.72   | 908.32                       | 6   | 8345,8527,8709,8347,8529,8711       | 27.44    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 5.8      | 7.39                         | 6   | 66445,66648,66851,66447,66650,66853 | 27.41    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 764.48   | 972.91                       | 6   | 45172,45347,45522,45174,45349,45524 | 27.26    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 1.66     | 2.11                         | 6   | 47153,47328,47503,47155,47330,47505 | 27.11    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 765.41   | 972.82                       | 6   | 46222,46397,46572,46224,46399,46574 | 27.1     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 0.96     | 1.22                         | 6   | 87354,87550,87746,87356,87552,87748 | 27.08    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1812.55  | 2297.14                      | 6   | 6168,6350,6532,6170,6352,6534       | 26.74    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1141.28  | 1445.17                      | 6   | 46243,46418,46593,46245,46420,46595 | 26.63    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 177.62   | 224.91                       | 6   | 25201,25404,25607,25203,25406,25609 | 26.62    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 2.18     | 2.76                         | 6   | 62147,62350,62553,62149,62352,62555 | 26.61    |
