+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 60.32                  | 115.22                     | 6   | 51422,51597,51772,51420,51595,51770 | 91.01    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 690.18                 | 1315.23                    | 6   | 5593,5775,5957,5591,5773,5955       | 90.56    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 70.47                  | 134.28                     | 6   | 52472,52647,52822,52470,52645,52820 | 90.55    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 76.12                  | 144.8                      | 6   | 50372,50547,50722,50370,50545,50720 | 90.23    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 77.11                  | 146.51                     | 6   | 46697,46872,47047,46695,46870,47045 | 90.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 36.76                  | 69.84                      | 6   | 70133,70336,70539,70131,70334,70537 | 89.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 297.75                 | 564.7                      | 6   | 45661,45836,46011,45659,45834,46009 | 89.66    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 131072     | 358.34                 | 678.83                     | 6   | 5586,5768,5950,5584,5766,5948       | 89.44    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 591.15                 | 1119.22                    | 6   | 45668,45843,46018,45666,45841,46016 | 89.33    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 3148.61                | 5956.57                    | 6   | 5642,5824,6006,5640,5822,6004       | 89.18    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1006072    | 2810.7                 | 5314.97                    | 6   | 3997,4179,4361,3995,4177,4359       | 89.1     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 2121.14                | 4002.52                    | 6   | 3983,4165,4347,3981,4163,4345       | 88.7     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1131072    | 3157.68                | 5957.61                    | 6   | 4004,4186,4368,4002,4184,4366       | 88.67    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 881072     | 2456.56                | 4633.12                    | 6   | 5628,5810,5992,5626,5808,5990       | 88.6     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 631072     | 1778.1                 | 3350.96                    | 6   | 3976,4158,4340,3974,4156,4338       | 88.46    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 881072     | 2471.0                 | 4656.41                    | 6   | 3990,4172,4354,3988,4170,4352       | 88.44    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 2.67                   | 5.03                       | 6   | 85603,85799,85995,85601,85797,85993 | 88.39    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 327.14                 | 616.01                     | 6   | 4494,4676,4858,4492,4674,4856       | 88.3     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 506072     | 1434.27                | 2699.51                    | 6   | 3969,4151,4333,3967,4149,4331       | 88.21    |
| 26  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 23.81                  | 44.77                      | 6   | 57029,57197,57365,57027,57195,57363 | 88.03    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 70.57                  | 132.69                     | 6   | 62223,62426,62629,62221,62424,62627 | 88.03    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 32.61                  | 61.27                      | 6   | 47740,47915,48090,47738,47913,48088 | 87.89    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 256072     | 730.77                 | 1371.79                    | 6   | 3955,4137,4319,3953,4135,4317       | 87.72    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 381072     | 1086.22                | 2033.32                    | 6   | 3962,4144,4326,3960,4142,4324       | 87.19    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 72.07                  | 134.82                     | 6   | 70140,70343,70546,70138,70341,70544 | 87.07    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 40.25                  | 75.2                       | 6   | 46690,46865,47040,46688,46863,47038 | 86.83    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 166.31                 | 310.22                     | 6   | 4487,4669,4851,4485,4667,4849       | 86.53    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 20.4                   | 38.03                      | 6   | 50358,50533,50708,50356,50531,50706 | 86.42    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 39.26                  | 73.14                      | 6   | 50365,50540,50715,50363,50538,50713 | 86.3     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 184.77                 | 343.73                     | 6   | 5579,5761,5943,5577,5759,5941       | 86.03    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 191.46                 | 355.76                     | 6   | 3941,4123,4305,3939,4121,4303       | 85.81    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1131072    | 3136.0                 | 5826.62                    | 6   | 2912,3094,3276,2910,3092,3274       | 85.8     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 20.61                  | 38.25                      | 6   | 46683,46858,47033,46681,46856,47031 | 85.59    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 10.2                   | 18.9                       | 6   | 65856,66059,66262,65854,66057,66260 | 85.29    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 5.22                   | 9.67                       | 6   | 82670,82866,83062,82668,82864,83060 | 85.25    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 382.7                  | 708.84                     | 6   | 3948,4130,4312,3946,4128,4310       | 85.22    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 78.23                  | 144.57                     | 6   | 45647,45822,45997,45645,45820,45995 | 84.8     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3361.04                | 6209.74                    | 6   | 6734,6916,7098,6732,6914,7096       | 84.76    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1006072    | 2826.63                | 5221.98                    | 6   | 2905,3087,3269,2903,3085,3267       | 84.74    |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 20.57                  | 37.97                      | 6   | 58541,58709,58877,58539,58707,58875 | 84.59    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 19.57                  | 36.11                      | 6   | 65863,66066,66269,65861,66064,66267 | 84.52    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 18.26                  | 33.66                      | 6   | 48783,48958,49133,48781,48956,49131 | 84.34    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 2512.48                | 4628.46                    | 6   | 2898,3080,3262,2896,3078,3260       | 84.22    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 94.33                  | 173.65                     | 6   | 5572,5754,5936,5570,5752,5934       | 84.09    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 85.42                  | 157.23                     | 6   | 4480,4662,4844,4478,4660,4842       | 84.07    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 381072     | 1145.69                | 2105.98                    | 6   | 6692,6874,7056,6690,6872,7054       | 83.82    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 42.87                  | 78.76                      | 6   | 42266,42455,42644,42264,42453,42642 | 83.72    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 2178.11                | 3997.27                    | 6   | 2891,3073,3255,2889,3071,3253       | 83.52    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 1.93                   | 3.54                       | 6   | 23317,23520,23723,23315,23518,23721 | 83.42    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 31.97                  | 58.61                      | 6   | 51415,51590,51765,51413,51588,51763 | 83.33    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 1834.86                | 3349.21                    | 6   | 2884,3066,3248,2882,3064,3246       | 82.53    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 8.1                    | 14.77                      | 6   | 49301,49476,49651,49299,49474,49649 | 82.35    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 99.35                  | 181.01                     | 6   | 3934,4116,4298,3932,4114,4296       | 82.19    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 1913.23                | 3481.18                    | 6   | 6706,6888,7070,6704,6886,7068       | 81.95    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 37.78                  | 68.69                      | 6   | 52465,52640,52815,52463,52638,52813 | 81.82    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 20.38                  | 37.05                      | 6   | 45633,45808,45983,45631,45806,45981 | 81.8     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 40.86                  | 74.1                       | 6   | 45640,45815,45990,45638,45813,45988 | 81.35    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 381072     | 1124.4                 | 2037.75                    | 6   | 2870,3052,3234,2868,3050,3232       | 81.23    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 256072     | 781.08                 | 1414.61                    | 6   | 6685,6867,7049,6683,6865,7047       | 81.11    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 256072     | 766.19                 | 1386.47                    | 6   | 2863,3045,3227,2861,3043,3225       | 80.96    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 881072     | 3060.98                | 5536.54                    | 6   | 7812,7994,8176,7810,7992,8174       | 80.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 465.42                 | 840.92                     | 6   | 7770,7952,8134,7768,7950,8132       | 80.68    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 506072     | 1496.03                | 2702.97                    | 6   | 2877,3059,3241,2875,3057,3239       | 80.68    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 24.81                  | 44.81                      | 6   | 5558,5740,5922,5556,5738,5920       | 80.61    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 381072     | 1325.93                | 2394.55                    | 6   | 1778,1960,2142,1776,1958,2140       | 80.59    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.21                   | 3.99                       | 6   | 12453,12628,12803,12451,12626,12801 | 80.54    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 506072     | 1784.27                | 3218.21                    | 6   | 1785,1967,2149,1783,1965,2147       | 80.37    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 11.66                  | 21.0                       | 4   | 87969,88165,87967,88163             | 80.1     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 2729.73                | 4913.31                    | 6   | 1799,1981,2163,1797,1979,2161       | 79.99    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3923.6                 | 7051.06                    | 6   | 7826,8008,8190,7824,8006,8188       | 79.71    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4134.82                | 7426.82                    | 6   | 1820,2002,2184,1818,2000,2182       | 79.62    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 3490.0                 | 6268.01                    | 6   | 7819,8001,8183,7817,7999,8181       | 79.6     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 256072     | 893.64                 | 1604.78                    | 6   | 1771,1953,2135,1769,1951,2133       | 79.58    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 1770.78                | 3177.78                    | 6   | 7791,7973,8155,7789,7971,8153       | 79.46    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 381072     | 1338.24                | 2401.5                     | 6   | 7784,7966,8148,7782,7964,8146       | 79.45    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 756072     | 2635.71                | 4723.07                    | 6   | 7805,7987,8169,7803,7985,8167       | 79.2     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 3206.26                | 5742.82                    | 6   | 1806,1988,2170,1804,1986,2168       | 79.11    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 230.3                  | 412.45                     | 6   | 1757,1939,2121,1755,1937,2119       | 79.09    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 631072     | 2260.92                | 4048.25                    | 6   | 1792,1974,2156,1790,1972,2154       | 79.05    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 6.06                   | 10.85                      | 4   | 87962,88158,87960,88156             | 79.04    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 2205.77                | 3949.02                    | 6   | 7798,7980,8162,7796,7978,8160       | 79.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 3681.54                | 6585.67                    | 6   | 1813,1995,2177,1811,1993,2175       | 78.88    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2381.47                | 4254.23                    | 6   | 68978,69181,69384,68976,69179,69382 | 78.64    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 411.49                 | 734.89                     | 6   | 6678,6860,7042,6676,6858,7040       | 78.59    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 10.26                  | 18.3                       | 6   | 41118,41307,41496,41116,41305,41494 | 78.36    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 1.8                    | 3.21                       | 6   | 81480,81676,81872,81478,81674,81870 | 78.33    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1006072    | 3719.62                | 6626.4                     | 6   | 721,903,1085,719,901,1083           | 78.15    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 4163.34                | 7412.06                    | 6   | 728,910,1092,726,908,1090           | 78.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 459.51                 | 817.69                     | 6   | 1764,1946,2128,1762,1944,2126       | 77.95    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 235.66                 | 419.27                     | 6   | 7763,7945,8127,7761,7943,8125       | 77.91    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 5.61                   | 9.96                       | 6   | 48769,48944,49119,48767,48942,49117 | 77.54    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 37.0                   | 65.65                      | 6   | 64652,64855,65058,64650,64853,65056 | 77.43    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 506072     | 1801.38                | 3195.78                    | 6   | 693,875,1057,691,873,1055           | 77.41    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 10.03                  | 17.79                      | 6   | 48776,48951,49126,48774,48949,49124 | 77.37    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 3243.5                 | 5745.53                    | 6   | 714,896,1078,712,894,1076           | 77.14    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 256072     | 904.73                 | 1601.51                    | 6   | 679,861,1043,677,859,1041           | 77.02    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 2765.81                | 4890.24                    | 6   | 707,889,1071,705,887,1069           | 76.81    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 51.97                  | 91.87                      | 6   | 3927,4109,4291,3925,4107,4289       | 76.78    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 201.48                 | 356.12                     | 6   | 2849,3031,3213,2847,3029,3211       | 76.75    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 101.45                 | 179.26                     | 6   | 2842,3024,3206,2840,3022,3204       | 76.7     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2797.96                | 4940.18                    | 6   | 49392,49567,49742,49390,49565,49740 | 76.56    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 381072     | 1342.92                | 2370.78                    | 6   | 686,868,1050,684,866,1048           | 76.54    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 116.66                 | 205.33                     | 6   | 1750,1932,2114,1748,1930,2112       | 76.01    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 209.91                 | 369.37                     | 6   | 6671,6853,7035,6669,6851,7033       | 75.97    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 49.77                  | 87.52                      | 6   | 5565,5747,5929,5563,5745,5927       | 75.85    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1853.34                | 3258.83                    | 6   | 66535,66738,66941,66533,66736,66939 | 75.84    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 402.45                 | 707.43                     | 6   | 2856,3038,3220,2854,3036,3218       | 75.78    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024288    | 525.97                 | 923.07                     | 6   | 84483,84679,84875,84481,84677,84873 | 75.5     |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 10.9                   | 19.11                      | 6   | 58534,58702,58870,58532,58700,58868 | 75.32    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 2.86                   | 5.01                       | 6   | 22106,22309,22512,22104,22307,22510 | 75.17    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 4024288    | 2054.34                | 3586.79                    | 6   | 84525,84721,84917,84523,84719,84915 | 74.6     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 17.93                  | 31.26                      | 6   | 63427,63630,63833,63425,63628,63831 | 74.34    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3024288    | 1754.86                | 3058.36                    | 6   | 85687,85883,86079,85685,85881,86077 | 74.28    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2524288    | 1468.99                | 2559.75                    | 6   | 85680,85876,86072,85678,85874,86070 | 74.25    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 312.8                  | 544.96                     | 6   | 85652,85848,86044,85650,85846,86042 | 74.22    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3524288    | 2040.71                | 3553.94                    | 6   | 85694,85890,86086,85692,85888,86084 | 74.15    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 2024288    | 1038.12                | 1806.18                    | 6   | 84497,84693,84889,84495,84691,84887 | 73.99    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 156.92                 | 273.01                     | 6   | 85645,85841,86037,85643,85839,86035 | 73.98    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 46.0                   | 80.0                       | 6   | 4473,4655,4837,4471,4653,4835       | 73.91    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 28.11                  | 48.83                      | 6   | 43960,44149,44338,43958,44147,44336 | 73.71    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4024288    | 2345.16                | 4072.02                    | 6   | 85701,85897,86093,85699,85895,86091 | 73.64    |
