+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-munro-728899ba | cnt |                 qid                 |   diff    | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------+-----+-------------------------------------+-----------+----------+
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 2474.25                          | 3542.88                | 6   | 65344,65547,65750,65345,65548,65751 | 1068.63   | 43.19    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1277.52                          | 2330.93                | 6   | 70825,71028,71231,70826,71029,71232 | 1053.41   | 82.46    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 2476.37                          | 3482.5                 | 6   | 67171,67374,67577,67172,67375,67578 | 1006.13   | 40.63    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1103.26                          | 2098.92                | 6   | 70818,71021,71224,70819,71022,71225 | 995.66    | 90.25    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 2038.47                          | 2908.87                | 6   | 64119,64322,64525,64120,64323,64526 | 870.4     | 42.7     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1073.06                          | 1938.28                | 6   | 181,363,545,182,364,546             | 865.22    | 80.63    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1072.78                          | 1935.52                | 6   | 7279,7461,7643,7280,7462,7644       | 862.74    | 80.42    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1915.66                          | 2717.82                | 6   | 67157,67360,67563,67158,67361,67564 | 802.16    | 41.87    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2109.15                          | 2907.97                | 6   | 5095,5277,5459,5096,5278,5460       | 798.82    | 37.87    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 565536     | 2209.88                          | 3001.57                | 6   | 47298,47473,47648,47299,47474,47649 | 791.69    | 35.83    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2220.71                          | 3012.27                | 6   | 3457,3639,3821,3458,3640,3822       | 791.56    | 35.64    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1131072    | 2110.31                          | 2897.83                | 6   | 2365,2547,2729,2366,2548,2730       | 787.52    | 37.32    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1062.15                          | 1838.0                 | 6   | 53066,53241,53416,53067,53242,53417 | 775.85    | 73.05    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 948.29                           | 1699.57                | 6   | 8364,8546,8728,8365,8547,8729       | 751.28    | 79.22    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 2102.84                          | 2842.51                | 6   | 48341,48516,48691,48342,48517,48692 | 739.67    | 35.17    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 1874.51                          | 2607.4                 | 6   | 2358,2540,2722,2359,2541,2723       | 732.89    | 39.1     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 503036     | 1977.41                          | 2693.06                | 6   | 49916,50091,50266,49917,50092,50267 | 715.65    | 36.19    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2070.07                          | 2783.97                | 6   | 6180,6362,6544,6181,6363,6545       | 713.9     | 34.49    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 2833.24                          | 3540.37                | 6   | 68389,68592,68795,68390,68593,68796 | 707.13    | 24.96    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1029.38                          | 1731.77                | 6   | 52016,52191,52366,52017,52192,52367 | 702.39    | 68.23    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1031.28                          | 1724.08                | 6   | 45191,45366,45541,45192,45367,45542 | 692.8     | 67.18    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 834.27                           | 1518.25                | 6   | 167,349,531,168,350,532             | 683.98    | 81.99    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 2524.82                          | 3199.91                | 6   | 68382,68585,68788,68383,68586,68789 | 675.09    | 26.74    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 905.1                            | 1575.62                | 6   | 53059,53234,53409,53060,53235,53410 | 670.52    | 74.08    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 899.06                           | 1569.05                | 6   | 46234,46409,46584,46235,46410,46585 | 669.99    | 74.52    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 908.39                           | 1564.57                | 6   | 52009,52184,52359,52010,52185,52360 | 656.18    | 72.24    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 1640.23                          | 2294.08                | 6   | 2351,2533,2715,2352,2534,2716       | 653.85    | 39.86    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 1567.46                          | 2205.62                | 6   | 61690,61893,62096,61691,61894,62097 | 638.16    | 40.71    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 440536     | 1845.33                          | 2472.63                | 6   | 50959,51134,51309,50960,51135,51310 | 627.3     | 33.99    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 881072     | 1738.23                          | 2363.79                | 6   | 3443,3625,3807,3444,3626,3808       | 625.56    | 35.99    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 1858.58                          | 2471.76                | 6   | 48334,48509,48684,48335,48510,48685 | 613.18    | 32.99    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 693.5                            | 1300.84                | 6   | 62880,63083,63286,62881,63084,63287 | 607.34    | 87.58    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 440536     | 1722.69                          | 2320.14                | 6   | 49909,50084,50259,49910,50085,50260 | 597.45    | 34.68    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 440536     | 1744.46                          | 2337.47                | 6   | 47284,47459,47634,47285,47460,47635 | 593.01    | 33.99    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 2546.23                          | 3134.6                 | 6   | 65337,65540,65743,65338,65541,65744 | 588.37    | 23.11    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 774.54                           | 1353.66                | 6   | 53052,53227,53402,53053,53228,53403 | 579.12    | 74.77    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 780.35                           | 1353.95                | 6   | 46227,46402,46577,46228,46403,46578 | 573.6     | 73.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 711.11                           | 1276.84                | 6   | 1252,1434,1616,1253,1435,1617       | 565.73    | 79.56    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 1417.71                          | 1982.68                | 6   | 61683,61886,62089,61684,61887,62090 | 564.97    | 39.85    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 717.78                           | 1280.45                | 6   | 8350,8532,8714,8351,8533,8715       | 562.67    | 78.39    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 1264.24                          | 1819.73                | 6   | 62894,63097,63300,62895,63098,63301 | 555.49    | 43.94    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1466.07                          | 2020.09                | 6   | 53073,53248,53423,53074,53249,53424 | 554.02    | 37.79    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2595.35                          | 3145.96                | 6   | 6187,6369,6551,6188,6370,6552       | 550.61    | 21.22    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1353.88                          | 1903.71                | 6   | 1273,1455,1637,1274,1456,1638       | 549.83    | 40.61    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1419.07                          | 1968.45                | 6   | 45198,45373,45548,45199,45374,45549 | 549.38    | 38.71    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1436.91                          | 1983.1                 | 6   | 69600,69803,70006,69601,69804,70007 | 546.19    | 38.01    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 2638.62                          | 3183.98                | 6   | 50973,51148,51323,50974,51149,51324 | 545.36    | 20.67    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 2188.28                          | 2733.13                | 6   | 65330,65533,65736,65331,65534,65737 | 544.85    | 24.9     |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 2636.7                           | 3180.26                | 6   | 48348,48523,48698,48349,48524,48699 | 543.56    | 20.62    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 718.62                           | 1261.12                | 6   | 7258,7440,7622,7259,7441,7623       | 542.5     | 75.49    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1354.38                          | 1895.48                | 6   | 8371,8553,8735,8372,8554,8736       | 541.1     | 39.95    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 756072     | 1409.53                          | 1944.11                | 6   | 5074,5256,5438,5075,5257,5439       | 534.58    | 37.93    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1380.82                          | 1913.39                | 6   | 67143,67346,67549,67144,67347,67550 | 532.57    | 38.57    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 700.36                           | 1232.87                | 6   | 61662,61865,62068,61663,61866,62069 | 532.51    | 76.03    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 756072     | 1414.59                          | 1941.82                | 6   | 2344,2526,2708,2345,2527,2709       | 527.23    | 37.27    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1511.58                          | 2029.23                | 6   | 46248,46423,46598,46249,46424,46599 | 517.65    | 34.25    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1410.39                          | 1926.09                | 6   | 52023,52198,52373,52024,52199,52374 | 515.7     | 36.56    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1853.42                          | 2363.16                | 6   | 67150,67353,67556,67151,67354,67557 | 509.74    | 27.5     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1289.1                           | 1796.98                | 6   | 46241,46416,46591,46242,46417,46592 | 507.88    | 39.4     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2101.81                          | 2602.79                | 6   | 5088,5270,5452,5089,5271,5453       | 500.98    | 23.84    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 378036     | 1474.39                          | 1973.7                 | 6   | 49902,50077,50252,49903,50078,50253 | 499.31    | 33.87    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1198.19                          | 1691.36                | 6   | 1266,1448,1630,1267,1449,1631       | 493.17    | 41.16    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 601.46                           | 1083.99                | 6   | 153,335,517,154,336,518             | 482.53    | 80.23    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 565536     | 2464.02                          | 2945.56                | 6   | 49923,50098,50273,49924,50099,50274 | 481.54    | 19.54    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 1199.9                           | 1680.84                | 6   | 174,356,538,175,357,539             | 480.94    | 40.08    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 646.78                           | 1124.88                | 6   | 53045,53220,53395,53046,53221,53396 | 478.1     | 73.92    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2212.26                          | 2681.33                | 6   | 3450,3632,3814,3451,3633,3815       | 469.07    | 21.2     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1892.72                          | 2356.81                | 6   | 68368,68571,68774,68369,68572,68775 | 464.09    | 24.52    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 1256.44                          | 1719.08                | 6   | 61676,61879,62082,61677,61880,62083 | 462.64    | 36.82    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 1749.42                          | 2211.27                | 6   | 64105,64308,64511,64106,64309,64512 | 461.85    | 26.4     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 631072     | 1176.64                          | 1631.65                | 6   | 5067,5249,5431,5068,5250,5432       | 455.01    | 38.67    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 1046.66                          | 1499.72                | 6   | 8357,8539,8721,8358,8540,8722       | 453.06    | 43.29    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 631072     | 1259.48                          | 1708.3                 | 6   | 3429,3611,3793,3430,3612,3794       | 448.82    | 35.64    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 1049.33                          | 1487.87                | 6   | 1259,1441,1623,1260,1442,1624       | 438.54    | 41.79    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 1048.63                          | 1484.19                | 6   | 61669,61872,62075,61670,61873,62076 | 435.56    | 41.54    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 1056.78                          | 1491.55                | 6   | 7265,7447,7629,7266,7448,7630       | 434.77    | 41.14    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1871.12                          | 2299.53                | 6   | 5081,5263,5445,5082,5264,5446       | 428.41    | 22.9     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1524288    | 1051.86                          | 1473.88                | 6   | 83901,84097,84293,83902,84098,84294 | 422.02    | 40.12    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 1123.57                          | 1530.49                | 6   | 45184,45359,45534,45185,45360,45535 | 406.92    | 36.22    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 503036     | 2261.76                          | 2666.99                | 6   | 47291,47466,47641,47292,47467,47642 | 405.23    | 17.92    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 482.46                           | 883.14                 | 6   | 7244,7426,7608,7245,7427,7609       | 400.68    | 83.05    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 5048576    | 1567.48                          | 1965.55                | 6   | 65316,65519,65722,65317,65520,65723 | 398.07    | 25.4     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 902.23                           | 1296.54                | 6   | 70797,71000,71203,70798,71001,71204 | 394.31    | 43.7     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 482.42                           | 873.26                 | 6   | 146,328,510,147,329,511             | 390.84    | 81.02    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 483.46                           | 870.35                 | 6   | 1238,1420,1602,1239,1421,1603       | 386.89    | 80.03    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 253036     | 525.46                           | 906.43                 | 6   | 53038,53213,53388,53039,53214,53389 | 380.97    | 72.5     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 1968.16                          | 2347.06                | 6   | 62908,63111,63314,62909,63112,63315 | 378.9     | 19.25    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 481.82                           | 855.13                 | 6   | 8336,8518,8700,8337,8519,8701       | 373.31    | 77.48    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 506072     | 948.52                           | 1321.13                | 6   | 2330,2512,2694,2331,2513,2695       | 372.61    | 39.28    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 933.63                           | 1304.48                | 6   | 160,342,524,161,343,525             | 370.85    | 39.72    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 506072     | 1021.95                          | 1378.21                | 6   | 6152,6334,6516,6153,6335,6517       | 356.26    | 34.86    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1679.93                          | 2030.81                | 6   | 3436,3618,3800,3437,3619,3801       | 350.88    | 20.89    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 525.43                           | 875.64                 | 6   | 45163,45338,45513,45164,45339,45514 | 350.21    | 66.65    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1744.2                           | 2087.83                | 6   | 6166,6348,6530,6167,6349,6531       | 343.63    | 19.7     |
