+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-munro-728899ba | cnt |                 qid                 |   diff    | pct_diff |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 1024288    | 712.55                           | 1055.71                | 6   | 82718,82914,83110,82719,82915,83111 | 343.16    | 48.16    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 900.86                           | 1242.97                | 6   | 69579,69782,69985,69580,69783,69986 | 342.11    | 37.98    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 425.37                           | 766.24                 | 6   | 69565,69768,69971,69566,69769,69972 | 340.87    | 80.13    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 1780.87                          | 2121.11                | 6   | 50952,51127,51302,50953,51128,51303 | 340.24    | 19.11    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 758.37                           | 1092.8                 | 6   | 7251,7433,7615,7252,7434,7616       | 334.43    | 44.1     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 724.85                           | 1052.65                | 6   | 62873,63076,63279,62874,63077,63280 | 327.8     | 45.22    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 977.87                           | 1301.79                | 6   | 45177,45352,45527,45178,45353,45528 | 323.92    | 33.13    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 812.92                           | 1132.21                | 6   | 46220,46395,46570,46221,46396,46571 | 319.29    | 39.28    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 378036     | 1644.7                           | 1960.82                | 6   | 47277,47452,47627,47278,47453,47628 | 316.12    | 19.22    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 1263.56                          | 1579.55                | 6   | 65309,65512,65715,65310,65513,65716 | 315.99    | 25.01    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4048576    | 1265.09                          | 1577.86                | 6   | 68354,68557,68760,68355,68558,68761 | 312.77    | 24.72    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 757.05                           | 1068.93                | 6   | 1245,1427,1609,1246,1428,1610       | 311.88    | 41.2     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 315536     | 1375.39                          | 1683.38                | 6   | 49895,50070,50245,49896,50071,50246 | 307.99    | 22.39    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 315536     | 1392.47                          | 1694.52                | 6   | 47270,47445,47620,47271,47446,47621 | 302.05    | 21.69    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 714.66                           | 1011.13                | 6   | 61655,61858,62061,61656,61859,62062 | 296.47    | 41.48    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 797.99                           | 1092.47                | 6   | 45170,45345,45520,45171,45346,45521 | 294.48    | 36.9     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1465.22                          | 1759.45                | 6   | 6159,6341,6523,6160,6342,6524       | 294.23    | 20.08    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 1479.0                           | 1769.06                | 6   | 50945,51120,51295,50946,51121,51296 | 290.06    | 19.61    |
