+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 240.98                             | 291.51                           | 6   | 23363,23566,23769,23365,23568,23771 | 50.53    | 20.97    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 2708.96                            | 2755.75                          | 6   | 32169,32358,32547,32171,32360,32549 | 46.79    | 1.73     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 1567.46                            | 1611.93                          | 6   | 28732,28921,29110,28734,28923,29112 | 44.47    | 2.84     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 1643.67                            | 1687.32                          | 6   | 31595,31784,31973,31597,31786,31975 | 43.65    | 2.66     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 1743.08                            | 1786.62                          | 6   | 27605,27794,27983,27607,27796,27985 | 43.54    | 2.5      |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 2423.5                             | 2464.36                          | 6   | 29327,29516,29705,29329,29518,29707 | 40.86    | 1.69     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 41.66                              | 81.75                            | 6   | 37727,37916,38105,37729,37918,38107 | 40.09    | 96.23    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 2670.46                            | 2709.34                          | 6   | 15194,15369,15544,15196,15371,15546 | 38.88    | 1.46     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 3205.05                            | 3243.58                          | 6   | 36103,36292,36481,36105,36294,36483 | 38.53    | 1.2      |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 1875.99                            | 1914.38                          | 6   | 29901,30090,30279,29903,30092,30281 | 38.39    | 2.05     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 4114.56                            | 4152.02                          | 2   | 38945,38947                         | 37.46    | 0.91     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3189.35                            | 3226.77                          | 6   | 16244,16419,16594,16246,16421,16596 | 37.42    | 1.17     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 1396.48                            | 1432.47                          | 6   | 27598,27787,27976,27600,27789,27978 | 35.99    | 2.58     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 2596.42                            | 2632.19                          | 6   | 9412,9587,9762,9414,9589,9764       | 35.77    | 1.38     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 3048576    | 675.81                             | 711.19                           | 6   | 22775,22978,23181,22777,22980,23183 | 35.38    | 5.24     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 2802.82                            | 2837.94                          | 6   | 16237,16412,16587,16239,16414,16589 | 35.12    | 1.25     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 2331.14                            | 2365.85                          | 6   | 15187,15362,15537,15189,15364,15539 | 34.71    | 1.49     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 2352.49                            | 2386.87                          | 6   | 27619,27808,27997,27621,27810,27999 | 34.38    | 1.46     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 2291.84                            | 2325.78                          | 6   | 28746,28935,29124,28748,28937,29126 | 33.94    | 1.48     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 1132.48                            | 1165.21                          | 6   | 34962,35151,35340,34964,35153,35342 | 32.73    | 2.89     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 3120.8                             | 3153.05                          | 6   | 35004,35193,35382,35006,35195,35384 | 32.25    | 1.03     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 1559.35                            | 1591.55                          | 6   | 28186,28375,28564,28188,28377,28566 | 32.2     | 2.06     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 150.3                              | 181.61                           | 6   | 7753,7935,8117,7755,7937,8119       | 31.31    | 20.83    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 1068.39                            | 1099.48                          | 6   | 27591,27780,27969,27593,27782,27971 | 31.09    | 2.91     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 876.66                             | 907.58                           | 6   | 31567,31756,31945,31569,31758,31947 | 30.92    | 3.53     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 1990.06                            | 2020.9                           | 6   | 15180,15355,15530,15182,15357,15532 | 30.84    | 1.55     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1512144    | 1267.25                            | 1297.63                          | 6   | 31581,31770,31959,31583,31772,31961 | 30.38    | 2.4      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1512144    | 1414.48                            | 1444.48                          | 6   | 32715,32904,33093,32717,32906,33095 | 30.0     | 2.12     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 75.37                              | 103.91                           | 6   | 648,830,1012,650,832,1014           | 28.54    | 37.87    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 1758.38                            | 1786.79                          | 6   | 28193,28382,28571,28195,28384,28573 | 28.41    | 1.62     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 3040.7                             | 3068.9                           | 6   | 33303,33492,33681,33305,33494,33683 | 28.2     | 0.93     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 1585.5                             | 1613.55                          | 6   | 33842,34031,34220,33844,34033,34222 | 28.05    | 1.77     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 59.78                              | 87.79                            | 6   | 5562,5744,5926,5564,5746,5928       | 28.01    | 46.86    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 145.45                             | 173.32                           | 6   | 5569,5751,5933,5571,5753,5935       | 27.87    | 19.16    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 1836.32                            | 1863.57                          | 6   | 34976,35165,35354,34978,35167,35356 | 27.25    | 1.48     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 152.48                             | 179.44                           | 6   | 3931,4113,4295,3933,4115,4297       | 26.96    | 17.68    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 153.43                             | 180.32                           | 6   | 2839,3021,3203,2841,3023,3205       | 26.89    | 17.53    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 51.28                              | 78.16                            | 6   | 3924,4106,4288,3926,4108,4290       | 26.88    | 52.42    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 1204.32                            | 1231.16                          | 6   | 32708,32897,33086,32710,32899,33088 | 26.84    | 2.23     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 67.61                              | 94.3                             | 6   | 6654,6836,7018,6656,6838,7020       | 26.69    | 39.48    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512144     | 531.67                             | 558.29                           | 6   | 29852,30041,30230,29854,30043,30232 | 26.62    | 5.01     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1262144    | 1070.34                            | 1096.93                          | 6   | 31574,31763,31952,31576,31765,31954 | 26.59    | 2.48     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 2042.28                            | 2068.54                          | 6   | 27612,27801,27990,27614,27803,27992 | 26.26    | 1.29     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 2709.47                            | 2735.67                          | 6   | 10462,10637,10812,10464,10639,10814 | 26.2     | 0.97     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2235.15                            | 2261.33                          | 6   | 9405,9580,9755,9407,9582,9757       | 26.18    | 1.17     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 21.31                              | 47.29                            | 6   | 36586,36775,36964,36588,36777,36966 | 25.98    | 121.91   |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 3048576    | 652.8                              | 678.46                           | 6   | 19730,19933,20136,19732,19935,20138 | 25.66    | 3.93     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1312.27                            | 1336.46                          | 6   | 22796,22999,23202,22798,23001,23204 | 24.19    | 1.84     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 991.74                             | 1015.93                          | 6   | 33828,34017,34206,33830,34019,34208 | 24.19    | 2.44     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 108.79                             | 132.91                           | 6   | 4477,4659,4841,4479,4661,4843       | 24.12    | 22.17    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1762144    | 1631.13                            | 1655.05                          | 6   | 32722,32911,33100,32724,32913,33102 | 23.92    | 1.47     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 99.19                              | 123.07                           | 6   | 23356,23559,23762,23358,23561,23764 | 23.88    | 24.08    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 101.5                              | 124.86                           | 6   | 21529,21732,21935,21531,21734,21937 | 23.36    | 23.01    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 1198.36                            | 1221.47                          | 6   | 28725,28914,29103,28727,28916,29105 | 23.11    | 1.93     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 762144     | 766.97                             | 789.52                           | 6   | 32694,32883,33072,32696,32885,33074 | 22.55    | 2.94     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 2666.26                            | 2688.79                          | 6   | 27626,27815,28004,27628,27817,28006 | 22.53    | 0.85     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 569.94                             | 592.46                           | 6   | 26450,26653,26856,26452,26655,26858 | 22.52    | 3.95     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 440536     | 2721.47                            | 2743.24                          | 6   | 13619,13794,13969,13621,13796,13971 | 21.77    | 0.8      |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 378036     | 2389.05                            | 2410.3                           | 6   | 13612,13787,13962,13614,13789,13964 | 21.25    | 0.89     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 3281.21                            | 3302.28                          | 6   | 28767,28956,29145,28769,28958,29147 | 21.07    | 0.64     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 2514.07                            | 2534.9                           | 6   | 34990,35179,35368,34992,35181,35370 | 20.83    | 0.83     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 1423.43                            | 1443.69                          | 6   | 33268,33457,33646,33270,33459,33648 | 20.26    | 1.42     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2336.51                            | 2356.33                          | 6   | 10455,10630,10805,10457,10632,10807 | 19.82    | 0.85     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1048576    | 235.34                             | 255.01                           | 6   | 22761,22964,23167,22763,22966,23169 | 19.67    | 8.36     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 1065.29                            | 1084.95                          | 6   | 27038,27227,27416,27040,27229,27418 | 19.66    | 1.85     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 2641.7                             | 2661.33                          | 6   | 28753,28942,29131,28755,28944,29133 | 19.63    | 0.74     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 1700.08                            | 1719.46                          | 2   | 38917,38919                         | 19.38    | 1.14     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 27.27                              | 46.65                            | 6   | 3917,4099,4281,3919,4101,4283       | 19.38    | 71.07    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1012144    | 1487.06                            | 1506.34                          | 6   | 34969,35158,35347,34971,35160,35349 | 19.28    | 1.3      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 3491.74                            | 3510.31                          | 6   | 17931,18134,18337,17933,18136,18339 | 18.57    | 0.53     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 949.91                             | 968.42                           | 6   | 29292,29481,29670,29294,29483,29672 | 18.51    | 1.95     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 26.31                              | 44.59                            | 6   | 23342,23545,23748,23344,23547,23750 | 18.28    | 69.48    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1262144    | 1168.41                            | 1185.63                          | 6   | 35543,35732,35921,35545,35734,35923 | 17.22    | 1.47     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 17.49                              | 34.23                            | 6   | 38287,38476,38665,38289,38478,38667 | 16.74    | 95.71    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2734.1                             | 2750.78                          | 6   | 33870,34059,34248,33872,34061,34250 | 16.68    | 0.61     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 4896.5                             | 4912.96                          | 6   | 1803,1985,2167,1805,1987,2169       | 16.46    | 0.34     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512144     | 555.64                             | 571.87                           | 6   | 30986,31175,31364,30988,31177,31366 | 16.23    | 2.92     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 762144     | 687.34                             | 703.3                            | 6   | 31560,31749,31938,31562,31751,31940 | 15.96    | 2.32     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 2991.49                            | 3007.2                           | 6   | 28760,28949,29138,28762,28951,29140 | 15.71    | 0.53     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 2947.91                            | 2963.54                          | 6   | 22208,22411,22614,22210,22413,22616 | 15.63    | 0.53     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1762144    | 1496.37                            | 1511.79                          | 6   | 34423,34612,34801,34425,34614,34803 | 15.42    | 1.03     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 2164.01                            | 2179.24                          | 6   | 34983,35172,35361,34985,35174,35363 | 15.23    | 0.7      |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 25.5                               | 40.67                            | 6   | 37720,37909,38098,37722,37911,38100 | 15.17    | 59.49    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2461.49                            | 2476.58                          | 6   | 33863,34052,34241,33865,34054,34243 | 15.09    | 0.61     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 2425.09                            | 2439.48                          | 6   | 16230,16405,16580,16232,16407,16582 | 14.39    | 0.59     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 1863.22                            | 1877.55                          | 6   | 32148,32337,32526,32150,32339,32528 | 14.33    | 0.77     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 1886.72                            | 1900.97                          | 6   | 33849,34038,34227,33851,34040,34229 | 14.25    | 0.76     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 1915.55                            | 1929.52                          | 6   | 14648,14823,14998,14650,14825,15000 | 13.97    | 0.73     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 1266.0                             | 1279.35                          | 6   | 32134,32323,32512,32136,32325,32514 | 13.35    | 1.05     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 31.32                              | 44.45                            | 6   | 5555,5737,5919,5557,5739,5921       | 13.13    | 41.92    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 78.83                              | 91.87                            | 6   | 2832,3014,3196,2834,3016,3198       | 13.04    | 16.54    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1581.17                            | 1594.19                          | 6   | 12016,12191,12366,12018,12193,12368 | 13.02    | 0.82     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 28.41                              | 41.35                            | 6   | 6647,6829,7011,6649,6831,7013       | 12.94    | 45.55    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 1298.64                            | 1311.01                          | 2   | 38910,38912                         | 12.37    | 0.95     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 762144     | 676.45                             | 688.6                            | 6   | 34395,34584,34773,34397,34586,34775 | 12.15    | 1.8      |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 192.79                             | 204.87                           | 6   | 18505,18708,18911,18507,18710,18913 | 12.08    | 6.27     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2262144    | 1864.24                            | 1876.21                          | 6   | 34437,34626,34815,34439,34628,34817 | 11.97    | 0.64     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 634.38                             | 646.22                           | 6   | 12534,12709,12884,12536,12711,12886 | 11.84    | 1.87     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 131072     | 50.22                              | 61.89                            | 6   | 23349,23552,23755,23351,23554,23757 | 11.67    | 23.24    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 253036     | 1700.83                            | 1712.34                          | 6   | 13598,13773,13948,13600,13775,13950 | 11.51    | 0.68     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1262144    | 1086.51                            | 1097.81                          | 6   | 34409,34598,34787,34411,34600,34789 | 11.3     | 1.04     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 756072     | 4026.38                            | 4037.56                          | 6   | 7802,7984,8166,7804,7986,8168       | 11.18    | 0.28     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 258.84                             | 269.88                           | 4   | 38889,39078,38891,39080             | 11.04    | 4.27     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1973.7                             | 1984.59                          | 6   | 10448,10623,10798,10450,10625,10800 | 10.89    | 0.55     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 2751.19                            | 2761.94                          | 6   | 12037,12212,12387,12039,12214,12389 | 10.75    | 0.39     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 1099.33                            | 1109.97                          | 6   | 5590,5772,5954,5592,5774,5956       | 10.64    | 0.97     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 3475.52                            | 3485.81                          | 6   | 12051,12226,12401,12053,12228,12403 | 10.29    | 0.3      |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1512144    | 1370.47                            | 1380.48                          | 6   | 35550,35739,35928,35552,35741,35930 | 10.01    | 0.73     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1319.48                            | 1329.13                          | 6   | 15166,15341,15516,15168,15343,15518 | 9.65     | 0.73     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 990.12                             | 999.38                           | 6   | 8873,9048,9223,8875,9050,9225       | 9.26     | 0.94     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 964.76                             | 973.92                           | 6   | 32127,32316,32505,32129,32318,32507 | 9.16     | 0.95     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1450.75                            | 1459.85                          | 6   | 8887,9062,9237,8889,9064,9239       | 9.1      | 0.63     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 1353.97                            | 1363.06                          | 6   | 9930,10105,10280,9932,10107,10282   | 9.09     | 0.67     |
