+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+----------+----------+
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5124.78                            | 9873.57                      | 6   | 46771,46946,47121,46770,46945,47120 | 4748.79  | 92.66    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 4472.15                            | 9137.14                      | 6   | 63508,63711,63914,63507,63710,63913 | 4664.99  | 104.31   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 4932.63                            | 9577.39                      | 6   | 52546,52721,52896,52545,52720,52895 | 4644.76  | 94.16    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4962.97                            | 9534.35                      | 6   | 45721,45896,46071,45720,45895,46070 | 4571.38  | 92.11    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 4284.43                            | 8752.85                      | 6   | 70214,70417,70620,70213,70416,70619 | 4468.42  | 104.29   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 4079.62                            | 8438.64                      | 6   | 67778,67981,68184,67777,67980,68183 | 4359.02  | 106.85   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4116.42                            | 8350.46                      | 6   | 50446,50621,50796,50445,50620,50795 | 4234.04  | 102.86   |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4562.42                            | 8792.35                      | 6   | 46764,46939,47114,46763,46938,47113 | 4229.93  | 92.71    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4176.4                             | 8398.33                      | 6   | 48871,49046,49221,48870,49045,49220 | 4221.93  | 101.09   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 4069.01                            | 8230.83                      | 6   | 51496,51671,51846,51495,51670,51845 | 4161.82  | 102.28   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4357.4                             | 8483.24                      | 6   | 52539,52714,52889,52538,52713,52888 | 4125.84  | 94.69    |
