+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 23.88                        | 47.38                      | 6   | 37719,37908,38097,37721,37910,38099 | 98.41    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 1.76                         | 3.46                       | 6   | 14549,14724,14899,14551,14726,14901 | 96.59    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 14.05                        | 23.69                      | 6   | 37712,37901,38090,37714,37903,38092 | 68.61    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.77                         | 2.97                       | 6   | 8774,8949,9124,8776,8951,9126       | 67.8     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.73                         | 2.81                       | 6   | 12442,12617,12792,12444,12619,12794 | 62.43    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 1.61                         | 2.59                       | 6   | 29193,29382,29571,29195,29384,29573 | 60.87    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.5                          | 3.99                       | 6   | 12449,12624,12799,12451,12626,12801 | 59.6     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.38                         | 3.79                       | 6   | 9299,9474,9649,9301,9476,9651       | 59.24    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 6.87                         | 10.54                      | 6   | 37705,37894,38083,37707,37896,38085 | 53.42    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 2.35                         | 3.54                       | 6   | 23313,23516,23719,23315,23518,23721 | 50.64    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 17.09                        | 25.29                      | 6   | 3909,4091,4273,3911,4093,4275       | 47.98    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.21                         | 1.77                       | 6   | 27485,27674,27863,27487,27676,27865 | 46.28    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.31                         | 3.29                       | 6   | 15606,15781,15956,15608,15783,15958 | 42.42    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 0.84                         | 1.19                       | 6   | 8221,8403,8585,8223,8405,8587       | 41.67    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 3.31                         | 4.67                       | 6   | 28066,28255,28444,28068,28257,28446 | 41.09    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.09                         | 1.53                       | 6   | 6030,6212,6394,6032,6214,6396       | 40.37    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 0.54                         | 0.75                       | 6   | 37096,37285,37474,37098,37287,37476 | 38.89    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 3.61                         | 4.99                       | 6   | 28640,28829,29018,28642,28831,29020 | 38.23    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 0.37                         | 0.51                       | 6   | 20233,20436,20639,20235,20438,20641 | 37.84    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.7                          | 2.34                       | 6   | 11917,12092,12267,11919,12094,12269 | 37.65    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 0.97                         | 1.33                       | 6   | 20254,20457,20660,20256,20459,20662 | 37.11    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 381072     | 362.94                       | 496.84                     | 6   | 1228,1410,1592,1230,1412,1594       | 36.89    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 3.9                          | 5.32                       | 6   | 35437,35626,35815,35439,35628,35817 | 36.41    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 4.88                         | 6.65                       | 6   | 27513,27702,27891,27515,27704,27893 | 36.27    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 2.69                         | 3.63                       | 6   | 16649,16824,16999,16651,16826,17001 | 34.94    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.54                         | 3.4                        | 6   | 29760,29949,30138,29762,29951,30140 | 33.86    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.13                         | 2.85                       | 6   | 11406,11581,11756,11408,11583,11758 | 33.8     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.26                         | 3.01                       | 6   | 33162,33351,33540,33164,33353,33542 | 33.19    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.83                         | 3.75                       | 6   | 14556,14731,14906,14558,14733,14908 | 32.51    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 0.44                         | 0.58                       | 6   | 20240,20443,20646,20242,20445,20648 | 31.82    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.14                         | 1.5                        | 6   | 9810,9985,10160,9812,9987,10162     | 31.58    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 1.53                         | 2.01                       | 6   | 33155,33344,33533,33157,33346,33535 | 31.37    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 3.72                         | 4.87                       | 6   | 33750,33939,34128,33752,33941,34130 | 30.91    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 2.71                         | 3.54                       | 6   | 32595,32784,32973,32597,32786,32975 | 30.63    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 36.07                        | 47.06                      | 6   | 7206,7388,7570,7208,7390,7572       | 30.47    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 3.21                         | 4.17                       | 6   | 32602,32791,32980,32604,32793,32982 | 29.91    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 2.16                         | 2.8                        | 6   | 16642,16817,16992,16644,16819,16994 | 29.63    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 0.27                         | 0.35                       | 6   | 23859,24062,24265,23861,24064,24267 | 29.63    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 2.72                         | 3.51                       | 6   | 16124,16299,16474,16126,16301,16476 | 29.04    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 381072     | 368.18                       | 474.72                     | 6   | 7234,7416,7598,7236,7418,7600       | 28.94    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 5.87                         | 7.56                       | 6   | 14052,14227,14402,14054,14229,14404 | 28.79    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 1.21                         | 1.55                       | 6   | 12435,12610,12785,12437,12612,12787 | 28.1     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.82                         | 1.05                       | 6   | 6016,6198,6380,6018,6200,6382       | 28.05    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.56                         | 3.26                       | 6   | 12974,13149,13324,12976,13151,13326 | 27.34    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 9.28                         | 11.79                      | 6   | 37131,37320,37509,37133,37322,37511 | 27.05    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 0.37                         | 0.47                       | 6   | 20849,21052,21255,20851,21054,21257 | 27.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.34                         | 1.7                        | 6   | 1123,1305,1487,1125,1307,1489       | 26.87    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.35                         | 1.71                       | 6   | 1130,1312,1494,1132,1314,1496       | 26.67    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 2.29                         | 2.9                        | 6   | 10874,11049,11224,10876,11051,11226 | 26.64    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.09                         | 1.38                       | 6   | 5491,5673,5855,5493,5675,5857       | 26.61    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 12.61                        | 15.91                      | 6   | 38279,38468,38657,38281,38470,38659 | 26.17    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 129.61                       | 163.31                     | 6   | 122,304,486,124,306,488             | 26.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 0.9                          | 1.13                       | 6   | 1109,1291,1473,1111,1293,1475       | 25.56    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 0.98                         | 1.23                       | 6   | 3293,3475,3657,3295,3477,3659       | 25.51    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 1.11                         | 1.39                       | 6   | 2768,2950,3132,2770,2952,3134       | 25.23    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 5.47                         | 6.83                       | 6   | 34884,35073,35262,34886,35075,35264 | 24.86    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 1.99                         | 2.48                       | 6   | 27492,27681,27870,27494,27683,27872 | 24.62    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 6.03                         | 7.5                        | 6   | 3895,4077,4259,3897,4079,4261       | 24.38    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 0.29                         | 0.36                       | 6   | 20219,20422,20625,20221,20424,20627 | 24.14    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 4.53                         | 5.62                       | 6   | 15620,15795,15970,15622,15797,15972 | 24.06    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 0.92                         | 1.14                       | 6   | 4399,4581,4763,4401,4583,4765       | 23.91    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 0.59                         | 0.73                       | 6   | 28038,28227,28416,28040,28229,28418 | 23.73    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 0.34                         | 0.42                       | 6   | 20835,21038,21241,20837,21040,21243 | 23.53    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.26                         | 0.32                       | 6   | 17755,17958,18161,17757,17960,18163 | 23.08    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.65                         | 2.03                       | 6   | 35423,35612,35801,35425,35614,35803 | 23.03    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 1.22                         | 1.5                        | 6   | 33722,33911,34100,33724,33913,34102 | 22.95    |
