+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 12.67            | 21.97                              | 6   | 37151,37340,37529,37153,37342,37531 | 73.4     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1242.94          | 2083.54                            | 6   | 70814,71017,71220,70816,71019,71222 | 67.63    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 1395.09          | 2328.72                            | 6   | 62904,63107,63310,62906,63109,63312 | 66.92    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 166.14           | 275.69                             | 6   | 62848,63051,63254,62850,63053,63256 | 65.94    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 2.13             | 3.53                               | 6   | 14548,14723,14898,14550,14725,14900 | 65.73    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 628.71           | 1041.57                            | 6   | 62869,63072,63275,62871,63074,63277 | 65.67    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 1092.76          | 1809.99                            | 6   | 70807,71010,71213,70809,71012,71215 | 65.63    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 2.5              | 4.13                               | 6   | 32041,32230,32419,32043,32232,32421 | 65.2     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 938.38           | 1544.53                            | 6   | 70800,71003,71206,70802,71005,71208 | 64.6     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 8.47             | 13.92                              | 6   | 43374,43563,43752,43376,43565,43754 | 64.34    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1406.6           | 2305.7                             | 6   | 70821,71024,71227,70823,71026,71229 | 63.92    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 326.08           | 532.88                             | 6   | 62855,63058,63261,62857,63060,63263 | 63.42    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 169.14           | 272.98                             | 6   | 70765,70968,71171,70767,70970,71173 | 61.39    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 677.11           | 1076.24                            | 6   | 8339,8521,8703,8341,8523,8705       | 58.95    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 278.1            | 439.87                             | 6   | 1220,1402,1584,1222,1404,1586       | 58.17    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 0.21             | 0.33                               | 6   | 20799,21002,21205,20801,21004,21207 | 57.14    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.63             | 4.13                               | 6   | 34302,34491,34680,34304,34493,34682 | 57.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 810.86           | 1270.32                            | 6   | 1248,1430,1612,1250,1432,1614       | 56.66    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1301.56          | 2037.16                            | 6   | 46244,46419,46594,46246,46421,46596 | 56.52    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 546.15           | 853.08                             | 6   | 8332,8514,8696,8334,8516,8698       | 56.2     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 729.77           | 1136.97                            | 6   | 53041,53216,53391,53043,53218,53393 | 55.8     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1306.54          | 2027.41                            | 6   | 53069,53244,53419,53071,53246,53421 | 55.17    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 155.38           | 240.36                             | 6   | 46188,46363,46538,46190,46365,46540 | 54.69    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 1019.81          | 1577.32                            | 6   | 46230,46405,46580,46232,46407,46582 | 54.67    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 253036     | 588.55           | 909.94                             | 6   | 46209,46384,46559,46211,46386,46561 | 54.61    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1168.52          | 1806.38                            | 6   | 46237,46412,46587,46239,46414,46589 | 54.59    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 733.43           | 1133.28                            | 6   | 46216,46391,46566,46218,46393,46568 | 54.52    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 875.67           | 1352.59                            | 6   | 53048,53223,53398,53050,53225,53400 | 54.46    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 190536     | 446.05           | 688.86                             | 6   | 46202,46377,46552,46204,46379,46554 | 54.44    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1025.73          | 1578.68                            | 6   | 53055,53230,53405,53057,53232,53407 | 53.91    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 880.6            | 1355.02                            | 6   | 46223,46398,46573,46225,46400,46575 | 53.87    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.12             | 1.72                               | 6   | 52922,53097,53272,52924,53099,53274 | 53.57    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 146.02           | 224.18                             | 6   | 1213,1395,1577,1215,1397,1579       | 53.53    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 253036     | 591.97           | 907.58                             | 6   | 53034,53209,53384,53036,53211,53386 | 53.32    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.58             | 3.95                               | 6   | 70681,70884,71087,70683,70886,71089 | 53.1     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 302.26           | 461.92                             | 6   | 53020,53195,53370,53022,53197,53372 | 52.82    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 304.43           | 464.35                             | 6   | 46195,46370,46545,46197,46372,46547 | 52.53    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.13             | 1.72                               | 6   | 583,765,947,585,767,949             | 52.21    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 157.31           | 239.22                             | 6   | 53013,53188,53363,53015,53190,53365 | 52.07    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 80.97            | 122.63                             | 6   | 53006,53181,53356,53008,53183,53358 | 51.45    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 0.94             | 1.42                               | 6   | 4398,4580,4762,4400,4582,4764       | 51.06    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.16             | 4.77                               | 6   | 29206,29395,29584,29208,29397,29586 | 50.95    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 38.93            | 58.46                              | 6   | 8297,8479,8661,8299,8481,8663       | 50.17    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 42.28            | 63.49                              | 6   | 46174,46349,46524,46176,46351,46526 | 50.17    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 80.39            | 120.41                             | 6   | 46181,46356,46531,46183,46358,46533 | 49.78    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 3.23             | 4.83                               | 6   | 12462,12637,12812,12464,12639,12814 | 49.54    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.78             | 2.66                               | 6   | 11916,12091,12266,11918,12093,12268 | 49.44    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 10.03            | 14.76                              | 6   | 39972,40161,40350,39974,40163,40352 | 47.16    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.19             | 1.75                               | 6   | 8227,8409,8591,8229,8411,8593       | 47.06    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 1.43             | 2.1                                | 6   | 69449,69652,69855,69451,69654,69857 | 46.85    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 22.61            | 33.18                              | 6   | 52992,53167,53342,52994,53169,53344 | 46.75    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 9.86             | 14.45                              | 6   | 37144,37333,37522,37146,37335,37524 | 46.55    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 2.34             | 3.42                               | 6   | 31467,31656,31845,31469,31658,31847 | 46.15    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 0.79             | 1.15                               | 6   | 45551,45726,45901,45553,45728,45903 | 45.57    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 1.97             | 2.85                               | 6   | 62757,62960,63163,62759,62962,63165 | 44.67    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 4.42             | 6.36                               | 6   | 32615,32804,32993,32617,32806,32995 | 43.89    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 14.45            | 20.79                              | 6   | 62820,63023,63226,62822,63025,63228 | 43.88    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 22.96            | 32.89                              | 6   | 46167,46342,46517,46169,46344,46519 | 43.25    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 4.11             | 5.88                               | 6   | 64612,64815,65018,64614,64817,65020 | 43.07    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.14             | 1.63                               | 6   | 70660,70863,71066,70662,70865,71068 | 42.98    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 19.15            | 27.36                              | 6   | 39419,39608,39797,39421,39610,39799 | 42.87    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 1.87             | 2.67                               | 6   | 6064,6246,6428,6066,6248,6430       | 42.78    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 4.35             | 6.2                                | 6   | 30907,31096,31285,30909,31098,31287 | 42.53    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 1.27             | 1.81                               | 6   | 77044,77219,77394,77046,77221,77396 | 42.52    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 0.71             | 1.01                               | 6   | 70044,70247,70450,70046,70249,70452 | 42.25    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.26             | 3.2                                | 6   | 68238,68441,68644,68240,68443,68646 | 41.59    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 627.51           | 885.1                              | 6   | 70786,70989,71192,70788,70991,71194 | 41.05    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 0.78             | 1.1                                | 6   | 1108,1290,1472,1110,1292,1474       | 41.03    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 4.7              | 6.62                               | 6   | 30340,30529,30718,30342,30531,30720 | 40.85    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.04             | 2.86                               | 6   | 67020,67223,67426,67022,67225,67428 | 40.2     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.2              | 1.68                               | 6   | 7135,7317,7499,7137,7319,7501       | 40.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 0.85             | 1.19                               | 6   | 3285,3467,3649,3287,3469,3651       | 40.0     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 7.31             | 10.23                              | 6   | 46153,46328,46503,46155,46330,46505 | 39.95    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.83             | 1.16                               | 6   | 50283,50458,50633,50285,50460,50635 | 39.76    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 11.86            | 16.57                              | 6   | 36570,36759,36948,36572,36761,36950 | 39.71    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 3.71             | 5.17                               | 6   | 65221,65424,65627,65223,65426,65629 | 39.35    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 6.47             | 8.99                               | 6   | 42800,42989,43178,42802,42991,43180 | 38.95    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 0.55             | 0.76                               | 6   | 23291,23494,23697,23293,23496,23699 | 38.18    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 15.07            | 20.76                              | 6   | 70737,70940,71143,70739,70942,71145 | 37.76    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.47             | 2.02                               | 6   | 45061,45236,45411,45063,45238,45413 | 37.41    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.04             | 2.8                                | 6   | 32027,32216,32405,32029,32218,32407 | 37.25    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 0.27             | 0.37                               | 6   | 71234,71409,71584,71236,71411,71586 | 37.04    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.33             | 1.82                               | 6   | 47672,47847,48022,47674,47849,48024 | 36.84    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 86.45            | 118.21                             | 6   | 62841,63044,63247,62843,63046,63249 | 36.74    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 0.22             | 0.3                                | 6   | 25069,25272,25475,25071,25274,25477 | 36.36    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 2.79             | 3.78                               | 6   | 67643,67846,68049,67645,67848,68051 | 35.48    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 397.11           | 537.17                             | 6   | 70772,70975,71178,70774,70977,71180 | 35.27    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 78.88            | 106.7                              | 6   | 68315,68518,68721,68317,68520,68723 | 35.27    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1204.73          | 1629.23                            | 6   | 8367,8549,8731,8369,8551,8733       | 35.24    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 2047.09          | 2767.78                            | 6   | 68371,68574,68777,68373,68576,68779 | 35.21    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 947.53           | 1280.55                            | 6   | 8353,8535,8717,8355,8537,8719       | 35.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1072.45          | 1447.15                            | 6   | 8360,8542,8724,8362,8544,8726       | 34.94    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 3.84             | 5.16                               | 6   | 35443,35632,35821,35445,35634,35823 | 34.38    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 2.59             | 3.48                               | 6   | 76540,76715,76890,76542,76717,76892 | 34.36    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.67             | 0.9                                | 6   | 3831,4013,4195,3833,4015,4197       | 34.33    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 0.35             | 0.47                               | 6   | 79683,79879,80075,79685,79881,80077 | 34.29    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 1.43             | 1.92                               | 6   | 4958,5140,5322,4960,5142,5324       | 34.27    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 280.19           | 376.18                             | 6   | 8318,8500,8682,8320,8502,8684       | 34.26    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 2335.51          | 3135.52                            | 6   | 68378,68581,68784,68380,68583,68786 | 34.25    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 4.71             | 6.32                               | 6   | 34883,35072,35261,34885,35074,35263 | 34.18    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 589.76           | 790.56                             | 6   | 70779,70982,71185,70781,70984,71187 | 34.05    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 410.32           | 548.89                             | 6   | 8325,8507,8689,8327,8509,8691       | 33.77    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 2.02             | 2.7                                | 6   | 70065,70268,70471,70067,70270,70473 | 33.66    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 87.2             | 116.55                             | 6   | 70758,70961,71164,70760,70963,71166 | 33.66    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 809.67           | 1081.99                            | 6   | 8346,8528,8710,8348,8530,8712       | 33.63    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 3.19             | 4.26                               | 6   | 46139,46314,46489,46141,46316,46491 | 33.54    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 0.3              | 0.4                                | 6   | 18377,18580,18783,18379,18582,18785 | 33.33    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.3              | 0.4                                | 6   | 32559,32748,32937,32561,32750,32939 | 33.33    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 0.24             | 0.32                               | 6   | 25083,25286,25489,25085,25288,25491 | 33.33    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 4.79             | 6.38                               | 6   | 34316,34505,34694,34318,34507,34696 | 33.19    |
