+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+----------+-----+-------------------------------------+----------+
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 18.68                            | 258.96   | 6   | 12494,12669,12844,12489,12664,12839 | 1286.3   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 15.54                            | 211.29   | 6   | 13019,13194,13369,13014,13189,13364 | 1259.65  |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 15.61                            | 211.93   | 6   | 8819,8994,9169,8814,8989,9164       | 1257.66  |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 17.86                            | 238.48   | 6   | 9869,10044,10219,9864,10039,10214   | 1235.27  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 8.93                             | 117.95   | 6   | 15637,15812,15987,15632,15807,15982 | 1220.83  |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 17.54                            | 231.58   | 6   | 14069,14244,14419,14064,14239,14414 | 1220.3   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 8.94                             | 116.93   | 6   | 13012,13187,13362,13007,13182,13357 | 1207.94  |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 17.58                            | 228.69   | 6   | 11444,11619,11794,11439,11614,11789 | 1200.85  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 19.9                             | 258.37   | 6   | 16694,16869,17044,16689,16864,17039 | 1198.34  |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 28.08                            | 360.23   | 6   | 8826,9001,9176,8821,8996,9171       | 1182.87  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 16.64                            | 213.24   | 6   | 15644,15819,15994,15639,15814,15989 | 1181.49  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 28.48                            | 360.17   | 6   | 15651,15826,16001,15646,15821,15996 | 1164.64  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.3                             | 142.12   | 6   | 16687,16862,17037,16682,16857,17032 | 1157.7   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 10.82                            | 134.22   | 6   | 9862,10037,10212,9857,10032,10207   | 1140.48  |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 10.59                            | 130.93   | 6   | 14062,14237,14412,14057,14232,14407 | 1136.36  |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 34.48                            | 423.63   | 6   | 16701,16876,17051,16696,16871,17046 | 1128.63  |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 29.1                             | 353.98   | 6   | 13026,13201,13376,13021,13196,13371 | 1116.43  |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 5.64                             | 68.1     | 6   | 11430,11605,11780,11425,11600,11775 | 1107.45  |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 10.67                            | 128.52   | 6   | 11437,11612,11787,11432,11607,11782 | 1104.5   |
