+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba |  master  | cnt |                 qid                 |   diff   | pct_diff |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 7292.31          | 15454.33 | 6   | 38397,38586,38775,38396,38585,38774 | 8162.02  | 111.93   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1967.31          | 9973.64  | 6   | 36640,36829,37018,36639,36828,37017 | 8006.33  | 406.97   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6643.87          | 14617.08 | 6   | 38390,38579,38768,38389,38578,38767 | 7973.21  | 120.01   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5945.29          | 13855.4  | 6   | 38383,38572,38761,38382,38571,38760 | 7910.11  | 133.05   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 5144.3           | 13044.45 | 6   | 38376,38565,38754,38375,38564,38753 | 7900.15  | 153.57   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4271.23          | 12072.88 | 6   | 38369,38558,38747,38368,38557,38746 | 7801.65  | 182.66   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3369.39          | 11043.97 | 6   | 38362,38551,38740,38361,38550,38739 | 7674.58  | 227.77   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2654.45          | 10001.44 | 6   | 38355,38544,38733,38354,38543,38732 | 7346.99  | 276.78   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1926.1           | 8735.9   | 6   | 38348,38537,38726,38347,38536,38725 | 6809.8   | 353.55   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1433.0           | 8000.33  | 6   | 37767,37956,38145,37766,37955,38144 | 6567.33  | 458.29   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1448.71          | 7866.19  | 6   | 38341,38530,38719,38340,38529,38718 | 6417.48  | 442.98   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1338.98          | 7583.27  | 6   | 36633,36822,37011,36632,36821,37010 | 6244.29  | 466.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 949.75           | 5931.26  | 6   | 38334,38523,38712,38333,38522,38711 | 4981.51  | 524.51   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 840.68           | 4816.22  | 6   | 37760,37949,38138,37759,37948,38137 | 3975.54  | 472.9    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 792.78           | 4560.07  | 6   | 36626,36815,37004,36625,36814,37003 | 3767.29  | 475.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 4664.35          | 8322.0   | 2   | 38950,38949                         | 3657.65  | 78.42    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 5951.88          | 9575.33  | 2   | 38964,38963                         | 3623.45  | 60.88    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 4064.53          | 7655.84  | 2   | 38943,38942                         | 3591.31  | 88.36    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 3477.34          | 7019.67  | 2   | 38936,38935                         | 3542.33  | 101.87   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 5315.97          | 8840.58  | 2   | 38957,38956                         | 3524.61  | 66.3     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 6665.19          | 10069.67 | 2   | 38971,38970                         | 3404.48  | 51.08    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 2915.94          | 6285.2   | 2   | 38929,38928                         | 3369.26  | 115.55   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512144     | 2345.16          | 5520.1   | 2   | 38922,38921                         | 3174.94  | 135.38   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6207.41          | 9334.14  | 6   | 37270,37459,37648,37269,37458,37647 | 3126.73  | 50.37    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 3379.99          | 6450.99  | 6   | 28765,28954,29143,28764,28953,29142 | 3071.0   | 90.86    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 5771.09          | 8840.66  | 6   | 37263,37452,37641,37262,37451,37640 | 3069.57  | 53.19    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 563.01           | 3626.08  | 6   | 38327,38516,38705,38326,38515,38704 | 3063.07  | 544.05   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5326.71          | 8307.07  | 6   | 37256,37445,37634,37255,37444,37633 | 2980.36  | 55.95    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 3049.19          | 6006.65  | 6   | 28758,28947,29136,28757,28946,29135 | 2957.46  | 96.99    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 1700.29          | 4650.36  | 2   | 38915,38914                         | 2950.07  | 173.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 4852.23          | 7766.05  | 6   | 37249,37438,37627,37248,37437,37626 | 2913.82  | 60.05    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 870.64           | 3774.38  | 4   | 38901,39090,38900,39089             | 2903.74  | 333.52   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3255.75          | 6141.04  | 6   | 16242,16417,16592,16241,16416,16591 | 2885.29  | 88.62    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 3660.68          | 6543.42  | 6   | 16249,16424,16599,16248,16423,16598 | 2882.74  | 78.75    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 4346.62          | 7211.48  | 6   | 37242,37431,37620,37241,37430,37619 | 2864.86  | 65.91    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 2839.18          | 5684.49  | 6   | 16235,16410,16585,16234,16409,16584 | 2845.31  | 100.22   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 3051.77          | 5892.99  | 6   | 27631,27820,28009,27630,27819,28008 | 2841.22  | 93.1     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 1315.53          | 4149.81  | 2   | 38908,38907                         | 2834.28  | 215.45   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 4059.09          | 6882.17  | 6   | 16256,16431,16606,16255,16430,16605 | 2823.08  | 69.55    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 2445.49          | 5237.35  | 6   | 16228,16403,16578,16227,16402,16577 | 2791.86  | 114.16   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 3144.14          | 5933.83  | 6   | 37228,37417,37606,37227,37416,37605 | 2789.69  | 88.73    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 3027.33          | 5812.27  | 6   | 9417,9592,9767,9416,9591,9766       | 2784.94  | 91.99    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1012144    | 3782.44          | 6551.19  | 6   | 37235,37424,37613,37234,37423,37612 | 2768.75  | 73.2     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 5894.22          | 8659.76  | 6   | 36136,36325,36514,36135,36324,36513 | 2765.54  | 46.92    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 3430.37          | 6190.67  | 6   | 9424,9599,9774,9423,9598,9773       | 2760.3   | 80.47    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 866.18           | 3626.32  | 6   | 37200,37389,37578,37199,37388,37577 | 2760.14  | 318.66   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 2481.4           | 5238.28  | 6   | 37221,37410,37599,37220,37409,37598 | 2756.88  | 111.1    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 2721.21          | 5470.98  | 6   | 28751,28940,29129,28750,28939,29128 | 2749.77  | 101.05   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 3201.28          | 5935.14  | 6   | 35002,35191,35380,35001,35190,35379 | 2733.86  | 85.4     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 3779.6           | 6507.68  | 6   | 9431,9606,9781,9430,9605,9780       | 2728.08  | 72.18    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 2780.23          | 5502.03  | 6   | 27624,27813,28002,27623,27812,28001 | 2721.8   | 97.9     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 2665.08          | 5370.95  | 6   | 9410,9585,9760,9409,9584,9759       | 2705.87  | 101.53   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 3786.47          | 6491.61  | 6   | 12056,12231,12406,12055,12230,12405 | 2705.14  | 71.44    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2272.5           | 4976.9   | 6   | 9403,9578,9753,9402,9577,9752       | 2704.4   | 119.01   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 3134.94          | 5836.08  | 6   | 10467,10642,10817,10466,10641,10816 | 2701.14  | 86.16    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 3460.53          | 6159.14  | 6   | 12049,12224,12399,12048,12223,12398 | 2698.61  | 77.98    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 3112.77          | 5811.14  | 6   | 12042,12217,12392,12041,12216,12391 | 2698.37  | 86.69    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 3546.42          | 6233.6   | 6   | 10474,10649,10824,10473,10648,10823 | 2687.18  | 75.77    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 2757.33          | 5438.16  | 6   | 10460,10635,10810,10459,10634,10809 | 2680.83  | 97.23    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 5496.28          | 8177.07  | 6   | 36129,36318,36507,36128,36317,36506 | 2680.79  | 48.77    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 3909.22          | 6575.32  | 6   | 10481,10656,10831,10480,10655,10830 | 2666.1   | 68.2     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 1981.09          | 4630.25  | 6   | 29899,30088,30277,29898,30087,30276 | 2649.16  | 133.72   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 504.54           | 3151.18  | 4   | 38894,39083,38893,39082             | 2646.64  | 524.56   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 1781.01          | 4421.59  | 6   | 37214,37403,37592,37213,37402,37591 | 2640.58  | 148.26   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 5028.98          | 7659.35  | 6   | 36122,36311,36500,36121,36310,36499 | 2630.37  | 52.3     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2352.67          | 4971.14  | 6   | 10453,10628,10803,10452,10627,10802 | 2618.47  | 111.3    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 2128.76          | 4733.15  | 6   | 31033,31222,31411,31032,31221,31410 | 2604.39  | 122.34   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2011.42          | 4609.36  | 6   | 16221,16396,16571,16220,16395,16570 | 2597.94  | 129.16   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 1337.05          | 3929.57  | 6   | 37207,37396,37585,37206,37395,37584 | 2592.52  | 193.9    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 4488.11          | 7079.46  | 6   | 36115,36304,36493,36114,36303,36492 | 2591.35  | 57.74    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 1882.61          | 4473.13  | 6   | 9396,9571,9746,9395,9570,9745       | 2590.52  | 137.6    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2908.99          | 5497.45  | 6   | 34995,35184,35373,34994,35183,35372 | 2588.46  | 88.98    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 2677.52          | 5255.02  | 6   | 36094,36283,36472,36093,36282,36471 | 2577.5   | 96.26    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1976.95          | 4550.54  | 6   | 10446,10621,10796,10445,10620,10795 | 2573.59  | 130.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 2016.94          | 4589.86  | 6   | 36087,36276,36465,36086,36275,36464 | 2572.92  | 127.57   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 3948.97          | 6518.48  | 6   | 36108,36297,36486,36107,36296,36485 | 2569.51  | 65.07    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 2716.81          | 5282.66  | 6   | 12035,12210,12385,12034,12209,12384 | 2565.85  | 94.44    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1969.88          | 4526.08  | 6   | 12021,12196,12371,12020,12195,12370 | 2556.2   | 129.76   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 315536     | 2349.97          | 4893.58  | 6   | 12028,12203,12378,12027,12202,12377 | 2543.61  | 108.24   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 493.7            | 3036.65  | 6   | 37193,37382,37571,37192,37381,37570 | 2542.95  | 515.08   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 1799.18          | 4328.36  | 6   | 29892,30081,30270,29891,30080,30269 | 2529.18  | 140.57   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1511.31          | 4034.86  | 6   | 9389,9564,9739,9388,9563,9738       | 2523.55  | 166.98   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 3360.97          | 5878.36  | 6   | 36101,36290,36479,36100,36289,36478 | 2517.39  | 74.9     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 1951.19          | 4460.33  | 6   | 31026,31215,31404,31025,31214,31403 | 2509.14  | 128.6    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 2446.52          | 4951.7   | 6   | 27617,27806,27995,27616,27805,27994 | 2505.18  | 102.4    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 2370.57          | 4875.11  | 6   | 28744,28933,29122,28743,28932,29121 | 2504.54  | 105.65   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1626.64          | 4130.61  | 6   | 16214,16389,16564,16213,16388,16563 | 2503.97  | 153.94   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 3482.36          | 5978.48  | 6   | 15206,15381,15556,15205,15380,15555 | 2496.12  | 71.68    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2800.13          | 5292.8   | 6   | 33868,34057,34246,33867,34056,34245 | 2492.67  | 89.02    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 3123.7           | 5608.46  | 6   | 15199,15374,15549,15198,15373,15548 | 2484.76  | 79.55    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1579.91          | 4042.74  | 6   | 12014,12189,12364,12013,12188,12363 | 2462.83  | 155.88   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 2766.59          | 5227.94  | 6   | 15192,15367,15542,15191,15366,15541 | 2461.35  | 88.97    |
