+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-728899ba | cnt |                 qid                 | pct_diff |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 289.9                        | 516.87           | 6   | 61638,61841,62044,61637,61840,62043 | 78.29    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 42.49                        | 75.23            | 6   | 69534,69737,69940,69533,69736,69939 | 77.05    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 524288     | 79.65                        | 139.39           | 6   | 69541,69744,69947,69540,69743,69946 | 75.0     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 6.87                         | 11.97            | 6   | 37705,37894,38083,37704,37893,38082 | 74.24    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 644.57                       | 1122.05          | 6   | 51992,52167,52342,51991,52166,52341 | 74.08    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 393.78                       | 681.5            | 6   | 45153,45328,45503,45152,45327,45502 | 73.07    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 21.66                        | 37.23            | 6   | 45118,45293,45468,45117,45292,45467 | 71.88    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 67.84                        | 116.21           | 6   | 115,297,479,114,296,478             | 71.3     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 900.4                        | 1541.79          | 6   | 45181,45356,45531,45180,45355,45530 | 71.23    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 11.43                        | 19.47            | 6   | 7192,7374,7556,7191,7373,7555       | 70.34    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 718.49                       | 1217.28          | 6   | 7255,7437,7619,7254,7436,7618       | 69.42    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 518.2                        | 877.56           | 6   | 51985,52160,52335,51984,52159,52334 | 69.35    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 648.47                       | 1097.89          | 6   | 45167,45342,45517,45166,45341,45516 | 69.3     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 0.84                         | 1.42             | 6   | 8221,8403,8585,8220,8402,8584       | 69.05    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 524.55                       | 885.37           | 6   | 45160,45335,45510,45159,45334,45509 | 68.79    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 720.87                       | 1216.03          | 6   | 157,339,521,156,338,520             | 68.69    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 703.18                       | 1184.53          | 6   | 70794,70997,71200,70793,70996,71199 | 68.45    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 24.41                        | 41.07            | 6   | 61610,61813,62016,61609,61812,62015 | 68.25    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 901.91                       | 1513.58          | 6   | 52006,52181,52356,52005,52180,52355 | 67.82    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 563.53                       | 945.39           | 6   | 61652,61855,62058,61651,61854,62057 | 67.76    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1048576    | 99.46                        | 166.81           | 6   | 17279,17482,17685,17278,17481,17684 | 67.72    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 430.75                       | 719.47           | 6   | 61645,61848,62051,61644,61847,62050 | 67.03    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.48                         | 2.47             | 6   | 46630,46805,46980,46629,46804,46979 | 66.89    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 141.39                       | 234.92           | 6   | 51964,52139,52314,51963,52138,52313 | 66.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 597.2                        | 991.78           | 6   | 7248,7430,7612,7247,7429,7611       | 66.07    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1151.87                      | 1909.09          | 6   | 52020,52195,52370,52019,52194,52369 | 65.74    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 138.83                       | 229.97           | 6   | 45139,45314,45489,45138,45313,45488 | 65.65    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 20.17                        | 33.35            | 6   | 7199,7381,7563,7198,7380,7562       | 65.34    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1019.89                      | 1680.61          | 6   | 52013,52188,52363,52012,52187,52362 | 64.78    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 269.08                       | 443.29           | 6   | 45146,45321,45496,45145,45320,45495 | 64.74    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 135.91                       | 223.63           | 6   | 49857,50032,50207,49856,50031,50206 | 64.54    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256072     | 250.15                       | 411.29           | 6   | 7227,7409,7591,7226,7408,7590       | 64.42    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 601.42                       | 987.23           | 6   | 150,332,514,149,331,513             | 64.15    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 979.54                       | 1607.54          | 6   | 69590,69793,69996,69589,69792,69995 | 64.11    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1035.32                      | 1693.6           | 6   | 45188,45363,45538,45187,45362,45537 | 63.58    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 1.14                         | 1.85             | 6   | 75477,75652,75827,75476,75651,75826 | 62.28    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.75                         | 4.46             | 6   | 26932,27121,27310,26931,27120,27309 | 62.18    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.26                         | 3.66             | 6   | 33162,33351,33540,33161,33350,33539 | 61.95    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 697.09                       | 1124.14          | 6   | 69576,69779,69982,69575,69778,69981 | 61.26    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1048576    | 270.85                       | 436.05           | 6   | 64067,64270,64473,64066,64269,64472 | 60.99    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 369.2                        | 590.94           | 6   | 136,318,500,135,317,499             | 60.06    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 699.48                       | 1115.9           | 6   | 61659,61862,62065,61658,61861,62064 | 59.53    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 483.09                       | 767.58           | 6   | 7241,7423,7605,7240,7422,7604       | 58.89    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 3.54                         | 5.62             | 6   | 34310,34499,34688,34309,34498,34687 | 58.76    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1074.0                       | 1704.84          | 6   | 7276,7458,7640,7275,7457,7639       | 58.74    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.32                       | 1504.46          | 6   | 171,353,535,170,352,534             | 58.48    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 0.24                         | 0.38             | 4   | 87888,88084,87887,88083             | 58.33    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 1.34                         | 2.12             | 6   | 21479,21682,21885,21478,21681,21884 | 58.21    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1068.17                      | 1686.75          | 6   | 178,360,542,177,359,541             | 57.91    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 566.31                       | 892.88           | 6   | 69569,69772,69975,69568,69771,69974 | 57.67    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 829.64                       | 1306.92          | 6   | 164,346,528,163,345,527             | 57.53    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 9.32                         | 14.68            | 6   | 36011,36200,36389,36010,36199,36388 | 57.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 7.08                         | 11.14            | 6   | 87,269,451,86,268,450               | 57.34    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1118.03                      | 1754.03          | 6   | 69597,69800,70003,69596,69799,70002 | 56.89    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 942.67                       | 1478.86          | 6   | 7269,7451,7633,7268,7450,7632       | 56.88    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1237.13                      | 1928.11          | 6   | 69604,69807,70010,69603,69806,70009 | 55.85    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 833.41                       | 1298.28          | 6   | 7262,7444,7626,7261,7443,7625       | 55.78    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 73.89                        | 114.94           | 6   | 45132,45307,45482,45131,45306,45481 | 55.56    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 71.25                        | 110.67           | 6   | 47225,47400,47575,47224,47399,47574 | 55.33    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.54                         | 3.94             | 6   | 29760,29949,30138,29759,29948,30137 | 55.12    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 1.61                         | 2.49             | 6   | 29193,29382,29571,29192,29381,29570 | 54.66    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 51.68                        | 79.73            | 6   | 61617,61820,62023,61616,61819,62022 | 54.28    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1048576    | 149.53                       | 230.6            | 6   | 61631,61834,62037,61630,61833,62036 | 54.22    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048576    | 1286.73                      | 1981.6           | 6   | 67728,67931,68134,67727,67930,68133 | 54.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 859.52                       | 1322.18          | 6   | 69583,69786,69989,69582,69785,69988 | 53.83    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 3110.31                      | 4758.4           | 6   | 48842,49017,49192,48841,49016,49191 | 52.99    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 3.61                         | 5.51             | 6   | 28640,28829,29018,28639,28828,29017 | 52.63    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 381072     | 368.18                       | 561.8            | 6   | 7234,7416,7598,7233,7415,7597       | 52.59    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 34.89                        | 53.22            | 6   | 2285,2467,2649,2284,2466,2648       | 52.54    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 1.6                          | 2.44             | 6   | 64585,64788,64991,64584,64787,64990 | 52.5     |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 265.08                       | 401.7            | 6   | 47239,47414,47589,47238,47413,47588 | 51.54    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 10.5                         | 15.87            | 6   | 69513,69716,69919,69512,69715,69918 | 51.14    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 8.15                         | 12.31            | 6   | 63409,63612,63815,63408,63611,63814 | 51.04    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 7.89                         | 11.89            | 6   | 51929,52104,52279,51928,52103,52278 | 50.7     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.22                         | 1.83             | 6   | 2754,2936,3118,2753,2935,3117       | 50.0     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.31                         | 1.96             | 6   | 45055,45230,45405,45054,45229,45404 | 49.62    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.02                         | 1.52             | 6   | 5484,5666,5848,5483,5665,5847       | 49.02    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 0.27                         | 0.4              | 6   | 23887,24090,24293,23886,24089,24292 | 48.15    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 2.35                         | 3.47             | 6   | 80300,80496,80692,80299,80495,80691 | 47.66    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 127.07                       | 187.56           | 6   | 5029,5211,5393,5028,5210,5392       | 47.6     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 70.56                        | 104.01           | 6   | 49850,50025,50200,49849,50024,50199 | 47.41    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 173.62                       | 255.74           | 6   | 49325,49500,49675,49324,49499,49674 | 47.3     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 77.67                        | 114.35           | 6   | 67098,67301,67504,67097,67300,67503 | 47.23    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 14.3                         | 21.04            | 6   | 61603,61806,62009,61602,61805,62008 | 47.13    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 17.09                        | 25.13            | 6   | 3909,4091,4273,3908,4090,4272       | 47.05    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 2.37                         | 3.48             | 6   | 68862,69065,69268,68861,69064,69267 | 46.84    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.16                         | 1.7              | 6   | 70052,70255,70458,70051,70254,70457 | 46.55    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.13                         | 3.11             | 6   | 11406,11581,11756,11405,11580,11755 | 46.01    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 71.88                        | 104.55           | 6   | 64053,64256,64459,64052,64255,64458 | 45.45    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 21.72                        | 31.58            | 6   | 64039,64242,64445,64038,64241,64444 | 45.4     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 47.15                        | 68.49            | 6   | 45125,45300,45475,45124,45299,45474 | 45.26    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 21.22                        | 30.71            | 6   | 47211,47386,47561,47210,47385,47560 | 44.72    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 23.96                        | 34.58            | 6   | 69527,69730,69933,69526,69729,69932 | 44.32    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.73                         | 2.48             | 6   | 12442,12617,12792,12441,12616,12791 | 43.35    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.14                         | 1.63             | 6   | 46091,46266,46441,46090,46265,46440 | 42.98    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.97                         | 2.81             | 6   | 10349,10524,10699,10348,10523,10698 | 42.64    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 65.95                        | 93.75            | 6   | 5022,5204,5386,5021,5203,5385       | 42.15    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 4.33                         | 6.15             | 6   | 41093,41282,41471,41092,41281,41470 | 42.03    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 0.84                         | 1.19             | 6   | 49752,49927,50102,49751,49926,50101 | 41.67    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 18.97                        | 26.84            | 6   | 2278,2460,2642,2277,2459,2641       | 41.49    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 105.61                       | 149.37           | 6   | 64655,64858,65061,64654,64857,65060 | 41.44    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 14.07                        | 19.89            | 6   | 40554,40743,40932,40553,40742,40931 | 41.36    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 3.4                          | 4.8              | 6   | 16663,16838,17013,16662,16837,17012 | 41.18    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048576    | 1136.2                       | 1599.3           | 6   | 68946,69149,69352,68945,69148,69351 | 40.76    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 381072     | 721.65                       | 1011.6           | 6   | 2320,2502,2684,2319,2501,2683       | 40.18    |
