+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 3088.74                | 5268.31                      | 6   | 22211,22414,22617,22207,22410,22613 | 70.57    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 7.51                   | 12.75                        | 6   | 4452,4634,4816,4448,4630,4812       | 69.77    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 121.79                 | 206.73                       | 6   | 658,840,1022,654,836,1018           | 69.74    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 24.84                  | 42.04                        | 6   | 4466,4648,4830,4462,4644,4826       | 69.24    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1730.45                | 2926.6                       | 6   | 24612,24815,25018,24608,24811,25014 | 69.12    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 1878.0                 | 3175.6                       | 6   | 21574,21777,21980,21570,21773,21976 | 69.09    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 197.25                 | 333.52                       | 6   | 23366,23569,23772,23362,23565,23768 | 69.08    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048576    | 821.75                 | 1387.95                      | 6   | 20335,20538,20741,20331,20534,20737 | 68.9     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 14.04                  | 23.66                        | 6   | 5551,5733,5915,5547,5729,5911       | 68.52    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 2592.6                 | 4365.09                      | 6   | 21588,21791,21994,21584,21787,21990 | 68.37    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 99.13                  | 166.86                       | 6   | 23359,23562,23765,23355,23558,23761 | 68.32    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 23.47                  | 39.49                        | 6   | 22127,22330,22533,22123,22326,22529 | 68.26    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 1.12                   | 1.88                         | 6   | 25746,25949,26152,25742,25945,26148 | 67.86    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 8.11                   | 13.61                        | 6   | 3906,4088,4270,3902,4084,4266       | 67.82    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3840.93                | 6439.36                      | 6   | 24647,24850,25053,24643,24846,25049 | 67.65    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 2.86                   | 4.79                         | 6   | 22106,22309,22512,22102,22305,22508 | 67.48    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1090.55                | 1822.09                      | 6   | 22169,22372,22575,22165,22368,22571 | 67.08    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 131072     | 50.26                  | 83.97                        | 6   | 23352,23555,23758,23348,23551,23754 | 67.07    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 46.72                  | 77.97                        | 6   | 22134,22337,22540,22130,22333,22536 | 66.89    |
