+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------+-----+-------------------------------------+----------+
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 5.15                   | 10.71                        | 4   | 38836,39025,38832,39021             | 107.96   |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1131072    | 2705.15                | 5258.44                      | 6   | 4550,4732,4914,4546,4728,4910       | 94.39    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1006072    | 2411.24                | 4675.08                      | 6   | 4543,4725,4907,4539,4721,4903       | 93.89    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 1819.96                | 3519.43                      | 6   | 4529,4711,4893,4525,4707,4889       | 93.38    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 631072     | 1518.18                | 2935.01                      | 6   | 4522,4704,4886,4518,4700,4882       | 93.32    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 881072     | 2122.02                | 4100.75                      | 6   | 4536,4718,4900,4532,4714,4896       | 93.25    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 756072     | 1991.29                | 3823.88                      | 6   | 5621,5803,5985,5617,5799,5981       | 92.03    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 506072     | 1339.9                 | 2570.22                      | 6   | 5607,5789,5971,5603,5785,5967       | 91.82    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 256072     | 627.62                 | 1203.03                      | 6   | 4501,4683,4865,4497,4679,4861       | 91.68    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 631072     | 1666.58                | 3193.17                      | 6   | 5614,5796,5978,5610,5792,5974       | 91.6     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 381072     | 1013.92                | 1941.59                      | 6   | 5600,5782,5964,5596,5778,5960       | 91.49    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 690.18                 | 1311.94                      | 6   | 5593,5775,5957,5589,5771,5953       | 90.09    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1006072    | 2810.7                 | 5323.93                      | 6   | 3997,4179,4361,3993,4175,4357       | 89.42    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 131072     | 358.34                 | 677.75                       | 6   | 5586,5768,5950,5582,5764,5946       | 89.14    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 3148.61                | 5948.28                      | 6   | 5642,5824,6006,5638,5820,6002       | 88.92    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 2121.14                | 4005.48                      | 6   | 3983,4165,4347,3979,4161,4343       | 88.84    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1131072    | 3157.68                | 5960.76                      | 6   | 4004,4186,4368,4000,4182,4364       | 88.77    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 631072     | 1778.1                 | 3353.76                      | 6   | 3976,4158,4340,3972,4154,4336       | 88.61    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 881072     | 2456.56                | 4631.75                      | 6   | 5628,5810,5992,5624,5806,5988       | 88.55    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 881072     | 2471.0                 | 4654.42                      | 6   | 3990,4172,4354,3986,4168,4350       | 88.36    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 506072     | 1434.27                | 2694.69                      | 6   | 3969,4151,4333,3965,4147,4329       | 87.88    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 381072     | 1086.22                | 2036.68                      | 6   | 3962,4144,4326,3958,4140,4322       | 87.5     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 256072     | 730.77                 | 1369.99                      | 6   | 3955,4137,4319,3951,4133,4315       | 87.47    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2299.1                 | 4307.61                      | 6   | 22197,22400,22603,22193,22396,22599 | 87.36    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 166.31                 | 310.89                       | 6   | 4487,4669,4851,4483,4665,4847       | 86.93    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1131072    | 3136.0                 | 5835.44                      | 6   | 2912,3094,3276,2908,3090,3272       | 86.08    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 191.46                 | 356.11                       | 6   | 3941,4123,4305,3937,4119,4301       | 86.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 382.7                  | 708.43                       | 6   | 3948,4130,4312,3944,4126,4308       | 85.11    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1006072    | 2978.7                 | 5513.9                       | 6   | 6727,6909,7091,6723,6905,7087       | 85.11    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 85.42                  | 158.06                       | 6   | 4480,4662,4844,4476,4658,4840       | 85.04    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3361.04                | 6208.7                       | 6   | 6734,6916,7098,6730,6912,7094       | 84.73    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 184.77                 | 341.22                       | 6   | 5579,5761,5943,5575,5757,5939       | 84.67    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 2512.48                | 4620.5                       | 6   | 2898,3080,3262,2894,3076,3258       | 83.9     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 2178.11                | 4004.09                      | 6   | 2891,3073,3255,2887,3069,3251       | 83.83    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 756072     | 2262.19                | 4156.82                      | 6   | 6713,6895,7077,6709,6891,7073       | 83.75    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 881072     | 2642.44                | 4840.36                      | 6   | 6720,6902,7084,6716,6898,7080       | 83.18    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 381072     | 1145.69                | 2098.37                      | 6   | 6692,6874,7056,6688,6870,7052       | 83.15    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 99.35                  | 181.22                       | 6   | 3934,4116,4298,3930,4112,4294       | 82.41    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 1834.86                | 3345.36                      | 6   | 2884,3066,3248,2880,3062,3244       | 82.32    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 94.33                  | 171.43                       | 6   | 5572,5754,5936,5568,5750,5932       | 81.73    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 256072     | 781.08                 | 1415.46                      | 6   | 6685,6867,7049,6681,6863,7045       | 81.22    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 1913.23                | 3465.86                      | 6   | 6706,6888,7070,6702,6884,7066       | 81.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 506072     | 1538.96                | 2785.56                      | 6   | 6699,6881,7063,6695,6877,7059       | 81.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 381072     | 1124.4                 | 2034.65                      | 6   | 2870,3052,3234,2866,3048,3230       | 80.95    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 506072     | 1496.03                | 2701.08                      | 6   | 2877,3059,3241,2873,3055,3237       | 80.55    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1650.85                | 2972.13                      | 6   | 22183,22386,22589,22179,22382,22585 | 80.04    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 3490.0                 | 6281.04                      | 6   | 7819,8001,8183,7815,7997,8179       | 79.97    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 256072     | 766.19                 | 1378.59                      | 6   | 2863,3045,3227,2859,3041,3223       | 79.93    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3923.6                 | 7051.75                      | 6   | 7826,8008,8190,7822,8004,8186       | 79.73    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 2729.73                | 4904.78                      | 6   | 1799,1981,2163,1795,1977,2159       | 79.68    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 881072     | 3060.98                | 5496.23                      | 6   | 7812,7994,8176,7808,7990,8172       | 79.56    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 381072     | 1338.24                | 2400.41                      | 6   | 7784,7966,8148,7780,7962,8144       | 79.37    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 756072     | 2635.71                | 4725.23                      | 6   | 7805,7987,8169,7801,7983,8165       | 79.28    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 1770.78                | 3172.78                      | 6   | 7791,7973,8155,7787,7969,8151       | 79.17    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 3206.26                | 5742.28                      | 6   | 1806,1988,2170,1802,1984,2166       | 79.1     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 465.42                 | 833.53                       | 6   | 7770,7952,8134,7766,7948,8130       | 79.09    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 2205.77                | 3944.38                      | 6   | 7798,7980,8162,7794,7976,8158       | 78.82    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 3681.54                | 6583.16                      | 6   | 1813,1995,2177,1809,1991,2173       | 78.82    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 256072     | 903.25                 | 1614.79                      | 6   | 7777,7959,8141,7773,7955,8137       | 78.78    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 631072     | 2260.92                | 4039.76                      | 6   | 1792,1974,2156,1788,1970,2152       | 78.68    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4134.82                | 7386.66                      | 6   | 1820,2002,2184,1816,1998,2180       | 78.65    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 411.49                 | 734.81                       | 6   | 6678,6860,7042,6674,6856,7038       | 78.57    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 506072     | 1784.27                | 3185.11                      | 6   | 1785,1967,2149,1781,1963,2145       | 78.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 459.51                 | 819.68                       | 6   | 1764,1946,2128,1760,1942,2124       | 78.38    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 24.81                  | 44.19                        | 6   | 5558,5740,5922,5554,5736,5918       | 78.11    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 2679.16                | 4770.68                      | 6   | 22204,22407,22610,22200,22403,22606 | 78.07    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 235.66                 | 419.59                       | 6   | 7763,7945,8127,7759,7941,8123       | 78.05    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 116.66                 | 207.67                       | 6   | 1750,1932,2114,1746,1928,2110       | 78.01    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 230.3                  | 409.89                       | 6   | 1757,1939,2121,1753,1935,2117       | 77.98    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 256072     | 893.64                 | 1590.21                      | 6   | 1771,1953,2135,1767,1949,2131       | 77.95    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 201.48                 | 357.94                       | 6   | 2849,3031,3213,2845,3027,3209       | 77.66    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 4163.34                | 7395.59                      | 6   | 728,910,1092,724,906,1088           | 77.64    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 52.67                  | 93.42                        | 6   | 2835,3017,3199,2831,3013,3195       | 77.37    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 101.45                 | 179.76                       | 6   | 2842,3024,3206,2838,3020,3202       | 77.19    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 2638.19                | 4673.88                      | 6   | 20370,20573,20776,20366,20569,20772 | 77.16    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 46.0                   | 81.49                        | 6   | 4473,4655,4837,4469,4651,4833       | 77.15    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 5.42                   | 9.6                          | 6   | 22113,22316,22519,22109,22312,22515 | 77.12    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 506072     | 1801.38                | 3189.84                      | 6   | 693,875,1057,689,871,1053           | 77.08    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1006072    | 3719.62                | 6586.35                      | 6   | 721,903,1085,717,899,1081           | 77.07    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 3243.5                 | 5740.2                       | 6   | 714,896,1078,710,892,1074           | 76.98    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 631072     | 2291.46                | 4049.53                      | 6   | 700,882,1064,696,878,1060           | 76.72    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048576    | 694.84                 | 1227.89                      | 6   | 22162,22365,22568,22158,22361,22564 | 76.72    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 2765.81                | 4887.45                      | 6   | 707,889,1071,703,885,1067           | 76.71    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 49.77                  | 87.9                         | 6   | 5565,5747,5929,5561,5743,5925       | 76.61    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 10.92                  | 19.28                        | 6   | 22120,22323,22526,22116,22319,22522 | 76.56    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 381072     | 1342.92                | 2366.64                      | 6   | 686,868,1050,682,864,1046           | 76.23    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 256072     | 904.73                 | 1593.82                      | 6   | 679,861,1043,675,857,1039           | 76.17    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 209.91                 | 369.67                       | 6   | 6671,6853,7035,6667,6849,7031       | 76.11    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 402.45                 | 708.27                       | 6   | 2856,3038,3220,2852,3034,3216       | 75.99    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 60.04                  | 104.85                       | 6   | 1743,1925,2107,1739,1921,2103       | 74.63    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 1.05                   | 1.83                         | 6   | 22092,22295,22498,22088,22291,22494 | 74.29    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 121.5                  | 211.12                       | 6   | 7756,7938,8120,7752,7934,8116       | 73.76    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 3.02                   | 5.23                         | 6   | 34874,35063,35252,34870,35059,35248 | 73.18    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 62.15                  | 107.42                       | 6   | 7749,7931,8113,7745,7927,8109       | 72.84    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 7.02                   | 12.1                         | 6   | 20286,20489,20692,20282,20485,20688 | 72.36    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 239.74                 | 412.08                       | 6   | 665,847,1029,661,843,1025           | 71.89    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1502.91                | 2576.23                      | 6   | 23394,23597,23800,23390,23593,23796 | 71.42    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 27.4                   | 46.92                        | 6   | 20300,20503,20706,20296,20499,20702 | 71.24    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 12.05                  | 20.56                        | 6   | 23338,23541,23744,23334,23537,23740 | 70.62    |
