+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 |  diff   | pct_diff |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 1770.78                | 2711.24                            | 6   | 7791,7973,8155,7788,7970,8152       | 940.46  | 53.11    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1131072    | 3157.68                | 4094.83                            | 6   | 4004,4186,4368,4001,4183,4365       | 937.15  | 29.68    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 3148.61                | 4075.41                            | 6   | 5642,5824,6006,5639,5821,6003       | 926.8   | 29.44    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 2401.95                | 3232.63                            | 6   | 70189,70392,70595,70186,70389,70592 | 830.68  | 34.58    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 3243.5                 | 4058.87                            | 6   | 714,896,1078,711,893,1075           | 815.37  | 25.14    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1006072    | 2826.63                | 3620.92                            | 6   | 2905,3087,3269,2902,3084,3266       | 794.29  | 28.1     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1006072    | 2411.24                | 3163.89                            | 6   | 4543,4725,4907,4540,4722,4904       | 752.65  | 31.21    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 881072     | 2471.0                 | 3201.49                            | 6   | 3990,4172,4354,3987,4169,4351       | 730.49  | 29.56    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 881072     | 2642.44                | 3364.76                            | 6   | 6720,6902,7084,6717,6899,7081       | 722.32  | 27.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 2729.73                | 3451.44                            | 6   | 1799,1981,2163,1796,1978,2160       | 721.71  | 26.44    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 881072     | 2456.56                | 3177.41                            | 6   | 5628,5810,5992,5625,5807,5989       | 720.85  | 29.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 2765.81                | 3479.02                            | 6   | 707,889,1071,704,886,1068           | 713.21  | 25.79    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 2512.48                | 3221.49                            | 6   | 2898,3080,3262,2895,3077,3259       | 709.01  | 28.22    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 381072     | 1325.93                | 2026.43                            | 6   | 1778,1960,2142,1775,1957,2139       | 700.5   | 52.83    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1937.98                | 2602.14                            | 6   | 70182,70385,70588,70179,70382,70585 | 664.16  | 34.27    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1598.91                | 2241.64                            | 6   | 68964,69167,69370,68961,69164,69367 | 642.73  | 40.2     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 2592.6                 | 3232.81                            | 6   | 21588,21791,21994,21585,21788,21991 | 640.21  | 24.69    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 2178.11                | 2802.71                            | 6   | 2891,3073,3255,2888,3070,3252       | 624.6   | 28.68    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4024288    | 2749.46                | 3355.5                             | 6   | 83937,84133,84329,83934,84130,84326 | 606.04  | 22.04    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 381072     | 1124.4                 | 1728.0                             | 6   | 2870,3052,3234,2867,3049,3231       | 603.6   | 53.68    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 1819.96                | 2402.86                            | 6   | 4529,4711,4893,4526,4708,4890       | 582.9   | 32.03    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 631072     | 2291.46                | 2870.17                            | 6   | 700,882,1064,697,879,1061           | 578.71  | 25.26    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 2205.77                | 2779.51                            | 6   | 7798,7980,8162,7795,7977,8159       | 573.74  | 26.01    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 1496.1                 | 2023.44                            | 6   | 62258,62461,62664,62255,62458,62661 | 527.34  | 35.25    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 631072     | 1778.1                 | 2301.25                            | 6   | 3976,4158,4340,3973,4155,4337       | 523.15  | 29.42    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 1726.08                | 2246.13                            | 6   | 64701,64904,65107,64698,64901,65104 | 520.05  | 30.13    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1430.57                | 1942.16                            | 6   | 49364,49539,49714,49361,49536,49711 | 511.59  | 35.76    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 1913.23                | 2423.33                            | 6   | 6706,6888,7070,6703,6885,7067       | 510.1   | 26.66    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 1834.86                | 2340.57                            | 6   | 2884,3066,3248,2881,3063,3245       | 505.71  | 27.56    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 1390.96                | 1880.3                             | 6   | 65912,66115,66318,65909,66112,66315 | 489.34  | 35.18    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 631072     | 1518.18                | 1993.1                             | 6   | 4522,4704,4886,4519,4701,4883       | 474.92  | 31.28    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 1277.73                | 1748.57                            | 6   | 64694,64897,65100,64691,64894,65097 | 470.84  | 36.85    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 506072     | 1434.27                | 1856.01                            | 6   | 3969,4151,4333,3966,4148,4330       | 421.74  | 29.4     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 506072     | 1339.9                 | 1759.01                            | 6   | 5607,5789,5971,5604,5786,5968       | 419.11  | 31.28    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 690.18                 | 1099.33                            | 6   | 5593,5775,5957,5590,5772,5954       | 409.15  | 59.28    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1730.45                | 2136.46                            | 6   | 24612,24815,25018,24609,24812,25015 | 406.01  | 23.46    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 506072     | 1496.03                | 1879.14                            | 6   | 2877,3059,3241,2874,3056,3238       | 383.11  | 25.61    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 256072     | 627.62                 | 1004.66                            | 6   | 4501,4683,4865,4498,4680,4862       | 377.04  | 60.07    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048576    | 984.01                 | 1325.13                            | 6   | 70168,70371,70574,70165,70368,70571 | 341.12  | 34.67    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 381072     | 1145.69                | 1476.46                            | 6   | 6692,6874,7056,6689,6871,7053       | 330.77  | 28.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 411.49                 | 729.56                             | 6   | 6678,6860,7042,6675,6857,7039       | 318.07  | 77.3     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 381072     | 1013.92                | 1330.12                            | 6   | 5600,5782,5964,5597,5779,5961       | 316.2   | 31.19    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048576    | 876.62                 | 1192.05                            | 6   | 64687,64890,65093,64684,64887,65090 | 315.43  | 35.98    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 381072     | 1086.22                | 1399.08                            | 6   | 3962,4144,4326,3959,4141,4323       | 312.86  | 28.8     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2024288    | 1384.24                | 1677.03                            | 6   | 82733,82929,83125,82730,82926,83122 | 292.79  | 21.15    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 381072     | 931.66                 | 1215.35                            | 6   | 4508,4690,4872,4505,4687,4869       | 283.69  | 30.45    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 524288     | 262.24                 | 522.41                             | 6   | 70154,70357,70560,70151,70354,70557 | 260.17  | 99.21    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 256072     | 904.73                 | 1147.47                            | 6   | 679,861,1043,676,858,1040           | 242.74  | 26.83    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 256072     | 893.64                 | 1122.79                            | 6   | 1771,1953,2135,1768,1950,2132       | 229.15  | 25.64    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1665.63                | 1888.28                            | 6   | 24605,24808,25011,24602,24805,25008 | 222.65  | 13.37    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 256072     | 781.08                 | 993.03                             | 6   | 6685,6867,7049,6682,6864,7046       | 211.95  | 27.14    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 402.45                 | 606.15                             | 6   | 2856,3038,3220,2853,3035,3217       | 203.7   | 50.61    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 256072     | 766.19                 | 968.69                             | 6   | 2863,3045,3227,2860,3042,3224       | 202.5   | 26.43    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 488.63                 | 657.36                             | 6   | 67725,67928,68131,67722,67925,68128 | 168.73  | 34.53    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 241.1                  | 408.68                             | 6   | 64673,64876,65079,64670,64873,65076 | 167.58  | 69.51    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1524288    | 963.79                 | 1119.79                            | 6   | 85666,85862,86058,85663,85859,86055 | 156.0   | 16.19    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4024288    | 1608.55                | 1760.87                            | 6   | 82173,82369,82565,82170,82366,82562 | 152.32  | 9.47     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 548.43                 | 696.71                             | 6   | 24591,24794,24997,24588,24791,24994 | 148.28  | 27.04    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 1048576    | 372.61                 | 511.16                             | 6   | 66507,66710,66913,66504,66707,66910 | 138.55  | 37.18    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 524288     | 402.41                 | 533.5                              | 6   | 81536,81732,81928,81533,81729,81925 | 131.09  | 32.58    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 631072     | 1634.29                | 1759.52                            | 6   | 2338,2520,2702,2335,2517,2699       | 125.23  | 7.66     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 465.42                 | 587.01                             | 6   | 7770,7952,8134,7767,7949,8131       | 121.59  | 26.12    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1502.91                | 1622.47                            | 6   | 23394,23597,23800,23391,23594,23797 | 119.56  | 7.96     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3024288    | 2318.38                | 2425.17                            | 4   | 88039,88235,88036,88232             | 106.79  | 4.61     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 382.7                  | 487.21                             | 6   | 3948,4130,4312,3945,4127,4309       | 104.51  | 27.31    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 365.91                 | 468.41                             | 6   | 86828,87024,87220,86825,87021,87217 | 102.5   | 28.01    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1518.75                | 1617.2                             | 6   | 22806,23009,23212,22803,23006,23209 | 98.45   | 6.48     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 4524288    | 1809.54                | 1907.28                            | 6   | 82180,82376,82572,82177,82373,82569 | 97.74   | 5.4      |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 4524288    | 3049.5                 | 3146.64                            | 6   | 82768,82964,83160,82765,82961,83157 | 97.14   | 3.19     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 327.14                 | 422.14                             | 6   | 4494,4676,4858,4491,4673,4855       | 95.0    | 29.04    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 166.31                 | 260.7                              | 6   | 4487,4669,4851,4484,4666,4848       | 94.39   | 56.76    |
| 25  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 220268     | 6994.3                 | 7088.38                            | 6   | 54082,54250,54418,54079,54247,54415 | 94.08   | 1.35     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 2366.26                | 2447.08                            | 6   | 20363,20566,20769,20360,20563,20766 | 80.82   | 3.42     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 1090.26                | 1167.9                             | 6   | 51996,52171,52346,51993,52168,52343 | 77.64   | 7.12     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 111.97                 | 186.9                              | 6   | 6664,6846,7028,6661,6843,7025       | 74.93   | 66.92    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 221.4                  | 292.77                             | 6   | 68936,69139,69342,68933,69136,69339 | 71.37   | 32.24    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 3024288    | 481.51                 | 549.57                             | 6   | 79807,80003,80199,79804,80000,80196 | 68.06   | 14.13    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 2638.19                | 2704.08                            | 6   | 20370,20573,20776,20367,20570,20773 | 65.89   | 2.5      |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | desc       | 1524288    | 633.44                 | 697.35                             | 6   | 85078,85274,85470,85075,85271,85467 | 63.91   | 10.09    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 1730.53                | 1793.62                            | 6   | 69594,69797,70000,69591,69794,69997 | 63.09   | 3.65     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128036     | 672.85                 | 735.75                             | 6   | 49875,50050,50225,49872,50047,50222 | 62.9    | 9.35     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3840.93                | 3903.66                            | 6   | 24647,24850,25053,24644,24847,25050 | 62.73   | 1.63     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 274.04                 | 335.35                             | 6   | 17885,18088,18291,17882,18085,18288 | 61.31   | 22.37    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 588.66                 | 649.33                             | 6   | 25235,25438,25641,25232,25435,25638 | 60.67   | 10.31    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 228.86                 | 289.42                             | 6   | 24584,24787,24990,24581,24784,24987 | 60.56   | 26.46    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 230.3                  | 290.32                             | 6   | 1757,1939,2121,1754,1936,2118       | 60.02   | 26.06    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 8294.6                 | 8352.75                            | 6   | 41244,41433,41622,41241,41430,41619 | 58.15   | 0.7      |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2012144    | 8552.17                | 8609.44                            | 6   | 42371,42560,42749,42368,42557,42746 | 57.27   | 0.67     |
