+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 |   diff    | pct_diff |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2091.8   | 2620.5                             | 6   | 5090,5272,5454,5093,5275,5457       | 528.7     | 25.27    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 938.72   | 1456.42                            | 6   | 169,351,533,172,354,536             | 517.7     | 55.15    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 939.43   | 1447.91                            | 6   | 1261,1443,1625,1264,1446,1628       | 508.48    | 54.13    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 944.76   | 1447.15                            | 6   | 8359,8541,8723,8362,8544,8726       | 502.39    | 53.18    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 1966.86  | 2464.58                            | 6   | 3445,3627,3809,3448,3630,3812       | 497.72    | 25.31    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 822.82   | 1309.93                            | 6   | 162,344,526,165,347,529             | 487.11    | 59.2     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 596.96   | 1076.24                            | 6   | 8338,8520,8702,8341,8523,8705       | 479.28    | 80.29    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 1863.68  | 2339.93                            | 6   | 2353,2535,2717,2356,2538,2720       | 476.25    | 25.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 830.2    | 1290.61                            | 6   | 7260,7442,7624,7263,7445,7627       | 460.41    | 55.46    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 825.56   | 1280.55                            | 6   | 8352,8534,8716,8355,8537,8719       | 454.99    | 55.11    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1634.54  | 2060.71                            | 6   | 5076,5258,5440,5079,5261,5443       | 426.17    | 26.07    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1812.55  | 2232.22                            | 6   | 6168,6350,6532,6171,6353,6535       | 419.67    | 23.15    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 1636.5   | 2053.18                            | 6   | 2346,2528,2710,2349,2531,2713       | 416.68    | 25.46    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 479.32   | 866.11                             | 6   | 141,323,505,144,326,508             | 386.79    | 80.7     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 479.6    | 853.08                             | 6   | 8331,8513,8695,8334,8516,8698       | 373.48    | 77.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 712.72   | 1081.99                            | 6   | 8345,8527,8709,8348,8530,8712       | 369.27    | 51.81    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 756072     | 1408.51  | 1776.41                            | 6   | 5069,5251,5433,5072,5254,5436       | 367.9     | 26.12    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1553.88  | 1912.17                            | 6   | 6161,6343,6525,6164,6346,6528       | 358.29    | 23.06    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1072.18  | 1383.03                            | 6   | 176,358,540,179,361,543             | 310.85    | 28.99    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 631072     | 1172.84  | 1472.65                            | 6   | 5062,5244,5426,5065,5247,5429       | 299.81    | 25.56    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1270.82  | 1564.83                            | 6   | 6154,6336,6518,6157,6339,6521       | 294.01    | 23.14    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 476.65   | 728.86                             | 6   | 7239,7421,7603,7242,7424,7606       | 252.21    | 52.91    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 479.37   | 730.73                             | 6   | 1233,1415,1597,1236,1418,1600       | 251.36    | 52.44    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 506072     | 1017.29  | 1261.58                            | 6   | 6147,6329,6511,6150,6332,6514       | 244.29    | 24.01    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2065.87  | 2309.47                            | 6   | 6175,6357,6539,6178,6360,6542       | 243.6     | 11.79    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 506072     | 942.9    | 1181.51                            | 6   | 5055,5237,5419,5058,5240,5422       | 238.61    | 25.31    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 506072     | 946.94   | 1182.84                            | 6   | 2325,2507,2689,2328,2510,2692       | 235.9     | 24.91    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 506072     | 1012.43  | 1247.86                            | 6   | 3417,3599,3781,3420,3602,3784       | 235.43    | 23.25    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 972.72   | 1192.25                            | 6   | 7267,7449,7631,7270,7452,7634       | 219.53    | 22.57    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 881072     | 1734.29  | 1947.97                            | 6   | 3438,3620,3802,3441,3623,3805       | 213.68    | 12.32    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 243.23   | 439.87                             | 6   | 1219,1401,1583,1222,1404,1586       | 196.64    | 80.85    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 857.22   | 1051.73                            | 6   | 1254,1436,1618,1257,1439,1621       | 194.51    | 22.69    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 381072     | 762.1    | 951.0                              | 6   | 3410,3592,3774,3413,3595,3777       | 188.9     | 24.79    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 362.25   | 548.89                             | 6   | 8324,8506,8688,8327,8509,8691       | 186.64    | 51.52    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 381072     | 767.55   | 945.55                             | 6   | 6140,6322,6504,6143,6325,6507       | 178.0     | 23.19    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 381072     | 713.18   | 890.87                             | 6   | 5048,5230,5412,5051,5233,5415       | 177.69    | 24.92    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1445.74  | 1617.2                             | 6   | 22800,23003,23206,22803,23006,23209 | 171.46    | 11.86    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 489.86   | 649.33                             | 6   | 25229,25432,25635,25232,25435,25638 | 159.47    | 32.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 598.77   | 752.79                             | 6   | 7246,7428,7610,7249,7431,7613       | 154.02    | 25.72    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 631072     | 1254.63  | 1406.84                            | 6   | 3424,3606,3788,3427,3609,3791       | 152.21    | 12.13    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256072     | 242.84   | 383.64                             | 6   | 7225,7407,7589,7228,7410,7592       | 140.8     | 57.98    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 1392.63  | 1533.3                             | 6   | 19755,19958,20161,19758,19961,20164 | 140.67    | 10.1     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 615.39   | 755.49                             | 6   | 148,330,512,151,333,515             | 140.1     | 22.77    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 736.87   | 875.03                             | 6   | 18551,18754,18957,18554,18757,18960 | 138.16    | 18.75    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 1944.77  | 2080.37                            | 6   | 20987,21190,21393,20990,21193,21396 | 135.6     | 6.97     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1887.03  | 2020.09                            | 6   | 24032,24235,24438,24035,24238,24441 | 133.06    | 7.05     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 244.07   | 376.18                             | 6   | 8317,8499,8681,8320,8502,8684       | 132.11    | 54.13    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 653.08   | 781.83                             | 6   | 26461,26664,26867,26464,26667,26870 | 128.75    | 19.71    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256072     | 517.8    | 643.05                             | 6   | 6133,6315,6497,6136,6318,6500       | 125.25    | 24.19    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 245.68   | 369.08                             | 6   | 127,309,491,130,312,494             | 123.4     | 50.23    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 256072     | 477.41   | 599.97                             | 6   | 5041,5223,5405,5044,5226,5408       | 122.56    | 25.67    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 1728.58  | 1850.3                             | 6   | 20980,21183,21386,20983,21186,21389 | 121.72    | 7.04     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 256072     | 482.69   | 599.68                             | 6   | 2311,2493,2675,2314,2496,2678       | 116.99    | 24.24    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 653.63   | 768.63                             | 6   | 18544,18747,18950,18547,18750,18953 | 115.0     | 17.59    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 1649.26  | 1763.27                            | 6   | 22807,23010,23213,22810,23013,23216 | 114.01    | 6.91     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 576.03   | 682.95                             | 6   | 18537,18740,18943,18540,18743,18946 | 106.92    | 18.56    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 652.33   | 759.0                              | 6   | 25243,25446,25649,25246,25449,25652 | 106.67    | 16.35    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 381072     | 709.41   | 816.06                             | 6   | 2318,2500,2682,2321,2503,2685       | 106.65    | 15.03    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 1519.61  | 1622.87                            | 6   | 20973,21176,21379,20976,21179,21382 | 103.26    | 6.8      |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1476.08  | 1577.87                            | 6   | 24018,24221,24424,24021,24224,24427 | 101.79    | 6.9      |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 1688.53  | 1788.39                            | 6   | 24025,24228,24431,24028,24231,24434 | 99.86     | 5.91     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 571.27   | 671.09                             | 6   | 26454,26657,26860,26457,26660,26863 | 99.82     | 17.47    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1270.92  | 1370.69                            | 6   | 24011,24214,24417,24014,24217,24420 | 99.77     | 7.85     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 733.42   | 832.59                             | 6   | 25250,25453,25656,25253,25456,25659 | 99.17     | 13.52    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1849.14  | 1947.64                            | 6   | 22814,23017,23220,22817,23020,23223 | 98.5      | 5.33     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 126.91   | 224.18                             | 6   | 1212,1394,1576,1215,1397,1579       | 97.27     | 76.64    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 733.97   | 829.58                             | 6   | 26468,26671,26874,26471,26674,26877 | 95.61     | 13.03    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 250.19   | 343.83                             | 6   | 2304,2486,2668,2307,2489,2671       | 93.64     | 37.43    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 266.24   | 359.12                             | 6   | 6126,6308,6490,6129,6311,6493       | 92.88     | 34.89    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 266.35   | 359.08                             | 6   | 3396,3578,3760,3399,3581,3763       | 92.73     | 34.82    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4048576    | 804.3    | 893.11                             | 6   | 19734,19937,20140,19737,19940,20143 | 88.81     | 11.04    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 654.41   | 742.58                             | 6   | 17326,17529,17732,17329,17532,17735 | 88.17     | 13.47    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 6048576    | 1304.16  | 1392.03                            | 6   | 20966,21169,21372,20969,21172,21375 | 87.87     | 6.74     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 494.22   | 580.9                              | 6   | 18530,18733,18936,18533,18736,18939 | 86.68     | 17.54    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 734.95   | 817.84                             | 6   | 17333,17536,17739,17336,17539,17742 | 82.89     | 11.28    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 378.43   | 460.8                              | 6   | 134,316,498,137,319,501             | 82.37     | 21.77    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 1789.12  | 1867.36                            | 6   | 19769,19972,20175,19772,19975,20178 | 78.24     | 4.37     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 411.88   | 487.53                             | 6   | 25222,25425,25628,25225,25428,25631 | 75.65     | 18.37    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 417.79   | 492.97                             | 6   | 18523,18726,18929,18526,18729,18932 | 75.18     | 17.99    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 496.12   | 569.94                             | 6   | 26447,26650,26853,26450,26653,26856 | 73.82     | 14.88    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 5048576    | 1093.87  | 1165.88                            | 6   | 20959,21162,21365,20962,21165,21368 | 72.01     | 6.58     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 1199.4   | 1270.88                            | 6   | 19748,19951,20154,19751,19954,20157 | 71.48     | 5.96     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 417.21   | 488.14                             | 6   | 26440,26643,26846,26443,26646,26849 | 70.93     | 17.0     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 417.08   | 486.93                             | 6   | 17305,17508,17711,17308,17511,17714 | 69.85     | 16.75    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 1589.6   | 1656.63                            | 6   | 19762,19965,20168,19765,19968,20171 | 67.03     | 4.22     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 177.62   | 243.78                             | 6   | 25201,25404,25607,25204,25407,25610 | 66.16     | 37.25    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 578.01   | 643.99                             | 6   | 17319,17522,17725,17322,17525,17728 | 65.98     | 11.42    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1069.68  | 1135.65                            | 6   | 24004,24207,24410,24007,24210,24413 | 65.97     | 6.17     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1246.98  | 1312.27                            | 6   | 22793,22996,23199,22796,22999,23202 | 65.29     | 5.24     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 331.52   | 396.13                             | 6   | 26433,26636,26839,26436,26639,26842 | 64.61     | 19.49    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 127.75   | 191.82                             | 6   | 8310,8492,8674,8313,8495,8677       | 64.07     | 50.15    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 998.01   | 1060.5                             | 6   | 19741,19944,20147,19744,19947,20150 | 62.49     | 6.26     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 127.74   | 189.65                             | 6   | 7218,7400,7582,7221,7403,7585       | 61.91     | 48.47    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 251.72   | 313.0                              | 6   | 17291,17494,17697,17294,17497,17700 | 61.28     | 24.34    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 573.57   | 633.34                             | 6   | 25236,25439,25642,25239,25442,25645 | 59.77     | 10.42    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 334.9    | 393.88                             | 6   | 25215,25418,25621,25218,25421,25624 | 58.98     | 17.61    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 872.34   | 930.13                             | 6   | 20952,21155,21358,20955,21158,21361 | 57.79     | 6.62     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 127.79   | 184.68                             | 6   | 5027,5209,5391,5030,5212,5394       | 56.89     | 44.52    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 334.99   | 391.49                             | 6   | 18516,18719,18922,18519,18722,18925 | 56.5      | 16.87    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 255.04   | 310.03                             | 6   | 25208,25411,25614,25211,25414,25617 | 54.99     | 21.56    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1044.56  | 1098.91                            | 6   | 22786,22989,23192,22789,22992,23195 | 54.35     | 5.2      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 249.53   | 303.44                             | 6   | 5034,5216,5398,5037,5219,5401       | 53.91     | 21.6     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 497.32   | 550.92                             | 6   | 17312,17515,17718,17315,17518,17721 | 53.6      | 10.78    |
