+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 37.0                   | 55.23                              | 6   | 64652,64855,65058,64649,64852,65055 | 49.27    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 62.15                  | 92.0                               | 6   | 7749,7931,8113,7746,7928,8110       | 48.03    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 3.78                   | 5.55                               | 6   | 16674,16849,17024,16671,16846,17021 | 46.83    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.72                   | 2.5                                | 6   | 16646,16821,16996,16643,16818,16993 | 45.35    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.57                   | 3.73                               | 6   | 10353,10528,10703,10350,10525,10700 | 45.14    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 17.93                  | 25.9                               | 6   | 63427,63630,63833,63424,63627,63830 | 44.45    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 24.84                  | 35.63                              | 6   | 4466,4648,4830,4463,4645,4827       | 43.44    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 10.03                  | 14.24                              | 6   | 37142,37331,37520,37139,37328,37517 | 41.97    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 1.91                   | 2.7                                | 6   | 63980,64183,64386,63977,64180,64383 | 41.36    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.33                   | 1.88                               | 6   | 28623,28812,29001,28620,28809,28998 | 41.35    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.4                    | 3.38                               | 6   | 12978,13153,13328,12975,13150,13325 | 40.83    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 84.33                  | 118.53                             | 6   | 17871,18074,18277,17868,18071,18274 | 40.55    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1598.91                | 2241.64                            | 6   | 68964,69167,69370,68961,69164,69367 | 40.2     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 0.25                   | 0.35                               | 6   | 20818,21021,21224,20815,21018,21221 | 40.0     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.29                   | 3.2                                | 6   | 68243,68446,68649,68240,68443,68646 | 39.74    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 60.73                  | 84.64                              | 6   | 25788,25991,26194,25785,25988,26191 | 39.37    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 7.75                   | 10.79                              | 6   | 41104,41293,41482,41101,41290,41479 | 39.23    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 1.92                   | 2.67                               | 6   | 6069,6251,6433,6066,6248,6430       | 39.06    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 1.21                   | 1.68                               | 6   | 76006,76181,76356,76003,76178,76353 | 38.84    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 3.95                   | 5.48                               | 6   | 70098,70301,70504,70095,70298,70501 | 38.73    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 0.62                   | 0.86                               | 6   | 81466,81662,81858,81463,81659,81855 | 38.71    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 1.35                   | 1.87                               | 6   | 6055,6237,6419,6052,6234,6416       | 38.52    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 11.38                  | 15.73                              | 6   | 39410,39599,39788,39407,39596,39785 | 38.22    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.21                   | 0.29                               | 6   | 21413,21616,21819,21410,21613,21816 | 38.1     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 12.03                  | 16.57                              | 6   | 36575,36764,36953,36572,36761,36950 | 37.74    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.47                   | 4.77                               | 6   | 29211,29400,29589,29208,29397,29586 | 37.46    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3585.83                | 4928.05                            | 6   | 68999,69202,69405,68996,69199,69402 | 37.43    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 1.69                   | 2.32                               | 6   | 82656,82852,83048,82653,82849,83045 | 37.28    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 1048576    | 372.61                 | 511.16                             | 6   | 66507,66710,66913,66504,66707,66910 | 37.18    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 1277.73                | 1748.57                            | 6   | 64694,64897,65100,64691,64894,65097 | 36.85    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 4.48                   | 6.13                               | 6   | 68887,69090,69293,68884,69087,69290 | 36.83    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3070.51                | 4198.13                            | 6   | 66556,66759,66962,66553,66756,66959 | 36.72    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.66                   | 3.62                               | 6   | 46655,46830,47005,46652,46827,47002 | 36.09    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 2048576    | 876.62                 | 1192.05                            | 6   | 64687,64890,65093,64684,64887,65090 | 35.98    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1430.57                | 1942.16                            | 6   | 49364,49539,49714,49361,49536,49711 | 35.76    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 1.12                   | 1.52                               | 6   | 25746,25949,26152,25743,25946,26149 | 35.71    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 7.9                    | 10.72                              | 6   | 39403,39592,39781,39400,39589,39778 | 35.7     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 57.0                   | 77.31                              | 6   | 68922,69125,69328,68919,69122,69325 | 35.63    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 4850.6                 | 6573.32                            | 6   | 62300,62503,62706,62297,62500,62703 | 35.52    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3635.66                | 4918.27                            | 6   | 67774,67977,68180,67771,67974,68177 | 35.28    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 4199.74                | 5680.12                            | 6   | 65954,66157,66360,65951,66154,66357 | 35.25    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 1496.1                 | 2023.44                            | 6   | 62258,62461,62664,62255,62458,62661 | 35.25    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 2.7                    | 3.65                               | 6   | 17836,18039,18242,17833,18036,18239 | 35.19    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 3048576    | 1390.96                | 1880.3                             | 6   | 65912,66115,66318,65909,66112,66315 | 35.18    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 0.23                   | 0.31                               | 6   | 83769,83965,84161,83766,83962,84158 | 34.78    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048576    | 984.01                 | 1325.13                            | 6   | 70168,70371,70574,70165,70368,70571 | 34.67    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 0.26                   | 0.35                               | 6   | 19621,19824,20027,19618,19821,20024 | 34.62    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 2401.95                | 3232.63                            | 6   | 70189,70392,70595,70186,70389,70592 | 34.58    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 488.63                 | 657.36                             | 6   | 67725,67928,68131,67722,67925,68128 | 34.53    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 3.07                   | 4.13                               | 6   | 34307,34496,34685,34304,34493,34682 | 34.53    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.76                   | 3.71                               | 6   | 14560,14735,14910,14557,14732,14907 | 34.42    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 1937.98                | 2602.14                            | 6   | 70182,70385,70588,70179,70382,70585 | 34.27    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.36                   | 1.82                               | 6   | 47677,47852,48027,47674,47849,48024 | 33.82    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 0.86                   | 1.15                               | 6   | 45556,45731,45906,45553,45728,45903 | 33.72    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 2.64                   | 3.53                               | 6   | 32606,32795,32984,32603,32792,32981 | 33.71    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3893.56                | 5201.97                            | 6   | 63504,63707,63910,63501,63704,63907 | 33.6     |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 14.61                  | 19.5                               | 6   | 80325,80521,80717,80322,80518,80714 | 33.47    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 1.8                    | 2.4                                | 6   | 81480,81676,81872,81477,81673,81869 | 33.33    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 27.26                  | 36.27                              | 6   | 66479,66682,66885,66476,66679,66882 | 33.05    |
| 36  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 2.31                   | 3.07                               | 6   | 78120,78295,78470,78117,78292,78467 | 32.9     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.28                   | 1.7                                | 6   | 46102,46277,46452,46099,46274,46449 | 32.81    |
