+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1026.01                      | 1838.0                 | 6   | 53063,53238,53413,53067,53242,53417 | 79.14    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 833.41                       | 1491.55                | 6   | 7262,7444,7626,7266,7448,7630       | 78.97    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1237.13                      | 2213.71                | 6   | 69604,69807,70010,69608,69811,70014 | 78.94    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 831.56                       | 1487.87                | 6   | 1256,1438,1620,1260,1442,1624       | 78.93    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 127.31                       | 227.26                 | 6   | 1214,1396,1578,1218,1400,1582       | 78.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 20.23                        | 36.08                  | 6   | 101,283,465,105,287,469             | 78.35    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 697.09                       | 1242.97                | 6   | 69576,69779,69982,69580,69783,69986 | 78.31    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1068.11                      | 1903.71                | 6   | 1270,1452,1634,1274,1456,1638       | 78.23    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 369.2                        | 657.76                 | 6   | 136,318,500,140,322,504             | 78.16    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 600.17                       | 1068.93                | 6   | 1242,1424,1606,1246,1428,1610       | 78.1     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1065.43                      | 1895.48                | 6   | 8368,8550,8732,8372,8554,8736       | 77.91    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 246.58                       | 438.06                 | 6   | 1221,1403,1585,1225,1407,1589       | 77.65    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 365.87                       | 649.38                 | 6   | 8326,8508,8690,8330,8512,8694       | 77.49    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1118.03                      | 1983.1                 | 6   | 69597,69800,70003,69601,69804,70007 | 77.37    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 846.71                       | 1499.72                | 6   | 8354,8536,8718,8358,8540,8722       | 77.12    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.32                       | 1680.84                | 6   | 171,353,535,175,357,539             | 77.06    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 483.71                       | 855.13                 | 6   | 8333,8515,8697,8337,8519,8701       | 76.79    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 979.54                       | 1730.53                | 6   | 69590,69793,69996,69594,69797,70000 | 76.67    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.48                         | 2.61                   | 6   | 46630,46805,46980,46634,46809,46984 | 76.35    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 699.48                       | 1232.87                | 6   | 61659,61862,62065,61663,61866,62069 | 76.26    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 430.75                       | 757.22                 | 6   | 61645,61848,62051,61649,61852,62055 | 75.79    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1149.57                      | 2020.09                | 6   | 53070,53245,53420,53074,53249,53424 | 75.73    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 267.08                       | 469.27                 | 6   | 51971,52146,52321,51975,52150,52325 | 75.7     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 127.44                       | 223.69                 | 6   | 8312,8494,8676,8316,8498,8680       | 75.53    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 718.49                       | 1261.12                | 6   | 7255,7437,7619,7259,7441,7623       | 75.52    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 156.18                       | 274.1                  | 6   | 62849,63052,63255,62853,63056,63259 | 75.5     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 190536     | 391.92                       | 687.22                 | 6   | 46203,46378,46553,46207,46382,46557 | 75.35    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 289.9                        | 508.05                 | 6   | 61638,61841,62044,61642,61845,62048 | 75.25    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 264.74                       | 463.46                 | 6   | 53021,53196,53371,53025,53200,53375 | 75.06    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 773.31                       | 1353.66                | 6   | 53049,53224,53399,53053,53228,53403 | 75.05    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 253036     | 521.03                       | 911.98                 | 6   | 46210,46385,46560,46214,46389,46564 | 75.03    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 859.52                       | 1499.99                | 6   | 69583,69786,69989,69587,69790,69993 | 74.51    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 645.71                       | 1124.88                | 6   | 53042,53217,53392,53046,53221,53396 | 74.21    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 253036     | 520.62                       | 906.43                 | 6   | 53035,53210,53385,53039,53214,53389 | 74.11    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 905.2                        | 1575.62                | 6   | 53056,53231,53406,53060,53235,53410 | 74.06    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 902.67                       | 1569.05                | 6   | 46231,46406,46581,46235,46410,46585 | 73.82    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 901.91                       | 1564.57                | 6   | 52006,52181,52356,52010,52185,52360 | 73.47    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 40.99                        | 70.95                  | 6   | 70752,70955,71158,70756,70959,71162 | 73.09    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 138.47                       | 239.51                 | 6   | 46189,46364,46539,46193,46368,46543 | 72.97    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 42.49                        | 73.48                  | 6   | 69534,69737,69940,69538,69741,69944 | 72.93    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 22.47                        | 38.73                  | 6   | 62828,63031,63234,62832,63035,63238 | 72.36    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 518.2                        | 892.86                 | 6   | 51985,52160,52335,51989,52164,52339 | 72.3     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 269.08                       | 462.47                 | 6   | 45146,45321,45496,45150,45325,45500 | 71.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 65.86                        | 112.71                 | 6   | 8305,8487,8669,8309,8491,8673       | 71.14    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 139.84                       | 239.01                 | 6   | 53014,53189,53364,53018,53193,53368 | 70.92    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 67.34                        | 114.92                 | 6   | 1207,1389,1571,1211,1393,1575       | 70.66    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 42.16                        | 71.9                   | 6   | 62835,63038,63241,62839,63042,63245 | 70.54    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 900.4                        | 1530.49                | 6   | 45181,45356,45531,45185,45360,45535 | 69.98    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 141.39                       | 240.13                 | 6   | 51964,52139,52314,51968,52143,52318 | 69.84    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1019.89                      | 1731.77                | 6   | 52013,52188,52363,52017,52192,52367 | 69.8     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 644.57                       | 1090.26                | 6   | 51992,52167,52342,51996,52171,52346 | 69.15    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 393.78                       | 664.08                 | 6   | 45153,45328,45503,45157,45332,45507 | 68.64    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 35.04                        | 59.05                  | 6   | 8298,8480,8662,8302,8484,8666       | 68.52    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 648.47                       | 1092.47                | 6   | 45167,45342,45517,45171,45346,45521 | 68.47    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 71.81                        | 120.84                 | 6   | 46182,46357,46532,46186,46361,46536 | 68.28    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 2.75                         | 4.61                   | 6   | 26932,27121,27310,26936,27125,27314 | 67.64    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1151.87                      | 1926.09                | 6   | 52020,52195,52370,52024,52199,52374 | 67.21    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 524.55                       | 875.64                 | 6   | 45160,45335,45510,45164,45339,45514 | 66.93    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 73.89                        | 123.07                 | 6   | 45132,45307,45482,45136,45311,45486 | 66.56    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1035.32                      | 1724.08                | 6   | 45188,45363,45538,45192,45367,45542 | 66.53    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.13                         | 3.53                   | 6   | 11406,11581,11756,11410,11585,11760 | 65.73    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 38.18                        | 63.12                  | 6   | 46175,46350,46525,46179,46354,46529 | 65.32    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 6.59                         | 10.83                  | 6   | 39966,40155,40344,39970,40159,40348 | 64.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 35.59                        | 58.12                  | 6   | 1200,1382,1564,1204,1386,1568       | 63.3     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 0.27                         | 0.44                   | 6   | 23887,24090,24293,23891,24094,24297 | 62.96    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 39.79                        | 64.72                  | 6   | 51950,52125,52300,51954,52129,52304 | 62.65    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 23.71                        | 38.52                  | 6   | 70745,70948,71151,70749,70952,71155 | 62.46    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 20.89                        | 33.8                   | 6   | 46168,46343,46518,46172,46347,46522 | 61.8     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 18.72                        | 30.16                  | 6   | 1193,1375,1557,1197,1379,1561       | 61.11    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 1.21                         | 1.94                   | 6   | 68841,69044,69247,68845,69048,69251 | 60.33    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 0.9                          | 1.44                   | 6   | 2747,2929,3111,2751,2933,3115       | 60.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 23.96                        | 38.3                   | 6   | 69527,69730,69933,69531,69734,69937 | 59.85    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 38.37                        | 61.1                   | 6   | 53000,53175,53350,53004,53179,53354 | 59.24    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 19.44                        | 30.88                  | 6   | 8291,8473,8655,8295,8477,8659       | 58.85    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.57                         | 4.08                   | 6   | 30327,30516,30705,30331,30520,30709 | 58.75    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 11.71                        | 18.57                  | 6   | 52986,53161,53336,52990,53165,53340 | 58.58    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 10.8                         | 17.05                  | 6   | 41107,41296,41485,41111,41300,41489 | 57.87    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 24.41                        | 38.51                  | 6   | 61610,61813,62016,61614,61817,62020 | 57.76    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.24                         | 3.53                   | 6   | 46133,46308,46483,46137,46312,46487 | 57.59    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 21.66                        | 34.13                  | 6   | 45118,45293,45468,45122,45297,45472 | 57.57    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 11.43                        | 17.99                  | 6   | 7192,7374,7556,7196,7378,7560       | 57.39    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 12.99                        | 20.35                  | 6   | 70738,70941,71144,70742,70945,71148 | 56.66    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 524288     | 140.32                       | 219.81                 | 6   | 64060,64263,64466,64064,64267,64470 | 56.65    |
