0.62	0.6	1
0.74	0.75	1
1.09	1.13	1
1.14	0.85	1
1.52	1.7	1
1.55	1.71	1
1.31	1.65	1
1.61	1.8	1
2.38	1.76	1
2.31	2.17	1
3.25	2.53	1
4.73	4.05	1
7.78	6.18	1
12.79	10.09	1
23.52	18.88	1
35.17	34.8	1
67.01	65.22	1
127.59	131.14	1
311.27	245.61	1
368.64	496.84	1
483.46	498.73	1
757.05	601.59	1
711.11	716.76	1
1049.33	830.14	1
1198.19	945.45	1
1353.88	1066.92	1
0.62	0.52	1
0.94	0.71	1
1.12	1.08	1
1.19	1.26	1
1.5	1.54	1
1.82	1.6	1
1.72	1.76	1
1.73	2.25	1
3.05	2.6	1
4.25	4.48	1
7.57	8.4	1
14.28	14.44	1
27.87	23.11	1
45.47	54.5	1
89.44	90.53	1
207.01	205.33	1
349.41	412.45	1
818.99	817.69	1
1591.19	1604.78	1
2370.01	2394.55	1
2253.75	3218.21	1
3449.66	4048.25	1
4169.36	4913.31	1
4912.96	5742.82	1
6579.58	6585.67	1
7402.02	7426.82	1
0.56	0.52	1
0.57	0.72	1
1.18	0.82	1
1.31	0.88	1
1.02	1.17	1
1.39	1.45	1
1.35	1.41	1
1.36	1.95	1
2.05	1.92	1
2.14	2.01	1
3.07	2.73	1
3.86	3.86	1
6.36	6.64	1
10.38	11.38	1
18.85	19.17	1
35.25	36.23	1
66.37	66.82	1
163.73	163.31	1
326.73	249.15	1
373.55	369.76	1
482.42	484.22	1
601.46	598.42	1
933.63	721.77	1
834.27	858.81	1
1199.9	949.5	1
1073.06	1066.96	1
0.58	0.56	1
0.71	0.83	1
1.14	1.23	1
1.41	1.21	1
1.31	1.34	1
1.45	1.63	1
1.5	1.77	1
1.91	2.08	1
2.75	2.81	1
4.54	4.08	1
6.53	7.63	1
12.77	14.3	1
27.47	28.46	1
38.73	54.4	1
103.91	104.81	1
208.2	206.84	1
410.67	412.12	1
702.29	819.17	1
1591.5	1601.51	1
1691.73	2370.78	1
3201.24	3195.78	1
4041.24	3474.82	1
4896.75	4890.24	1
4062.03	5745.53	1
6586.74	6626.4	1
6317.48	7412.06	1
0.52	0.57	2
0.78	0.87	2
1.0	1.23	2
1.24	1.38	2
1.25	1.49	2
1.55	1.44	2
1.96	1.53	2
2.16	1.59	2
2.42	2.34	2
2.96	3.02	2
4.43	4.46	2
6.54	6.12	2
11.33	11.18	2
21.45	19.23	2
35.95	36.09	2
68.56	68.64	2
151.56	135.92	2
298.14	299.11	2
578.9	521.24	2
856.49	765.12	2
1132.86	1014.35	2
1259.48	1413.36	2
1679.93	1507.46	2
1738.23	1739.42	2
2212.26	2030.69	2
2220.71	2223.87	2
0.73	0.51	2
0.74	0.7	2
1.08	0.92	2
1.23	1.02	2
1.31	1.15	2
1.25	1.41	2
1.51	1.81	2
2.22	2.1	2
2.52	2.47	2
4.39	4.04	2
7.01	7.5	2
10.85	12.85	2
20.76	25.29	2
46.65	40.06	2
78.16	91.87	2
179.44	181.01	2
356.63	355.76	2
597.22	708.84	2
1371.78	1371.79	2
1716.64	2033.32	2
2695.32	2699.51	2
3346.7	3350.96	2
3393.31	4002.52	2
3194.17	4656.41	2
4487.34	5314.97	2
5957.31	5957.61	2
0.51	0.53	2
0.75	0.76	2
0.98	0.87	2
1.14	1.33	2
1.31	1.14	2
1.32	1.62	2
1.44	1.49	2
1.85	1.71	2
2.02	1.98	2
2.89	2.63	2
3.57	3.9	2
5.93	6.82	2
11.68	10.05	2
21.13	18.64	2
41.24	34.34	2
65.19	65.83	2
143.02	147.61	2
249.18	252.3	2
480.89	484.2	2
718.71	716.67	2
948.52	1100.52	2
1472.42	1398.53	2
1414.59	1439.33	2
1640.23	1646.26	2
1874.51	1874.72	2
2110.31	2164.63	2
0.62	0.52	2
0.81	0.76	2
0.98	1.01	2
1.56	1.33	2
1.14	1.19	2
1.4	1.39	2
1.98	2.06	2
1.82	2.42	2
2.77	2.97	2
4.36	3.97	2
7.55	7.13	2
11.57	13.32	2
17.64	25.07	2
40.76	46.18	2
91.87	76.88	2
180.32	179.26	2
356.85	356.12	2
712.54	707.43	2
1373.88	1386.47	2
2043.5	2037.75	2
2699.33	2702.97	2
3350.08	3349.21	2
2795.76	3997.27	2
4620.7	4628.46	2
5225.33	5221.98	2
5832.24	5826.62	2
0.55	0.54	3
0.73	0.69	3
1.13	0.76	3
1.07	0.92	3
1.21	1.38	3
1.37	1.61	3
1.34	1.57	3
1.89	1.57	3
3.23	2.53	3
4.43	3.97	3
6.69	7.01	3
12.5	12.34	3
16.0	23.45	3
44.45	44.81	3
87.79	87.52	3
173.32	173.65	3
341.29	343.73	3
680.17	678.83	3
1109.97	1315.23	3
1941.63	1957.58	3
1754.84	2571.54	3
3203.47	3199.83	3
3829.9	3826.6	3
4626.26	4633.12	3
4457.1	4485.43	3
5008.58	5956.57	3
0.55	0.65	3
0.91	1.05	3
1.17	1.07	3
1.29	1.53	3
1.3	1.28	3
1.51	1.38	3
1.9	1.64	3
2.08	1.83	3
2.21	2.5	3
3.13	2.83	3
4.04	4.48	3
6.33	6.09	3
12.47	10.91	3
18.71	19.01	3
37.07	40.56	3
77.32	71.51	3
135.72	139.5	3
301.58	267.9	3
525.35	583.28	3
771.41	783.64	3
1021.95	1020.79	3
1465.22	1304.53	3
1744.2	1565.13	3
2239.04	1815.34	3
2070.07	2087.0	3
2595.35	2378.13	3
0.56	0.48	3
0.63	0.68	3
0.76	0.98	3
1.07	1.05	3
1.12	1.14	3
1.57	1.56	3
1.46	1.62	3
1.8	1.83	3
2.73	2.3	3
3.69	3.72	3
6.32	6.22	3
9.64	11.22	3
21.41	21.47	3
40.96	41.36	3
79.26	80.0	3
132.91	157.23	3
213.0	310.22	3
613.42	616.01	3
1004.36	1199.86	3
1214.67	1780.42	3
2365.03	2368.14	3
2942.67	2964.85	3
3519.82	3526.22	3
4105.01	4096.28	3
4674.8	4674.74	3
5253.71	5289.89	3
0.5	0.45	3
0.84	0.72	3
1.07	0.9	3
1.18	1.16	3
1.26	1.29	3
1.35	1.38	3
1.48	1.52	3
1.79	1.68	3
1.88	2.13	3
3.01	2.85	3
4.15	3.75	3
6.53	5.81	3
10.32	11.0	3
18.42	18.32	3
33.57	33.84	3
71.98	64.98	3
125.44	148.53	3
248.05	248.82	3
481.26	482.06	3
713.75	712.11	3
1190.3	966.73	3
1176.64	1199.02	3
1409.53	1408.41	3
1871.12	1640.85	3
2101.81	1890.8	3
2109.15	2100.83	3
0.55	0.69	4
1.01	0.81	4
1.46	1.11	4
1.06	1.3	4
1.43	1.18	4
1.65	1.37	4
1.77	1.46	4
1.99	2.11	4
2.67	3.12	4
4.67	4.47	4
8.4	7.56	4
15.26	14.71	4
23.36	27.33	4
45.43	55.09	4
93.2	91.89	4
181.61	149.04	4
419.13	419.27	4
834.11	840.92	4
1380.5	1376.62	4
2399.49	2401.5	4
2706.64	3177.78	4
3952.05	3949.02	4
4037.56	4723.07	4
4689.44	5536.54	4
6267.17	6268.01	4
7049.16	7051.06	4
0.57	0.5	4
0.81	0.78	4
0.92	0.97	4
1.2	1.31	4
1.25	1.19	4
1.77	0.98	4
1.35	1.79	4
2.22	1.54	4
1.99	2.07	4
1.99	2.57	4
3.48	2.73	4
4.11	4.22	4
6.3	6.6	4
10.31	12.91	4
19.08	19.12	4
34.75	33.79	4
67.44	65.53	4
131.07	127.38	4
245.87	251.57	4
654.19	366.18	4
481.82	480.4	4
913.05	756.11	4
717.78	716.78	4
1046.66	834.13	4
948.29	991.31	4
1354.38	1066.42	4
0.5	0.56	4
0.71	0.76	4
0.94	0.82	4
1.27	1.17	4
1.37	1.27	4
1.48	1.34	4
1.76	1.63	4
1.82	2.24	4
2.74	2.57	4
3.83	3.91	4
7.25	7.26	4
13.08	13.06	4
21.14	24.25	4
41.35	48.41	4
94.3	93.89	4
185.21	185.59	4
368.06	369.37	4
626.1	734.89	4
1427.55	1414.61	4
2099.03	2105.98	4
2786.55	2378.29	4
2938.68	3481.18	4
4153.46	3557.14	4
4851.23	4102.1	4
4675.39	4680.3	4
6204.13	6209.74	4
0.55	0.48	4
0.61	0.7	4
0.98	0.91	4
1.39	1.02	4
1.17	1.3	4
1.06	1.19	4
1.26	1.54	4
1.72	1.47	4
1.98	1.9	4
1.76	2.22	4
2.79	3.0	4
3.9	4.18	4
6.26	6.66	4
10.85	11.23	4
19.56	18.93	4
35.7	47.06	4
65.48	68.63	4
162.08	128.17	4
250.55	249.28	4
560.14	474.72	4
482.46	484.83	4
758.37	602.05	4
718.62	708.55	4
1056.78	832.75	4
1460.13	976.59	4
1072.78	1066.42	4
0.45	0.38	5
0.63	0.56	5
0.75	0.85	5
1.2	1.5	5
1.87	2.57	5
2.83	2.28	5
2.51	2.16	5
3.31	4.21	5
3.86	5.03	5
6.62	6.18	5
10.82	10.74	5
17.86	19.11	5
34.72	34.28	5
64.27	64.54	5
120.19	121.23	5
217.24	219.81	5
370.9	374.83	5
622.76	633.06	5
874.7	872.96	5
1115.01	1121.98	5
1363.06	1358.93	5
1576.05	1574.87	5
1781.34	1782.58	5
1988.95	1996.97	5
2198.91	2180.8	5
0.38	0.41	5
0.55	0.55	5
0.84	0.83	5
1.39	1.4	5
2.22	1.69	5
2.95	2.16	5
3.86	3.99	5
4.68	5.26	5
9.13	8.81	5
14.89	15.15	5
27.35	28.62	5
53.67	52.53	5
101.32	100.56	5
186.66	183.42	5
328.04	326.96	5
540.53	541.32	5
799.63	791.32	5
1208.65	1207.93	5
1591.35	1593.54	5
1984.59	1981.02	5
2356.33	2374.15	5
2735.67	2773.33	5
3173.46	3173.29	5
3494.68	3574.47	5
3852.22	3948.8	5
0.37	0.38	5
0.5	0.47	5
0.78	0.85	5
1.24	1.32	5
2.16	2.05	5
1.88	2.97	5
2.79	2.91	5
2.89	3.71	5
3.79	4.49	5
6.44	6.48	5
10.02	9.15	5
15.61	17.71	5
28.08	28.97	5
54.94	54.86	5
100.15	97.84	5
178.17	176.23	5
305.45	306.34	5
536.94	543.18	5
769.93	767.31	5
999.38	1004.49	5
1238.8	1234.97	5
1459.85	1466.31	5
1672.07	1663.01	5
1867.36	1876.81	5
2066.06	2087.5	5
0.37	0.4	5
0.47	0.44	5
0.83	0.83	5
1.54	1.39	5
2.65	2.14	5
1.94	3.79	5
4.44	4.17	5
6.32	5.36	5
8.08	9.24	5
15.52	15.8	5
27.74	28.34	5
52.63	51.82	5
98.79	98.48	5
179.47	181.66	5
313.77	314.28	5
504.66	505.3	5
746.42	749.34	5
1142.03	1142.57	5
1518.12	1525.2	5
1878.44	1888.89	5
2261.33	2278.8	5
2632.19	2670.1	5
3016.53	3022.72	5
3331.23	3425.95	5
3636.38	3745.63	5
0.4	0.42	6
0.58	0.52	6
0.75	0.85	6
1.22	1.56	6
2.2	2.34	6
2.39	3.0	6
3.65	3.53	6
6.26	4.43	6
8.42	8.62	6
14.94	15.19	6
28.71	28.33	6
52.58	53.71	6
101.25	99.82	6
188.36	188.11	6
339.01	333.68	6
558.42	557.24	6
820.88	813.32	6
1215.7	1217.64	6
1594.19	1593.83	6
1956.93	1970.1	6
2332.0	2326.98	6
2761.94	2751.93	6
3107.07	3110.93	6
3485.81	3468.11	6
3798.51	3803.6	6
0.37	0.42	6
0.57	0.54	6
0.94	0.87	6
1.25	1.55	6
2.6	2.81	6
2.62	3.99	6
3.31	2.64	6
4.34	3.93	6
5.16	4.06	6
8.1	7.4	6
11.88	10.39	6
18.68	18.55	6
35.58	36.82	6
67.39	66.87	6
123.69	126.02	6
224.09	223.05	6
383.49	381.53	6
646.22	646.93	6
880.41	884.18	6
1122.03	1112.43	6
1342.63	1334.28	6
1564.35	1574.58	6
1813.84	1792.64	6
2036.25	2036.36	6
2273.95	2278.51	6
0.38	0.34	6
0.52	0.49	6
0.72	0.69	6
1.18	1.17	6
1.39	1.9	6
2.73	2.9	6
3.57	4.03	6
4.07	4.53	6
6.32	6.78	6
11.2	11.38	6
20.68	19.45	6
37.68	38.11	6
72.6	72.39	6
132.57	131.88	6
232.78	234.98	6
392.72	391.21	6
602.62	604.88	6
953.38	947.17	6
1291.02	1288.03	6
1632.28	1648.48	6
1960.18	1966.5	6
2302.36	2308.49	6
2645.92	2643.24	6
2958.04	2964.6	6
3261.4	3279.67	6
0.37	0.4	6
0.53	0.48	6
0.76	0.8	6
1.38	1.14	6
2.4	2.41	6
1.91	2.82	6
2.38	2.85	6
3.43	3.13	6
4.32	3.91	6
5.64	6.74	6
10.67	9.98	6
17.58	18.23	6
31.7	32.41	6
58.76	58.63	6
104.77	106.08	6
191.52	194.4	6
327.07	326.72	6
562.41	570.39	6
796.03	790.62	6
1014.86	1013.36	6
1255.29	1237.73	6
1483.83	1478.27	6
1707.87	1701.51	6
1929.73	1938.85	6
2133.13	2146.84	6
0.38	0.37	7
0.55	0.5	7
0.82	0.9	7
1.46	1.45	7
2.32	2.27	7
2.07	1.42	7
3.11	2.18	7
2.55	3.86	7
3.93	4.47	7
6.55	7.56	7
10.59	11.38	7
17.54	18.27	7
33.92	33.39	7
63.02	64.38	7
119.83	119.68	7
216.19	217.1	7
371.11	375.38	7
627.95	626.36	7
867.74	869.16	7
1097.8	1098.09	7
1319.28	1325.86	7
1554.23	1549.11	7
1794.46	1787.03	7
2027.78	2029.58	7
2243.11	2236.48	7
0.4	0.37	7
0.52	0.5	7
0.74	0.76	7
1.47	1.32	7
1.68	2.03	7
1.96	3.46	7
3.2	3.75	7
4.97	5.9	7
8.85	9.24	7
14.97	14.31	7
27.4	27.11	7
50.93	50.74	7
95.34	96.93	7
177.47	179.03	7
317.99	315.97	7
530.77	527.64	7
794.74	792.83	7
1177.54	1180.65	7
1548.21	1551.71	7
1929.52	1940.58	7
2297.13	2307.15	7
2649.93	2664.51	7
3027.45	3029.54	7
3361.96	3382.45	7
3697.99	3686.87	7
0.36	0.36	7
0.49	0.51	7
0.86	0.8	7
1.31	1.26	7
2.49	2.42	7
2.26	3.26	7
3.89	2.13	7
3.19	3.35	7
4.18	4.1	7
6.4	6.76	7
8.94	9.23	7
15.54	15.25	7
29.1	28.06	7
52.59	52.41	7
96.58	100.56	7
180.54	175.97	7
313.43	305.35	7
542.47	543.4	7
777.63	776.88	7
996.58	1000.01	7
1217.61	1214.7	7
1428.86	1436.25	7
1673.17	1663.24	7
1907.03	1898.93	7
2115.83	2124.15	7
0.39	0.34	7
0.54	0.47	7
0.75	0.75	7
1.01	1.31	7
2.01	2.27	7
2.94	2.55	7
3.71	3.06	7
5.34	4.26	7
7.45	7.23	7
12.35	12.66	7
21.97	22.75	7
42.9	42.51	7
79.08	78.48	7
148.51	145.61	7
254.64	256.04	7
429.4	424.25	7
651.46	644.18	7
1003.65	997.91	7
1350.23	1341.27	7
1712.34	1697.27	7
2037.89	2046.06	7
2410.3	2404.51	7
2743.24	2739.05	7
3082.81	3077.69	7
3396.43	3406.7	7
0.38	0.44	8
0.54	0.5	8
0.88	0.86	8
1.27	1.21	8
2.24	1.72	8
2.86	3.51	8
4.21	3.6	8
4.96	4.44	8
9.53	8.9	8
15.91	15.1	8
29.08	28.11	8
51.66	52.73	8
99.0	100.16	8
185.52	185.26	8
331.0	329.53	8
548.2	550.02	8
821.48	815.06	8
1227.37	1229.25	8
1625.1	1622.07	8
2052.79	2056.19	8
2439.48	2471.94	8
2837.94	2855.66	8
3226.77	3311.8	8
3620.6	3699.41	8
3951.34	4149.53	8
0.41	0.39	8
0.63	0.64	8
0.79	0.89	8
1.38	1.5	8
2.48	2.8	8
3.11	3.63	8
3.08	3.29	8
3.12	4.09	8
4.5	4.7	8
7.27	7.71	8
11.3	11.57	8
19.9	19.39	8
34.48	35.94	8
68.5	67.18	8
126.81	124.03	8
223.88	226.83	8
385.5	384.55	8
634.47	633.92	8
879.63	883.98	8
1125.62	1120.92	8
1371.96	1358.33	8
1595.65	1577.34	8
1806.94	1798.78	8
2022.84	1990.47	8
2206.08	2194.66	8
0.31	0.38	8
0.5	0.45	8
0.74	0.68	8
1.08	1.27	8
1.74	2.25	8
2.62	2.3	8
3.75	3.32	8
4.23	4.19	8
6.55	6.98	8
10.97	11.71	8
20.88	19.82	8
37.65	37.89	8
71.93	70.43	8
128.69	132.65	8
233.71	232.92	8
391.13	394.8	8
607.26	602.69	8
965.25	968.54	8
1329.13	1314.41	8
1663.87	1681.21	8
2020.9	2025.14	8
2365.85	2364.46	8
2709.34	2750.92	8
3064.24	3114.06	8
3374.16	3526.92	8
0.36	0.37	8
0.52	0.47	8
0.77	0.79	8
1.14	1.26	8
1.75	2.1	8
2.68	2.84	8
2.6	3.29	8
2.81	2.59	8
3.98	5.62	8
6.16	5.35	8
8.93	9.25	8
16.64	15.77	8
28.48	29.71	8
53.66	53.21	8
95.95	97.98	8
178.02	176.32	8
309.45	308.7	8
534.51	550.76	8
765.95	767.88	8
992.05	994.9	8
1222.72	1214.45	8
1444.38	1430.37	8
1649.82	1656.7	8
1876.37	1857.18	8
2071.1	2052.12	8
0.3	0.28	9
0.3	0.25	9
0.35	0.27	9
0.3	0.31	9
0.37	0.32	9
0.37	0.36	9
0.37	0.32	9
0.47	0.39	9
0.42	0.45	9
0.5	0.52	9
0.67	0.58	9
0.89	0.93	9
1.13	1.08	9
2.01	1.77	9
2.69	2.5	9
5.3	4.63	9
8.3	7.78	9
16.21	14.18	9
28.34	24.97	9
46.87	48.4	9
107.0	88.96	9
204.87	172.75	9
288.94	252.33	9
365.36	329.7	9
468.91	414.72	9
555.39	493.17	9
610.26	573.3	9
694.56	653.41	9
823.49	731.67	9
0.29	0.29	9
0.29	0.28	9
0.36	0.3	9
0.34	0.3	9
0.32	0.32	9
0.35	0.33	9
0.33	0.37	9
0.42	0.4	9
0.55	0.51	9
0.69	0.77	9
1.03	1.25	9
1.64	1.68	9
2.96	3.46	9
5.54	6.24	9
10.4	12.79	9
20.02	26.94	9
40.05	54.3	9
66.05	108.01	9
159.66	216.58	9
316.03	424.75	9
735.2	842.41	9
1025.99	1665.59	9
2166.39	2485.83	9
2404.1	3234.6	9
2443.99	3966.08	9
3503.78	4697.78	9
4107.92	5514.88	9
3908.28	6331.38	9
5325.71	7137.44	9
0.24	0.22	9
0.27	0.26	9
0.22	0.27	9
0.28	0.29	9
0.23	0.22	9
0.35	0.28	9
0.34	0.31	9
0.38	0.28	9
0.46	0.3	9
0.52	0.54	9
0.65	0.64	9
0.87	0.81	9
1.26	1.15	9
2.05	1.76	9
2.83	2.56	9
5.48	4.52	9
7.92	7.74	9
15.39	13.63	9
27.35	24.63	9
53.61	45.98	9
102.8	91.16	9
190.09	172.06	9
278.58	251.27	9
365.76	332.94	9
427.76	419.74	9
542.5	490.52	9
618.41	571.21	9
667.84	661.6	9
818.13	729.97	9
0.3	0.32	9
0.28	0.32	9
0.29	0.31	9
0.32	0.28	9
0.33	0.26	9
0.39	0.35	9
0.33	0.31	9
0.41	0.33	9
0.57	0.49	9
0.64	0.74	9
0.91	1.18	9
1.62	1.42	9
2.67	3.54	9
5.6	6.56	9
8.84	12.75	9
20.63	27.03	9
41.34	54.31	9
94.66	108.56	9
