+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 126.25                 | 683.21                           | 6   | 36610,36799,36988,36609,36798,36987 | 441.16   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 239.21                 | 1287.38                          | 6   | 36617,36806,36995,36616,36805,36994 | 438.18   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 222.42                 | 1183.29                          | 6   | 42854,43043,43232,42853,43042,43231 | 432.01   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 243.3                  | 1291.42                          | 6   | 41153,41342,41531,41152,41341,41530 | 430.79   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 248.21                 | 1300.3                           | 6   | 37751,37940,38129,37750,37939,38128 | 423.87   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 145.42                 | 760.49                           | 6   | 39445,39634,39823,39444,39633,39822 | 422.96   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 2273.31                | 11775.18                         | 6   | 44016,44205,44394,44015,44204,44393 | 417.98   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 51.82                  | 267.76                           | 6   | 38304,38493,38682,38303,38492,38681 | 416.71   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 260.56                 | 1345.3                           | 6   | 42287,42476,42665,42286,42475,42664 | 416.31   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 1696.88                | 8732.9                           | 6   | 42882,43071,43260,42881,43070,43259 | 414.64   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 144.12                 | 737.69                           | 6   | 43981,44170,44359,43980,44169,44358 | 411.86   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 117.53                 | 600.33                           | 6   | 42847,43036,43225,42846,43035,43224 | 410.79   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 2278.7                 | 11494.57                         | 6   | 39480,39669,39858,39479,39668,39857 | 404.44   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1973.78                | 9950.11                          | 6   | 36645,36834,37023,36644,36833,37022 | 404.11   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 1942.48                | 9677.8                           | 6   | 41181,41370,41559,41180,41369,41558 | 398.22   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 73.4                   | 363.66                           | 6   | 42273,42462,42651,42272,42461,42650 | 395.45   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 130.35                 | 645.43                           | 6   | 37744,37933,38122,37743,37932,38121 | 395.15   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 2202.81                | 10906.35                         | 6   | 42315,42504,42693,42314,42503,42692 | 395.11   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2149.56                | 10595.92                         | 6   | 37779,37968,38157,37778,37967,38156 | 392.93   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 133.6                  | 618.91                           | 6   | 41146,41335,41524,41145,41334,41523 | 363.26   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1916.26                | 8711.65                          | 6   | 38353,38542,38731,38352,38541,38730 | 354.62   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 80.24                  | 358.9                            | 6   | 39438,39627,39816,39437,39626,39815 | 347.28   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 262144     | 2929.77                | 12923.84                         | 6   | 44023,44212,44401,44022,44211,44400 | 341.12   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2543.8                 | 11180.9                          | 6   | 36652,36841,37030,36651,36840,37029 | 339.54   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2916.5                 | 12747.95                         | 6   | 39487,39676,39865,39486,39675,39864 | 337.1    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2198.57                | 9540.18                          | 6   | 42889,43078,43267,42888,43077,43266 | 333.93   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2461.92                | 10666.18                         | 6   | 41188,41377,41566,41187,41376,41565 | 333.25   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2841.13                | 12064.04                         | 6   | 42322,42511,42700,42321,42510,42699 | 324.62   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2722.31                | 11495.46                         | 6   | 37786,37975,38164,37785,37974,38163 | 322.27   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 66.27                  | 277.53                           | 6   | 42840,43029,43218,42839,43028,43217 | 318.79   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 133.54                 | 559.17                           | 6   | 42280,42469,42658,42279,42468,42657 | 318.73   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 75.13                  | 308.06                           | 6   | 43974,44163,44352,43973,44162,44351 | 310.04   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 30.13                  | 113.42                           | 6   | 38297,38486,38675,38296,38485,38674 | 276.44   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3859.84                | 14525.89                         | 6   | 44030,44219,44408,44029,44218,44407 | 276.33   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 3798.14                | 14232.72                         | 6   | 39494,39683,39872,39493,39682,39871 | 274.73   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2651.21                | 9920.39                          | 6   | 38360,38549,38738,38359,38548,38737 | 274.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3396.83                | 12671.88                         | 6   | 36659,36848,37037,36658,36847,37036 | 273.05   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3259.55                | 12141.88                         | 6   | 41195,41384,41573,41194,41383,41572 | 272.5    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2975.65                | 10855.06                         | 6   | 42896,43085,43274,42895,43084,43273 | 264.8    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3724.6                 | 13496.38                         | 6   | 42329,42518,42707,42328,42517,42706 | 262.36   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 45.38                  | 163.78                           | 6   | 39431,39620,39809,39430,39619,39808 | 260.91   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 39.28                  | 140.6                            | 6   | 42833,43022,43211,42832,43021,43210 | 257.94   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3658.01                | 13069.52                         | 6   | 37793,37982,38171,37792,37981,38170 | 257.28   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 72.32                  | 248.5                            | 6   | 36603,36792,36981,36602,36791,36980 | 243.61   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 4687.3                 | 16008.4                          | 6   | 44037,44226,44415,44036,44225,44414 | 241.53   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4616.82                | 15569.87                         | 6   | 39501,39690,39879,39500,39689,39878 | 237.24   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4155.96                | 13866.5                          | 6   | 36666,36855,37044,36665,36854,37043 | 233.65   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3989.32                | 13209.29                         | 6   | 41202,41391,41580,41201,41390,41579 | 231.12   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 4538.86                | 15011.24                         | 6   | 42336,42525,42714,42335,42524,42713 | 230.73   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3670.84                | 12016.89                         | 6   | 42903,43092,43281,42902,43091,43280 | 227.36   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 46.9                   | 153.53                           | 6   | 43967,44156,44345,43966,44155,44344 | 227.36   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 36.64                  | 119.94                           | 6   | 41132,41321,41510,41131,41320,41509 | 227.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3382.82                | 10997.51                         | 6   | 38367,38556,38745,38366,38555,38744 | 225.1    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 76.73                  | 248.04                           | 6   | 37737,37926,38115,37736,37925,38114 | 223.26   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4436.82                | 14339.11                         | 6   | 37800,37989,38178,37799,37988,38177 | 223.18   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1012144    | 5514.02                | 17182.38                         | 6   | 44044,44233,44422,44043,44232,44421 | 211.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 34.25                  | 106.25                           | 6   | 36596,36785,36974,36595,36784,36973 | 210.22   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5426.65                | 16729.71                         | 6   | 39508,39697,39886,39507,39696,39885 | 208.29   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4891.6                 | 14946.35                         | 6   | 36673,36862,37051,36672,36861,37050 | 205.55   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4730.4                 | 14437.23                         | 6   | 41209,41398,41587,41208,41397,41586 | 205.2    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5393.44                | 16348.67                         | 6   | 42343,42532,42721,42342,42531,42720 | 203.12   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4461.29                | 13354.15                         | 6   | 42910,43099,43288,42909,43098,43287 | 199.33   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4074.88                | 12069.98                         | 6   | 38374,38563,38752,38373,38562,38751 | 196.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5217.11                | 15372.98                         | 6   | 37807,37996,38185,37806,37995,38184 | 194.66   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 6419.62                | 18650.16                         | 6   | 44051,44240,44429,44050,44239,44428 | 190.52   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 6237.1                 | 18078.13                         | 6   | 39515,39704,39893,39514,39703,39892 | 189.85   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5633.9                 | 15983.87                         | 6   | 36680,36869,37058,36679,36868,37057 | 183.71   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 5520.01                | 15596.07                         | 6   | 41216,41405,41594,41215,41404,41593 | 182.54   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 71.11                  | 200.09                           | 6   | 41139,41328,41517,41138,41327,41516 | 181.38   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6227.66                | 17450.04                         | 6   | 42350,42539,42728,42349,42538,42727 | 180.2    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5180.15                | 14406.62                         | 6   | 42917,43106,43295,42916,43105,43294 | 178.11   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 6025.96                | 16559.59                         | 6   | 37814,38003,38192,37813,38002,38191 | 174.8    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4794.51                | 13039.57                         | 6   | 38381,38570,38759,38380,38569,38758 | 171.97   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1512144    | 7030.99                | 18970.61                         | 6   | 39522,39711,39900,39521,39710,39899 | 169.81   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 7270.51                | 19552.82                         | 6   | 44058,44247,44436,44057,44246,44435 | 168.93   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 6377.73                | 17012.69                         | 6   | 36687,36876,37065,36686,36875,37064 | 166.75   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6274.26                | 16522.63                         | 6   | 41223,41412,41601,41222,41411,41600 | 163.34   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 42.87                  | 112.57                           | 6   | 42266,42455,42644,42265,42454,42643 | 162.58   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7056.83                | 18413.24                         | 6   | 42357,42546,42735,42356,42545,42734 | 160.93   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 5903.46                | 15385.75                         | 6   | 42924,43113,43302,42923,43112,43301 | 160.62   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 6860.23                | 17648.12                         | 6   | 37821,38010,38199,37820,38009,38198 | 157.25   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 8072.21                | 20685.31                         | 6   | 44065,44254,44443,44064,44253,44442 | 156.25   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7192.0                 | 18304.66                         | 6   | 36694,36883,37072,36693,36882,37071 | 154.51   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 7806.64                | 19691.69                         | 6   | 39529,39718,39907,39528,39717,39906 | 152.24   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5511.08                | 13783.91                         | 6   | 38388,38577,38766,38387,38576,38765 | 150.11   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 6594.74                | 16390.13                         | 6   | 42931,43120,43309,42930,43119,43308 | 148.53   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 6994.99                | 17338.18                         | 6   | 41230,41419,41608,41229,41418,41607 | 147.87   |
