+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 |   diff    | pct_diff |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 1874.51                          | 2339.93                            | 6   | 2358,2540,2722,2356,2538,2720       | 465.42    | 24.83    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 1640.23                          | 2053.18                            | 6   | 2351,2533,2715,2349,2531,2713       | 412.95    | 25.18    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 482.42                           | 866.11                             | 6   | 146,328,510,144,326,508             | 383.69    | 79.53    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 481.82                           | 853.08                             | 6   | 8336,8518,8700,8334,8516,8698       | 371.26    | 77.05    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 756072     | 1409.53                          | 1776.41                            | 6   | 5074,5256,5438,5072,5254,5436       | 366.88    | 26.03    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 717.78                           | 1081.99                            | 6   | 8350,8532,8714,8348,8530,8712       | 364.21    | 50.74    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1540.12                          | 1888.28                            | 6   | 24604,24807,25010,24602,24805,25008 | 348.16    | 22.61    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 933.63                           | 1264.1                             | 6   | 160,342,524,158,340,522             | 330.47    | 35.4     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1073.06                          | 1383.03                            | 6   | 181,363,545,179,361,543             | 309.97    | 28.89    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 631072     | 1176.64                          | 1472.65                            | 6   | 5067,5249,5431,5065,5247,5429       | 296.01    | 25.16    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 631072     | 1472.42                          | 1759.52                            | 6   | 2337,2519,2701,2335,2517,2699       | 287.1     | 19.5     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1354.38                          | 1629.23                            | 6   | 8371,8553,8735,8369,8551,8733       | 274.85    | 20.29    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1353.88                          | 1628.35                            | 6   | 1273,1455,1637,1271,1453,1635       | 274.47    | 20.27    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2595.35                          | 2867.14                            | 6   | 6187,6369,6551,6185,6367,6549       | 271.79    | 10.47    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 1199.9                           | 1456.42                            | 6   | 174,356,538,172,354,536             | 256.52    | 21.38    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2212.26                          | 2464.58                            | 6   | 3450,3632,3814,3448,3630,3812       | 252.32    | 11.41    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1198.19                          | 1447.91                            | 6   | 1266,1448,1630,1264,1446,1628       | 249.72    | 20.84    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 483.46                           | 730.73                             | 6   | 1238,1420,1602,1236,1418,1600       | 247.27    | 51.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 482.46                           | 728.86                             | 6   | 7244,7426,7608,7242,7424,7606       | 246.4     | 51.07    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 506072     | 1021.95                          | 1261.58                            | 6   | 6152,6334,6516,6150,6332,6514       | 239.63    | 23.45    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2070.07                          | 2309.47                            | 6   | 6180,6362,6544,6178,6360,6542       | 239.4     | 11.56    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 461.74                           | 696.71                             | 6   | 24590,24793,24996,24588,24791,24994 | 234.97    | 50.89    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 506072     | 948.52                           | 1182.84                            | 6   | 2330,2512,2694,2328,2510,2692       | 234.32    | 24.7     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 1046.66                          | 1280.55                            | 6   | 8357,8539,8721,8355,8537,8719       | 233.89    | 22.35    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 1056.78                          | 1290.61                            | 6   | 7265,7447,7629,7263,7445,7627       | 233.83    | 22.13    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 881072     | 1738.23                          | 1947.97                            | 6   | 3443,3625,3807,3441,3623,3805       | 209.74    | 12.07    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1872.88                          | 2079.23                            | 6   | 23400,23603,23806,23398,23601,23804 | 206.35    | 11.02    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1871.12                          | 2060.71                            | 6   | 5081,5263,5445,5079,5261,5443       | 189.59    | 10.13    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 3303.34                          | 3492.46                            | 6   | 21601,21804,22007,21599,21802,22005 | 189.12    | 5.73     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 2443.99                          | 2626.38                            | 6   | 19137,19340,19543,19135,19338,19541 | 182.39    | 7.46     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 6034.4                           | 6212.89                            | 6   | 37267,37456,37645,37265,37454,37643 | 178.49    | 2.96     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 381072     | 713.75                           | 890.87                             | 6   | 5053,5235,5417,5051,5233,5415       | 177.12    | 24.82    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 381072     | 771.41                           | 945.55                             | 6   | 6145,6327,6509,6143,6325,6507       | 174.14    | 22.57    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1744.2                           | 1912.17                            | 6   | 6166,6348,6530,6164,6346,6528       | 167.97    | 9.63     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 913.05                           | 1076.24                            | 6   | 8343,8525,8707,8341,8523,8705       | 163.19    | 17.87    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1309.15                          | 1465.74                            | 6   | 22175,22378,22581,22173,22376,22579 | 156.59    | 11.96    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 493.73                           | 649.33                             | 6   | 25234,25437,25640,25232,25435,25638 | 155.6     | 31.52    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 601.46                           | 755.49                             | 6   | 153,335,517,151,333,515             | 154.03    | 25.61    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 631072     | 1259.48                          | 1406.84                            | 6   | 3429,3611,3793,3427,3609,3791       | 147.36    | 11.7     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256072     | 250.55                           | 383.64                             | 6   | 7230,7412,7594,7228,7410,7592       | 133.09    | 53.12    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1485.12                          | 1617.2                             | 6   | 22805,23008,23211,22803,23006,23209 | 132.08    | 8.89     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 245.87                           | 376.18                             | 6   | 8322,8504,8686,8320,8502,8684       | 130.31    | 53.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 311.27                           | 439.87                             | 6   | 1224,1406,1588,1222,1404,1586       | 128.6     | 41.31    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6521.84                          | 6641.19                            | 6   | 37274,37463,37652,37272,37461,37650 | 119.35    | 1.83     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 256072     | 480.89                           | 599.68                             | 6   | 2316,2498,2680,2314,2496,2678       | 118.79    | 24.7     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 256072     | 481.26                           | 599.97                             | 6   | 5046,5228,5410,5044,5226,5408       | 118.71    | 24.67    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256072     | 525.35                           | 643.05                             | 6   | 6138,6320,6502,6136,6318,6500       | 117.7     | 22.4     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3787.95                          | 3903.66                            | 6   | 24646,24849,25052,24644,24847,25050 | 115.71    | 3.05     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 506072     | 1132.86                          | 1247.86                            | 6   | 3422,3604,3786,3420,3602,3784       | 115.0     | 10.15    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8048576    | 2946.62                          | 3057.61                            | 6   | 21594,21797,22000,21592,21795,21998 | 110.99    | 3.77     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 626.1                            | 729.56                             | 6   | 6677,6859,7041,6675,6857,7039       | 103.46    | 16.52    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1465.22                          | 1564.83                            | 6   | 6159,6341,6523,6157,6339,6521       | 99.61     | 6.8      |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 381072     | 718.71                           | 816.06                             | 6   | 2323,2505,2687,2321,2503,2685       | 97.35     | 13.55    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 127.59                           | 224.18                             | 6   | 1217,1399,1581,1215,1397,1579       | 96.59     | 75.7     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 249.18                           | 343.83                             | 6   | 2309,2491,2673,2307,2489,2671       | 94.65     | 37.98    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 381072     | 856.49                           | 951.0                              | 6   | 3415,3597,3779,3413,3595,3777       | 94.51     | 11.03    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 5930.54                          | 6018.26                            | 6   | 36140,36329,36518,36138,36327,36516 | 87.72     | 1.48     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5508.14                          | 5595.68                            | 6   | 37260,37449,37638,37258,37447,37636 | 87.54     | 1.59     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 2049.04                          | 2136.46                            | 6   | 24611,24814,25017,24609,24812,25015 | 87.42     | 4.27     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 373.55                           | 460.8                              | 6   | 139,321,503,137,319,501             | 87.25     | 23.36    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 5048576    | 1087.07                          | 1165.88                            | 6   | 20964,21167,21370,20962,21165,21368 | 78.81     | 7.25     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3365.84                          | 3442.98                            | 6   | 24639,24842,25045,24637,24840,25043 | 77.14     | 2.29     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 1686.36                          | 1763.27                            | 6   | 22812,23015,23218,22810,23013,23216 | 76.91     | 4.56     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 667.84                           | 742.58                             | 6   | 17331,17534,17737,17329,17532,17735 | 74.74     | 11.19    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 694.56                           | 768.63                             | 6   | 18549,18752,18955,18547,18750,18953 | 74.07     | 10.66    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 610.26                           | 682.95                             | 6   | 18542,18745,18948,18540,18743,18946 | 72.69     | 11.91    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 1716.89                          | 1788.39                            | 6   | 24030,24233,24436,24028,24231,24434 | 71.5      | 4.16     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2206.08                          | 2267.73                            | 6   | 16785,16960,17135,16783,16958,17133 | 61.65     | 2.79     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 4955.82                          | 5017.3                             | 6   | 36126,36315,36504,36124,36313,36502 | 61.48     | 1.24     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 298.14                           | 359.08                             | 6   | 3401,3583,3765,3399,3581,3763       | 60.94     | 20.44    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1988.95                          | 2049.77                            | 6   | 9953,10128,10303,9951,10126,10301   | 60.82     | 3.06     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 131.07                           | 191.82                             | 6   | 8315,8497,8679,8313,8495,8677       | 60.75     | 46.35    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 125.44                           | 184.68                             | 6   | 5032,5214,5396,5030,5212,5394       | 59.24     | 47.23    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 427.76                           | 486.93                             | 6   | 17310,17513,17716,17308,17511,17714 | 59.17     | 13.83    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 6048576    | 1334.32                          | 1392.03                            | 6   | 20971,21174,21377,20969,21172,21375 | 57.71     | 4.33     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 301.58                           | 359.12                             | 6   | 6131,6313,6495,6129,6311,6493       | 57.54     | 19.08    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 232.04                           | 289.42                             | 6   | 24583,24786,24989,24581,24784,24987 | 57.38     | 24.73    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 1475.92                          | 1533.3                             | 6   | 19760,19963,20166,19758,19961,20164 | 57.38     | 3.89     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 248.05                           | 303.44                             | 6   | 5039,5221,5403,5037,5219,5401       | 55.39     | 22.33    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 823.49                           | 875.03                             | 6   | 18556,18759,18962,18554,18757,18960 | 51.54     | 6.26     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 707.72                           | 759.0                              | 6   | 25248,25451,25654,25246,25449,25652 | 51.28     | 7.25     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 2066.06                          | 2116.16                            | 6   | 8910,9085,9260,8908,9083,9258       | 50.1      | 2.42     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 437.8                            | 487.53                             | 6   | 25227,25430,25633,25225,25428,25631 | 49.73     | 11.36    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 3798.51                          | 3848.03                            | 6   | 12060,12235,12410,12058,12233,12408 | 49.52     | 1.3      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 213.0                            | 260.7                              | 6   | 4486,4668,4850,4484,4666,4848       | 47.7      | 22.39    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 2009.35                          | 2055.4                             | 6   | 32738,32927,33116,32736,32925,33114 | 46.05     | 2.29     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1806.94                          | 1851.99                            | 6   | 16771,16946,17121,16769,16944,17119 | 45.05     | 2.49     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 65.48                            | 109.33                             | 6   | 7216,7398,7580,7214,7396,7578       | 43.85     | 66.97    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 4949.04                          | 4992.65                            | 6   | 37253,37442,37631,37251,37440,37629 | 43.61     | 0.88     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 524288     | 215.3                            | 258.41                             | 6   | 20320,20523,20726,20318,20521,20724 | 43.11     | 20.02    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 326.73                           | 369.08                             | 6   | 132,314,496,130,312,494             | 42.35     | 12.96    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 741.33                           | 781.83                             | 6   | 26466,26669,26872,26464,26667,26870 | 40.5      | 5.46     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 203.41                           | 243.78                             | 6   | 25206,25409,25612,25204,25407,25610 | 40.37     | 19.85    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 1048576    | 430.68                           | 471.0                              | 6   | 22154,22357,22560,22152,22355,22558 | 40.32     | 9.36     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 269.78                           | 310.03                             | 6   | 25213,25416,25619,25211,25414,25617 | 40.25     | 14.92    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 2198.91                          | 2238.88                            | 6   | 9960,10135,10310,9958,10133,10308   | 39.97     | 1.82     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 1020.78                          | 1060.5                             | 6   | 19746,19949,20152,19744,19947,20150 | 39.72     | 3.89     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1980.43                          | 2020.09                            | 6   | 24037,24240,24443,24035,24238,24441 | 39.66     | 2.0      |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 1649.82                          | 1687.22                            | 6   | 15721,15896,16071,15719,15894,16069 | 37.4      | 2.27     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 2022.84                          | 2059.1                             | 6   | 16778,16953,17128,16776,16951,17126 | 36.26     | 1.79     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 1586.73                          | 1622.87                            | 6   | 20978,21181,21384,20976,21179,21382 | 36.14     | 2.28     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 2071.1                           | 2107.16                            | 6   | 15735,15910,16085,15733,15908,16083 | 36.06     | 1.74     |
