+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 9198.96                | 20638.86                         | 6   | 42378,42567,42756,42377,42566,42755 | 11439.9  | 124.36   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2012144    | 8552.17                | 19953.48                         | 6   | 42371,42560,42749,42370,42559,42748 | 11401.31 | 133.31   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7056.83                | 18413.24                         | 6   | 42357,42546,42735,42356,42545,42734 | 11356.41 | 160.93   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 4687.3                 | 16008.4                          | 6   | 44037,44226,44415,44036,44225,44414 | 11321.1  | 241.53   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 7888.8                 | 19205.48                         | 6   | 36701,36890,37079,36700,36889,37078 | 11316.68 | 143.45   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5426.65                | 16729.71                         | 6   | 39508,39697,39886,39507,39696,39885 | 11303.06 | 208.29   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 8539.13                | 19820.95                         | 6   | 36708,36897,37086,36707,36896,37085 | 11281.82 | 132.12   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6227.66                | 17450.04                         | 6   | 42350,42539,42728,42349,42538,42727 | 11222.38 | 180.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7192.0                 | 18304.66                         | 6   | 36694,36883,37072,36693,36882,37071 | 11112.66 | 154.51   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 8402.48                | 19508.71                         | 6   | 37835,38024,38213,37834,38023,38212 | 11106.23 | 132.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 9109.64                | 20126.67                         | 6   | 37842,38031,38220,37841,38030,38219 | 11017.03 | 120.94   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5393.44                | 16348.67                         | 6   | 42343,42532,42721,42342,42531,42720 | 10955.23 | 203.12   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4616.82                | 15569.87                         | 6   | 39501,39690,39879,39500,39689,39878 | 10953.05 | 237.24   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 7662.1                 | 18557.64                         | 6   | 37828,38017,38206,37827,38016,38205 | 10895.54 | 142.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 6860.23                | 17648.12                         | 6   | 37821,38010,38199,37820,38009,38198 | 10787.89 | 157.25   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3859.84                | 14525.89                         | 6   | 44030,44219,44408,44029,44218,44407 | 10666.05 | 276.33   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 6377.73                | 17012.69                         | 6   | 36687,36876,37065,36686,36875,37064 | 10634.96 | 166.75   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 6025.96                | 16559.59                         | 6   | 37814,38003,38192,37813,38002,38191 | 10533.63 | 174.8    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 4538.86                | 15011.24                         | 6   | 42336,42525,42714,42335,42524,42713 | 10472.38 | 230.73   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 3798.14                | 14232.72                         | 6   | 39494,39683,39872,39493,39682,39871 | 10434.58 | 274.73   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 8294.6                 | 18687.8                          | 6   | 41244,41433,41622,41243,41432,41621 | 10393.2  | 125.3    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5633.9                 | 15983.87                         | 6   | 36680,36869,37058,36679,36868,37057 | 10349.97 | 183.71   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 6994.99                | 17338.18                         | 6   | 41230,41419,41608,41229,41418,41607 | 10343.19 | 147.87   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 7665.21                | 17967.57                         | 6   | 41237,41426,41615,41236,41425,41614 | 10302.36 | 134.4    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6274.26                | 16522.63                         | 6   | 41223,41412,41601,41222,41411,41600 | 10248.37 | 163.34   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5217.11                | 15372.98                         | 6   | 37807,37996,38185,37806,37995,38184 | 10155.87 | 194.66   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 5520.01                | 15596.07                         | 6   | 41216,41405,41594,41215,41404,41593 | 10076.06 | 182.54   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4891.6                 | 14946.35                         | 6   | 36673,36862,37051,36672,36861,37050 | 10054.75 | 205.55   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 7857.54                | 17883.45                         | 6   | 42945,43134,43323,42944,43133,43322 | 10025.91 | 127.6    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 262144     | 2929.77                | 12923.84                         | 6   | 44023,44212,44401,44022,44211,44400 | 9994.07  | 341.12   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4436.82                | 14339.11                         | 6   | 37800,37989,38178,37799,37988,38177 | 9902.29  | 223.18   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2916.5                 | 12747.95                         | 6   | 39487,39676,39865,39486,39675,39864 | 9831.45  | 337.1    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 7250.14                | 17070.95                         | 6   | 42938,43127,43316,42937,43126,43315 | 9820.81  | 135.46   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 6594.74                | 16390.13                         | 6   | 42931,43120,43309,42930,43119,43308 | 9795.39  | 148.53   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3724.6                 | 13496.38                         | 6   | 42329,42518,42707,42328,42517,42706 | 9771.78  | 262.36   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4155.96                | 13866.5                          | 6   | 36666,36855,37044,36665,36854,37043 | 9710.54  | 233.65   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4730.4                 | 14437.23                         | 6   | 41209,41398,41587,41208,41397,41586 | 9706.83  | 205.2    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 2273.31                | 11775.18                         | 6   | 44016,44205,44394,44015,44204,44393 | 9501.87  | 417.98   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 5903.46                | 15385.75                         | 6   | 42924,43113,43302,42923,43112,43301 | 9482.29  | 160.62   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3658.01                | 13069.52                         | 6   | 37793,37982,38171,37792,37981,38170 | 9411.51  | 257.28   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3396.83                | 12671.88                         | 6   | 36659,36848,37037,36658,36847,37036 | 9275.05  | 273.05   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5180.15                | 14406.62                         | 6   | 42917,43106,43295,42916,43105,43294 | 9226.47  | 178.11   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2841.13                | 12064.04                         | 6   | 42322,42511,42700,42321,42510,42699 | 9222.91  | 324.62   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3989.32                | 13209.29                         | 6   | 41202,41391,41580,41201,41390,41579 | 9219.97  | 231.12   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 2278.7                 | 11494.57                         | 6   | 39480,39669,39858,39479,39668,39857 | 9215.87  | 404.44   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4461.29                | 13354.15                         | 6   | 42910,43099,43288,42909,43098,43287 | 8892.86  | 199.33   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3259.55                | 12141.88                         | 6   | 41195,41384,41573,41194,41383,41572 | 8882.33  | 272.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2722.31                | 11495.46                         | 6   | 37786,37975,38164,37785,37974,38163 | 8773.15  | 322.27   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 2202.81                | 10906.35                         | 6   | 42315,42504,42693,42314,42503,42692 | 8703.54  | 395.11   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2543.8                 | 11180.9                          | 6   | 36652,36841,37030,36651,36840,37029 | 8637.1   | 339.54   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 6912.86                | 15420.64                         | 6   | 38402,38591,38780,38401,38590,38779 | 8507.78  | 123.07   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6259.49                | 14757.09                         | 6   | 38395,38584,38773,38394,38583,38772 | 8497.6   | 135.76   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2149.56                | 10595.92                         | 6   | 37779,37968,38157,37778,37967,38156 | 8446.36  | 392.93   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 7529.38                | 15972.45                         | 6   | 38409,38598,38787,38408,38597,38786 | 8443.07  | 112.13   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3670.84                | 12016.89                         | 6   | 42903,43092,43281,42902,43091,43280 | 8346.05  | 227.36   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5511.08                | 13783.91                         | 6   | 38388,38577,38766,38387,38576,38765 | 8272.83  | 150.11   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4794.51                | 13039.57                         | 6   | 38381,38570,38759,38380,38569,38758 | 8245.06  | 171.97   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2461.92                | 10666.18                         | 6   | 41188,41377,41566,41187,41376,41565 | 8204.26  | 333.25   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4074.88                | 12069.98                         | 6   | 38374,38563,38752,38373,38562,38751 | 7995.1   | 196.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1973.78                | 9950.11                          | 6   | 36645,36834,37023,36644,36833,37022 | 7976.33  | 404.11   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2975.65                | 10855.06                         | 6   | 42896,43085,43274,42895,43084,43273 | 7879.41  | 264.8    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 1942.48                | 9677.8                           | 6   | 41181,41370,41559,41180,41369,41558 | 7735.32  | 398.22   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3382.82                | 10997.51                         | 6   | 38367,38556,38745,38366,38555,38744 | 7614.69  | 225.1    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 1512.68                | 8890.85                          | 6   | 44009,44198,44387,44008,44197,44386 | 7378.17  | 487.75   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2198.57                | 9540.18                          | 6   | 42889,43078,43267,42888,43077,43266 | 7341.61  | 333.93   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2651.21                | 9920.39                          | 6   | 38360,38549,38738,38359,38548,38737 | 7269.18  | 274.18   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 1510.89                | 8697.69                          | 6   | 39473,39662,39851,39472,39661,39850 | 7186.8   | 475.67   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 1696.88                | 8732.9                           | 6   | 42882,43071,43260,42881,43070,43259 | 7036.02  | 414.64   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 1461.21                | 8266.86                          | 6   | 42308,42497,42686,42307,42496,42685 | 6805.65  | 465.75   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1916.26                | 8711.65                          | 6   | 38353,38542,38731,38352,38541,38730 | 6795.39  | 354.62   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1436.49                | 7895.5                           | 6   | 37772,37961,38150,37771,37960,38149 | 6459.01  | 449.64   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1445.88                | 7876.35                          | 6   | 38346,38535,38724,38345,38534,38723 | 6430.47  | 444.74   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1338.89                | 7409.96                          | 6   | 36638,36827,37016,36637,36826,37015 | 6071.07  | 453.44   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 1306.83                | 7283.04                          | 6   | 41174,41363,41552,41173,41362,41551 | 5976.21  | 457.31   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 1149.72                | 6538.68                          | 6   | 42875,43064,43253,42874,43063,43252 | 5388.96  | 468.72   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 949.86                 | 5894.56                          | 6   | 38339,38528,38717,38338,38527,38716 | 4944.7   | 520.57   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 905.07                 | 5414.92                          | 6   | 44002,44191,44380,44001,44190,44379 | 4509.85  | 498.29   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 898.87                 | 5334.19                          | 6   | 39466,39655,39844,39465,39654,39843 | 4435.32  | 493.43   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4151.12                | 8347.56                          | 6   | 50449,50624,50799,50448,50623,50798 | 4196.44  | 101.09   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4365.26                | 8515.48                          | 6   | 52542,52717,52892,52541,52716,52891 | 4150.22  | 95.07    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 4416.34                | 8474.78                          | 6   | 45717,45892,46067,45716,45891,46066 | 4058.44  | 91.9     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 870.71                 | 4908.61                          | 6   | 42301,42490,42679,42300,42489,42678 | 4037.9   | 463.75   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 834.91                 | 4770.59                          | 6   | 37765,37954,38143,37764,37953,38142 | 3935.68  | 471.39   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3884.87                | 7807.0                           | 6   | 47824,47999,48174,47823,47998,48173 | 3922.13  | 100.96   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 3713.61                | 7489.98                          | 6   | 48867,49042,49217,48866,49041,49216 | 3776.37  | 101.69   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3764.62                | 7512.61                          | 6   | 50442,50617,50792,50441,50616,50791 | 3747.99  | 99.56    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 788.73                 | 4528.01                          | 6   | 36631,36820,37009,36630,36819,37008 | 3739.28  | 474.09   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 784.06                 | 4402.06                          | 6   | 41167,41356,41545,41166,41355,41544 | 3618.0   | 461.44   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3791.91                | 7373.96                          | 6   | 52535,52710,52885,52534,52709,52884 | 3582.05  | 94.47    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 5053.3                 | 8630.28                          | 6   | 63518,63721,63924,63517,63720,63923 | 3576.98  | 70.79    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 3857.8                 | 7418.64                          | 6   | 45710,45885,46060,45709,45884,46059 | 3560.84  | 92.3     |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 3453.82                | 6983.8                           | 6   | 47817,47992,48167,47816,47991,48166 | 3529.98  | 102.21   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3070.51                | 6572.3                           | 6   | 66556,66759,66962,66555,66758,66961 | 3501.79  | 114.05   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 3186.29                | 6577.05                          | 6   | 65940,66143,66346,65939,66142,66345 | 3390.76  | 106.42   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 3172.29                | 6528.82                          | 6   | 62279,62482,62685,62278,62481,62684 | 3356.53  | 105.81   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 693.91                 | 4033.91                          | 6   | 42868,43057,43246,42867,43056,43245 | 3340.0   | 481.33   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4134.82                | 7402.02                          | 6   | 1820,2002,2184,1819,2001,2183       | 3267.2   | 79.02    |
