+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-munro-728899ba | cnt |                 qid                 |   diff    | pct_diff |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.96                    | 1938.28                | 6   | 180,362,544,182,364,546             | 871.32    | 81.66    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1935.52                | 6   | 7278,7460,7642,7280,7462,7644       | 869.1     | 81.5     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1161.5                     | 2029.23                | 6   | 46247,46422,46597,46249,46424,46599 | 867.73    | 74.71    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 2189.13                    | 3056.21                | 6   | 67163,67366,67569,67165,67368,67571 | 867.08    | 39.61    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 976.47                     | 1819.73                | 6   | 62893,63096,63299,62895,63098,63301 | 843.26    | 86.36    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.92                    | 1903.71                | 6   | 1272,1454,1636,1274,1456,1638       | 836.79    | 78.43    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1895.48                | 6   | 8370,8552,8734,8372,8554,8736       | 829.06    | 77.74    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1193.53                    | 2020.09                | 6   | 53072,53247,53422,53074,53249,53424 | 826.56    | 69.25    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 2368.28                    | 3183.98                | 6   | 50972,51147,51322,50974,51149,51324 | 815.7     | 34.44    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1153.5                     | 1968.45                | 6   | 45197,45372,45547,45199,45374,45549 | 814.95    | 70.65    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2100.83                    | 2907.97                | 6   | 5094,5276,5458,5096,5278,5460       | 807.14    | 38.42    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1920.81                    | 2717.82                | 6   | 67156,67359,67562,67158,67361,67564 | 797.01    | 41.49    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2223.87                    | 3012.27                | 6   | 3456,3638,3820,3458,3640,3822       | 788.4     | 35.45    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 565536     | 2213.35                    | 3001.57                | 6   | 47297,47472,47647,47299,47474,47649 | 788.22    | 35.61    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1027.82                    | 1796.98                | 6   | 46240,46415,46590,46242,46417,46592 | 769.16    | 74.83    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2378.13                    | 3145.96                | 6   | 6186,6368,6550,6188,6370,6552       | 767.83    | 32.29    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 2413.2                     | 3180.26                | 6   | 48347,48522,48697,48349,48524,48699 | 767.06    | 31.79    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 1787.95                    | 2550.03                | 6   | 64111,64314,64517,64113,64316,64519 | 762.08    | 42.62    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 975.19                     | 1730.53                | 6   | 69592,69795,69998,69594,69797,70000 | 755.34    | 77.46    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 945.45                     | 1691.36                | 6   | 1265,1447,1629,1267,1449,1631       | 745.91    | 78.89    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 833.4                      | 1576.45                | 6   | 70803,71006,71209,70805,71008,71211 | 743.05    | 89.16    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1191.95                    | 1926.09                | 6   | 52022,52197,52372,52024,52199,52374 | 734.14    | 61.59    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1131072    | 2164.63                    | 2897.83                | 6   | 2364,2546,2728,2366,2548,2730       | 733.2     | 33.87    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 1874.72                    | 2607.4                 | 6   | 2357,2539,2721,2359,2541,2723       | 732.68    | 39.08    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.5                      | 1680.84                | 6   | 173,355,537,175,357,539             | 731.34    | 77.02    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 2113.47                    | 2842.51                | 6   | 48340,48515,48690,48342,48517,48692 | 729.04    | 34.49    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 976.59                     | 1698.86                | 6   | 7271,7453,7635,7273,7455,7637       | 722.27    | 73.96    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1649.1                     | 2363.16                | 6   | 67149,67352,67555,67151,67354,67557 | 714.06    | 43.3     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 2132.93                    | 2846.46                | 6   | 50965,51140,51315,50967,51142,51317 | 713.53    | 33.45    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1006072    | 1890.8                     | 2602.79                | 6   | 5087,5269,5451,5089,5271,5453       | 711.99    | 37.66    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 991.31                     | 1699.57                | 6   | 8363,8545,8727,8365,8547,8729       | 708.26    | 71.45    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1024.84                    | 1731.77                | 6   | 52015,52190,52365,52017,52192,52367 | 706.93    | 68.98    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2087.0                     | 2783.97                | 6   | 6179,6361,6543,6181,6363,6545       | 696.97    | 33.4     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 896.62                     | 1575.62                | 6   | 53058,53233,53408,53060,53235,53410 | 679.0     | 75.73    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1656.63                    | 2330.93                | 6   | 70824,71027,71230,70826,71029,71232 | 674.3     | 40.7     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 834.13                     | 1499.72                | 6   | 8356,8538,8720,8358,8540,8722       | 665.59    | 79.79    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 905.37                     | 1569.05                | 6   | 46233,46408,46583,46235,46410,46585 | 663.68    | 73.3     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 902.7                      | 1564.57                | 6   | 52008,52183,52358,52010,52185,52360 | 661.87    | 73.32    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 858.81                     | 1518.25                | 6   | 166,348,530,168,350,532             | 659.44    | 76.79    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 832.75                     | 1491.55                | 6   | 7264,7446,7628,7266,7448,7630       | 658.8     | 79.11    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1640.85                    | 2299.53                | 6   | 5080,5262,5444,5082,5264,5446       | 658.68    | 40.14    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 830.14                     | 1487.87                | 6   | 1258,1440,1622,1260,1442,1624       | 657.73    | 79.23    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 1559.53                    | 2211.27                | 6   | 64104,64307,64510,64106,64309,64512 | 651.74    | 41.79    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2030.69                    | 2681.33                | 6   | 3449,3631,3813,3451,3633,3815       | 650.64    | 32.04    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 1646.26                    | 2294.08                | 6   | 2350,2532,2714,2352,2534,2716       | 647.82    | 39.35    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 861.12                     | 1499.99                | 6   | 69585,69788,69991,69587,69790,69993 | 638.87    | 74.19    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 1452.43                    | 2089.69                | 6   | 62900,63103,63306,62902,63105,63308 | 637.26    | 43.88    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 900.46                     | 1530.49                | 6   | 45183,45358,45533,45185,45360,45535 | 630.03    | 69.97    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 440536     | 1844.55                    | 2472.63                | 6   | 50958,51133,51308,50960,51135,51310 | 628.08    | 34.05    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1588.57                    | 2213.71                | 6   | 69606,69809,70012,69608,69811,70014 | 625.14    | 39.35    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 881072     | 1739.42                    | 2363.79                | 6   | 3442,3624,3806,3444,3626,3808       | 624.37    | 35.9     |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 2923.6                     | 3542.88                | 6   | 65343,65546,65749,65345,65548,65751 | 619.28    | 21.18    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1815.34                    | 2427.42                | 6   | 6172,6354,6536,6174,6356,6538       | 612.08    | 33.72    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 440536     | 1728.76                    | 2337.47                | 6   | 47283,47458,47633,47285,47460,47635 | 608.71    | 35.21    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1371.81                    | 1973.69                | 6   | 68360,68563,68766,68362,68565,68768 | 601.88    | 43.87    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 701.9                      | 1296.54                | 6   | 70796,70999,71202,70798,71001,71204 | 594.64    | 84.72    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 721.77                     | 1304.48                | 6   | 159,341,523,161,343,525             | 582.71    | 80.73    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 440536     | 1740.3                     | 2320.14                | 6   | 49908,50083,50258,49910,50085,50260 | 579.84    | 33.32    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 779.68                     | 1353.66                | 6   | 53051,53226,53401,53053,53228,53403 | 573.98    | 73.62    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 716.78                     | 1280.45                | 6   | 8349,8531,8713,8351,8533,8715       | 563.67    | 78.64    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 716.76                     | 1276.84                | 6   | 1251,1433,1615,1253,1435,1617       | 560.08    | 78.14    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 2200.53                    | 2754.13                | 6   | 68374,68577,68780,68376,68579,68782 | 553.6     | 25.16    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 708.55                     | 1261.12                | 6   | 7257,7439,7621,7259,7441,7623       | 552.57    | 77.99    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 1432.16                    | 1982.68                | 6   | 61682,61885,62088,61684,61887,62090 | 550.52    | 38.44    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 806.05                     | 1353.95                | 6   | 46226,46401,46576,46228,46403,46578 | 547.9     | 67.97    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 1279.12                    | 1824.44                | 6   | 64097,64300,64503,64099,64302,64505 | 545.32    | 42.63    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1294.95                    | 1838.0                 | 6   | 53065,53240,53415,53067,53242,53417 | 543.05    | 41.94    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 756072     | 1408.41                    | 1944.11                | 6   | 5073,5255,5437,5075,5257,5439       | 535.7     | 38.04    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 2202.76                    | 2733.13                | 6   | 65329,65532,65735,65331,65534,65737 | 530.37    | 24.08    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 772.08                     | 1301.79                | 6   | 45176,45351,45526,45178,45353,45528 | 529.71    | 68.61    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1507.46                    | 2030.81                | 6   | 3435,3617,3799,3437,3619,3801       | 523.35    | 34.72    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1565.13                    | 2087.83                | 6   | 6165,6347,6529,6167,6349,6531       | 522.7     | 33.4     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 726.25                     | 1242.97                | 6   | 69578,69781,69984,69580,69783,69986 | 516.72    | 71.15    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 1612.22                    | 2121.11                | 6   | 50951,51126,51301,50953,51128,51303 | 508.89    | 31.56    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 1309.31                    | 1813.7                 | 6   | 70810,71013,71216,70812,71015,71218 | 504.39    | 38.52    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 756072     | 1439.33                    | 1941.82                | 6   | 2343,2525,2707,2345,2527,2709       | 502.49    | 34.91    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 797.59                     | 1296.6                 | 6   | 52001,52176,52351,52003,52178,52353 | 499.01    | 62.56    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 602.05                     | 1092.8                 | 6   | 7250,7432,7614,7252,7434,7616       | 490.75    | 81.51    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 561.37                     | 1047.55                | 6   | 70789,70992,71195,70791,70994,71197 | 486.18    | 86.61    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 598.42                     | 1083.99                | 6   | 152,334,516,154,336,518             | 485.57    | 81.14    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 1099.08                    | 1579.55                | 6   | 65308,65511,65714,65310,65513,65716 | 480.47    | 43.72    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 6048576    | 1885.8                     | 2364.94                | 6   | 65322,65525,65728,65324,65527,65730 | 479.14    | 25.41    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 378036     | 1482.59                    | 1960.82                | 6   | 47276,47451,47626,47278,47453,47628 | 478.23    | 32.26    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4048576    | 1101.9                     | 1577.86                | 6   | 68353,68556,68759,68355,68558,68761 | 475.96    | 43.19    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 650.47                     | 1124.88                | 6   | 53044,53219,53394,53046,53221,53396 | 474.41    | 72.93    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 2436.35                    | 2908.87                | 6   | 64118,64321,64524,64120,64323,64526 | 472.52    | 19.39    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 378036     | 1505.35                    | 1973.7                 | 6   | 49901,50076,50251,49903,50078,50253 | 468.35    | 31.11    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 503036     | 2198.94                    | 2666.99                | 6   | 47290,47465,47640,47292,47467,47642 | 468.05    | 21.29    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 601.59                     | 1068.93                | 6   | 1244,1426,1608,1246,1428,1610       | 467.34    | 77.68    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 315536     | 1326.44                    | 1782.06                | 6   | 48319,48494,48669,48321,48496,48671 | 455.62    | 34.35    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1304.53                    | 1759.45                | 6   | 6158,6340,6522,6160,6342,6524       | 454.92    | 34.87    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 646.93                     | 1092.47                | 6   | 45169,45344,45519,45171,45346,45521 | 445.54    | 68.87    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 315536     | 1238.36                    | 1683.38                | 6   | 49894,50069,50244,49896,50071,50246 | 445.02    | 35.94    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 1274.14                    | 1719.08                | 6   | 61675,61878,62081,61677,61880,62083 | 444.94    | 34.92    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 1324.63                    | 1769.06                | 6   | 50944,51119,51294,50946,51121,51296 | 444.43    | 33.55    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 646.85                     | 1090.26                | 6   | 51994,52169,52344,51996,52171,52346 | 443.41    | 68.55    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1923.81                    | 2356.81                | 6   | 68367,68570,68773,68369,68572,68775 | 433.0     | 22.51    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 315536     | 1261.77                    | 1694.52                | 6   | 47269,47444,47619,47271,47446,47621 | 432.75    | 34.3     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 631072     | 1199.02                    | 1631.65                | 6   | 5066,5248,5430,5068,5250,5432       | 432.63    | 36.08    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 565536     | 2519.74                    | 2945.56                | 6   | 49922,50097,50272,49924,50099,50274 | 425.82    | 16.9     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1309.64                    | 1724.08                | 6   | 45190,45365,45540,45192,45367,45542 | 414.44    | 31.65    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 2061.8                     | 2471.76                | 6   | 48333,48508,48683,48335,48510,48685 | 409.96    | 19.88    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4048576    | 1123.87                    | 1527.92                | 6   | 67135,67338,67541,67137,67340,67543 | 404.05    | 35.95    |
