+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 0.89                       | 1.15                             | 6   | 25135,25338,25541,25136,25339,25542 | 29.21    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.21                       | 0.27                             | 6   | 20795,20998,21201,20796,20999,21202 | 28.57    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 0.84                       | 1.08                             | 4   | 38806,38995,38807,38996             | 28.57    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 2.53                       | 3.25                             | 6   | 1167,1349,1531,1168,1350,1532       | 28.46    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.53                       | 1.96                             | 6   | 3323,3505,3687,3324,3506,3688       | 28.1     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 4.64                       | 5.93                             | 6   | 37126,37315,37504,37127,37316,37505 | 27.8     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 2.53                       | 3.23                             | 6   | 5521,5703,5885,5522,5704,5886       | 27.67    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 2.73                       | 3.48                             | 6   | 8265,8447,8629,8266,8448,8630       | 27.47    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 4.06                       | 5.16                             | 6   | 12472,12647,12822,12473,12648,12823 | 27.09    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1354.38                          | 6   | 8370,8552,8734,8371,8553,8735       | 27.0     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 0.26                       | 0.33                             | 6   | 17778,17981,18184,17779,17982,18185 | 26.92    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 832.75                     | 1056.78                          | 6   | 7264,7446,7628,7265,7447,7629       | 26.9     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.92                    | 1353.88                          | 6   | 1272,1454,1636,1273,1455,1637       | 26.9     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 10.09                      | 12.79                            | 6   | 1188,1370,1552,1189,1371,1553       | 26.76    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 245.61                     | 311.27                           | 6   | 1223,1405,1587,1224,1406,1588       | 26.73    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 945.45                     | 1198.19                          | 6   | 1265,1447,1629,1266,1448,1630       | 26.73    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 0.3                        | 0.38                             | 6   | 26304,26507,26710,26305,26508,26711 | 26.67    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.3                        | 0.38                             | 6   | 34830,35019,35208,34831,35020,35209 | 26.67    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.9                        | 3.67                             | 6   | 28635,28824,29013,28636,28825,29014 | 26.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 128.17                     | 162.08                           | 6   | 7222,7404,7586,7223,7405,7587       | 26.46    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 830.14                     | 1049.33                          | 6   | 1258,1440,1622,1259,1441,1623       | 26.4     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.5                      | 1199.9                           | 6   | 173,355,537,174,356,538             | 26.37    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 0.23                       | 0.29                             | 6   | 25072,25275,25478,25073,25276,25479 | 26.09    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 602.05                     | 758.37                           | 6   | 7250,7432,7614,7251,7433,7615       | 25.96    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 0.27                       | 0.34                             | 6   | 23875,24078,24281,23876,24079,24282 | 25.93    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 6.18                       | 7.78                             | 6   | 1181,1363,1545,1182,1364,1546       | 25.89    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 601.59                     | 757.05                           | 6   | 1244,1426,1608,1245,1427,1609       | 25.84    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 834.13                     | 1046.66                          | 6   | 8356,8538,8720,8357,8539,8721       | 25.48    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.64                       | 3.31                             | 6   | 12458,12633,12808,12459,12634,12809 | 25.38    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 4.26                       | 5.34                             | 6   | 13515,13690,13865,13516,13691,13866 | 25.35    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 0.24                       | 0.3                              | 6   | 20207,20410,20613,20208,20411,20614 | 25.0     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 0.24                       | 0.3                              | 6   | 23854,24057,24260,23855,24058,24261 | 25.0     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 0.28                       | 0.35                             | 6   | 17176,17379,17582,17177,17380,17583 | 25.0     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 4.14                       | 5.17                             | 6   | 34312,34501,34690,34313,34502,34691 | 24.88    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 517.03                     | 645.43                           | 6   | 37742,37931,38120,37743,37932,38121 | 24.83    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.81                       | 1.01                             | 6   | 7656,7838,8020,7657,7839,8021       | 24.69    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 4.39                       | 5.47                             | 6   | 25163,25366,25569,25164,25367,25570 | 24.6     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 18.88                      | 23.52                            | 6   | 1195,1377,1559,1196,1378,1560       | 24.58    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 0.33                       | 0.41                             | 6   | 17799,18002,18205,17800,18003,18206 | 24.24    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 10.54                      | 13.09                            | 6   | 37707,37896,38085,37708,37897,38086 | 24.19    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 2.28                       | 2.83                             | 6   | 9826,10001,10176,9827,10002,10177   | 24.12    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 2.84                       | 3.52                             | 6   | 37686,37875,38064,37687,37876,38065 | 23.94    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 2.14                       | 2.65                             | 6   | 9294,9469,9644,9295,9470,9645       | 23.83    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 0.21                       | 0.26                             | 6   | 19577,19780,19983,19578,19781,19984 | 23.81    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1815.34                    | 2239.04                          | 6   | 6172,6354,6536,6173,6355,6537       | 23.34    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 5.06                       | 6.24                             | 6   | 33185,33374,33563,33186,33375,33564 | 23.32    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 506072     | 966.73                     | 1190.3                           | 6   | 5059,5241,5423,5060,5242,5424       | 23.13    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.26                       | 0.32                             | 6   | 34823,35012,35201,34824,35013,35202 | 23.08    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 149.04                     | 181.61                           | 6   | 7754,7936,8118,7755,7937,8119       | 21.85    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 0.23                       | 0.28                             | 6   | 20802,21005,21208,20803,21006,21209 | 21.74    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 0.23                       | 0.28                             | 6   | 25688,25891,26094,25689,25892,26095 | 21.74    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 0.42                       | 0.51                             | 6   | 35404,35593,35782,35405,35594,35783 | 21.43    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.46                       | 6.62                             | 6   | 30350,30539,30728,30351,30540,30729 | 21.25    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 7.39                       | 8.96                             | 6   | 25170,25373,25576,25171,25374,25577 | 21.24    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 3.06                       | 3.71                             | 6   | 13508,13683,13858,13509,13684,13859 | 21.24    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 4.52                       | 5.48                             | 6   | 17246,17449,17652,17247,17450,17653 | 21.24    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 1.46                       | 1.77                             | 6   | 7691,7873,8055,7692,7874,8056       | 21.23    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.18                       | 1.43                             | 6   | 7677,7859,8041,7678,7860,8042       | 21.19    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.14                       | 1.38                             | 6   | 11387,11562,11737,11388,11563,11738 | 21.05    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 756.11                     | 913.05                           | 6   | 8342,8524,8706,8343,8525,8707       | 20.76    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 0.29                       | 0.35                             | 6   | 21439,21642,21845,21440,21643,21846 | 20.69    |
