+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5654.82          | 16926.13                   | 6   | 39503,39692,39881,39506,39695,39884 | 11271.31 | 199.32   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 6704.43          | 17902.92                   | 6   | 39510,39699,39888,39513,39702,39891 | 11198.49 | 167.03   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 9633.79          | 20673.27                   | 6   | 42373,42562,42751,42376,42565,42754 | 11039.48 | 114.59   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2012144    | 9050.29          | 20054.62                   | 6   | 42366,42555,42744,42369,42558,42747 | 11004.33 | 121.59   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4606.71          | 15537.07                   | 6   | 39496,39685,39874,39499,39688,39877 | 10930.36 | 237.27   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7628.31          | 18551.62                   | 6   | 42352,42541,42730,42355,42544,42733 | 10923.31 | 143.19   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1762144    | 8383.29          | 19247.58                   | 6   | 42359,42548,42737,42362,42551,42740 | 10864.29 | 129.59   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6706.21          | 17552.63                   | 6   | 42345,42534,42723,42348,42537,42726 | 10846.42 | 161.74   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 7844.75          | 18640.16                   | 6   | 37823,38012,38201,37826,38015,38204 | 10795.41 | 137.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 6935.01          | 17672.5                    | 6   | 37816,38005,38194,37819,38008,38197 | 10737.49 | 154.83   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 8817.84          | 19478.87                   | 6   | 37830,38019,38208,37833,38022,38211 | 10661.03 | 120.9    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7597.95          | 18255.5                    | 6   | 36689,36878,37067,36692,36881,37070 | 10657.55 | 140.27   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3846.57          | 14490.3                    | 6   | 44025,44214,44403,44028,44217,44406 | 10643.73 | 276.71   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5608.07          | 16241.34                   | 6   | 42338,42527,42716,42341,42530,42719 | 10633.27 | 189.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 9637.58          | 20248.17                   | 6   | 37837,38026,38215,37840,38029,38218 | 10610.59 | 110.1    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 4545.45          | 15075.02                   | 6   | 42331,42520,42709,42334,42523,42712 | 10529.57 | 231.65   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 3793.15          | 14296.08                   | 6   | 39489,39678,39867,39492,39681,39870 | 10502.93 | 276.89   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 6038.63          | 16490.78                   | 6   | 37809,37998,38187,37812,38001,38190 | 10452.15 | 173.09   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 6607.76          | 17047.08                   | 6   | 36682,36871,37060,36685,36874,37063 | 10439.32 | 157.99   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 9488.92          | 19857.05                   | 6   | 36703,36892,37081,36706,36895,37084 | 10368.13 | 109.27   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 8594.58          | 18936.33                   | 6   | 36696,36885,37074,36699,36888,37077 | 10341.75 | 120.33   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5156.64          | 15427.35                   | 6   | 37802,37991,38180,37805,37994,38183 | 10270.71 | 199.17   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5725.52          | 15951.49                   | 6   | 36675,36864,37053,36678,36867,37056 | 10225.97 | 178.6    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 262144     | 2911.93          | 13032.52                   | 6   | 44018,44207,44396,44021,44210,44399 | 10120.59 | 347.56   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4899.73          | 14900.13                   | 6   | 36668,36857,37046,36671,36860,37049 | 10000.4  | 204.1    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4386.85          | 14361.59                   | 6   | 37795,37984,38173,37798,37987,38176 | 9974.74  | 227.38   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3725.5           | 13669.92                   | 6   | 42324,42513,42702,42327,42516,42705 | 9944.42  | 266.93   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4145.37          | 13974.82                   | 6   | 36661,36850,37039,36664,36853,37042 | 9829.45  | 237.12   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2924.22          | 12655.33                   | 6   | 39482,39671,39860,39485,39674,39863 | 9731.11  | 332.78   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 8889.04          | 18608.91                   | 6   | 41239,41428,41617,41242,41431,41620 | 9719.87  | 109.35   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6926.45          | 16629.69                   | 6   | 41218,41407,41596,41221,41410,41599 | 9703.24  | 140.09   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 8315.1           | 17988.6                    | 6   | 41232,41421,41610,41235,41424,41613 | 9673.5   | 116.34   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 7675.72          | 17331.04                   | 6   | 41225,41414,41603,41228,41417,41606 | 9655.32  | 125.79   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 2292.27          | 11913.37                   | 6   | 44011,44200,44389,44014,44203,44392 | 9621.1   | 419.72   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6056.72          | 15623.27                   | 6   | 41211,41400,41589,41214,41403,41592 | 9566.55  | 157.95   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3641.26          | 13069.25                   | 6   | 37788,37977,38166,37791,37980,38169 | 9427.99  | 258.92   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4971.7           | 14368.82                   | 6   | 41204,41393,41582,41207,41396,41585 | 9397.12  | 189.01   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 2268.65          | 11641.35                   | 6   | 39475,39664,39853,39478,39667,39856 | 9372.7   | 413.14   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3993.57          | 13331.73                   | 6   | 41197,41386,41575,41200,41389,41578 | 9338.16  | 233.83   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5305.7           | 14577.66                   | 6   | 42912,43101,43290,42915,43104,43293 | 9271.96  | 174.75   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 6185.25          | 15453.36                   | 6   | 42919,43108,43297,42922,43111,43300 | 9268.11  | 149.84   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2834.9           | 12098.63                   | 6   | 42317,42506,42695,42320,42509,42698 | 9263.73  | 326.77   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3385.72          | 12621.2                    | 6   | 36654,36843,37032,36657,36846,37035 | 9235.48  | 272.78   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 7085.21          | 16270.33                   | 6   | 42926,43115,43304,42929,43118,43307 | 9185.12  | 129.64   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 8059.76          | 17154.89                   | 6   | 42933,43122,43311,42936,43125,43314 | 9095.13  | 112.85   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4355.09          | 13353.36                   | 6   | 42905,43094,43283,42908,43097,43286 | 8998.27  | 206.62   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3245.89          | 12122.85                   | 6   | 41190,41379,41568,41193,41382,41571 | 8876.96  | 273.48   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2715.83          | 11572.86                   | 6   | 37781,37970,38159,37784,37973,38162 | 8857.03  | 326.13   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 8985.54          | 17781.15                   | 6   | 42940,43129,43318,42943,43132,43321 | 8795.61  | 97.89    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 2198.75          | 10843.78                   | 6   | 42310,42499,42688,42313,42502,42691 | 8645.03  | 393.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2143.11          | 10619.02                   | 6   | 37774,37963,38152,37777,37966,38155 | 8475.91  | 395.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2479.05          | 10950.43                   | 6   | 36647,36836,37025,36650,36839,37028 | 8471.38  | 341.72   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3647.06          | 12092.66                   | 6   | 42898,43087,43276,42901,43090,43279 | 8445.6   | 231.57   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2471.21          | 10677.4                    | 6   | 41183,41372,41561,41186,41375,41564 | 8206.19  | 332.07   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 7843.11          | 16015.65                   | 6   | 38404,38593,38782,38407,38596,38785 | 8172.54  | 104.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 7292.31          | 15433.94                   | 6   | 38397,38586,38775,38400,38589,38778 | 8141.63  | 111.65   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6643.87          | 14783.24                   | 6   | 38390,38579,38768,38393,38582,38771 | 8139.37  | 122.51   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1967.31          | 10090.28                   | 6   | 36640,36829,37018,36643,36832,37021 | 8122.97  | 412.9    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5945.29          | 13903.2                    | 6   | 38383,38572,38761,38386,38575,38764 | 7957.91  | 133.85   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2947.15          | 10839.77                   | 6   | 42891,43080,43269,42894,43083,43272 | 7892.62  | 267.81   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 5144.3           | 12988.72                   | 6   | 38376,38565,38754,38379,38568,38757 | 7844.42  | 152.49   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 1934.47          | 9753.12                    | 6   | 41176,41365,41554,41179,41368,41557 | 7818.65  | 404.18   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4271.23          | 12079.2                    | 6   | 38369,38558,38747,38372,38561,38750 | 7807.97  | 182.8    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3369.39          | 11030.61                   | 6   | 38362,38551,38740,38365,38554,38743 | 7661.22  | 227.38   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2175.64          | 9705.98                    | 6   | 42884,43073,43262,42887,43076,43265 | 7530.34  | 346.12   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 1525.31          | 8824.75                    | 6   | 44004,44193,44382,44007,44196,44385 | 7299.44  | 478.55   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2654.45          | 9945.54                    | 6   | 38355,38544,38733,38358,38547,38736 | 7291.09  | 274.67   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 1517.17          | 8775.23                    | 6   | 39468,39657,39846,39471,39660,39849 | 7258.06  | 478.39   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 1708.78          | 8652.03                    | 6   | 42877,43066,43255,42880,43069,43258 | 6943.25  | 406.33   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1926.1           | 8740.5                     | 6   | 38348,38537,38726,38351,38540,38729 | 6814.4   | 353.79   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 1464.01          | 8262.58                    | 6   | 42303,42492,42681,42306,42495,42684 | 6798.57  | 464.38   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1433.0           | 7954.5                     | 6   | 37767,37956,38145,37770,37959,38148 | 6521.5   | 455.09   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1448.71          | 7903.06                    | 6   | 38341,38530,38719,38344,38533,38722 | 6454.35  | 445.52   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 1306.97          | 7437.86                    | 6   | 41169,41358,41547,41172,41361,41550 | 6130.89  | 469.09   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1338.98          | 7376.09                    | 6   | 36633,36822,37011,36636,36825,37014 | 6037.11  | 450.87   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 1147.88          | 6606.76                    | 6   | 42870,43059,43248,42873,43062,43251 | 5458.88  | 475.56   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 949.75           | 5911.51                    | 6   | 38334,38523,38712,38337,38526,38715 | 4961.76  | 522.43   |
| 26  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 5010.63          | 9770.8                     | 6   | 57108,57276,57444,57111,57279,57447 | 4760.17  | 95.0     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 896.33           | 5344.15                    | 6   | 43997,44186,44375,44000,44189,44378 | 4447.82  | 496.23   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 899.95           | 5312.56                    | 6   | 39461,39650,39839,39464,39653,39842 | 4412.61  | 490.32   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 860.33           | 4916.4                     | 6   | 42296,42485,42674,42299,42488,42677 | 4056.07  | 471.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 840.68           | 4769.3                     | 6   | 37760,37949,38138,37763,37952,38141 | 3928.62  | 467.31   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 783.18           | 4518.77                    | 6   | 41162,41351,41540,41165,41354,41543 | 3735.59  | 476.98   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 792.78           | 4508.27                    | 6   | 36626,36815,37004,36629,36818,37007 | 3715.49  | 468.67   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 693.46           | 4021.27                    | 6   | 42863,43052,43241,42866,43055,43244 | 3327.81  | 479.88   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 563.01           | 3545.0                     | 6   | 38327,38516,38705,38330,38519,38708 | 2981.99  | 529.65   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 503.71           | 2967.86                    | 6   | 43990,44179,44368,43993,44182,44371 | 2464.15  | 489.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 499.64           | 2925.21                    | 6   | 39454,39643,39832,39457,39646,39835 | 2425.57  | 485.46   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 481.34           | 2753.42                    | 6   | 42289,42478,42667,42292,42481,42670 | 2272.08  | 472.03   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 4694.92          | 6855.71                    | 6   | 68987,69190,69393,68990,69193,69396 | 2160.79  | 46.02    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 467.37           | 2599.58                    | 6   | 37753,37942,38131,37756,37945,38134 | 2132.21  | 456.21   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 436.89           | 2426.08                    | 6   | 41155,41344,41533,41158,41347,41536 | 1989.19  | 455.31   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 446.98           | 2354.04                    | 6   | 36619,36808,36997,36622,36811,37000 | 1907.06  | 426.65   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 388.59           | 2134.14                    | 6   | 42856,43045,43234,42859,43048,43237 | 1745.55  | 449.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 321.0            | 1986.78                    | 6   | 38320,38509,38698,38323,38512,38701 | 1665.78  | 518.93   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 3115.72          | 4707.01                    | 6   | 65921,66124,66327,65924,66127,66330 | 1591.29  | 51.07    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 7728.65          | 9149.98                    | 6   | 63506,63709,63912,63509,63712,63915 | 1421.33  | 18.39    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 7377.11          | 8759.32                    | 6   | 70212,70415,70618,70215,70418,70621 | 1382.21  | 18.74    |
