+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-munro-728899ba | cnt |                 qid                 |   diff   | pct_diff |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1628.35                            | 1903.71                | 6   | 1271,1453,1635,1274,1456,1638       | 275.36   | 16.91    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 2339.93                            | 2607.4                 | 6   | 2356,2538,2720,2359,2541,2723       | 267.47   | 11.43    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1629.23                            | 1895.48                | 6   | 8369,8551,8733,8372,8554,8736       | 266.25   | 16.34    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 3286.25                            | 3551.85                | 6   | 20381,20584,20787,20384,20587,20790 | 265.6    | 8.08     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2746.7                             | 3012.27                | 6   | 3455,3637,3819,3458,3640,3822       | 265.57   | 9.67     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1447.15                            | 1699.57                | 6   | 8362,8544,8726,8365,8547,8729       | 252.42   | 17.44    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1447.91                            | 1691.36                | 6   | 1264,1446,1628,1267,1449,1631       | 243.45   | 16.81    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 2053.18                            | 2294.08                | 6   | 2349,2531,2713,2352,2534,2716       | 240.9    | 11.73    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 2060.71                            | 2299.53                | 6   | 5079,5261,5443,5082,5264,5446       | 238.82   | 11.59    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 1456.42                            | 1680.84                | 6   | 172,354,536,175,357,539             | 224.42   | 15.41    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 1280.55                            | 1499.72                | 6   | 8355,8537,8719,8358,8540,8722       | 219.17   | 17.12    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2464.58                            | 2681.33                | 6   | 3448,3630,3812,3451,3633,3815       | 216.75   | 8.79     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 1309.93                            | 1518.25                | 6   | 165,347,529,168,350,532             | 208.32   | 15.9     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 1204.64                            | 1412.61                | 6   | 20339,20542,20745,20342,20545,20748 | 207.97   | 17.26    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 1290.61                            | 1491.55                | 6   | 7263,7445,7627,7266,7448,7630       | 200.94   | 15.57    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 1081.99                            | 1280.45                | 6   | 8348,8530,8712,8351,8533,8715       | 198.46   | 18.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 460.8                              | 657.76                 | 6   | 137,319,501,140,322,504             | 196.96   | 42.74    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 3908.8                             | 4104.43                | 6   | 19156,19359,19562,19159,19362,19565 | 195.63   | 5.0      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 2232.22                            | 2427.42                | 6   | 6171,6353,6535,6174,6356,6538       | 195.2    | 8.74     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1564.83                            | 1759.45                | 6   | 6157,6339,6521,6160,6342,6524       | 194.62   | 12.44    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3208.23                            | 3394.34                | 6   | 25848,26051,26254,25851,26054,26257 | 186.11   | 5.8      |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 381072     | 816.06                             | 997.92                 | 6   | 2321,2503,2685,2324,2506,2688       | 181.86   | 22.29    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8048576    | 4038.45                            | 4217.69                | 6   | 25855,26058,26261,25858,26061,26264 | 179.24   | 4.44     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1912.17                            | 2087.83                | 6   | 6164,6346,6528,6167,6349,6531       | 175.66   | 9.19     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 256072     | 518.27                             | 693.1                  | 6   | 3406,3588,3770,3409,3591,3773       | 174.83   | 33.73    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 756072     | 1776.41                            | 1944.11                | 6   | 5072,5254,5436,5075,5257,5439       | 167.7    | 9.44     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 631072     | 1472.65                            | 1631.65                | 6   | 5065,5247,5429,5068,5250,5432       | 159.0    | 10.8     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 728.86                             | 883.14                 | 6   | 7242,7424,7606,7245,7427,7609       | 154.28   | 21.17    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3442.98                            | 3587.36                | 6   | 24637,24840,25043,24640,24843,25046 | 144.38   | 4.19     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 2947.91                            | 3088.74                | 6   | 22208,22411,22614,22211,22414,22617 | 140.83   | 4.78     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 730.73                             | 870.35                 | 6   | 1236,1418,1600,1239,1421,1603       | 139.62   | 19.11    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 506072     | 1182.84                            | 1321.13                | 6   | 2328,2510,2692,2331,2513,2695       | 138.29   | 11.69    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1131072    | 2760.79                            | 2897.83                | 6   | 2363,2545,2727,2366,2548,2730       | 137.04   | 4.96     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 2069.64                            | 2205.74                | 6   | 22187,22390,22593,22190,22393,22596 | 136.1    | 6.58     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1947.64                            | 2079.28                | 6   | 22817,23020,23223,22820,23023,23226 | 131.64   | 6.76     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 506072     | 1181.51                            | 1311.97                | 6   | 5058,5240,5422,5061,5243,5425       | 130.46   | 11.04    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 506072     | 1247.86                            | 1369.45                | 6   | 3420,3602,3784,3423,3605,3787       | 121.59   | 9.74     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 506072     | 1261.58                            | 1378.21                | 6   | 6150,6332,6514,6153,6335,6517       | 116.63   | 9.24     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 256072     | 599.97                             | 708.34                 | 6   | 5044,5226,5408,5047,5229,5411       | 108.37   | 18.06    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3496.85                            | 3601.84                | 6   | 19149,19352,19555,19152,19355,19558 | 104.99   | 3.0      |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 2235.69                            | 2337.18                | 6   | 21578,21781,21984,21581,21784,21987 | 101.49   | 4.54     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 548.89                             | 649.38                 | 6   | 8327,8509,8691,8330,8512,8694       | 100.49   | 18.31    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 137.52                             | 237.22                 | 6   | 17875,18078,18281,17878,18081,18284 | 99.7     | 72.5     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 164.81                             | 261.05                 | 6   | 123,305,487,126,308,490             | 96.24    | 58.39    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1048576    | 481.62                             | 577.13                 | 6   | 25806,26009,26212,25809,26012,26215 | 95.51    | 19.83    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 381072     | 890.87                             | 986.36                 | 6   | 5051,5233,5415,5054,5236,5418       | 95.49    | 10.72    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 381072     | 945.55                             | 1039.56                | 6   | 6143,6325,6507,6146,6328,6510       | 94.01    | 9.94     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 393.51                             | 480.67                 | 6   | 23370,23573,23776,23373,23576,23779 | 87.16    | 22.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256072     | 383.64                             | 468.74                 | 6   | 7228,7410,7592,7231,7413,7595       | 85.1     | 22.18    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 381072     | 951.0                              | 1029.49                | 6   | 3413,3595,3777,3416,3598,3780       | 78.49    | 8.25     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 2967.55                            | 3045.61                | 6   | 17924,18127,18330,17927,18130,18333 | 78.06    | 2.63     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 393.88                             | 470.74                 | 6   | 25218,25421,25624,25221,25424,25627 | 76.86    | 19.51    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 369.08                             | 445.04                 | 6   | 130,312,494,133,315,497             | 75.96    | 20.58    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2471.73                            | 2543.8                 | 6   | 36649,36838,37027,36652,36841,37030 | 72.07    | 2.92     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 256072     | 599.68                             | 666.18                 | 6   | 2314,2496,2678,2317,2499,2681       | 66.5     | 11.09    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 376.18                             | 439.21                 | 6   | 8320,8502,8684,8323,8505,8687       | 63.03    | 16.76    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1098.91                            | 1154.82                | 6   | 22789,22992,23195,22792,22995,23198 | 55.91    | 5.09     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256072     | 643.05                             | 698.88                 | 6   | 6136,6318,6500,6139,6321,6503       | 55.83    | 8.68     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1881.27                            | 1935.52                | 6   | 7277,7459,7641,7280,7462,7644       | 54.25    | 2.88     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 262144     | 87.67                              | 140.63                 | 6   | 22138,22341,22544,22141,22344,22547 | 52.96    | 60.41    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 175.43                             | 228.25                 | 6   | 22145,22348,22551,22148,22351,22554 | 52.82    | 30.11    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1039.21                            | 1090.55                | 6   | 22166,22369,22572,22169,22372,22575 | 51.34    | 4.94     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 6018.26                            | 6069.06                | 6   | 36138,36327,36516,36141,36330,36519 | 50.8     | 0.84     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 524288     | 240.8                              | 288.34                 | 6   | 25799,26002,26205,25802,26005,26208 | 47.54    | 19.74    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 1867.36                            | 1914.65                | 6   | 19772,19975,20178,19775,19978,20181 | 47.29    | 2.53     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 487.53                             | 534.51                 | 6   | 25225,25428,25631,25228,25431,25634 | 46.98    | 9.64     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 524288     | 247.08                             | 291.97                 | 6   | 21536,21739,21942,21539,21742,21945 | 44.89    | 18.17    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2000.13                            | 2044.48                | 6   | 16223,16398,16573,16226,16401,16576 | 44.35    | 2.22     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 101.5                              | 145.73                 | 6   | 21529,21732,21935,21532,21735,21938 | 44.23    | 43.58    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 1980.28                            | 2024.22                | 6   | 31035,31224,31413,31038,31227,31416 | 43.94    | 2.22     |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 2708.96                            | 2752.33                | 6   | 32169,32358,32547,32172,32361,32550 | 43.37    | 1.6      |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 6362.57                            | 6405.54                | 2   | 38973,38976                         | 42.97    | 0.68     |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 2157.33                            | 2200.11                | 6   | 33856,34045,34234,33859,34048,34237 | 42.78    | 1.98     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 198.09                             | 240.46                 | 6   | 17287,17490,17693,17290,17493,17696 | 42.37    | 21.39    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6217.61                            | 6259.49                | 6   | 38392,38581,38770,38395,38584,38773 | 41.88    | 0.67     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 742.58                             | 784.46                 | 6   | 17329,17532,17735,17332,17535,17738 | 41.88    | 5.64     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 303.44                             | 345.19                 | 6   | 5037,5219,5401,5040,5222,5404       | 41.75    | 13.76    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1465.74                            | 1506.82                | 6   | 22173,22376,22579,22176,22379,22582 | 41.08    | 2.8      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 1264.1                             | 1304.48                | 6   | 158,340,522,161,343,525             | 40.38    | 3.19     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 8498.81                            | 8539.13                | 6   | 36705,36894,37083,36708,36897,37086 | 40.32    | 0.47     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3048576    | 1134.8                             | 1174.48                | 6   | 23384,23587,23790,23387,23590,23793 | 39.68    | 3.5      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 633.34                             | 672.75                 | 6   | 25239,25442,25645,25242,25445,25648 | 39.41    | 6.22     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5595.68                            | 5632.88                | 6   | 37258,37447,37636,37261,37450,37639 | 37.2     | 0.66     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6641.19                            | 6677.73                | 6   | 37272,37461,37650,37275,37464,37653 | 36.54    | 0.55     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 4681.29                            | 4716.76                | 2   | 38952,38955                         | 35.47    | 0.76     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 189.65                             | 224.68                 | 6   | 7221,7403,7585,7224,7406,7588       | 35.03    | 18.47    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 550.92                             | 584.55                 | 6   | 17315,17518,17721,17318,17521,17724 | 33.63    | 6.1      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 829.58                             | 862.94                 | 6   | 26471,26674,26877,26474,26677,26880 | 33.36    | 4.02     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 81.66                              | 114.92                 | 6   | 1208,1390,1572,1211,1393,1575       | 33.26    | 40.73    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 141.8                              | 174.26                 | 6   | 2300,2482,2664,2303,2485,2667       | 32.46    | 22.89    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2805.86                            | 2837.82                | 6   | 34997,35186,35375,35000,35189,35378 | 31.96    | 1.14     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 191.82                             | 223.69                 | 6   | 8313,8495,8677,8316,8498,8680       | 31.87    | 16.61    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 109.33                             | 140.27                 | 6   | 7214,7396,7578,7217,7399,7581       | 30.94    | 28.3     |
