+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 2.15                               | 3.32                   | 6   | 15600,15775,15950,15603,15778,15953 | 54.42    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 1.51                               | 2.33                   | 6   | 15593,15768,15943,15596,15771,15946 | 54.3     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 45.46                              | 70.03                  | 6   | 109,291,473,112,294,476             | 54.05    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 0.26                               | 0.4                    | 6   | 21438,21641,21844,21441,21644,21847 | 53.85    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 0.94                               | 1.44                   | 6   | 2748,2930,3112,2751,2933,3115       | 53.19    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 12.22                              | 18.16                  | 6   | 64635,64838,65041,64638,64841,65044 | 48.61    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.17                               | 3.21                   | 6   | 52420,52595,52770,52423,52598,52773 | 47.93    |
| 36  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.05                               | 1.55                   | 6   | 78621,78796,78971,78624,78799,78974 | 47.62    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 1421.04                            | 2089.69                | 6   | 62899,63102,63305,62902,63105,63308 | 47.05    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 2.74                               | 4.02                   | 6   | 29201,29390,29579,29204,29393,29582 | 46.72    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 66.07                              | 96.3                   | 6   | 5023,5205,5387,5026,5208,5390       | 45.75    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 752.79                             | 1092.8                 | 6   | 7249,7431,7613,7252,7434,7616       | 45.17    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 14.15                              | 20.47                  | 6   | 39414,39603,39792,39417,39606,39795 | 44.66    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 15.37                              | 22.21                  | 6   | 2818,3000,3182,2821,3003,3185       | 44.5     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 3.36                               | 4.85                   | 6   | 30902,31091,31280,30905,31094,31283 | 44.35    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 3.88                               | 5.6                    | 6   | 39393,39582,39771,39396,39585,39774 | 44.33    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 1078.64                            | 1555.01                | 6   | 62885,63088,63291,62888,63091,63294 | 44.16    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 0.84                               | 1.21                   | 6   | 73364,73539,73714,73367,73542,73717 | 44.05    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 0.25                               | 0.36                   | 6   | 82604,82800,82996,82607,82803,82999 | 44.0     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 101.5                              | 145.73                 | 6   | 21529,21732,21935,21532,21735,21938 | 43.58    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 755.49                             | 1083.99                | 6   | 151,333,515,154,336,518             | 43.48    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 26.31                              | 37.75                  | 6   | 23342,23545,23748,23345,23548,23751 | 43.48    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 1.61                               | 2.31                   | 6   | 6059,6241,6423,6062,6244,6426       | 43.48    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 1.96                               | 2.81                   | 6   | 27493,27682,27871,27496,27685,27874 | 43.37    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 460.8                              | 657.76                 | 6   | 137,319,501,140,322,504             | 42.74    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 0.96                               | 1.37                   | 6   | 75471,75646,75821,75474,75649,75824 | 42.71    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 1192.25                            | 1698.86                | 6   | 7270,7452,7634,7273,7455,7637       | 42.49    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 5.18                               | 7.35                   | 6   | 43929,44118,44307,43932,44121,44310 | 41.89    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 0.24                               | 0.34                   | 6   | 21424,21627,21830,21427,21630,21833 | 41.67    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 1051.73                            | 1487.87                | 6   | 1257,1439,1621,1260,1442,1624       | 41.47    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 3048576    | 830.33                             | 1174.46                | 6   | 67127,67330,67533,67130,67333,67536 | 41.44    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 0.99                               | 1.4                    | 6   | 72314,72489,72664,72317,72492,72667 | 41.41    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 2.5                                | 3.53                   | 6   | 11407,11582,11757,11410,11585,11760 | 41.2     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 3.33                               | 4.7                    | 6   | 28067,28256,28445,28070,28259,28448 | 41.14    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 81.66                              | 114.92                 | 6   | 1208,1390,1572,1211,1393,1575       | 40.73    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.14                               | 1.6                    | 6   | 62745,62948,63151,62748,62951,63154 | 40.35    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.48                               | 3.48                   | 6   | 35431,35620,35809,35434,35623,35812 | 40.32    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1383.03                            | 1938.28                | 6   | 179,361,543,182,364,546             | 40.15    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1524288    | 1053.12                            | 1473.88                | 6   | 83899,84095,84291,83902,84098,84294 | 39.95    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 16.93                              | 23.69                  | 6   | 39988,40177,40366,39991,40180,40369 | 39.93    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 13.8                               | 19.26                  | 6   | 95,277,459,98,280,462               | 39.57    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 2.46                               | 3.43                   | 6   | 65195,65398,65601,65198,65401,65604 | 39.43    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.15                               | 1.6                    | 6   | 8222,8404,8586,8225,8407,8589       | 39.13    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.84                               | 2.56                   | 6   | 14543,14718,14893,14546,14721,14896 | 39.13    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 1.03                               | 1.42                   | 6   | 85586,85782,85978,85589,85785,85981 | 37.86    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.53                               | 3.48                   | 6   | 15614,15789,15964,15617,15792,15967 | 37.55    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.57                               | 3.53                   | 6   | 46134,46309,46484,46137,46312,46487 | 37.35    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 6.18                               | 8.48                   | 6   | 3896,4078,4260,3899,4081,4263       | 37.22    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 2.5                                | 3.43                   | 6   | 16650,16825,17000,16653,16828,17003 | 37.2     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 55.56                              | 76.12                  | 6   | 61618,61821,62024,61621,61824,62027 | 37.01    |
| 25  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.46                               | 2.0                    | 6   | 53960,54128,54296,53963,54131,54299 | 36.99    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.22                               | 0.3                    | 6   | 20794,20997,21200,20797,21000,21203 | 36.36    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 756072     | 1429.41                            | 1941.82                | 6   | 2342,2524,2706,2345,2527,2709       | 35.85    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.34                               | 1.82                   | 6   | 46617,46792,46967,46620,46795,46970 | 35.82    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 4.95                               | 6.71                   | 6   | 46659,46834,47009,46662,46837,47012 | 35.56    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 0.62                               | 0.84                   | 6   | 76507,76682,76857,76510,76685,76860 | 35.48    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 1.85                               | 2.5                    | 6   | 48745,48920,49095,48748,48923,49098 | 35.14    |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 1.6                                | 2.16                   | 6   | 13493,13668,13843,13496,13671,13846 | 35.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1504.81                            | 2030.81                | 6   | 3434,3616,3798,3437,3619,3801       | 34.95    |
| 28  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.46                               | 0.62                   | 6   | 60995,61163,61331,60998,61166,61334 | 34.78    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.57                               | 3.46                   | 6   | 49802,49977,50152,49805,49980,50155 | 34.63    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 0.26                               | 0.35                   | 6   | 67582,67785,67988,67585,67788,67991 | 34.62    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 4.41                               | 5.93                   | 6   | 19058,19261,19464,19061,19264,19467 | 34.47    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 1.63                               | 2.19                   | 6   | 47156,47331,47506,47159,47334,47509 | 34.36    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 37.57                              | 50.43                  | 6   | 5016,5198,5380,5019,5201,5383       | 34.23    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 1.5                                | 2.01                   | 6   | 47681,47856,48031,47684,47859,48034 | 34.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 256072     | 518.27                             | 693.1                  | 6   | 3406,3588,3770,3409,3591,3773       | 33.73    |
| 36  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 1.61                               | 2.15                   | 6   | 77585,77760,77935,77588,77763,77938 | 33.54    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 1.76                               | 2.35                   | 6   | 61541,61744,61947,61544,61747,61950 | 33.52    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 4.84                               | 6.46                   | 6   | 43362,43551,43740,43365,43554,43743 | 33.47    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2          | 0.3                                | 0.4                    | 6   | 70025,70228,70431,70028,70231,70434 | 33.33    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.39                               | 0.52                   | 6   | 74918,75093,75268,74921,75096,75271 | 33.33    |
| 25  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 0.93                               | 1.24                   | 6   | 53463,53631,53799,53466,53634,53802 | 33.33    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 4.21                               | 5.59                   | 6   | 47709,47884,48059,47712,47887,48062 | 32.78    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 262144     | 139.46                             | 184.84                 | 6   | 84466,84662,84858,84469,84665,84861 | 32.54    |
| 28  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.41                               | 0.54                   | 6   | 60988,61156,61324,60991,61159,61327 | 31.71    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 256        | 4.48                               | 5.9                    | 6   | 34878,35067,35256,34881,35070,35259 | 31.7     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 8.0                                | 10.51                  | 6   | 38280,38469,38658,38283,38472,38661 | 31.37    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 4.45                               | 5.84                   | 6   | 20276,20479,20682,20279,20482,20685 | 31.24    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 23.01                              | 30.16                  | 6   | 1194,1376,1558,1197,1379,1561       | 31.07    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 6.73                               | 8.82                   | 6   | 62192,62395,62598,62195,62398,62601 | 31.05    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.29                               | 1.69                   | 6   | 72328,72503,72678,72331,72506,72681 | 31.01    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 3.52                               | 4.61                   | 6   | 26933,27122,27311,26936,27125,27314 | 30.97    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 4.91                               | 6.43                   | 6   | 36558,36747,36936,36561,36750,36939 | 30.96    |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 48.75                              | 63.74                  | 4   | 87980,88176,87983,88179             | 30.75    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 1.28                               | 1.67                   | 6   | 1663,1845,2027,1666,1848,2030       | 30.47    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.46                               | 0.6                    | 6   | 35963,36152,36341,35966,36155,36344 | 30.43    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 0.33                               | 0.43                   | 6   | 25708,25911,26114,25711,25914,26117 | 30.3     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 175.43                             | 228.25                 | 6   | 22145,22348,22551,22148,22351,22554 | 30.11    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 2.26                               | 2.94                   | 6   | 68856,69059,69262,68859,69062,69265 | 30.09    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 1.8                                | 2.34                   | 6   | 49788,49963,50138,49791,49966,50141 | 30.0     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 7.57                               | 9.84                   | 6   | 35998,36187,36376,36001,36190,36379 | 29.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.74                               | 0.96                   | 6   | 46078,46253,46428,46081,46256,46431 | 29.73    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 0.27                               | 0.35                   | 6   | 80238,80434,80630,80241,80437,80633 | 29.63    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 71.01                              | 91.98                  | 6   | 84459,84655,84851,84462,84658,84854 | 29.53    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 1.5                                | 1.94                   | 6   | 68842,69045,69248,68845,69048,69251 | 29.33    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.06                               | 1.37                   | 6   | 1117,1299,1481,1120,1302,1484       | 29.25    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 37.17                              | 47.98                  | 6   | 43404,43593,43782,43407,43596,43785 | 29.08    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 3.18                               | 4.1                    | 6   | 16132,16307,16482,16135,16310,16485 | 28.93    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.95                               | 12.82                  | 6   | 42235,42424,42613,42238,42427,42616 | 28.84    |
