+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-728899ba | cnt |                 qid                 | pct_diff |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1048576    | 386.59                     | 618.56           | 6   | 25009,25212,25415,25006,25209,25412 | 60.0     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 7.32                       | 11.71            | 6   | 44308,44497,44686,44305,44494,44683 | 59.97    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1514.38                    | 2420.03          | 6   | 32947,33150,33353,32944,33147,33350 | 59.8     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 1581.0                     | 2516.58          | 6   | 52911,53100,53289,52908,53097,53286 | 59.18    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 2267.57                    | 3599.23          | 6   | 25044,25247,25450,25041,25244,25447 | 58.73    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 44.49                      | 70.53            | 6   | 52862,53051,53240,52859,53048,53237 | 58.53    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1885.48                    | 2987.63          | 6   | 32954,33157,33360,32951,33154,33357 | 58.45    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3322.68                    | 5261.75          | 6   | 25065,25268,25471,25062,25265,25468 | 58.36    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 2602.89                    | 4121.29          | 6   | 25051,25254,25457,25048,25251,25454 | 58.34    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 72.14                      | 114.18           | 6   | 8503,8678,8853,8500,8675,8850       | 58.28    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 1129.04                    | 1784.45          | 6   | 25023,25226,25429,25020,25223,25426 | 58.05    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 3000.11                    | 4732.64          | 6   | 25058,25261,25464,25055,25258,25461 | 57.75    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3355.7                     | 5287.05          | 6   | 32982,33185,33388,32979,33182,33385 | 57.55    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 9.44                       | 14.81            | 6   | 39765,39954,40143,39762,39951,40140 | 56.89    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 1891.8                     | 2967.89          | 6   | 25037,25240,25443,25034,25237,25440 | 56.88    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 524288     | 201.24                     | 315.15           | 6   | 32919,33122,33325,32916,33119,33322 | 56.6     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 203.01                     | 317.71           | 6   | 25002,25205,25408,24999,25202,25405 | 56.5     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 770.69                     | 1205.69          | 6   | 32933,33136,33339,32930,33133,33336 | 56.44    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 72.06                      | 112.6            | 6   | 15328,15503,15678,15325,15500,15675 | 56.26    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1151.37                    | 1798.99          | 6   | 32940,33143,33346,32937,33140,33343 | 56.25    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2279.5                     | 3556.17          | 6   | 32961,33164,33367,32958,33161,33364 | 56.01    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 23.9                       | 37.23            | 6   | 52855,53044,53233,52852,53041,53230 | 55.77    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 103.63                     | 161.08           | 6   | 32912,33115,33318,32909,33112,33315 | 55.44    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 778.66                     | 1206.38          | 6   | 25016,25219,25422,25013,25216,25419 | 54.93    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.26                       | 1.95             | 6   | 24365,24533,24701,24362,24530,24698 | 54.76    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2682.98                    | 4147.62          | 6   | 32968,33171,33374,32965,33168,33371 | 54.59    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 8.72                       | 13.37            | 6   | 40899,41088,41277,40896,41085,41274 | 53.33    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 38.88                      | 59.16            | 6   | 15321,15496,15671,15318,15493,15668 | 52.16    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 54.45                      | 82.67            | 6   | 32905,33108,33311,32902,33105,33308 | 51.83    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 11.37                      | 17.14            | 6   | 15307,15482,15657,15304,15479,15654 | 50.75    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 29.03                      | 43.75            | 6   | 24981,25184,25387,24978,25181,25384 | 50.71    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 39.61                      | 59.5             | 6   | 8496,8671,8846,8493,8668,8843       | 50.21    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 54.82                      | 82.29            | 6   | 24988,25191,25394,24985,25188,25391 | 50.11    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 1.4                        | 2.1              | 6   | 25499,25702,25905,25496,25699,25902 | 50.0     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 9.52                       | 14.28            | 6   | 36923,37112,37301,36920,37109,37298 | 50.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.66                       | 2.48             | 6   | 24379,24547,24715,24376,24544,24712 | 49.4     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 168.18                     | 250.05           | 6   | 39254,39443,39632,39251,39440,39629 | 48.68    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 21.17                      | 31.47            | 6   | 8489,8664,8839,8486,8661,8836       | 48.65    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 2.51                       | 3.73             | 6   | 31022,31225,31428,31019,31222,31425 | 48.61    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.51                       | 2.23             | 6   | 26108,26311,26514,26105,26308,26511 | 47.68    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 29.94                      | 43.91            | 6   | 32898,33101,33304,32895,33098,33301 | 46.66    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 9.06                       | 13.22            | 6   | 38057,38246,38435,38054,38243,38432 | 45.92    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.71                       | 14.12            | 6   | 40892,41081,41270,40889,41078,41267 | 45.42    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 10.72                      | 15.56            | 6   | 50552,50741,50930,50549,50738,50927 | 45.15    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.11                       | 1.61             | 6   | 19829,19997,20165,19826,19994,20162 | 45.05    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 13.48                      | 19.3             | 6   | 52848,53037,53226,52845,53034,53223 | 43.18    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 13.43                      | 18.93            | 6   | 40913,41102,41291,40910,41099,41288 | 40.95    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 16.73                      | 23.54            | 6   | 32891,33094,33297,32888,33091,33294 | 40.71    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 260.35                     | 365.99           | 6   | 15342,15517,15692,15339,15514,15689 | 40.58    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 756.22                     | 1063.02          | 6   | 8531,8706,8881,8528,8703,8878       | 40.57    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 9.72                       | 13.57            | 6   | 49411,49600,49789,49408,49597,49786 | 39.61    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 9.25                       | 12.89            | 6   | 51105,51294,51483,51102,51291,51480 | 39.35    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 1008.58                    | 1404.36          | 6   | 15363,15538,15713,15360,15535,15710 | 39.24    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 16.74                      | 23.28            | 6   | 24974,25177,25380,24971,25174,25377 | 39.07    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 0.95                       | 1.32             | 6   | 44259,44448,44637,44256,44445,44634 | 38.95    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 2.81                       | 3.9              | 6   | 43713,43902,44091,43710,43899,44088 | 38.79    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 13.11                      | 18.15            | 6   | 42614,42803,42992,42611,42800,42989 | 38.44    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 89.19                      | 123.35           | 6   | 30469,30672,30875,30466,30669,30872 | 38.3     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 117.3                      | 161.86           | 6   | 24995,25198,25401,24992,25195,25398 | 37.99    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 17.03                      | 23.39            | 6   | 52260,52449,52638,52257,52446,52635 | 37.35    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 140.33                     | 191.83           | 6   | 15335,15510,15685,15332,15507,15682 | 36.7     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 7.84                       | 10.7             | 6   | 52841,53030,53219,52838,53027,53216 | 36.48    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 6.9                        | 9.41             | 6   | 8475,8650,8825,8472,8647,8822       | 36.38    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 10.83                      | 14.69            | 6   | 43181,43370,43559,43178,43367,43556 | 35.64    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 108.87                     | 146.91           | 6   | 46618,46807,46996,46615,46804,46993 | 34.94    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 9.8                        | 13.14            | 6   | 24967,25170,25373,24964,25167,25370 | 34.08    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.85                      | 23.75            | 6   | 42621,42810,42999,42618,42807,42996 | 33.05    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 12.34                      | 16.41            | 6   | 8482,8657,8832,8479,8654,8829       | 32.98    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.99                       | 1.31             | 6   | 34011,34214,34417,34008,34211,34414 | 32.32    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 626.43                     | 827.42           | 6   | 39268,39457,39646,39265,39454,39643 | 32.08    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 11.59                      | 15.26            | 6   | 39779,39968,40157,39776,39965,40154 | 31.67    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 5.39                       | 7.09             | 6   | 46562,46751,46940,46559,46748,46937 | 31.54    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 7.01                       | 9.22             | 6   | 15300,15475,15650,15297,15472,15647 | 31.53    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.64                       | 2.15             | 6   | 39156,39345,39534,39153,39342,39531 | 31.1     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 6.89                       | 9.0              | 6   | 44861,45050,45239,44858,45047,45236 | 30.62    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 12.54                      | 16.27            | 6   | 35236,35425,35614,35233,35422,35611 | 29.74    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 5.94                       | 7.7              | 6   | 44294,44483,44672,44291,44480,44669 | 29.63    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 10.74                      | 13.91            | 6   | 36944,37133,37322,36941,37130,37319 | 29.52    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 988.62                     | 1276.31          | 6   | 8538,8713,8888,8535,8710,8885       | 29.1     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.14                       | 1.47             | 6   | 16812,16980,17148,16809,16977,17145 | 28.95    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.25                       | 1.61             | 6   | 16287,16462,16637,16284,16459,16634 | 28.8     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 4.85                       | 6.22             | 6   | 52834,53023,53212,52831,53020,53209 | 28.25    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.24                       | 1.59             | 6   | 9994,10169,10344,9991,10166,10341   | 28.23    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 3.08                       | 3.94             | 6   | 18856,19024,19192,18853,19021,19189 | 27.92    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 706.16                     | 902.76           | 6   | 25611,25814,26017,25608,25811,26014 | 27.84    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 3.93                       | 5.02             | 6   | 48256,48445,48634,48253,48442,48631 | 27.74    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 5.8                        | 7.4              | 6   | 45995,46184,46373,45992,46181,46370 | 27.59    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 21.15                      | 26.89            | 6   | 15314,15489,15664,15311,15486,15661 | 27.14    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 21.55                      | 27.36            | 6   | 37525,37714,37903,37522,37711,37900 | 26.96    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 7048576    | 4485.47                    | 5692.91          | 6   | 30532,30735,30938,30529,30732,30935 | 26.92    |
