+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------------+---------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro | patched-munro | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------------+---------------+-----+-------------------------------------+----------+----------+
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 251518     | 8148.26                 | 19777.58      | 6   | 8394,8514,8634,8395,8515,8635       | 11629.32 | 142.72   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 251518     | 7834.57                 | 19149.3       | 6   | 10194,10314,10434,10195,10315,10435 | 11314.73 | 144.42   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 7135.8                  | 17346.97      | 6   | 8389,8509,8629,8390,8510,8630       | 10211.17 | 143.1    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 282768     | 14715.36                | 24477.6       | 6   | 6959,7079,7199,6960,7080,7200       | 9762.24  | 66.34    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 282768     | 13020.59                | 22263.5       | 6   | 9479,9599,9719,9480,9600,9720       | 9242.91  | 70.99    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 12863.7                 | 21711.36      | 6   | 9119,9239,9359,9120,9240,9360       | 8847.66  | 68.78    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 282768     | 14413.56                | 23202.16      | 6   | 7679,7799,7919,7680,7800,7920       | 8788.6   | 60.97    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 189018     | 6905.39                 | 15649.02      | 6   | 7664,7784,7904,7665,7785,7905       | 8743.63  | 126.62   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 251518     | 13028.52                | 21750.17      | 6   | 6954,7074,7194,6955,7075,7195       | 8721.65  | 66.94    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 189018     | 6142.48                 | 14851.78      | 6   | 8384,8504,8624,8385,8505,8625       | 8709.3   | 141.79   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 189018     | 5850.21                 | 14548.67      | 6   | 9104,9224,9344,9105,9225,9345       | 8698.46  | 148.69   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 189018     | 5872.95                 | 14428.7       | 6   | 10184,10304,10424,10185,10305,10425 | 8555.75  | 145.68   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 11370.56                | 19252.08      | 6   | 9114,9234,9354,9115,9235,9355       | 7881.52  | 69.32    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 220268     | 11450.76                | 18926.93      | 6   | 6949,7069,7189,6950,7070,7190       | 7476.17  | 65.29    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 157768     | 4917.29                 | 12168.56      | 6   | 10179,10299,10419,10180,10300,10420 | 7251.27  | 147.46   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 157768     | 4883.21                 | 12076.02      | 6   | 9099,9219,9339,9100,9220,9340       | 7192.81  | 147.3    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 189018     | 9640.27                 | 16323.54      | 6   | 6944,7064,7184,6945,7065,7185       | 6683.27  | 69.33    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 189018     | 8807.02                 | 14838.83      | 6   | 9464,9584,9704,9465,9585,9705       | 6031.81  | 68.49    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 3942.39                 | 9761.14       | 6   | 10174,10294,10414,10175,10295,10415 | 5818.75  | 147.59   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 282768     | 17133.56                | 22379.17      | 6   | 8399,8519,8639,8400,8520,8640       | 5245.61  | 30.62    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 282768     | 16923.71                | 21980.26      | 6   | 10199,10319,10439,10200,10320,10440 | 5056.55  | 29.88    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 7330.89                 | 12300.7       | 6   | 9459,9579,9699,9460,9580,9700       | 4969.81  | 67.79    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 251518     | 16401.07                | 21050.93      | 6   | 7674,7794,7914,7675,7795,7915       | 4649.86  | 28.35    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 251518     | 15296.39                | 19789.04      | 6   | 9474,9594,9714,9475,9595,9715       | 4492.65  | 29.37    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 95268      | 3096.48                 | 7503.64       | 6   | 9449,9569,9689,9450,9570,9690       | 4407.16  | 142.33   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 126518     | 6539.63                 | 10868.36      | 6   | 6934,7054,7174,6935,7055,7175       | 4328.73  | 66.19    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 2974.66                 | 7301.38       | 6   | 10169,10289,10409,10170,10290,10410 | 4326.72  | 145.45   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 126518     | 6502.0                  | 10583.26      | 6   | 7654,7774,7894,7655,7775,7895       | 4081.26  | 62.77    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 5873.73                 | 9922.98       | 6   | 8374,8494,8614,8375,8495,8615       | 4049.25  | 68.94    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 220268     | 13301.11                | 17224.86      | 6   | 9469,9589,9709,9470,9590,9710       | 3923.75  | 29.5     |
