+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 |  master  | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------+-----+-------------------------------------+----------+
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 69.47                        | 549.64   | 6   | 51145,51334,51523,51143,51332,51521 | 691.19   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 26.98                        | 211.91   | 6   | 46595,46784,46973,46593,46782,46971 | 685.43   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 46.57                        | 364.65   | 6   | 47736,47925,48114,47734,47923,48112 | 683.01   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 46.12                        | 347.99   | 6   | 48303,48492,48681,48301,48490,48679 | 654.53   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 48.46                        | 364.63   | 6   | 49437,49626,49815,49435,49624,49813 | 652.43   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 46.87                        | 352.1    | 6   | 43767,43956,44145,43765,43954,44143 | 651.23   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 46.12                        | 343.16   | 6   | 51138,51327,51516,51136,51325,51514 | 644.06   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 28.17                        | 208.19   | 6   | 47729,47918,48107,47727,47916,48105 | 639.05   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 72.2                         | 530.67   | 6   | 48310,48499,48688,48308,48497,48686 | 635.0    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 28.54                        | 207.66   | 6   | 51131,51320,51509,51129,51318,51507 | 627.61   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 49.35                        | 358.31   | 6   | 44901,45090,45279,44899,45088,45277 | 626.06   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 49.87                        | 362.03   | 6   | 46602,46791,46980,46600,46789,46978 | 625.95   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 30.22                        | 218.52   | 6   | 48296,48485,48674,48294,48483,48672 | 623.1    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 53.11                        | 383.6    | 6   | 46035,46224,46413,46033,46222,46411 | 622.27   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 30.11                        | 216.91   | 6   | 45461,45650,45839,45459,45648,45837 | 620.39   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 82.25                        | 591.07   | 6   | 45475,45664,45853,45473,45662,45851 | 618.63   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 53.5                         | 383.95   | 6   | 47169,47358,47547,47167,47356,47545 | 617.66   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 52.38                        | 374.35   | 6   | 51705,51894,52083,51703,51892,52081 | 614.68   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 109.32                       | 769.95   | 6   | 46616,46805,46994,46614,46803,46992 | 604.31   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 53.76                        | 373.41   | 6   | 44334,44523,44712,44332,44521,44710 | 594.59   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 83.64                        | 580.95   | 6   | 46042,46231,46420,46040,46229,46418 | 594.58   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 53.21                        | 368.59   | 6   | 45468,45657,45846,45466,45655,45844 | 592.71   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 49.68                        | 343.61   | 6   | 52272,52461,52650,52270,52459,52648 | 591.65   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 17.43                        | 120.32   | 6   | 43753,43942,44131,43751,43940,44129 | 590.3    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 76.04                        | 524.9    | 6   | 49444,49633,49822,49442,49631,49820 | 590.29   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 55.75                        | 383.48   | 6   | 50004,50193,50382,50002,50191,50380 | 587.86   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 31.78                        | 217.64   | 6   | 50564,50753,50942,50562,50751,50940 | 584.83   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 31.96                        | 218.79   | 6   | 44327,44516,44705,44325,44514,44703 | 584.57   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 74.01                        | 505.77   | 6   | 43774,43963,44152,43772,43961,44150 | 583.38   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 51.82                        | 354.06   | 6   | 48870,49059,49248,48868,49057,49246 | 583.25   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 53.9                         | 365.61   | 6   | 50571,50760,50949,50569,50758,50947 | 578.31   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 32.07                        | 216.83   | 6   | 51698,51887,52076,51696,51885,52074 | 576.11   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 17.67                        | 119.17   | 6   | 44887,45076,45265,44885,45074,45263 | 574.42   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 32.84                        | 221.3    | 6   | 49997,50186,50375,49995,50184,50373 | 573.87   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 86.67                        | 583.09   | 6   | 51712,51901,52090,51710,51899,52088 | 572.77   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 82.68                        | 555.67   | 6   | 48877,49066,49255,48875,49064,49253 | 572.07   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 32.41                        | 214.65   | 6   | 52265,52454,52643,52263,52452,52641 | 562.3    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 31.63                        | 209.39   | 6   | 49430,49619,49808,49428,49617,49806 | 562.0    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 78.94                        | 519.61   | 6   | 47743,47932,48121,47741,47930,48119 | 558.23   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 89.09                        | 585.77   | 6   | 47176,47365,47554,47174,47363,47552 | 557.5    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 117.34                       | 769.47   | 6   | 44348,44537,44726,44346,44535,44724 | 555.76   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 89.33                        | 584.61   | 6   | 50578,50767,50956,50576,50765,50954 | 554.44   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 32.01                        | 209.45   | 6   | 43760,43949,44138,43758,43947,44136 | 554.33   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 93.23                        | 607.63   | 6   | 46609,46798,46987,46607,46796,46985 | 551.75   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 18.11                        | 117.52   | 6   | 51691,51880,52069,51689,51878,52067 | 548.92   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 18.31                        | 118.69   | 6   | 51124,51313,51502,51122,51311,51500 | 548.23   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 33.37                        | 215.51   | 6   | 48863,49052,49241,48861,49050,49239 | 545.82   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 85.53                        | 548.42   | 6   | 44341,44530,44719,44339,44528,44717 | 541.2    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 77.66                        | 497.05   | 6   | 44908,45097,45286,44906,45095,45284 | 540.03   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 33.91                        | 215.95   | 6   | 47162,47351,47540,47160,47349,47538 | 536.83   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 33.63                        | 213.63   | 6   | 46028,46217,46406,46026,46215,46404 | 535.24   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 105.91                       | 672.42   | 6   | 44915,45104,45293,44913,45102,45291 | 534.9    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 78.88                        | 499.55   | 6   | 52279,52468,52657,52277,52466,52655 | 533.3    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 32.88                        | 207.75   | 6   | 44894,45083,45272,44892,45081,45270 | 531.84   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 102.78                       | 648.7    | 6   | 51152,51341,51530,51150,51339,51528 | 531.15   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 122.91                       | 773.84   | 6   | 51719,51908,52097,51717,51906,52095 | 529.6    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 88.9                         | 556.18   | 6   | 50011,50200,50389,50009,50198,50387 | 525.62   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 18.52                        | 115.08   | 6   | 44320,44509,44698,44318,44507,44696 | 521.38   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 127.99                       | 794.02   | 6   | 47183,47372,47561,47181,47370,47559 | 520.38   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 128.5                        | 796.69   | 6   | 50585,50774,50963,50583,50772,50961 | 519.99   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 106.69                       | 653.7    | 6   | 48317,48506,48695,48315,48504,48693 | 512.71   |
