+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 |  master  | cnt |                 qid                 | pct_diff |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 122.67                       | 750.76   | 6   | 48884,49073,49262,48882,49071,49260 | 512.02   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 111.96                       | 682.55   | 6   | 43781,43970,44159,43779,43968,44157 | 509.64   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 108.63                       | 661.46   | 6   | 47750,47939,48128,47748,47937,48126 | 508.91   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 107.38                       | 649.51   | 6   | 52286,52475,52664,52284,52473,52662 | 504.87   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 19.16                        | 115.14   | 6   | 45454,45643,45832,45452,45641,45830 | 500.94   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 128.51                       | 769.29   | 6   | 45482,45671,45860,45480,45669,45858 | 498.62   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 112.09                       | 668.47   | 6   | 49451,49640,49829,49449,49638,49827 | 496.37   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 128.6                        | 764.97   | 6   | 50018,50207,50396,50016,50205,50394 | 494.84   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 19.9                         | 116.04   | 6   | 47722,47911,48100,47720,47909,48098 | 483.12   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 10.93                        | 63.33    | 6   | 52251,52440,52629,52249,52438,52627 | 479.41   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 145.26                       | 835.78   | 6   | 46623,46812,47001,46621,46810,46999 | 475.37   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 20.92                        | 120.28   | 6   | 46588,46777,46966,46586,46775,46964 | 474.95   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 21.02                        | 120.25   | 6   | 52258,52447,52636,52256,52445,52634 | 472.07   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 130.53                       | 745.03   | 6   | 46049,46238,46427,46047,46236,46425 | 470.77   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 20.77                        | 118.4    | 6   | 49423,49612,49801,49421,49610,49799 | 470.05   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 139.7                        | 791.67   | 6   | 51159,51348,51537,51157,51346,51535 | 466.69   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 21.0                         | 118.42   | 6   | 48289,48478,48667,48287,48476,48665 | 463.9    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 145.86                       | 807.65   | 6   | 52293,52482,52671,52291,52480,52669 | 453.72   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 154.24                       | 845.47   | 6   | 44922,45111,45300,44920,45109,45298 | 448.15   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 21.77                        | 117.5    | 6   | 46021,46210,46399,46019,46208,46397 | 439.73   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 22.1                         | 119.19   | 6   | 47155,47344,47533,47153,47342,47531 | 439.32   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 154.94                       | 820.15   | 6   | 47757,47946,48135,47755,47944,48133 | 429.33   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 12.15                        | 63.52    | 6   | 49416,49605,49794,49414,49603,49792 | 422.8    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 22.21                        | 115.36   | 6   | 49990,50179,50368,49988,50177,50366 | 419.41   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 22.1                         | 114.5    | 6   | 48856,49045,49234,48854,49043,49232 | 418.1    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 176.98                       | 914.38   | 6   | 46056,46245,46434,46054,46243,46432 | 416.66   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 150.65                       | 778.31   | 6   | 43788,43977,44166,43786,43975,44164 | 416.63   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 177.72                       | 902.05   | 6   | 50592,50781,50970,50590,50779,50968 | 407.57   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 151.72                       | 769.96   | 6   | 48324,48513,48702,48322,48511,48700 | 407.49   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 183.11                       | 927.68   | 6   | 44355,44544,44733,44353,44542,44731 | 406.62   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 12.51                        | 63.3     | 6   | 48282,48471,48660,48280,48469,48658 | 406.0    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 178.44                       | 887.2    | 6   | 48891,49080,49269,48889,49078,49267 | 397.2    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 157.63                       | 779.65   | 6   | 49458,49647,49836,49456,49645,49834 | 394.61   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 188.26                       | 928.17   | 6   | 50025,50214,50403,50023,50212,50401 | 393.03   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 23.91                        | 116.85   | 6   | 50557,50746,50935,50555,50744,50933 | 388.71   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 185.47                       | 903.19   | 6   | 51726,51915,52104,51724,51913,52102 | 386.97   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 185.3                        | 902.06   | 6   | 47190,47379,47568,47188,47377,47566 | 386.81   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 12.68                        | 61.18    | 6   | 50550,50739,50928,50548,50737,50926 | 382.49   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 13.2                         | 63.02    | 6   | 51117,51306,51495,51115,51304,51493 | 377.42   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 13.06                        | 61.78    | 6   | 45447,45636,45825,45445,45634,45823 | 373.05   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 12.75                        | 60.1     | 6   | 47148,47337,47526,47146,47335,47524 | 371.37   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 191.94                       | 904.75   | 6   | 45489,45678,45867,45487,45676,45865 | 371.37   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 13.55                        | 63.84    | 6   | 43746,43935,44124,43744,43933,44122 | 371.14   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 13.84                        | 64.46    | 6   | 46581,46770,46959,46579,46768,46957 | 365.75   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 13.37                        | 62.26    | 6   | 47715,47904,48093,47713,47902,48091 | 365.67   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 206.48                       | 960.16   | 6   | 51166,51355,51544,51164,51353,51542 | 365.01   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 219.15                       | 989.7    | 6   | 48331,48520,48709,48329,48518,48707 | 351.61   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 222.66                       | 986.47   | 6   | 46630,46819,47008,46628,46817,47006 | 343.04   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 208.7                        | 918.0    | 6   | 43795,43984,44173,43793,43982,44171 | 339.87   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 274.35                       | 1172.97  | 6   | 46063,46252,46441,46061,46250,46439 | 327.55   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 269.93                       | 1152.27  | 6   | 48898,49087,49276,48896,49085,49274 | 326.88   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 225.43                       | 958.21   | 6   | 47764,47953,48142,47762,47951,48140 | 325.06   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 14.44                        | 60.81    | 6   | 44313,44502,44691,44311,44500,44689 | 321.12   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 233.79                       | 977.66   | 6   | 49465,49654,49843,49463,49652,49841 | 318.18   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 224.23                       | 934.55   | 6   | 52300,52489,52678,52298,52487,52676 | 316.78   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 284.24                       | 1184.43  | 6   | 44362,44551,44740,44360,44549,44738 | 316.7    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 343.54                       | 1411.56  | 6   | 43802,43991,44180,43800,43989,44178 | 310.89   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 15.37                        | 62.54    | 6   | 46014,46203,46392,46012,46201,46390 | 306.9    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 280.86                       | 1138.97  | 6   | 50599,50788,50977,50597,50786,50975 | 305.53   |
