+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 0.99             | 1.23                             | 6   | 2109,2284,2459,2113,2288,2463       | 24.24    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 2.15             | 2.67                             | 6   | 9494,9669,9844,9498,9673,9848       | 24.19    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 2.98             | 3.7                              | 6   | 17341,17509,17677,17345,17513,17681 | 24.16    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 9.07             | 11.26                            | 6   | 43157,43346,43535,43161,43350,43539 | 24.15    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.98             | 1.21                             | 6   | 16277,16452,16627,16281,16456,16631 | 23.47    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 7.25             | 8.95                             | 6   | 35779,35968,36157,35783,35972,36161 | 23.45    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 1.37             | 1.69                             | 6   | 11580,11755,11930,11584,11759,11934 | 23.36    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 0.93             | 1.14                             | 6   | 32783,32986,33189,32787,32990,33193 | 22.58    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.11             | 1.36                             | 6   | 18321,18489,18657,18325,18493,18661 | 22.52    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 18.05            | 22.09                            | 6   | 50556,50745,50934,50560,50749,50938 | 22.38    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 0.94             | 1.15                             | 6   | 49352,49541,49730,49356,49545,49734 | 22.34    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 2208.71          | 2701.61                          | 6   | 10103,10278,10453,10107,10282,10457 | 22.32    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 6.86             | 8.39                             | 6   | 34645,34834,35023,34649,34838,35027 | 22.3     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 7.34             | 8.96                             | 6   | 43724,43913,44102,43728,43917,44106 | 22.07    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 8.07             | 9.79                             | 6   | 49968,50157,50346,49972,50161,50350 | 21.31    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.04             | 1.26                             | 6   | 23858,24026,24194,23862,24030,24198 | 21.15    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 3.08             | 3.73                             | 6   | 34631,34820,35009,34635,34824,35013 | 21.1     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.15             | 1.39                             | 6   | 10516,10691,10866,10520,10695,10870 | 20.87    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.39             | 1.68                             | 6   | 21856,22024,22192,21860,22028,22196 | 20.86    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.25             | 1.51                             | 6   | 43115,43304,43493,43119,43308,43497 | 20.8     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 5.32             | 6.42                             | 6   | 3215,3390,3565,3219,3394,3569       | 20.68    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 27.69            | 33.34                            | 6   | 47728,47917,48106,47732,47921,48110 | 20.4     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.23             | 1.48                             | 6   | 41981,42170,42359,41985,42174,42363 | 20.33    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 2485.08          | 2989.76                          | 6   | 11153,11328,11503,11157,11332,11507 | 20.31    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 0.95             | 1.14                             | 6   | 12077,12252,12427,12081,12256,12431 | 20.0     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 1.95             | 2.34                             | 6   | 34043,34246,34449,34047,34250,34453 | 20.0     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.87             | 2.24                             | 6   | 21863,22031,22199,21867,22035,22203 | 19.79    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.67             | 2.0                              | 6   | 31593,31796,31999,31597,31800,32003 | 19.76    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 6.0              | 7.16                             | 6   | 49961,50150,50339,49965,50154,50343 | 19.33    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 5.31             | 6.33                             | 6   | 42009,42198,42387,42013,42202,42391 | 19.21    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.77             | 2.11                             | 6   | 23872,24040,24208,23876,24044,24212 | 19.21    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 2.0              | 2.38                             | 6   | 34624,34813,35002,34628,34817,35006 | 19.0     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 9.66             | 11.48                            | 6   | 49975,50164,50353,49979,50168,50357 | 18.84    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 18.0             | 21.37                            | 6   | 48288,48477,48666,48292,48481,48670 | 18.72    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 1.45             | 1.72                             | 6   | 11055,11230,11405,11059,11234,11409 | 18.62    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 1.46             | 1.73                             | 4   | 53937,54126,53941,54130             | 18.49    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.41             | 1.67                             | 6   | 17824,17992,18160,17828,17996,18164 | 18.44    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 7.54             | 8.93                             | 6   | 47693,47882,48071,47697,47886,48075 | 18.44    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.52             | 1.8                              | 6   | 23368,23536,23704,23372,23540,23708 | 18.42    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 10.63            | 12.55                            | 6   | 43164,43353,43542,43168,43357,43546 | 18.06    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 14.6             | 17.22                            | 6   | 36374,36563,36752,36378,36567,36756 | 17.95    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 17.18            | 20.26                            | 6   | 40917,41106,41295,40921,41110,41299 | 17.93    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 28.34            | 33.42                            | 6   | 44326,44515,44704,44330,44519,44708 | 17.93    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 8.48             | 9.99                             | 6   | 40882,41071,41260,40886,41075,41264 | 17.81    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 3.63             | 4.27                             | 6   | 14233,14408,14583,14237,14412,14587 | 17.63    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 0.97             | 1.14                             | 6   | 33392,33595,33798,33396,33599,33802 | 17.53    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 13.32            | 15.65                            | 6   | 46013,46202,46391,46017,46206,46395 | 17.49    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 2.84             | 3.33                             | 6   | 53377,53566,53755,53381,53570,53759 | 17.25    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 8.95             | 10.49                            | 6   | 42030,42219,42408,42034,42223,42412 | 17.21    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 2.1              | 2.45                             | 6   | 38026,38215,38404,38030,38219,38408 | 16.67    |
