+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4591.69  | 3990.67                      | 6   | 38151,38340,38529,38153,38342,38531 | -13.09   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 10879.56 | 9450.84                      | 6   | 32355,32558,32761,32357,32560,32763 | -13.13   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2012144    | 12001.23 | 10420.66                     | 6   | 38186,38375,38564,38188,38377,38566 | -13.17   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8          | 3.48     | 3.02                         | 6   | 41434,41623,41812,41436,41625,41814 | -13.22   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 2.19     | 1.9                          | 6   | 25516,25719,25922,25518,25721,25924 | -13.24   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4048576    | 5423.65  | 4703.23                      | 6   | 29898,30101,30304,29900,30103,30306 | -13.28   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.58     | 1.37                         | 6   | 14715,14890,15065,14717,14892,15067 | -13.29   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 5.86     | 5.08                         | 6   | 17865,18033,18201,17867,18035,18203 | -13.31   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 20.79    | 18.02                        | 6   | 18887,19055,19223,18889,19057,19225 | -13.32   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 3.0      | 2.6                          | 6   | 21372,21540,21708,21374,21542,21710 | -13.33   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.35     | 1.17                         | 6   | 17816,17984,18152,17818,17986,18154 | -13.33   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 9.37     | 8.12                         | 6   | 44857,45046,45235,44859,45048,45237 | -13.34   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.42     | 1.23                         | 6   | 2640,2815,2990,2642,2817,2992       | -13.38   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.27     | 1.1                          | 6   | 2633,2808,2983,2635,2810,2985       | -13.39   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.76     | 2.39                         | 6   | 22373,22541,22709,22375,22543,22711 | -13.41   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2262144    | 13460.69 | 11652.53                     | 6   | 38193,38382,38571,38195,38384,38573 | -13.43   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.56     | 1.35                         | 6   | 5279,5454,5629,5281,5456,5631       | -13.46   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 10510.66 | 9092.42                      | 6   | 38179,38368,38557,38181,38370,38559 | -13.49   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 1.85     | 1.6                          | 6   | 5811,5986,6161,5813,5988,6163       | -13.51   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.65     | 2.29                         | 6   | 32831,33034,33237,32833,33036,33239 | -13.58   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 9.53     | 8.23                         | 6   | 37486,37675,37864,37488,37677,37866 | -13.64   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 2.12     | 1.83                         | 6   | 31592,31795,31998,31594,31797,32000 | -13.68   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.38     | 1.19                         | 6   | 4222,4397,4572,4224,4399,4574       | -13.77   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 5.43     | 4.68                         | 6   | 49386,49575,49764,49388,49577,49766 | -13.81   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.66     | 1.43                         | 6   | 30367,30570,30773,30369,30572,30775 | -13.86   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.5      | 1.29                         | 6   | 29751,29954,30157,29753,29956,30159 | -14.0    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.28     | 1.1                          | 6   | 14701,14876,15051,14703,14878,15053 | -14.06   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 3.76     | 3.23                         | 6   | 17851,18019,18187,17853,18021,18189 | -14.1    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 2.9      | 2.49                         | 6   | 13693,13868,14043,13695,13870,14045 | -14.14   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.69     | 1.45                         | 6   | 9472,9647,9822,9474,9649,9824       | -14.2    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 4.74     | 4.06                         | 6   | 51654,51843,52032,51656,51845,52034 | -14.35   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 3.55     | 3.04                         | 6   | 48812,49001,49190,48814,49003,49192 | -14.37   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.29     | 1.96                         | 6   | 29772,29975,30178,29774,29977,30180 | -14.41   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 262144     | 355.19   | 303.94                       | 6   | 31081,31284,31487,31083,31286,31489 | -14.43   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5762.74  | 4928.24                      | 6   | 39859,40048,40237,39861,40050,40239 | -14.48   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.31     | 1.12                         | 6   | 10508,10683,10858,10510,10685,10860 | -14.5    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 18.58    | 15.88                        | 6   | 36933,37122,37311,36935,37124,37313 | -14.53   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 9.34     | 7.98                         | 6   | 41448,41637,41826,41450,41639,41828 | -14.56   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.44     | 1.23                         | 6   | 1072,1247,1422,1074,1249,1424       | -14.58   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 5.07     | 4.33                         | 6   | 18866,19034,19202,18868,19036,19204 | -14.6    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 3.89     | 3.32                         | 6   | 40300,40489,40678,40302,40491,40680 | -14.65   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 7652.71  | 6530.8                       | 6   | 38165,38354,38543,38167,38356,38545 | -14.66   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.77     | 1.51                         | 6   | 28540,28743,28946,28542,28745,28948 | -14.69   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 9.46     | 8.07                         | 6   | 36345,36534,36723,36347,36536,36725 | -14.69   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.36     | 1.16                         | 6   | 22352,22520,22688,22354,22522,22690 | -14.71   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 5.39     | 4.59                         | 6   | 50520,50709,50898,50522,50711,50900 | -14.84   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.28     | 1.09                         | 6   | 4215,4390,4565,4217,4392,4567       | -14.84   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.41     | 1.2                          | 6   | 31578,31781,31984,31580,31783,31986 | -14.89   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 117.81   | 100.22                       | 6   | 36975,37164,37353,36977,37166,37355 | -14.93   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.27     | 1.93                         | 6   | 14218,14393,14568,14220,14395,14570 | -14.98   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 13.39    | 11.38                        | 6   | 43177,43366,43555,43179,43368,43557 | -15.01   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 2.73     | 2.32                         | 6   | 27966,28169,28372,27968,28171,28374 | -15.02   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 7373.41  | 6265.21                      | 6   | 11173,11348,11523,11175,11350,11525 | -15.03   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.13     | 0.96                         | 6   | 12076,12251,12426,12078,12253,12428 | -15.04   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1512144    | 9039.39  | 7678.68                      | 6   | 38172,38361,38550,38174,38363,38552 | -15.05   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.32     | 1.97                         | 6   | 30388,30591,30794,30390,30593,30796 | -15.09   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 2.05     | 1.74                         | 6   | 23878,24046,24214,23880,24048,24216 | -15.12   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 4.36     | 3.7                          | 6   | 17858,18026,18194,17860,18028,18196 | -15.14   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 5.21     | 4.42                         | 6   | 9514,9689,9864,9516,9691,9866       | -15.16   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 12.28    | 10.41                        | 6   | 35792,35981,36170,35794,35983,36172 | -15.23   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 2.56     | 2.17                         | 6   | 28575,28778,28981,28577,28780,28983 | -15.23   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 9853.56  | 8349.39                      | 6   | 12237,12412,12587,12239,12414,12589 | -15.27   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.63     | 1.38                         | 6   | 2122,2297,2472,2124,2299,2474       | -15.34   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.23     | 1.04                         | 6   | 1576,1751,1926,1578,1753,1928       | -15.45   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 6162.64  | 5210.61                      | 6   | 38158,38347,38536,38160,38349,38538 | -15.45   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.26     | 1.91                         | 6   | 6868,7043,7218,6870,7045,7220       | -15.49   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.48     | 1.25                         | 6   | 5272,5447,5622,5274,5449,5624       | -15.54   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 68.41    | 57.77                        | 6   | 5335,5510,5685,5337,5512,5687       | -15.55   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 10114.34 | 8538.62                      | 6   | 39880,40069,40258,39882,40071,40260 | -15.58   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2968.54  | 2505.05                      | 6   | 37010,37199,37388,37012,37201,37390 | -15.61   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 8758.86  | 7382.02                      | 6   | 39873,40062,40251,39875,40064,40253 | -15.72   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 11656.8  | 9824.24                      | 6   | 39887,40076,40265,39889,40078,40267 | -15.72   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 35.36    | 29.78                        | 6   | 2703,2878,3053,2705,2880,3055       | -15.78   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.01     | 0.85                         | 6   | 27301,27504,27707,27303,27506,27709 | -15.84   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.45     | 1.22                         | 6   | 12090,12265,12440,12092,12267,12442 | -15.86   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 2.2      | 1.85                         | 6   | 28547,28750,28953,28549,28752,28955 | -15.91   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 3.64     | 3.06                         | 6   | 36331,36520,36709,36333,36522,36711 | -15.93   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 46.16    | 38.79                        | 6   | 38095,38284,38473,38097,38286,38475 | -15.97   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 214.41   | 180.14                       | 6   | 38116,38305,38494,38118,38307,38496 | -15.98   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 2.18     | 1.83                         | 6   | 18334,18502,18670,18336,18504,18672 | -16.06   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 17.72    | 14.86                        | 6   | 6910,7085,7260,6912,7087,7262       | -16.14   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 130.52   | 109.42                       | 6   | 38109,38298,38487,38111,38300,38489 | -16.17   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 3.71     | 3.11                         | 6   | 17340,17508,17676,17342,17510,17678 | -16.17   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 9.69     | 8.12                         | 6   | 39747,39936,40125,39749,39938,40127 | -16.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 2.59     | 2.17                         | 6   | 36324,36513,36702,36326,36515,36704 | -16.22   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.29     | 1.08                         | 6   | 2626,2801,2976,2628,2803,2978       | -16.28   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 11879.86 | 9943.38                      | 6   | 37052,37241,37430,37054,37243,37432 | -16.3    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 12992.79 | 10873.37                     | 6   | 39894,40083,40272,39896,40085,40274 | -16.31   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 8.79     | 7.35                         | 6   | 47125,47314,47503,47127,47316,47505 | -16.38   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.34     | 1.12                         | 6   | 5265,5440,5615,5267,5442,5617       | -16.42   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 70.25    | 58.67                        | 6   | 2710,2885,3060,2712,2887,3062       | -16.48   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 11352.74 | 9469.65                      | 6   | 10137,10312,10487,10139,10314,10489 | -16.59   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 2936.77  | 2447.1                       | 6   | 14820,14995,15170,14822,14997,15172 | -16.67   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 46.61    | 38.79                        | 6   | 36961,37150,37339,36963,37152,37341 | -16.78   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 5.82     | 4.84                         | 6   | 34637,34826,35015,34639,34828,35017 | -16.84   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.3      | 1.08                         | 6   | 12601,12776,12951,12603,12778,12953 | -16.92   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 16.82    | 13.97                        | 6   | 41462,41651,41840,41464,41653,41842 | -16.94   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.71     | 1.42                         | 6   | 27931,28134,28337,27933,28136,28339 | -16.96   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 8.39     | 6.96                         | 6   | 44290,44479,44668,44292,44481,44670 | -17.04   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 32.82    | 27.22                        | 6   | 92,267,442,94,269,444               | -17.06   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 11.05    | 9.16                         | 6   | 38620,38809,38998,38622,38811,39000 | -17.1    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 33.2     | 27.52                        | 6   | 6917,7092,7267,6919,7094,7269       | -17.11   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 440536     | 3847.07  | 3186.41                      | 6   | 13280,13455,13630,13282,13457,13632 | -17.17   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.92     | 1.59                         | 6   | 29156,29359,29562,29158,29361,29564 | -17.19   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.57     | 1.3                          | 6   | 8415,8590,8765,8417,8592,8767       | -17.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 21.37    | 17.68                        | 6   | 38074,38263,38452,38076,38265,38454 | -17.27   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 61.07    | 50.49                        | 6   | 6924,7099,7274,6926,7101,7276       | -17.32   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 13292.53 | 10986.83                     | 6   | 37059,37248,37437,37061,37250,37439 | -17.35   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.13     | 1.76                         | 6   | 3711,3886,4061,3713,3888,4063       | -17.37   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 31.86    | 26.31                        | 6   | 35827,36016,36205,35829,36018,36207 | -17.42   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 3.49     | 2.88                         | 6   | 18348,18516,18684,18350,18518,18686 | -17.48   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 16.19    | 13.34                        | 6   | 42050,42239,42428,42052,42241,42430 | -17.6    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 4.2      | 3.46                         | 6   | 21379,21547,21715,21381,21549,21717 | -17.62   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.36     | 1.12                         | 6   | 2108,2283,2458,2110,2285,2460       | -17.65   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.53     | 1.26                         | 6   | 7379,7554,7729,7381,7556,7731       | -17.65   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 2.93     | 2.41                         | 6   | 40293,40482,40671,40295,40484,40673 | -17.75   |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 2.64     | 2.17                         | 6   | 29177,29380,29583,29179,29382,29585 | -17.8    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 61.43    | 50.48                        | 6   | 99,274,449,101,276,451              | -17.83   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.68     | 1.38                         | 6   | 11572,11747,11922,11574,11749,11924 | -17.86   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 14.37    | 11.8                         | 6   | 35806,35995,36184,35808,35997,36186 | -17.88   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 2.4      | 1.97                         | 6   | 32215,32418,32621,32217,32420,32623 | -17.92   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 417.54   | 342.44                       | 6   | 39824,40013,40202,39826,40015,40204 | -17.99   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.27     | 1.04                         | 6   | 8926,9101,9276,8928,9103,9278       | -18.11   |
