+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.14     | 1.2                          | 6   | 49358,49547,49736,49360,49549,49738 | 5.26     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 4030.29  | 4241.34                      | 6   | 14337,14512,14687,14339,14514,14689 | 5.24     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 15.05    | 15.83                        | 6   | 32264,32467,32670,32266,32469,32672 | 5.18     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 38.44    | 40.43                        | 6   | 16367,16542,16717,16369,16544,16719 | 5.18     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 4.07     | 4.28                         | 6   | 6889,7064,7239,6891,7066,7241       | 5.16     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 1.36     | 1.43                         | 6   | 7372,7547,7722,7374,7549,7724       | 5.15     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 134.15   | 141.05                       | 6   | 9556,9731,9906,9558,9733,9908       | 5.14     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.56     | 1.64                         | 6   | 38018,38207,38396,38020,38209,38398 | 5.13     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 5921.23  | 6223.81                      | 6   | 34784,34973,35162,34786,34975,35164 | 5.11     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 24.9     | 26.17                        | 6   | 28624,28827,29030,28626,28829,29032 | 5.1      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 2.16     | 2.27                         | 6   | 16822,16990,17158,16824,16992,17160 | 5.09     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 282768     | 4227.71  | 4442.96                      | 6   | 22506,22674,22842,22508,22676,22844 | 5.09     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.18     | 1.24                         | 6   | 52753,52942,53131,52755,52944,53133 | 5.08     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 8.26     | 8.68                         | 6   | 26776,26979,27182,26778,26981,27184 | 5.08     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 126.84   | 133.24                       | 6   | 3249,3424,3599,3251,3426,3601       | 5.05     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1532.42  | 1609.71                      | 6   | 11677,11852,12027,11679,11854,12029 | 5.04     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 71.03    | 74.6                         | 6   | 9549,9724,9899,9551,9726,9901       | 5.03     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 64018      | 971.15   | 1019.89                      | 6   | 19937,20105,20273,19939,20107,20275 | 5.02     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 45.95    | 48.25                        | 6   | 27413,27616,27819,27415,27618,27821 | 5.01     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 3018.86  | 3169.81                      | 6   | 11698,11873,12048,11700,11875,12050 | 5.0      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 3.41     | 3.58                         | 6   | 26762,26965,27168,26764,26967,27170 | 4.99     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 25.32    | 26.58                        | 6   | 8996,9171,9346,8998,9173,9348       | 4.98     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 315536     | 2489.24  | 2612.99                      | 6   | 11691,11866,12041,11693,11868,12043 | 4.97     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 4.03     | 4.23                         | 6   | 12650,12825,13000,12652,12827,13002 | 4.96     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 4455.46  | 4676.45                      | 6   | 11719,11894,12069,11721,11896,12071 | 4.96     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.03     | 2.13                         | 6   | 34042,34245,34448,34044,34247,34450 | 4.93     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.85     | 1.94                         | 6   | 26111,26314,26517,26113,26316,26519 | 4.86     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 83.2     | 87.24                        | 6   | 12685,12860,13035,12687,12862,13037 | 4.86     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.03     | 1.08                         | 6   | 43688,43877,44066,43690,43879,44068 | 4.85     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 15.8     | 16.56                        | 6   | 34105,34308,34511,34107,34310,34513 | 4.81     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 70.54    | 73.93                        | 6   | 43212,43401,43590,43214,43403,43592 | 4.81     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 189018     | 2857.73  | 2994.78                      | 6   | 19965,20133,20301,19967,20135,20303 | 4.8      |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 251518     | 3775.74  | 3955.46                      | 6   | 22499,22667,22835,22501,22669,22837 | 4.76     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 506.79   | 530.9                        | 6   | 22450,22618,22786,22452,22620,22788 | 4.76     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 20.39    | 21.36                        | 6   | 16360,16535,16710,16362,16537,16712 | 4.76     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 521.72   | 546.52                       | 6   | 13238,13413,13588,13240,13415,13590 | 4.75     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 6.53     | 6.84                         | 6   | 16346,16521,16696,16348,16523,16698 | 4.75     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 17.52    | 18.35                        | 6   | 3228,3403,3578,3230,3405,3580       | 4.74     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 3.59     | 3.76                         | 6   | 29198,29401,29604,29200,29403,29606 | 4.74     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 157768     | 2365.97  | 2477.84                      | 6   | 22478,22646,22814,22480,22648,22816 | 4.73     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 13.99    | 14.65                        | 6   | 53397,53586,53775,53399,53588,53777 | 4.72     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.28     | 1.34                         | 6   | 38011,38200,38389,38013,38202,38391 | 4.69     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 2.99     | 3.13                         | 6   | 32236,32439,32642,32238,32441,32644 | 4.68     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 129.84   | 135.91                       | 6   | 19916,20084,20252,19918,20086,20254 | 4.67     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 1232.9   | 1290.3                       | 6   | 16416,16591,16766,16418,16593,16768 | 4.66     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.52     | 1.59                         | 6   | 46530,46719,46908,46532,46721,46910 | 4.61     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 34.09    | 35.64                        | 6   | 3235,3410,3585,3237,3412,3587       | 4.55     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 2.88     | 3.01                         | 6   | 26153,26356,26559,26155,26358,26561 | 4.51     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 10.65    | 11.13                        | 6   | 23423,23591,23759,23425,23593,23761 | 4.51     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 157768     | 1187.65  | 1241.17                      | 6   | 24494,24662,24830,24496,24664,24832 | 4.51     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.11     | 1.16                         | 6   | 52193,52382,52571,52195,52384,52573 | 4.5      |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 2.23     | 2.33                         | 6   | 34623,34812,35001,34625,34814,35003 | 4.48     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 54.11    | 56.53                        | 6   | 34119,34322,34525,34121,34324,34527 | 4.47     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 2513.35  | 2624.86                      | 6   | 14316,14491,14666,14318,14493,14668 | 4.44     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 4.96     | 5.18                         | 6   | 47118,47307,47496,47120,47309,47498 | 4.44     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 95268      | 1446.84  | 1511.0                       | 6   | 19944,20112,20280,19946,20114,20282 | 4.43     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 2.96     | 3.09                         | 6   | 49379,49568,49757,49381,49570,49759 | 4.39     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 9.81     | 10.24                        | 6   | 5846,6021,6196,5848,6023,6198       | 4.38     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 251518     | 3799.41  | 3965.69                      | 6   | 19979,20147,20315,19981,20149,20317 | 4.38     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 31.54    | 32.92                        | 6   | 42064,42253,42442,42066,42255,42444 | 4.38     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 129.84   | 135.52                       | 6   | 22436,22604,22772,22438,22606,22774 | 4.37     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.63     | 1.7                          | 6   | 40286,40475,40664,40288,40477,40666 | 4.29     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128036     | 1020.42  | 1064.01                      | 6   | 11670,11845,12020,11672,11847,12022 | 4.27     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 220268     | 1616.82  | 1685.73                      | 6   | 17956,18124,18292,17958,18126,18294 | 4.26     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 497.01   | 518.16                       | 6   | 19930,20098,20266,19932,20100,20268 | 4.26     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 524288     | 197.94   | 206.36                       | 6   | 32915,33118,33321,32917,33120,33323 | 4.25     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 10.35    | 10.79                        | 6   | 11621,11796,11971,11623,11798,11973 | 4.25     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 7.53     | 7.85                         | 6   | 53390,53579,53768,53392,53581,53770 | 4.25     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 6.16     | 6.42                         | 6   | 26174,26377,26580,26176,26379,26582 | 4.22     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 220268     | 3327.35  | 3467.44                      | 6   | 22492,22660,22828,22494,22662,22830 | 4.21     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 4.99     | 5.2                          | 6   | 51087,51276,51465,51089,51278,51467 | 4.21     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 4.53     | 4.72                         | 6   | 44283,44472,44661,44285,44474,44663 | 4.19     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 19.57    | 20.39                        | 6   | 42057,42246,42435,42059,42248,42437 | 4.19     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 4.3      | 4.48                         | 6   | 53383,53572,53761,53385,53574,53763 | 4.19     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 49.35    | 51.4                         | 6   | 14778,14953,15128,14780,14955,15130 | 4.15     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 282768     | 4277.65  | 4455.32                      | 6   | 19986,20154,20322,19988,20156,20324 | 4.15     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 3.88     | 4.04                         | 6   | 23402,23570,23738,23404,23572,23740 | 4.12     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.94     | 2.02                         | 6   | 47104,47293,47482,47106,47295,47484 | 4.12     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.91     | 3.03                         | 6   | 12643,12818,12993,12645,12820,12995 | 4.12     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 220268     | 3311.72  | 3448.16                      | 6   | 19972,20140,20308,19974,20142,20310 | 4.12     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3263.93  | 3397.58                      | 6   | 34196,34399,34602,34198,34401,34604 | 4.09     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 2.2      | 2.29                         | 6   | 28561,28764,28967,28563,28766,28969 | 4.09     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 189018     | 2852.6   | 2968.58                      | 6   | 22485,22653,22821,22487,22655,22823 | 4.07     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 2.71     | 2.82                         | 6   | 34063,34266,34469,34065,34268,34471 | 4.06     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 266.27   | 277.04                       | 6   | 14281,14456,14631,14283,14458,14633 | 4.04     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 18.79    | 19.55                        | 6   | 14253,14428,14603,14255,14430,14605 | 4.04     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 3.23     | 3.36                         | 6   | 23395,23563,23731,23397,23565,23733 | 4.02     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 6.72     | 6.99                         | 6   | 11082,11257,11432,11084,11259,11434 | 4.02     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 4931.74  | 5129.05                      | 6   | 12734,12909,13084,12736,12911,13086 | 4.0      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 53.99    | 56.15                        | 6   | 32901,33104,33307,32903,33106,33309 | 4.0      |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 762144     | 2353.74  | 2447.4                       | 6   | 43254,43443,43632,43256,43445,43634 | 3.98     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 9.31     | 9.68                         | 6   | 26181,26384,26587,26183,26386,26589 | 3.97     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 6.82     | 7.09                         | 6   | 16864,17032,17200,16866,17034,17202 | 3.96     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 137.72   | 143.17                       | 6   | 14274,14449,14624,14276,14451,14626 | 3.96     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.03     | 2.11                         | 6   | 16318,16493,16668,16320,16495,16670 | 3.94     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 2123.93  | 2206.99                      | 2   | 54055,54057                         | 3.91     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 1.03     | 1.07                         | 6   | 48784,48973,49162,48786,48975,49164 | 3.88     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2397.72  | 2490.45                      | 6   | 52928,53117,53306,52930,53119,53308 | 3.87     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 251518     | 1878.23  | 1950.59                      | 6   | 24515,24683,24851,24517,24685,24853 | 3.85     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 2.6      | 2.7                          | 6   | 24928,25131,25334,24930,25133,25336 | 3.85     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 190536     | 1515.87  | 1574.17                      | 6   | 14302,14477,14652,14304,14479,14654 | 3.85     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 3.65     | 3.79                         | 6   | 25544,25747,25950,25546,25749,25952 | 3.84     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 3.4      | 3.53                         | 6   | 2675,2850,3025,2677,2852,3027       | 3.82     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 7.33     | 7.61                         | 4   | 53971,54160,53973,54162             | 3.82     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 26.46    | 27.47                        | 6   | 53404,53593,53782,53406,53595,53784 | 3.82     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.31     | 1.36                         | 6   | 7883,8058,8233,7885,8060,8235       | 3.82     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 1208.15  | 1254.12                      | 6   | 52900,53089,53278,52902,53091,53280 | 3.8      |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 54.49    | 56.56                        | 6   | 26202,26405,26608,26204,26407,26610 | 3.8      |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 4.25     | 4.41                         | 6   | 15800,15975,16150,15802,15977,16152 | 3.76     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 16.51    | 17.13                        | 6   | 42596,42785,42974,42598,42787,42976 | 3.76     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 95268      | 1461.47  | 1516.09                      | 6   | 22464,22632,22800,22466,22634,22802 | 3.74     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 621.14   | 644.32                       | 6   | 52886,53075,53264,52888,53077,53266 | 3.73     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.34     | 1.39                         | 6   | 22,197,372,24,199,374               | 3.73     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.08     | 1.12                         | 6   | 21841,22009,22177,21843,22011,22179 | 3.7      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 758.83   | 786.62                       | 6   | 32929,33132,33335,32931,33134,33337 | 3.66     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 70.31    | 72.87                        | 6   | 14267,14442,14617,14269,14444,14619 | 3.64     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.1      | 1.14                         | 6   | 22849,23017,23185,22851,23019,23187 | 3.64     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 3.03     | 3.14                         | 6   | 24403,24571,24739,24405,24573,24741 | 3.63     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.93     | 2.0                          | 6   | 49939,50128,50317,49941,50130,50319 | 3.63     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 3.59     | 3.72                         | 6   | 4782,4957,5132,4784,4959,5134       | 3.62     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 170.1    | 176.16                       | 6   | 28645,28848,29051,28647,28850,29053 | 3.56     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 102.64   | 106.28                       | 6   | 32908,33111,33314,32910,33113,33316 | 3.55     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 14.97    | 15.5                         | 6   | 26783,26986,27189,26785,26988,27191 | 3.54     |
