+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------+-----+-------------------------------------+----------+
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 1208.15  | 2028.09                | 6   | 52900,53089,53278,52906,53095,53284 | 67.87    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.19     | 1.99                   | 6   | 33405,33608,33811,33411,33614,33817 | 67.23    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 2117.63  | 3540.91                | 6   | 52921,53110,53299,52927,53116,53305 | 67.21    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2397.72  | 4007.91                | 6   | 52928,53117,53306,52934,53123,53312 | 67.16    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 1805.09  | 2998.05                | 6   | 52914,53103,53292,52920,53109,53298 | 66.09    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 621.14   | 1031.54                | 6   | 52886,53075,53264,52892,53081,53270 | 66.07    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 161.83   | 268.58                 | 6   | 52872,53061,53250,52878,53067,53256 | 65.96    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 1522.41  | 2526.21                | 6   | 52907,53096,53285,52913,53102,53291 | 65.93    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 83.62    | 136.69                 | 6   | 52865,53054,53243,52871,53060,53249 | 63.47    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 324.36   | 529.42                 | 6   | 52879,53068,53257,52885,53074,53263 | 63.22    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 23.13    | 36.84                  | 6   | 52851,53040,53229,52857,53046,53235 | 59.27    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 1.83     | 2.9                    | 6   | 29765,29968,30171,29771,29974,30177 | 58.47    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 44.14    | 69.03                  | 6   | 52858,53047,53236,52864,53053,53242 | 56.39    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 2710.27  | 4238.55                | 6   | 52935,53124,53313,52941,53130,53319 | 56.39    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 53.99    | 83.33                  | 6   | 32901,33104,33307,32907,33110,33313 | 54.34    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 1.86     | 2.87                   | 6   | 41427,41616,41805,41433,41622,41811 | 54.3     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.41     | 2.16                   | 6   | 14190,14365,14540,14196,14371,14546 | 53.19    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 12.92    | 19.76                  | 6   | 52844,53033,53222,52850,53039,53228 | 52.94    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 262144     | 102.64   | 156.52                 | 6   | 32908,33111,33314,32914,33117,33320 | 52.49    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 28.9     | 43.97                  | 6   | 32894,33097,33300,32900,33103,33306 | 52.15    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 28.69    | 43.54                  | 6   | 24977,25180,25383,24983,25186,25389 | 51.76    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.15     | 1.74                   | 6   | 14176,14351,14526,14182,14357,14532 | 51.3     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2577.99  | 3885.23                | 6   | 34182,34385,34588,34188,34391,34594 | 50.71    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 386.27   | 574.79                 | 6   | 32922,33125,33328,32928,33131,33334 | 48.81    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2222.31  | 3303.65                | 6   | 34175,34378,34581,34181,34384,34587 | 48.66    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 906.91   | 1347.91                | 6   | 52893,53082,53271,52899,53088,53277 | 48.63    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 2952.74  | 4387.79                | 6   | 34189,34392,34595,34195,34398,34601 | 48.6     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3263.93  | 4826.14                | 6   | 34196,34399,34602,34202,34405,34608 | 47.86    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1112.16  | 1641.92                | 6   | 26237,26440,26643,26243,26446,26649 | 47.63    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1846.97  | 2726.38                | 6   | 34168,34371,34574,34174,34377,34580 | 47.61    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 1481.49  | 2185.23                | 6   | 26244,26447,26650,26250,26453,26656 | 47.5     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.6      | 2.36                   | 6   | 3186,3361,3536,3192,3367,3542       | 47.5     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 1814.91  | 2673.57                | 6   | 32950,33153,33356,32956,33159,33362 | 47.31    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 2966.35  | 4368.7                 | 6   | 26272,26475,26678,26278,26481,26684 | 47.28    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 54.29    | 79.91                  | 6   | 24984,25187,25390,24990,25193,25396 | 47.19    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1483.04  | 2180.42                | 6   | 34161,34364,34567,34167,34370,34573 | 47.02    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 1834.95  | 2693.61                | 6   | 25033,25236,25439,25039,25242,25445 | 46.79    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 1467.5   | 2149.27                | 6   | 25026,25229,25432,25032,25235,25438 | 46.46    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 198.7    | 290.79                 | 6   | 24998,25201,25404,25004,25207,25410 | 46.35    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 2240.5   | 3277.87                | 6   | 26258,26461,26664,26264,26467,26670 | 46.3     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 1849.97  | 2706.31                | 6   | 26251,26454,26657,26257,26460,26663 | 46.29    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 524288     | 197.94   | 289.45                 | 6   | 32915,33118,33321,32921,33124,33327 | 46.23    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.2      | 1.75                   | 4   | 53915,54104,53921,54110             | 45.83    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 7.29     | 10.63                  | 6   | 52837,53026,53215,52843,53032,53221 | 45.82    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 758.83   | 1105.97                | 6   | 32929,33132,33335,32935,33138,33341 | 45.75    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2580.47  | 3759.11                | 6   | 32964,33167,33370,32970,33173,33376 | 45.68    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 758.13   | 1103.99                | 6   | 25012,25215,25418,25018,25221,25424 | 45.62    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2218.08  | 3226.92                | 6   | 32957,33160,33363,32963,33166,33369 | 45.48    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1133.15  | 1646.61                | 6   | 32936,33139,33342,32942,33145,33348 | 45.31    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 6048576    | 2197.3   | 3189.9                 | 6   | 25040,25243,25446,25046,25249,25452 | 45.17    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 2938.6   | 4262.39                | 6   | 25054,25257,25460,25060,25263,25466 | 45.05    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 1141.05  | 1654.39                | 6   | 25019,25222,25425,25025,25228,25431 | 44.99    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1119.68  | 1619.17                | 6   | 34154,34357,34560,34160,34363,34566 | 44.61    |
