+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1629.77          | 1644.9                 | 6   | 9599,9774,9949,9604,9779,9954       | 0.93     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 92.73            | 93.59                  | 6   | 20421,20589,20757,20426,20594,20762 | 0.93     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.09             | 1.1                    | 6   | 4202,4377,4552,4207,4382,4557       | 0.92     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 20.76            | 20.95                  | 6   | 17887,18055,18223,17892,18060,18228 | 0.92     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 8062.57          | 8135.7                 | 6   | 35926,36115,36304,35931,36120,36309 | 0.91     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 206.34           | 208.19                 | 6   | 42653,42842,43031,42658,42847,43036 | 0.9      |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 5.58             | 5.63                   | 6   | 6365,6540,6715,6370,6545,6720       | 0.9      |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 220268     | 3455.27          | 3486.17                | 6   | 22493,22661,22829,22498,22666,22834 | 0.89     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.24             | 2.26                   | 6   | 34057,34260,34463,34062,34265,34468 | 0.89     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 11.23            | 11.33                  | 6   | 51109,51298,51487,51114,51303,51492 | 0.89     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.13             | 1.14                   | 6   | 534,709,884,539,714,889             | 0.88     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 1343.29          | 1354.98                | 6   | 9592,9767,9942,9597,9772,9947       | 0.87     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1762144    | 5633.94          | 5682.84                | 6   | 50087,50276,50465,50092,50281,50470 | 0.87     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 2.32             | 2.34                   | 6   | 42562,42751,42940,42567,42756,42945 | 0.86     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 502.81           | 507.11                 | 6   | 17411,17579,17747,17416,17584,17752 | 0.86     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 180.12           | 181.65                 | 6   | 20428,20596,20764,20433,20601,20769 | 0.85     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 25.9             | 26.12                  | 6   | 28625,28828,29031,28630,28833,29036 | 0.85     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 157768     | 1238.23          | 1248.66                | 6   | 24495,24663,24831,24500,24668,24836 | 0.84     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 1369.45          | 1380.78                | 6   | 16417,16592,16767,16422,16597,16772 | 0.83     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.21             | 1.22                   | 6   | 5791,5966,6141,5796,5971,6146       | 0.83     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 1.21             | 1.22                   | 6   | 13134,13309,13484,13139,13314,13489 | 0.83     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 220268     | 3055.07          | 3080.03                | 6   | 18965,19133,19301,18970,19138,19306 | 0.82     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1884.28          | 1899.4                 | 6   | 16431,16606,16781,16436,16611,16786 | 0.8      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 82.67            | 83.33                  | 6   | 32902,33105,33308,32907,33110,33313 | 0.8      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 12.64            | 12.74                  | 6   | 32881,33084,33287,32886,33089,33292 | 0.79     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 3.81             | 3.84                   | 6   | 24943,25146,25349,24948,25151,25354 | 0.79     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 143.02           | 144.13                 | 6   | 11650,11825,12000,11655,11830,12005 | 0.78     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 95268      | 1650.47          | 1663.24                | 6   | 18433,18601,18769,18438,18606,18774 | 0.77     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 3.92             | 3.95                   | 6   | 11608,11783,11958,11613,11788,11963 | 0.77     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 4526.04          | 4560.42                | 6   | 43864,44053,44242,43869,44058,44247 | 0.76     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 18.58            | 18.72                  | 6   | 1654,1829,2004,1659,1834,2009       | 0.75     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 2.69             | 2.71                   | 6   | 5826,6001,6176,5831,6006,6181       | 0.74     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 120.86           | 121.75                 | 6   | 18909,19077,19245,18914,19082,19250 | 0.74     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 157768     | 2480.3           | 2498.43                | 6   | 19959,20127,20295,19964,20132,20300 | 0.73     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1012144    | 2083.23          | 2098.13                | 6   | 51200,51389,51578,51205,51394,51583 | 0.72     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 2.81             | 2.83                   | 6   | 58,233,408,63,238,413               | 0.71     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 344.02           | 346.43                 | 6   | 38124,38313,38502,38129,38318,38507 | 0.7      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 282768     | 4881.13          | 4915.11                | 6   | 24019,24187,24355,24024,24192,24360 | 0.7      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1456.36          | 1466.35                | 6   | 1703,1878,2053,1708,1883,2058       | 0.69     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 2320.14          | 2336.03                | 6   | 50626,50815,51004,50631,50820,51009 | 0.68     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 14.72            | 14.82                  | 6   | 28618,28821,29024,28623,28826,29029 | 0.68     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 4488.71          | 4518.98                | 6   | 46111,46300,46489,46116,46305,46494 | 0.67     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 2014.55          | 2028.09                | 6   | 52901,53090,53279,52906,53095,53284 | 0.67     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 2600.75          | 2618.16                | 6   | 43836,44025,44214,43841,44030,44219 | 0.67     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 2693.48          | 2711.38                | 6   | 20484,20652,20820,20489,20657,20825 | 0.66     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 3782.7           | 3807.83                | 6   | 50640,50829,51018,50645,50834,51023 | 0.66     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.51             | 1.52                   | 6   | 12623,12798,12973,12628,12803,12978 | 0.66     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 145.08           | 146.03                 | 6   | 51158,51347,51536,51163,51352,51541 | 0.65     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.58             | 1.59                   | 6   | 8955,9130,9305,8960,9135,9310       | 0.63     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 987.17           | 993.41                 | 6   | 7471,7646,7821,7476,7651,7826       | 0.63     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 677.46           | 681.58                 | 6   | 6960,7135,7310,6965,7140,7315       | 0.61     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1975.18          | 1987.12                | 6   | 3285,3460,3635,3290,3465,3640       | 0.6      |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 1799.04          | 1809.85                | 6   | 35877,36066,36255,35882,36071,36260 | 0.6      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 491.68           | 494.6                  | 6   | 47203,47392,47581,47208,47397,47586 | 0.59     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 654.71           | 658.59                 | 6   | 39832,40021,40210,39837,40026,40215 | 0.59     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64018      | 686.8            | 690.78                 | 6   | 20442,20610,20778,20447,20615,20783 | 0.58     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 562.48           | 565.72                 | 6   | 14289,14464,14639,14294,14469,14644 | 0.58     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 6042.94          | 6077.32                | 6   | 37032,37221,37410,37037,37226,37415 | 0.57     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 235.56           | 236.9                  | 6   | 21436,21604,21772,21441,21609,21777 | 0.57     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 4085.8           | 4108.88                | 6   | 6470,6645,6820,6475,6650,6825       | 0.56     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6442.35          | 6478.74                | 6   | 41001,41190,41379,41006,41195,41384 | 0.56     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1404.64          | 1412.56                | 6   | 653,828,1003,658,833,1008           | 0.56     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1012144    | 3582.86          | 3602.8                 | 6   | 35891,36080,36269,35896,36085,36274 | 0.56     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 28.76            | 28.92                  | 6   | 26791,26994,27197,26796,26999,27202 | 0.56     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 14.57            | 14.65                  | 6   | 29829,30032,30235,29834,30037,30240 | 0.55     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 2125.96          | 2137.54                | 6   | 14310,14485,14660,14315,14490,14665 | 0.54     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3673.16          | 3693.08                | 6   | 39853,40042,40231,39858,40047,40236 | 0.54     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 123.71           | 124.37                 | 6   | 625,800,975,630,805,980             | 0.53     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 1.88             | 1.89                   | 6   | 15787,15962,16137,15792,15967,16142 | 0.53     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 5601.09          | 5630.27                | 6   | 51788,51977,52166,51793,51982,52171 | 0.52     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 15.45            | 15.53                  | 6   | 36934,37123,37312,36939,37128,37317 | 0.52     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 10933.93         | 10990.39               | 6   | 39895,40084,40273,39900,40089,40278 | 0.52     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 1.96             | 1.97                   | 6   | 53370,53559,53748,53375,53564,53753 | 0.51     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 282768     | 4446.91          | 4469.53                | 6   | 22507,22675,22843,22512,22680,22848 | 0.51     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 126518     | 2195.13          | 2206.28                | 6   | 23984,24152,24320,23989,24157,24325 | 0.51     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1592.06          | 1600.09                | 6   | 11678,11853,12028,11683,11858,12033 | 0.5      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 271.09           | 272.45                 | 6   | 46062,46251,46440,46067,46256,46445 | 0.5      |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 1005.36          | 1010.4                 | 6   | 6974,7149,7324,6979,7154,7329       | 0.5      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 126518     | 842.04           | 846.12                 | 6   | 16928,17096,17264,16933,17101,17269 | 0.48     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 2.07             | 2.08                   | 6   | 17831,17999,18167,17836,18004,18172 | 0.48     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 2116.88          | 2127.08                | 6   | 11685,11860,12035,11690,11865,12040 | 0.48     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 153.96           | 154.7                  | 6   | 44921,45110,45299,44926,45115,45304 | 0.48     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 373.45           | 375.24                 | 6   | 41526,41715,41904,41531,41720,41909 | 0.48     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 95268      | 1022.38          | 1027.28                | 6   | 20449,20617,20785,20454,20622,20790 | 0.48     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 25.1             | 25.22                  | 6   | 31054,31257,31460,31059,31262,31465 | 0.48     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 524288     | 425.43           | 427.45                 | 6   | 27435,27638,27841,27440,27643,27846 | 0.47     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 130.49           | 131.08                 | 6   | 7450,7625,7800,7455,7630,7805       | 0.45     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1347.3           | 1353.27                | 6   | 163,338,513,168,343,518             | 0.44     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 1037.12          | 1041.71                | 6   | 21961,22129,22297,21966,22134,22302 | 0.44     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 9043.3           | 9082.77                | 6   | 38180,38369,38558,38185,38374,38563 | 0.44     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 358.06           | 359.62                 | 6   | 21947,22115,22283,21952,22120,22288 | 0.44     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 561.04           | 563.47                 | 6   | 9571,9746,9921,9576,9751,9926       | 0.43     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4104.49          | 4121.91                | 6   | 695,870,1045,700,875,1050           | 0.42     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1461.58          | 1467.76                | 6   | 7478,7653,7828,7483,7658,7833       | 0.42     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 189018     | 1876.81          | 1884.66                | 6   | 20974,21142,21310,20979,21147,21315 | 0.42     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 6937.43          | 6966.16                | 6   | 41568,41757,41946,41573,41762,41951 | 0.41     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 1557.35          | 1563.61                | 6   | 20967,21135,21303,20972,21140,21308 | 0.4      |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 8497.98          | 8531.66                | 6   | 39881,40070,40259,39886,40075,40264 | 0.4      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 135.11           | 135.64                 | 6   | 17908,18076,18244,17913,18081,18249 | 0.39     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 852.45           | 855.79                 | 6   | 6967,7142,7317,6972,7147,7322       | 0.39     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 189018     | 2040.34          | 2048.29                | 6   | 20470,20638,20806,20475,20643,20811 | 0.39     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 95268      | 743.74           | 746.62                 | 6   | 24481,24649,24817,24486,24654,24822 | 0.39     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 23.28            | 23.37                  | 6   | 24971,25174,25377,24976,25179,25382 | 0.39     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 7.79             | 7.82                   | 6   | 32874,33077,33280,32879,33082,33285 | 0.39     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 2516.58          | 2526.21                | 6   | 52908,53097,53286,52913,53102,53291 | 0.38     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 4220.6           | 4236.74                | 6   | 14338,14513,14688,14343,14518,14693 | 0.38     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 2.7              | 2.71                   | 6   | 23893,24061,24229,23898,24066,24234 | 0.37     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 282768     | 2802.71          | 2812.99                | 6   | 20995,21163,21331,21000,21168,21336 | 0.37     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 670.22           | 672.67                 | 6   | 52313,52502,52691,52318,52507,52696 | 0.37     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 484.53           | 486.26                 | 6   | 639,814,989,644,819,994             | 0.36     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 5.61             | 5.63                   | 6   | 590,765,940,595,770,945             | 0.36     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2012144    | 10211.0          | 10247.34               | 6   | 41022,41211,41400,41027,41216,41405 | 0.36     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 3901.38          | 3914.69                | 6   | 40987,41176,41365,40992,41181,41370 | 0.34     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 11.8             | 11.84                  | 6   | 41456,41645,41834,41461,41650,41839 | 0.34     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1012144    | 3630.9           | 3643.08                | 6   | 43262,43451,43640,43267,43456,43645 | 0.34     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 945.42           | 948.41                 | 6   | 646,821,996,651,826,1001            | 0.32     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 157768     | 2210.13          | 2216.98                | 6   | 18951,19119,19287,18956,19124,19292 | 0.31     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 38.76            | 38.88                  | 6   | 23935,24103,24271,23940,24108,24276 | 0.31     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 55.95            | 56.12                  | 6   | 45467,45656,45845,45472,45661,45850 | 0.3      |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 9.93             | 9.96                   | 6   | 1129,1304,1479,1134,1309,1484       | 0.3      |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2262144    | 11550.05         | 11584.31               | 6   | 41029,41218,41407,41034,41223,41412 | 0.3      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 2214.0           | 2220.49                | 6   | 17971,18139,18307,17976,18144,18312 | 0.29     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 126518     | 2194.88          | 2201.31                | 6   | 18440,18608,18776,18445,18613,18781 | 0.29     |
