+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 4333.31                            | 9989.42                    | 6   | 9083,9258,9433,9084,9259,9434       | 5656.11  | 130.53   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 4342.47                            | 9969.83                    | 6   | 15908,16083,16258,15909,16084,16259 | 5627.36  | 129.59   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 4230.41                            | 9846.45                    | 6   | 12765,12940,13115,12766,12941,13116 | 5616.04  | 132.75   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4299.87                            | 9915.79                    | 6   | 10133,10308,10483,10134,10309,10484 | 5615.92  | 130.61   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 4359.85                            | 9919.25                    | 6   | 14858,15033,15208,14859,15034,15209 | 5559.4   | 127.51   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4319.76                            | 9818.92                    | 6   | 11190,11365,11540,11191,11366,11541 | 5499.16  | 127.3    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 2881.83                            | 8166.23                    | 6   | 2790,2965,3140,2791,2966,3141       | 5284.4   | 183.37   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2877.01                            | 8138.86                    | 6   | 4365,4540,4715,4366,4541,4716       | 5261.85  | 182.89   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 6979.98                            | 12219.89                   | 6   | 37608,37797,37986,37609,37798,37987 | 5239.91  | 75.07    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1512144    | 6943.11                            | 12149.51                   | 6   | 39309,39498,39687,39310,39499,39688 | 5206.4   | 74.99    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 2902.18                            | 8106.0                     | 6   | 5415,5590,5765,5416,5591,5766       | 5203.82  | 179.31   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1512144    | 7491.06                            | 12689.42                   | 6   | 38742,38931,39120,38743,38932,39121 | 5198.36  | 69.39    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 2909.37                            | 8104.66                    | 6   | 3840,4015,4190,3841,4016,4191       | 5195.29  | 178.57   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 3437.37                            | 8520.87                    | 6   | 13808,13983,14158,13809,13984,14159 | 5083.5   | 147.89   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1512144    | 7378.9                             | 12458.24                   | 6   | 40443,40632,40821,40444,40633,40822 | 5079.34  | 68.84    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3572.18                            | 8564.04                    | 6   | 12233,12408,12583,12234,12409,12584 | 4991.86  | 139.74   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 3698.25                            | 8598.97                    | 6   | 12758,12933,13108,12759,12934,13109 | 4900.72  | 132.51   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3719.23                            | 8598.2                     | 6   | 9076,9251,9426,9077,9252,9427       | 4878.97  | 131.18   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3717.23                            | 8579.76                    | 6   | 15901,16076,16251,15902,16077,16252 | 4862.53  | 130.81   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3770.23                            | 8625.72                    | 6   | 11183,11358,11533,11184,11359,11534 | 4855.49  | 128.78   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3686.95                            | 8520.81                    | 6   | 10126,10301,10476,10127,10302,10477 | 4833.86  | 131.11   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 3737.82                            | 8566.26                    | 6   | 14851,15026,15201,14852,15027,15202 | 4828.44  | 129.18   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2519.87                            | 7125.99                    | 6   | 2783,2958,3133,2784,2959,3134       | 4606.12  | 182.79   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 2523.37                            | 7116.21                    | 6   | 4358,4533,4708,4359,4534,4709       | 4592.84  | 182.01   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 2544.48                            | 7136.59                    | 6   | 3833,4008,4183,3834,4009,4184       | 4592.11  | 180.47   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 2539.51                            | 7085.07                    | 6   | 5408,5583,5758,5409,5584,5759       | 4545.56  | 178.99   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2919.09                            | 7376.37                    | 6   | 13801,13976,14151,13802,13977,14152 | 4457.28  | 152.69   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5886.72                            | 10252.07                   | 6   | 36460,36649,36838,36461,36650,36839 | 4365.35  | 74.16    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6184.51                            | 10459.71                   | 6   | 40436,40625,40814,40437,40626,40815 | 4275.2   | 69.13    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3074.18                            | 7301.07                    | 6   | 12226,12401,12576,12227,12402,12577 | 4226.89  | 137.5    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1262144    | 6287.23                            | 10426.74                   | 6   | 38735,38924,39113,38736,38925,39114 | 4139.51  | 65.84    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3243.2                             | 7362.5                     | 6   | 11176,11351,11526,11177,11352,11527 | 4119.3   | 127.01   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 3184.47                            | 7264.28                    | 6   | 12751,12926,13101,12752,12927,13102 | 4079.81  | 128.12   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 3107.25                            | 7180.65                    | 6   | 9069,9244,9419,9070,9245,9420       | 4073.4   | 131.09   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 3111.67                            | 7138.27                    | 6   | 15894,16069,16244,15895,16070,16245 | 4026.6   | 129.4    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 3102.01                            | 7114.35                    | 6   | 10119,10294,10469,10120,10295,10470 | 4012.34  | 129.35   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 3108.25                            | 7105.34                    | 6   | 14844,15019,15194,14845,15020,15195 | 3997.09  | 128.6    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 2164.78                            | 6122.83                    | 6   | 4351,4526,4701,4352,4527,4702       | 3958.05  | 182.84   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 2190.93                            | 6099.71                    | 6   | 3826,4001,4176,3827,4002,4177       | 3908.78  | 178.41   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2406.09                            | 6222.07                    | 6   | 13794,13969,14144,13795,13970,14145 | 3815.98  | 158.6    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 3815.0                             | 7610.81                    | 6   | 1740,1915,2090,1741,1916,2091       | 3795.81  | 99.5     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2555.2                             | 6168.14                    | 6   | 12219,12394,12569,12220,12395,12570 | 3612.94  | 141.4    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 8567.1                             | 12147.0                    | 6   | 31154,31357,31560,31155,31358,31561 | 3579.9   | 41.79    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2646.51                            | 6195.56                    | 6   | 12744,12919,13094,12745,12920,13095 | 3549.05  | 134.1    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4643.31                            | 8189.49                    | 6   | 39295,39484,39673,39296,39485,39674 | 3546.18  | 76.37    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 4686.43                            | 8151.06                    | 6   | 37594,37783,37972,37595,37784,37973 | 3464.63  | 73.93    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2702.92                            | 6095.41                    | 6   | 11169,11344,11519,11170,11345,11520 | 3392.49  | 125.51   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1012144    | 5008.21                            | 8388.48                    | 6   | 38728,38917,39106,38729,38918,39107 | 3380.27  | 67.49    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1802.98                            | 5120.5                     | 6   | 4344,4519,4694,4345,4520,4695       | 3317.52  | 184.0    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 1809.13                            | 5113.83                    | 6   | 2769,2944,3119,2770,2945,3120       | 3304.7   | 182.67   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 1811.97                            | 5110.73                    | 6   | 5394,5569,5744,5395,5570,5745       | 3298.76  | 182.05   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 1834.36                            | 5104.16                    | 6   | 3819,3994,4169,3820,3995,4170       | 3269.8   | 178.25   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2494.26                            | 5755.05                    | 6   | 9062,9237,9412,9063,9238,9413       | 3260.79  | 130.73   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2476.43                            | 5720.53                    | 6   | 15887,16062,16237,15888,16063,16238 | 3244.1   | 131.0    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2471.2                             | 5712.37                    | 6   | 10112,10287,10462,10113,10288,10463 | 3241.17  | 131.16   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 2511.04                            | 5710.28                    | 6   | 14837,15012,15187,14838,15013,15188 | 3199.24  | 127.41   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 2146.24                            | 5233.74                    | 6   | 19471,19639,19807,19472,19640,19808 | 3087.5   | 143.86   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1908.03                            | 4973.51                    | 6   | 13787,13962,14137,13788,13963,14138 | 3065.48  | 160.66   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 2111.91                            | 5005.38                    | 6   | 12737,12912,13087,12738,12913,13088 | 2893.47  | 137.01   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2055.89                            | 4898.74                    | 6   | 12212,12387,12562,12213,12388,12563 | 2842.85  | 138.28   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 2163.81                            | 4903.7                     | 6   | 11162,11337,11512,11163,11338,11513 | 2739.89  | 126.62   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1451.09                            | 4113.21                    | 6   | 2762,2937,3112,2763,2938,3113       | 2662.12  | 183.46   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1448.53                            | 4096.21                    | 6   | 4337,4512,4687,4338,4513,4688       | 2647.68  | 182.78   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 2170.12                            | 4811.53                    | 6   | 2776,2951,3126,2777,2952,3127       | 2641.41  | 121.72   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 1472.28                            | 4107.24                    | 6   | 3812,3987,4162,3813,3988,4163       | 2634.96  | 178.97   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1460.11                            | 4081.96                    | 6   | 5387,5562,5737,5388,5563,5738       | 2621.85  | 179.57   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 3542.86                            | 6157.16                    | 6   | 37587,37776,37965,37588,37777,37966 | 2614.3   | 73.79    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 3526.36                            | 6080.6                     | 6   | 5401,5576,5751,5402,5577,5752       | 2554.24  | 72.43    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1881.66                            | 4343.93                    | 6   | 10105,10280,10455,10106,10281,10456 | 2462.27  | 130.86   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1868.35                            | 4316.47                    | 6   | 15880,16055,16230,15881,16056,16231 | 2448.12  | 131.03   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1884.54                            | 4322.49                    | 6   | 14830,15005,15180,14831,15006,15181 | 2437.95  | 129.37   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1878.44                            | 4308.85                    | 6   | 9055,9230,9405,9056,9231,9406       | 2430.41  | 129.38   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1384.27                            | 3759.44                    | 6   | 13780,13955,14130,13781,13956,14131 | 2375.17  | 171.58   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3006.48                            | 5325.83                    | 6   | 42683,42872,43061,42684,42873,43062 | 2319.35  | 77.15    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2841.11                            | 5118.37                    | 6   | 41549,41738,41927,41550,41739,41928 | 2277.26  | 80.15    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 1554.96                            | 3763.84                    | 6   | 20969,21137,21305,20970,21138,21306 | 2208.88  | 142.05   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 2988.69                            | 5183.04                    | 6   | 36446,36635,36824,36447,36636,36825 | 2194.35  | 73.42    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1580.56                            | 3752.01                    | 6   | 12730,12905,13080,12731,12906,13081 | 2171.45  | 137.38   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1542.83                            | 3696.58                    | 6   | 12205,12380,12555,12206,12381,12556 | 2153.75  | 139.6    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1628.18                            | 3741.39                    | 6   | 11155,11330,11505,11156,11331,11506 | 2113.21  | 129.79   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1104.71                            | 3117.73                    | 6   | 5380,5555,5730,5381,5556,5731       | 2013.02  | 182.22   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 251518     | 3834.85                            | 5842.16                    | 6   | 23006,23174,23342,23007,23175,23343 | 2007.31  | 52.34    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1089.39                            | 3085.43                    | 6   | 4330,4505,4680,4331,4506,4681       | 1996.04  | 183.23   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1112.06                            | 3104.23                    | 6   | 3805,3980,4155,3806,3981,4156       | 1992.17  | 179.14   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 4806.42                            | 6793.45                    | 6   | 31126,31329,31532,31127,31330,31533 | 1987.03  | 41.34    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1097.32                            | 3081.76                    | 6   | 2755,2930,3105,2756,2931,3106       | 1984.44  | 180.84   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 10790.8                            | 12529.62                   | 6   | 25666,25869,26072,25667,25870,26073 | 1738.82  | 16.11    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 1348.65                            | 3051.0                     | 6   | 21970,22138,22306,21971,22139,22307 | 1702.35  | 126.23   |
