+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-munro-728899ba | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------+-----+-------------------------------------+----------+----------+
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 9048576    | 3652.3           | 4825.82                | 6   | 26280,26483,26686,26285,26488,26691 | 1173.52  | 32.13    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3713.74          | 4826.14                | 6   | 34197,34400,34603,34202,34405,34608 | 1112.4   | 29.95    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 3276.76          | 4368.7                 | 6   | 26273,26476,26679,26278,26481,26684 | 1091.94  | 33.32    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 3302.44          | 4387.79                | 6   | 34190,34393,34596,34195,34398,34601 | 1085.35  | 32.87    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2894.5           | 3885.23                | 6   | 34183,34386,34589,34188,34391,34594 | 990.73   | 34.23    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 6172.04          | 7051.07                | 6   | 31761,31964,32167,31766,31969,32172 | 879.03   | 14.24    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 2909.02          | 3762.85                | 6   | 26266,26469,26672,26271,26474,26677 | 853.83   | 29.35    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2454.07          | 3303.65                | 6   | 34176,34379,34582,34181,34384,34587 | 849.58   | 34.62    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 2480.54          | 3277.87                | 6   | 26259,26462,26665,26264,26467,26670 | 797.33   | 32.14    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 5542.94          | 6301.49                | 6   | 31754,31957,32160,31759,31962,32165 | 758.55   | 13.68    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 4820.05          | 5509.74                | 6   | 31747,31950,32153,31752,31955,32158 | 689.69   | 14.31    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 2054.45          | 2726.38                | 6   | 34169,34372,34575,34174,34377,34580 | 671.93   | 32.71    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 2050.13          | 2706.31                | 6   | 26252,26455,26658,26257,26460,26663 | 656.18   | 32.01    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 6199.65          | 6853.19                | 6   | 28716,28919,29122,28721,28924,29127 | 653.54   | 10.54    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 5461.25          | 6095.52                | 6   | 28709,28912,29115,28714,28917,29120 | 634.27   | 11.61    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 4127.16          | 4737.22                | 6   | 31740,31943,32146,31745,31948,32151 | 610.06   | 14.78    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 4706.98          | 5286.51                | 6   | 28702,28905,29108,28707,28910,29113 | 579.53   | 12.31    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 1622.33          | 2185.23                | 6   | 26245,26448,26651,26250,26453,26656 | 562.9    | 34.7     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 1637.23          | 2180.42                | 6   | 34162,34365,34568,34167,34370,34573 | 543.19   | 33.18    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 6048576    | 4128.45          | 4587.67                | 6   | 28695,28898,29101,28700,28903,29106 | 459.22   | 11.12    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 1232.8           | 1641.92                | 6   | 26238,26441,26644,26243,26446,26649 | 409.12   | 33.19    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 5048576    | 3518.48          | 3918.56                | 6   | 31733,31936,32139,31738,31941,32144 | 400.08   | 11.37    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1235.4           | 1619.17                | 6   | 34155,34358,34561,34160,34363,34566 | 383.77   | 31.06    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 5048576    | 3426.85          | 3802.89                | 6   | 28688,28891,29094,28693,28896,29099 | 376.04   | 10.97    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 2713.79          | 3058.63                | 6   | 28681,28884,29087,28686,28889,29092 | 344.84   | 12.71    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4048576    | 2793.88          | 3108.91                | 6   | 31726,31929,32132,31731,31934,32137 | 315.03   | 11.28    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 2152.59          | 2450.78                | 6   | 19469,19637,19805,19474,19642,19810 | 298.19   | 13.85    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 841.45           | 1093.11                | 6   | 26231,26434,26637,26236,26439,26642 | 251.66   | 29.91    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 3048576    | 2044.41          | 2294.68                | 6   | 28674,28877,29080,28679,28882,29085 | 250.27   | 12.24    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3048576    | 2124.64          | 2372.73                | 6   | 31719,31922,32125,31724,31927,32130 | 248.09   | 11.68    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 2917.24          | 3124.84                | 2   | 54070,54075                         | 207.6    | 7.12     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048576    | 1414.37          | 1608.53                | 6   | 31712,31915,32118,31717,31920,32123 | 194.16   | 13.73    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 944.39           | 1101.01                | 6   | 34148,34351,34554,34153,34356,34559 | 156.62   | 16.58    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 378036     | 2768.64          | 2916.78                | 6   | 13274,13449,13624,13279,13454,13629 | 148.14   | 5.35     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048576    | 1389.83          | 1527.38                | 6   | 28667,28870,29073,28672,28875,29078 | 137.55   | 9.9      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 438.94           | 561.94                 | 6   | 34141,34344,34547,34146,34349,34552 | 123.0    | 28.02    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1048576    | 438.17           | 557.97                 | 6   | 26224,26427,26630,26229,26432,26635 | 119.8    | 27.34    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 4335.74          | 4432.44                | 6   | 3320,3495,3670,3325,3500,3675       | 96.7     | 2.23     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1048576    | 723.45           | 819.99                 | 6   | 31705,31908,32111,31710,31913,32116 | 96.54    | 13.34    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4869.2           | 4959.47                | 6   | 39860,40049,40238,39865,40054,40243 | 90.27    | 1.85     |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1512144    | 3087.66          | 3176.45                | 6   | 48379,48568,48757,48384,48573,48762 | 88.79    | 2.88     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2428.08          | 2513.02                | 6   | 16445,16620,16795,16450,16625,16800 | 84.94    | 3.5      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 2279.88          | 2361.45                | 2   | 54056,54061                         | 81.57    | 3.58     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 7958.23          | 8034.6                 | 6   | 53475,53664,53853,53480,53669,53858 | 76.37    | 0.96     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 3844.92          | 3919.65                | 6   | 5938,6113,6288,5943,6118,6293       | 74.73    | 1.94     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 1855.83          | 1930.04                | 6   | 9606,9781,9956,9611,9786,9961       | 74.21    | 4.0      |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 8062.57          | 8135.7                 | 6   | 35926,36115,36304,35931,36120,36309 | 73.13    | 0.91     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 6700.61          | 6772.14                | 6   | 44431,44620,44809,44436,44625,44814 | 71.53    | 1.07     |
