+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 135.44                             | 261.47                           | 6   | 12177,12352,12527,12179,12354,12529 | 93.05    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 4093.78                            | 7801.15                          | 6   | 12240,12415,12590,12242,12417,12592 | 90.56    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 4.09                               | 7.78                             | 6   | 45427,45616,45805,45429,45618,45807 | 90.22    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2646.51                            | 5004.44                          | 6   | 12744,12919,13094,12746,12921,13096 | 89.1     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 5587.91                            | 10509.14                         | 6   | 14872,15047,15222,14874,15049,15224 | 88.07    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 3184.47                            | 5958.39                          | 6   | 12751,12926,13101,12753,12928,13103 | 87.11    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2471.2                             | 4615.22                          | 6   | 10112,10287,10462,10114,10289,10464 | 86.76    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 440536     | 3698.25                            | 6899.66                          | 6   | 12758,12933,13108,12760,12935,13110 | 86.57    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 83.85                              | 156.29                           | 6   | 15845,16020,16195,15847,16022,16197 | 86.39    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 281.98                             | 518.05                           | 6   | 11134,11309,11484,11136,11311,11486 | 83.72    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1628.18                            | 2989.76                          | 6   | 11155,11330,11505,11157,11332,11507 | 83.63    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 4960.69                            | 9085.14                          | 6   | 9090,9265,9440,9092,9267,9442       | 83.14    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.85                              | 41.57                            | 6   | 15831,16006,16181,15833,16008,16183 | 81.93    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 22.65                              | 40.78                            | 6   | 9006,9181,9356,9008,9183,9358       | 80.04    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 85.23                              | 153.12                           | 6   | 9020,9195,9370,9022,9197,9372       | 79.66    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 19.99                              | 35.52                            | 6   | 12681,12856,13031,12683,12858,13033 | 77.69    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.02                               | 1.8                              | 6   | 1586,1761,1936,1588,1763,1938       | 76.47    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 52.32                              | 91.6                             | 6   | 31070,31273,31476,31072,31275,31478 | 75.08    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 6.82                               | 11.79                            | 6   | 51104,51293,51482,51106,51295,51484 | 72.87    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 8.64                               | 14.53                            | 6   | 46575,46764,46953,46577,46766,46955 | 68.17    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 0.99                               | 1.65                             | 6   | 2104,2279,2454,2106,2281,2456       | 66.67    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.03                               | 1.71                             | 6   | 29138,29341,29544,29140,29343,29546 | 66.02    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1448.53                            | 2330.38                          | 6   | 4337,4512,4687,4339,4514,4689       | 60.88    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 7.22                               | 11.56                            | 6   | 44300,44489,44678,44302,44491,44680 | 60.11    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 190.87                             | 305.46                           | 6   | 4309,4484,4659,4311,4486,4661       | 60.04    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 2909.37                            | 4655.01                          | 6   | 3840,4015,4190,3842,4017,4192       | 60.0     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128036     | 749.01                             | 1190.7                           | 6   | 3798,3973,4148,3800,3975,4150       | 58.97    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 925.83                             | 1455.67                          | 6   | 13773,13948,14123,13775,13950,14125 | 57.23    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 26.22                              | 41.05                            | 6   | 5338,5513,5688,5340,5515,5690       | 56.56    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1384.27                            | 2166.12                          | 6   | 13780,13955,14130,13782,13957,14132 | 56.48    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 4.93                               | 7.71                             | 6   | 50530,50719,50908,50532,50721,50910 | 56.39    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 26.12                              | 40.53                            | 6   | 3763,3938,4113,3765,3940,4115       | 55.17    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 238.73                             | 370.36                           | 6   | 13759,13934,14109,13761,13936,14111 | 55.14    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 13.99                              | 21.12                            | 6   | 4281,4456,4631,4283,4458,4633       | 50.96    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.92                               | 1.38                             | 6   | 34003,34206,34409,34005,34208,34411 | 50.0     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 503036     | 3936.55                            | 5898.05                          | 6   | 13815,13990,14165,13817,13992,14167 | 49.83    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4435.23                            | 6632.38                          | 6   | 13822,13997,14172,13824,13999,14174 | 49.54    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3074.18                            | 4529.46                          | 6   | 12226,12401,12576,12228,12403,12578 | 47.34    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 17.43                              | 25.65                            | 6   | 13731,13906,14081,13733,13908,14083 | 47.16    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2555.2                             | 3748.84                          | 6   | 12219,12394,12569,12221,12396,12571 | 46.71    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 6.93                               | 10.16                            | 6   | 37489,37678,37867,37491,37680,37869 | 46.61    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 273.52                             | 400.51                           | 6   | 12709,12884,13059,12711,12886,13061 | 46.43    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 137.02                             | 199.46                           | 6   | 12702,12877,13052,12704,12879,13054 | 45.57    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4600.68                            | 6685.52                          | 6   | 12247,12422,12597,12249,12424,12599 | 45.32    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 5552.15                            | 8048.09                          | 6   | 9097,9272,9447,9099,9274,9449       | 44.95    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 543.1                              | 787.13                           | 6   | 12716,12891,13066,12718,12893,13068 | 44.93    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 70.68                              | 102.38                           | 6   | 12695,12870,13045,12697,12872,13047 | 44.85    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 4771.97                            | 6889.62                          | 6   | 12772,12947,13122,12774,12949,13124 | 44.38    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3717.23                            | 5361.28                          | 6   | 15901,16076,16251,15903,16078,16253 | 44.23    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1269.15                            | 1830.3                           | 6   | 9048,9223,9398,9050,9225,9400       | 44.21    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 326.29                             | 470.31                           | 6   | 15859,16034,16209,15861,16036,16211 | 44.14    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1265.69                            | 1823.78                          | 6   | 14823,14998,15173,14825,15000,15175 | 44.09    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2476.43                            | 3568.07                          | 6   | 15887,16062,16237,15889,16064,16239 | 44.08    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4877.25                            | 7004.28                          | 6   | 10140,10315,10490,10142,10317,10492 | 43.61    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1256.52                            | 1804.07                          | 6   | 15873,16048,16223,15875,16050,16225 | 43.58    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1881.66                            | 2701.61                          | 6   | 10105,10280,10455,10107,10282,10457 | 43.58    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 650.52                             | 933.55                           | 6   | 14816,14991,15166,14818,14993,15168 | 43.51    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 163.96                             | 235.12                           | 6   | 15852,16027,16202,15854,16029,16204 | 43.4     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 326.31                             | 467.41                           | 6   | 10084,10259,10434,10086,10261,10436 | 43.24    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 3107.25                            | 4445.6                           | 6   | 9069,9244,9419,9071,9246,9421       | 43.07    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.37                               | 1.96                             | 6   | 7900,8075,8250,7902,8077,8252       | 43.07    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 4299.87                            | 6150.66                          | 6   | 10133,10308,10483,10135,10310,10485 | 43.04    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1580.56                            | 2260.55                          | 6   | 12730,12905,13080,12732,12907,13082 | 43.02    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3719.23                            | 5310.29                          | 6   | 9076,9251,9426,9078,9253,9428       | 42.78    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 1.9                                | 2.71                             | 6   | 1621,1796,1971,1623,1798,1973       | 42.63    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 2163.81                            | 3086.05                          | 6   | 11162,11337,11512,11164,11339,11514 | 42.62    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 1.67                               | 2.38                             | 6   | 3714,3889,4064,3716,3891,4066       | 42.51    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1260.16                            | 1793.2                           | 6   | 10098,10273,10448,10100,10275,10450 | 42.3     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 327.83                             | 466.44                           | 6   | 14809,14984,15159,14811,14986,15161 | 42.28    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 2494.26                            | 3545.74                          | 6   | 9062,9237,9412,9064,9239,9414       | 42.16    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 43.47                              | 61.73                            | 6   | 15838,16013,16188,15840,16015,16190 | 42.01    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 164.8                              | 233.74                           | 6   | 14802,14977,15152,14804,14979,15154 | 41.83    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 3102.01                            | 4398.99                          | 6   | 10119,10294,10469,10121,10296,10471 | 41.81    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 73.21                              | 103.73                           | 6   | 11120,11295,11470,11122,11297,11472 | 41.69    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 8567.1                             | 12135.87                         | 6   | 31154,31357,31560,31156,31359,31562 | 41.66    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 4993.77                            | 7072.1                           | 6   | 14865,15040,15215,14867,15042,15217 | 41.62    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3243.2                             | 4590.59                          | 6   | 11176,11351,11526,11178,11353,11528 | 41.55    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 1947.18                            | 2751.34                          | 6   | 29278,29481,29684,29280,29483,29686 | 41.3     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 70.76                              | 99.86                            | 6   | 12170,12345,12520,12172,12347,12522 | 41.12    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 43.54                              | 60.81                            | 6   | 9013,9188,9363,9015,9190,9365       | 39.66    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 43.76                              | 61.04                            | 6   | 14788,14963,15138,14790,14965,15140 | 39.49    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 10.54                              | 14.67                            | 6   | 12149,12324,12499,12151,12326,12501 | 39.18    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 15.36                              | 21.37                            | 6   | 48290,48479,48668,48292,48481,48670 | 39.13    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 10.02                              | 13.91                            | 6   | 13724,13899,14074,13726,13901,14076 | 38.82    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 1.52                               | 2.11                             | 6   | 23874,24042,24210,23876,24044,24212 | 38.82    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.08                               | 2.88                             | 6   | 32834,33037,33240,32836,33039,33242 | 38.46    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 514.26                             | 708.71                           | 6   | 29873,30076,30279,29875,30078,30281 | 37.81    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.94                               | 2.67                             | 6   | 9496,9671,9846,9498,9673,9848       | 37.63    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.92                               | 2.63                             | 6   | 48241,48430,48619,48243,48432,48621 | 36.98    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 17.42                              | 23.82                            | 6   | 36390,36579,36768,36392,36581,36770 | 36.74    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 12.16                              | 16.62                            | 6   | 10049,10224,10399,10051,10226,10401 | 36.68    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 2.73                               | 3.73                             | 6   | 13703,13878,14053,13705,13880,14055 | 36.63    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 3526.36                            | 4809.22                          | 6   | 5401,5576,5751,5403,5578,5753       | 36.38    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 6.06                               | 8.24                             | 6   | 51664,51853,52042,51666,51855,52044 | 35.97    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 2.34                               | 3.17                             | 6   | 19856,20024,20192,19858,20026,20194 | 35.47    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 1.79                               | 2.42                             | 6   | 7921,8096,8271,7923,8098,8273       | 35.2     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.47                               | 1.98                             | 6   | 22859,23027,23195,22861,23029,23197 | 34.69    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 15.09                              | 20.26                            | 6   | 40919,41108,41297,40921,41110,41299 | 34.26    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 12.52                              | 16.79                            | 6   | 8999,9174,9349,9001,9176,9351       | 34.11    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.97                               | 2.64                             | 6   | 46,221,396,48,223,398               | 34.01    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 3.21                               | 4.3                              | 6   | 23902,24070,24238,23904,24072,24240 | 33.96    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.93                               | 1.24                             | 6   | 18316,18484,18652,18318,18486,18654 | 33.33    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 11.04                              | 14.71                            | 6   | 12674,12849,13024,12676,12851,13026 | 33.24    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.33                               | 1.77                             | 6   | 14186,14361,14536,14188,14363,14538 | 33.08    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 6.3                                | 8.36                             | 6   | 40317,40506,40695,40319,40508,40697 | 32.7     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 9.5                                | 12.55                            | 6   | 43166,43355,43544,43168,43357,43546 | 32.11    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 4.26                               | 5.62                             | 6   | 38609,38798,38987,38611,38800,38989 | 31.92    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.81                               | 2.38                             | 6   | 24385,24553,24721,24387,24555,24723 | 31.49    |
