+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro-43ff7415 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.4                              | 2.03                               | 6   | 14202,14377,14552,14200,14375,14550 | 45.0     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.69                             | 2.42                               | 6   | 19844,20012,20180,19842,20010,20178 | 43.2     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32         | 1.59                             | 2.27                               | 6   | 5291,5466,5641,5289,5464,5639       | 42.77    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 8.85                             | 12.57                              | 6   | 44309,44498,44687,44307,44496,44685 | 42.03    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.77                             | 2.49                               | 6   | 25514,25717,25920,25512,25715,25918 | 40.68    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 16.64                            | 23.28                              | 6   | 48859,49048,49237,48857,49046,49235 | 39.9     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 7.48                             | 10.4                               | 6   | 34663,34852,35041,34661,34850,35039 | 39.04    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 77.47                            | 106.95                             | 6   | 32290,32493,32696,32288,32491,32694 | 38.05    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 6.58                             | 9.06                               | 6   | 36350,36539,36728,36348,36537,36726 | 37.69    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 1.62                             | 2.23                               | 6   | 30981,31184,31387,30979,31182,31385 | 37.65    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 3.64                             | 4.98                               | 6   | 43721,43910,44099,43719,43908,44097 | 36.81    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 34.6                             | 47.19                              | 6   | 29238,29441,29644,29236,29439,29642 | 36.39    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 10.22                            | 13.91                              | 6   | 35223,35412,35601,35221,35410,35599 | 36.11    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 7.65                             | 10.41                              | 6   | 38639,38828,39017,38637,38826,39015 | 36.08    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 6.54                             | 8.89                               | 6   | 44862,45051,45240,44860,45049,45238 | 35.93    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.99                             | 2.69                               | 6   | 46542,46731,46920,46540,46729,46918 | 35.18    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 64         | 1.45                             | 1.94                               | 4   | 53934,54123,53932,54121             | 33.79    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 9.19                             | 12.23                              | 6   | 42041,42230,42419,42039,42228,42417 | 33.08    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 0.91                             | 1.21                               | 6   | 15231,15406,15581,15229,15404,15579 | 32.97    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 1.82                             | 2.42                               | 6   | 30393,30596,30799,30391,30594,30797 | 32.97    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 1.22                             | 1.62                               | 6   | 4220,4395,4570,4218,4393,4568       | 32.79    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 18.18                            | 24.12                              | 6   | 35258,35447,35636,35256,35445,35634 | 32.67    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.29                             | 1.71                               | 6   | 48229,48418,48607,48227,48416,48605 | 32.56    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 4.74                             | 6.26                               | 6   | 38044,38233,38422,38042,38231,38420 | 32.07    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.86                             | 2.45                               | 6   | 11045,11220,11395,11043,11218,11393 | 31.72    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 5.95                             | 7.81                               | 6   | 32878,33081,33284,32876,33079,33282 | 31.26    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.41                             | 1.85                               | 6   | 16288,16463,16638,16286,16461,16636 | 31.21    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 128        | 8.61                             | 11.21                              | 6   | 46003,46192,46381,46001,46190,46379 | 30.2     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 5.94                             | 7.7                                | 6   | 24961,25164,25367,24959,25162,25365 | 29.63    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1145.5                           | 1484.62                            | 6   | 34159,34362,34565,34157,34360,34563 | 29.6     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.24                             | 2.9                                | 6   | 13173,13348,13523,13171,13346,13521 | 29.46    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 3.01                             | 3.88                               | 6   | 52828,53017,53206,52826,53015,53204 | 28.9     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 3.11                             | 3.99                               | 6   | 31639,31842,32045,31637,31840,32043 | 28.3     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512        | 13.54                            | 17.37                              | 6   | 51120,51309,51498,51118,51307,51496 | 28.29    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 10.09                            | 12.92                              | 6   | 40333,40522,40711,40331,40520,40709 | 28.05    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.93                             | 1.19                               | 6   | 7888,8063,8238,7886,8061,8236       | 27.96    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 9.7                              | 12.4                               | 6   | 48845,49034,49223,48843,49032,49221 | 27.84    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 11.32                            | 14.45                              | 6   | 46584,46773,46962,46582,46771,46960 | 27.65    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 10.61                            | 13.47                              | 6   | 48271,48460,48649,48269,48458,48647 | 26.96    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.43                             | 1.81                               | 6   | 15252,15427,15602,15250,15425,15600 | 26.57    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 1.7                              | 2.14                               | 6   | 30386,30589,30792,30384,30587,30790 | 25.88    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 18.19                            | 22.89                              | 6   | 52261,52450,52639,52259,52448,52637 | 25.84    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 2.04                             | 2.56                               | 6   | 14223,14398,14573,14221,14396,14571 | 25.49    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.38                             | 1.73                               | 6   | 32808,33011,33214,32806,33009,33212 | 25.36    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 9.1                              | 11.36                              | 6   | 37498,37687,37876,37496,37685,37874 | 24.84    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 55.58                            | 69.1                               | 6   | 26207,26410,26613,26205,26408,26611 | 24.33    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 7.04                             | 8.72                               | 6   | 45996,46185,46374,45994,46183,46372 | 23.86    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 4.9                              | 6.06                               | 6   | 30435,30638,30841,30433,30636,30839 | 23.67    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.4                              | 1.73                               | 6   | 46535,46724,46913,46533,46722,46911 | 23.57    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 1.69                             | 2.08                               | 6   | 34033,34236,34439,34031,34234,34437 | 23.08    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.13                             | 1.39                               | 6   | 35181,35370,35559,35179,35368,35557 | 23.01    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 11.7                             | 14.39                              | 6   | 38065,38254,38443,38063,38252,38441 | 22.99    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 4.67                             | 5.73                               | 6   | 52835,53024,53213,52833,53022,53211 | 22.7     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 12.06                            | 14.77                              | 6   | 42594,42783,42972,42592,42781,42970 | 22.47    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 4.69                             | 5.74                               | 6   | 32871,33074,33277,32869,33072,33275 | 22.39    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.94                             | 1.15                               | 6   | 9981,10156,10331,9979,10154,10329   | 22.34    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.17                             | 1.43                               | 6   | 12095,12270,12445,12093,12268,12443 | 22.22    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 6.66                             | 8.11                               | 6   | 44295,44484,44673,44293,44482,44671 | 21.77    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 0.92                             | 1.12                               | 6   | 32794,32997,33200,32792,32995,33198 | 21.74    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 13.42                            | 16.3                               | 6   | 25570,25773,25976,25568,25771,25974 | 21.46    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 10.61                            | 12.88                              | 6   | 43742,43931,44120,43740,43929,44118 | 21.39    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 1.18                             | 1.43                               | 6   | 4752,4927,5102,4750,4925,5100       | 21.19    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.89                             | 2.29                               | 6   | 37456,37645,37834,37454,37643,37832 | 21.16    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 2.3                              | 2.77                               | 6   | 52821,53010,53199,52819,53008,53197 | 20.43    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 5.36                             | 6.45                               | 6   | 48831,49020,49209,48829,49018,49207 | 20.34    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 17.43                            | 20.93                              | 6   | 42622,42811,43000,42620,42809,42998 | 20.08    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 3.96                             | 4.74                               | 6   | 50525,50714,50903,50523,50712,50901 | 19.7     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 13.16                            | 15.73                              | 6   | 32269,32472,32675,32267,32470,32673 | 19.53    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 4.15                             | 4.96                               | 6   | 44855,45044,45233,44853,45042,45231 | 19.52    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 1.81                             | 2.16                               | 6   | 32829,33032,33235,32827,33030,33233 | 19.34    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 43.53                            | 51.94                              | 6   | 43770,43959,44148,43768,43957,44146 | 19.32    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 9.11                             | 10.87                              | 6   | 35797,35986,36175,35795,35984,36173 | 19.32    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 8.81                             | 10.51                              | 6   | 47711,47900,48089,47709,47898,48087 | 19.3     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 11.61                            | 13.85                              | 6   | 29224,29427,29630,29222,29425,29628 | 19.29    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 28.85                            | 34.35                              | 6   | 43763,43952,44141,43761,43950,44139 | 19.06    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.16                             | 1.38                               | 6   | 27320,27523,27726,27318,27521,27724 | 18.97    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4048576    | 4594.8                           | 5465.35                            | 6   | 33557,33760,33963,33555,33758,33961 | 18.95    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.11                             | 1.32                               | 6   | 10513,10688,10863,10511,10686,10861 | 18.92    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.12                             | 1.33                               | 6   | 9470,9645,9820,9468,9643,9818       | 18.75    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 0.86                             | 1.02                               | 6   | 28524,28727,28930,28522,28725,28928 | 18.6     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 756.55                           | 895.45                             | 6   | 34152,34355,34558,34150,34353,34556 | 18.36    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.09                             | 1.29                               | 6   | 34614,34803,34992,34612,34801,34990 | 18.35    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 4.06                             | 4.8                                | 6   | 45422,45611,45800,45420,45609,45798 | 18.23    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 524288     | 602.12                           | 711.37                             | 6   | 31093,31296,31499,31091,31294,31497 | 18.14    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 153.13                           | 180.91                             | 6   | 29252,29455,29658,29250,29453,29656 | 18.14    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 4629.76                          | 5457.73                            | 6   | 31121,31324,31527,31119,31322,31525 | 17.88    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 1.96                             | 2.31                               | 6   | 29175,29378,29581,29173,29376,29579 | 17.86    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 2.7                              | 3.18                               | 6   | 23393,23561,23729,23391,23559,23727 | 17.78    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.07                             | 1.26                               | 6   | 9995,10170,10345,9993,10168,10343   | 17.76    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 46.11                            | 54.29                              | 6   | 33501,33704,33907,33499,33702,33905 | 17.74    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 12.75                            | 15.01                              | 6   | 51687,51876,52065,51685,51874,52063 | 17.73    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 7.51                             | 8.84                               | 6   | 52842,53031,53220,52840,53029,53218 | 17.71    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 1.65                             | 1.94                               | 4   | 53948,54137,53946,54135             | 17.58    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 4621.22                          | 5428.18                            | 6   | 29294,29497,29700,29292,29495,29698 | 17.46    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 7.3                              | 8.57                               | 6   | 37484,37673,37862,37482,37671,37860 | 17.4     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 2.19                             | 2.57                               | 6   | 32227,32430,32633,32225,32428,32631 | 17.35    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 89.55                            | 105.05                             | 6   | 53423,53612,53801,53421,53610,53799 | 17.31    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 1206.96                          | 1415.83                            | 6   | 31100,31303,31506,31098,31301,31504 | 17.31    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.85                             | 2.17                               | 6   | 29777,29980,30183,29775,29978,30181 | 17.3     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 704.05                           | 825.82                             | 6   | 25612,25815,26018,25610,25813,26016 | 17.3     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 5.15                             | 6.04                               | 6   | 40879,41068,41257,40877,41066,41255 | 17.28    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 2.61                             | 3.06                               | 6   | 32241,32444,32647,32239,32442,32645 | 17.24    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.13                             | 2.49                               | 6   | 27348,27551,27754,27346,27549,27752 | 16.9     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 178.59                           | 208.65                             | 6   | 33515,33718,33921,33513,33716,33919 | 16.83    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 8.3                              | 9.69                               | 6   | 42587,42776,42965,42585,42774,42963 | 16.75    |
