+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------------------------------+-----+-------------------------------------+----------+
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.3                        | 2.81                             | 6   | 21852,22020,22188,21853,22021,22189 | 116.15   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 3.58                       | 7.16                             | 6   | 49964,50153,50342,49965,50154,50343 | 100.0    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 5.39                       | 9.39                             | 6   | 46562,46751,46940,46563,46752,46941 | 74.21    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 8.58                       | 14.53                            | 6   | 46576,46765,46954,46577,46766,46955 | 69.35    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 8.8                        | 14.32                            | 6   | 40906,41095,41284,40907,41096,41285 | 62.73    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.26                       | 1.98                             | 6   | 5283,5458,5633,5284,5459,5634       | 57.14    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 7.42                       | 11.56                            | 6   | 44301,44490,44679,44302,44491,44680 | 55.8     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 5.57                       | 8.65                             | 6   | 52239,52428,52617,52240,52429,52618 | 55.3     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.09                       | 1.65                             | 6   | 2105,2280,2455,2106,2281,2456       | 51.38    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 8.72                       | 13.2                             | 6   | 40899,41088,41277,40900,41089,41278 | 51.38    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.17                       | 1.77                             | 6   | 14187,14362,14537,14188,14363,14538 | 51.28    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 9.06                       | 13.67                            | 6   | 38057,38246,38435,38058,38247,38436 | 50.88    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.92                       | 1.38                             | 6   | 34004,34207,34410,34005,34208,34411 | 50.0     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.33                       | 1.98                             | 6   | 22860,23028,23196,22861,23029,23197 | 48.87    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 6.05                       | 8.96                             | 6   | 43727,43916,44105,43728,43917,44106 | 48.1     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 1.03                       | 1.51                             | 6   | 43118,43307,43496,43119,43308,43497 | 46.6     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.71                       | 14.15                            | 6   | 40892,41081,41270,40893,41082,41271 | 45.73    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.27                       | 1.85                             | 6   | 18828,18996,19164,18829,18997,19165 | 45.67    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 13.11                      | 18.72                            | 6   | 42614,42803,42992,42615,42804,42993 | 42.79    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 11.58                      | 16.46                            | 6   | 47150,47339,47528,47151,47340,47529 | 42.14    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.37                       | 1.94                             | 6   | 19,194,369,20,195,370               | 41.61    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 12.54                      | 17.69                            | 6   | 35236,35425,35614,35237,35426,35615 | 41.07    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.32                       | 1.86                             | 6   | 11044,11219,11394,11045,11220,11395 | 40.91    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.22                       | 1.71                             | 6   | 29139,29342,29545,29140,29343,29546 | 40.16    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.3                        | 1.8                              | 6   | 1587,1762,1937,1588,1763,1938       | 38.46    |
