+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba |  master  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------+-----+-------------------------------------+----------+----------+
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 12490.42         | 42525.0  | 6   | 41596,41785,41974,41595,41784,41973 | 30034.58 | 240.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 12434.3          | 42309.3  | 6   | 35359,35548,35737,35358,35547,35736 | 29875.0  | 240.26   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 13357.96         | 42925.84 | 6   | 42730,42919,43108,42729,42918,43107 | 29567.88 | 221.35   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 13318.4          | 42461.39 | 6   | 36493,36682,36871,36492,36681,36870 | 29142.99 | 218.82   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 11094.53         | 37673.19 | 6   | 41589,41778,41967,41588,41777,41966 | 26578.66 | 239.57   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 10986.88         | 37514.27 | 6   | 35352,35541,35730,35351,35540,35729 | 26527.39 | 241.45   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 11937.86         | 38138.41 | 6   | 42723,42912,43101,42722,42911,43100 | 26200.55 | 219.47   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 11876.85         | 37840.06 | 6   | 36486,36675,36864,36485,36674,36863 | 25963.21 | 218.6    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 9783.05          | 33379.48 | 6   | 41582,41771,41960,41581,41770,41959 | 23596.43 | 241.2    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 9677.24          | 33004.57 | 6   | 35345,35534,35723,35344,35533,35722 | 23327.33 | 241.05   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 10590.92         | 33634.66 | 6   | 37627,37816,38005,37626,37815,38004 | 23043.74 | 217.58   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 10443.13         | 33294.38 | 6   | 42716,42905,43094,42715,42904,43093 | 22851.25 | 218.82   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2262144    | 10673.58         | 33289.55 | 6   | 39328,39517,39706,39327,39516,39705 | 22615.97 | 211.89   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 10358.84         | 32927.29 | 6   | 36479,36668,36857,36478,36667,36856 | 22568.45 | 217.87   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 11334.75         | 33707.2  | 6   | 38761,38950,39139,38760,38949,39138 | 22372.45 | 197.38   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2262144    | 11253.62         | 33620.78 | 6   | 40462,40651,40840,40461,40650,40839 | 22367.16 | 198.76   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 9367.15          | 30165.6  | 6   | 37620,37809,37998,37619,37808,37997 | 20798.45 | 222.04   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 9368.15          | 29729.66 | 6   | 39321,39510,39699,39320,39509,39698 | 20361.51 | 217.35   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 8353.76          | 28443.38 | 6   | 41575,41764,41953,41574,41763,41952 | 20089.62 | 240.49   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 8313.38          | 28301.46 | 6   | 35338,35527,35716,35337,35526,35715 | 19988.08 | 240.43   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 8983.47          | 28908.99 | 6   | 42709,42898,43087,42708,42897,43086 | 19925.52 | 221.8    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2012144    | 9932.43          | 29841.46 | 6   | 40455,40644,40833,40454,40643,40832 | 19909.03 | 200.44   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 10046.84         | 29864.01 | 6   | 38754,38943,39132,38753,38942,39131 | 19817.17 | 197.25   |
