+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan | patched  | cnt |                 qid                 |   diff   | pct_diff |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 189018     | 13937.96          | 14617.03 | 6   | 9103,9223,9343,9102,9222,9342       | 679.07   | 4.87     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 11752.56          | 12421.75 | 6   | 9458,9578,9698,9457,9577,9697       | 669.19   | 5.69     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 282768     | 21065.79          | 21727.94 | 6   | 10198,10318,10438,10197,10317,10437 | 662.15   | 3.14     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 64018      | 1395.95           | 2038.61  | 6   | 9803,9923,10043,9802,9922,10042     | 642.66   | 46.04    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 18591.55          | 19227.27 | 6   | 9113,9233,9353,9112,9232,9352       | 635.72   | 3.42     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 95268      | 2074.56           | 2669.19  | 6   | 9808,9928,10048,9807,9927,10047     | 594.63   | 28.66    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 220268     | 16363.04          | 16934.8  | 6   | 9108,9228,9348,9107,9227,9347       | 571.76   | 3.49     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 9345.25           | 9867.6   | 6   | 8373,8493,8613,8372,8492,8612       | 522.35   | 5.59     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 157768     | 11753.0           | 12253.82 | 6   | 10178,10298,10418,10177,10297,10417 | 500.82   | 4.26     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 95268      | 7026.81           | 7511.16  | 6   | 9448,9568,9688,9447,9567,9687       | 484.35   | 6.89     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 126518     | 9397.97           | 9835.9   | 6   | 9453,9573,9693,9452,9572,9692       | 437.93   | 4.66     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 157768     | 12766.3           | 13184.86 | 6   | 7658,7778,7898,7657,7777,7897       | 418.56   | 3.28     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 126518     | 10116.0           | 10515.83 | 6   | 7653,7773,7893,7652,7772,7892       | 399.83   | 3.95     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 95268      | 7112.31           | 7496.37  | 6   | 8368,8488,8608,8367,8487,8607       | 384.06   | 5.4      |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 432.47            | 816.39   | 6   | 6558,6678,6798,6557,6677,6797       | 383.92   | 88.77    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 220268     | 16410.75          | 16779.82 | 6   | 10188,10308,10428,10187,10307,10427 | 369.07   | 2.25     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 157768     | 11692.81          | 12054.11 | 6   | 9098,9218,9338,9097,9217,9337       | 361.3    | 3.09     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 126518     | 9366.55           | 9725.72  | 6   | 9093,9213,9333,9092,9212,9332       | 359.17   | 3.83     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 282768     | 6133.66           | 6485.29  | 6   | 8758,8878,8998,8757,8877,8997       | 351.63   | 5.73     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 719.41            | 1055.6   | 6   | 7998,8118,8238,7997,8117,8237       | 336.19   | 46.73    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 64018      | 4735.23           | 5048.72  | 6   | 8363,8483,8603,8362,8482,8602       | 313.49   | 6.62     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 220268     | 4763.96           | 5073.53  | 2   | 10548,10547                         | 309.57   | 6.5      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 64018      | 4742.33           | 5041.71  | 6   | 9443,9563,9683,9442,9562,9682       | 299.38   | 6.31     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 95268      | 7675.2            | 7970.28  | 6   | 7648,7768,7888,7647,7767,7887       | 295.08   | 3.84     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1762144    | 5910.45           | 6200.53  | 6   | 6198,6333,6468,6197,6332,6467       | 290.08   | 4.91     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 4217.23           | 4505.76  | 6   | 923,1058,1193,922,1057,1192         | 288.53   | 6.84     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 189018     | 4067.04           | 4348.94  | 2   | 10543,10542                         | 281.9    | 6.93     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 3709.32           | 3975.38  | 6   | 7318,7438,7558,7317,7437,7557       | 266.06   | 7.17     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 220268     | 2834.59           | 3090.36  | 6   | 7308,7428,7548,7307,7427,7547       | 255.77   | 9.02     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 6891.38           | 7138.34  | 6   | 938,1073,1208,937,1072,1207         | 246.96   | 3.58     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 157768     | 3414.13           | 3659.66  | 2   | 10538,10537                         | 245.53   | 7.19     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 9406.71           | 9648.85  | 6   | 10173,10293,10413,10172,10292,10412 | 242.14   | 2.57     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 713.35            | 948.98   | 6   | 9798,9918,10038,9797,9917,10037     | 235.63   | 33.03    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 251518     | 3322.29           | 3538.31  | 6   | 7313,7433,7553,7312,7432,7552       | 216.02   | 6.5      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 7073.37           | 7288.77  | 6   | 10168,10288,10408,10167,10287,10407 | 215.4    | 3.05     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64018      | 4702.59           | 4917.35  | 6   | 9083,9203,9323,9082,9202,9322       | 214.76   | 4.57     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1512144    | 5121.58           | 5330.08  | 6   | 6193,6328,6463,6192,6327,6462       | 208.5    | 4.07     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2262144    | 11506.23          | 11713.54 | 6   | 2563,2698,2833,2562,2697,2832       | 207.31   | 1.8      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 251518     | 5437.4            | 5641.14  | 6   | 8753,8873,8993,8752,8872,8992       | 203.74   | 3.75     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 95268      | 2066.47           | 2270.18  | 2   | 10528,10527                         | 203.71   | 9.86     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1512144    | 4742.72           | 4941.06  | 6   | 5383,5518,5653,5382,5517,5652       | 198.34   | 4.18     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 221.47            | 415.35   | 6   | 6553,6673,6793,6552,6672,6792       | 193.88   | 87.54    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 189018     | 4098.94           | 4287.68  | 6   | 8743,8863,8983,8742,8862,8982       | 188.74   | 4.6      |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 126518     | 1632.66           | 1815.22  | 6   | 7293,7413,7533,7292,7412,7532       | 182.56   | 11.18    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 157768     | 3441.6            | 3620.17  | 6   | 8738,8858,8978,8737,8857,8977       | 178.57   | 5.19     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 126518     | 2749.02           | 2913.72  | 6   | 8733,8853,8973,8732,8852,8972       | 164.7    | 5.99     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 365.76            | 526.7    | 6   | 9793,9913,10033,9792,9912,10032     | 160.94   | 44.0     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 7171.44           | 7331.57  | 6   | 133,268,403,132,267,402             | 160.13   | 2.23     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 365.14            | 525.11   | 6   | 7993,8113,8233,7992,8112,8232       | 159.97   | 43.81    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 2453.01           | 2612.42  | 6   | 8358,8478,8598,8357,8477,8597       | 159.41   | 6.5      |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 189018     | 2491.72           | 2647.77  | 6   | 7303,7423,7543,7302,7422,7542       | 156.05   | 6.26     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 220268     | 4821.54           | 4976.55  | 6   | 8748,8868,8988,8747,8867,8987       | 155.01   | 3.21     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 126518     | 2755.77           | 2904.38  | 2   | 10533,10532                         | 148.61   | 5.39     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1762144    | 5517.79           | 5665.8   | 6   | 5388,5523,5658,5387,5522,5657       | 148.01   | 2.68     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64018      | 1424.11           | 1568.64  | 6   | 8003,8123,8243,8002,8122,8242       | 144.53   | 10.15    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64018      | 4770.74           | 4908.01  | 6   | 10163,10283,10403,10162,10282,10402 | 137.27   | 2.88     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 157768     | 2042.15           | 2178.86  | 6   | 7298,7418,7538,7297,7417,7537       | 136.71   | 6.69     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 7028.63           | 7160.67  | 6   | 2143,2278,2413,2142,2277,2412       | 132.04   | 1.88     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 2439.99           | 2571.08  | 6   | 9438,9558,9678,9437,9557,9677       | 131.09   | 5.37     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 95268      | 1251.48           | 1380.83  | 6   | 7288,7408,7528,7287,7407,7527       | 129.35   | 10.34    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1762144    | 8768.61           | 8894.69  | 6   | 4173,4308,4443,4172,4307,4442       | 126.08   | 1.44     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 1318.87           | 1418.76  | 6   | 6913,7033,7153,6912,7032,7152       | 99.89    | 7.57     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 95268      | 7165.15           | 7263.25  | 6   | 9088,9208,9328,9087,9207,9327       | 98.1     | 1.37     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 7275.44           | 7370.34  | 6   | 1738,1873,2008,1737,1872,2007       | 94.9     | 1.3      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 2430.5            | 2525.34  | 6   | 10158,10278,10398,10157,10277,10397 | 94.84    | 3.9      |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 64018      | 1384.6            | 1475.91  | 6   | 8723,8843,8963,8722,8842,8962       | 91.31    | 6.59     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 10870.6           | 10961.21 | 6   | 3778,3913,4048,3777,3912,4047       | 90.61    | 0.83     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 185.32            | 271.78   | 6   | 7988,8108,8228,7987,8107,8227       | 86.46    | 46.65    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 184.71            | 266.77   | 6   | 9788,9908,10028,9787,9907,10027     | 82.06    | 44.43    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 2649.08           | 2730.42  | 6   | 7638,7758,7878,7637,7757,7877       | 81.34    | 3.07     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 2458.84           | 2537.43  | 6   | 9078,9198,9318,9077,9197,9317       | 78.59    | 3.2      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 1227.19           | 1297.63  | 6   | 9433,9553,9673,9432,9552,9672       | 70.44    | 5.74     |
