+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan | patched  | cnt |                 qid                 |   diff   | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------+----------+-----+-------------------------------------+----------+----------+
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 189018     | 9721.46           | 16348.48 | 6   | 6943,7063,7183,6942,7062,7182       | 6627.02  | 68.17    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 13181.52          | 17386.99 | 6   | 8388,8508,8628,8387,8507,8627       | 4205.47  | 31.9     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 282768     | 3740.82           | 6991.87  | 6   | 6598,6718,6838,6597,6717,6837       | 3251.05  | 86.91    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 251518     | 3271.55           | 6166.43  | 6   | 6593,6713,6833,6592,6712,6832       | 2894.88  | 88.49    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 282768     | 6035.72           | 8887.96  | 6   | 8038,8158,8278,8037,8157,8277       | 2852.24  | 47.26    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 282768     | 6200.32           | 8951.91  | 6   | 9838,9958,10078,9837,9957,10077     | 2751.59  | 44.38    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 251518     | 5416.42           | 8008.12  | 6   | 9833,9953,10073,9832,9952,10072     | 2591.7   | 47.85    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 220268     | 2857.1            | 5442.9   | 6   | 6588,6708,6828,6587,6707,6827       | 2585.8   | 90.5     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 220268     | 4702.68           | 6985.87  | 6   | 8028,8148,8268,8027,8147,8267       | 2283.19  | 48.55    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 189018     | 2449.24           | 4721.12  | 6   | 6583,6703,6823,6582,6702,6822       | 2271.88  | 92.76    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 220268     | 4755.99           | 6909.47  | 6   | 9828,9948,10068,9827,9947,10067     | 2153.48  | 45.28    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 251518     | 5309.44           | 7169.73  | 6   | 8033,8153,8273,8032,8152,8272       | 1860.29  | 35.04    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 189018     | 4137.84           | 5965.8   | 6   | 9823,9943,10063,9822,9942,10062     | 1827.96  | 44.18    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 157768     | 2104.48           | 3851.06  | 6   | 6578,6698,6818,6577,6697,6817       | 1746.58  | 82.99    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 157768     | 3424.73           | 5024.73  | 6   | 8018,8138,8258,8017,8137,8257       | 1600.0   | 46.72    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 157768     | 3437.27           | 4960.53  | 6   | 9818,9938,10058,9817,9937,10057     | 1523.26  | 44.32    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 126518     | 1669.33           | 3154.52  | 6   | 6573,6693,6813,6572,6692,6812       | 1485.19  | 88.97    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 251518     | 20231.19          | 21705.4  | 6   | 6953,7073,7193,6952,7072,7192       | 1474.21  | 7.29     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 220268     | 17605.32          | 19007.57 | 6   | 6948,7068,7188,6947,7067,7187       | 1402.25  | 7.96     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 282768     | 22959.96          | 24318.69 | 6   | 6958,7078,7198,6957,7077,7197       | 1358.73  | 5.92     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 282768     | 21001.34          | 22278.63 | 6   | 9478,9598,9718,9477,9597,9717       | 1277.29  | 6.08     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 282768     | 20939.58          | 22180.83 | 6   | 8398,8518,8638,8397,8517,8637       | 1241.25  | 5.93     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 189018     | 4104.68           | 5341.71  | 6   | 8023,8143,8263,8022,8142,8262       | 1237.03  | 30.14    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 126518     | 2818.15           | 4041.9   | 6   | 8013,8133,8253,8012,8132,8252       | 1223.75  | 43.42    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 126518     | 2781.26           | 3985.38  | 6   | 9813,9933,10053,9812,9932,10052     | 1204.12  | 43.29    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 251518     | 18643.44          | 19823.91 | 6   | 9473,9593,9713,9472,9592,9712       | 1180.47  | 6.33     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 95268      | 1252.68           | 2374.41  | 6   | 6568,6688,6808,6567,6687,6807       | 1121.73  | 89.55    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 64018      | 4224.7            | 5327.68  | 6   | 7643,7763,7883,7642,7762,7882       | 1102.98  | 26.11    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 251518     | 18618.71          | 19690.23 | 6   | 8393,8513,8633,8392,8512,8632       | 1071.52  | 5.76     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 220268     | 16194.73          | 17265.56 | 6   | 9468,9588,9708,9467,9587,9707       | 1070.83  | 6.61     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 95268      | 2097.02           | 3050.53  | 6   | 8008,8128,8248,8007,8127,8247       | 953.51   | 45.47    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 126518     | 10210.86          | 11029.82 | 6   | 6933,7053,7173,6932,7052,7172       | 818.96   | 8.02     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 157768     | 11718.84          | 12484.14 | 6   | 8378,8498,8618,8377,8497,8617       | 765.3    | 6.53     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 282768     | 22498.89          | 23262.3  | 6   | 7678,7798,7918,7677,7797,7917       | 763.41   | 3.39     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 64018      | 5145.92           | 5899.04  | 6   | 6923,7043,7163,6922,7042,7162       | 753.12   | 14.64    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 189018     | 14062.64          | 14813.89 | 6   | 9463,9583,9703,9462,9582,9702       | 751.25   | 5.34     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 251518     | 18601.55          | 19347.69 | 6   | 10193,10313,10433,10192,10312,10432 | 746.14   | 4.01     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 64018      | 851.41            | 1589.93  | 6   | 6563,6683,6803,6562,6682,6802       | 738.52   | 86.74    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 20893.19          | 21626.64 | 6   | 9118,9238,9358,9117,9237,9357       | 733.45   | 3.51     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 189018     | 15180.41          | 15905.32 | 6   | 7663,7783,7903,7662,7782,7902       | 724.91   | 4.78     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 189018     | 14138.77          | 14858.48 | 6   | 8383,8503,8623,8382,8502,8622       | 719.71   | 5.09     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 189018     | 13951.97          | 14660.07 | 6   | 10183,10303,10423,10182,10302,10422 | 708.1    | 5.08     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 157768     | 10386.42          | 11083.38 | 6   | 6938,7058,7178,6937,7057,7177       | 696.96   | 6.71     |
