+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 45.28    | 36.19                              | 6   | 39796,39985,40174,39799,39988,40177 | -20.08   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.24     | 0.99                               | 6   | 2101,2276,2451,2104,2279,2454       | -20.16   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 130.52   | 104.18                             | 6   | 38109,38298,38487,38112,38301,38490 | -20.18   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 1077.79  | 860.21                             | 6   | 6966,7141,7316,6969,7144,7319       | -20.19   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 2.87     | 2.29                               | 6   | 20357,20525,20693,20360,20528,20696 | -20.21   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.53     | 1.22                               | 6   | 2647,2822,2997,2650,2825,3000       | -20.26   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16         | 6.16     | 4.91                               | 6   | 39173,39362,39551,39176,39365,39554 | -20.29   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.23     | 0.98                               | 6   | 31571,31774,31977,31574,31777,31980 | -20.33   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.85     | 2.27                               | 6   | 12118,12293,12468,12121,12296,12471 | -20.35   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 18.35    | 14.6                               | 6   | 43184,43373,43562,43187,43376,43565 | -20.44   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 16.93    | 13.47                              | 6   | 48266,48455,48644,48269,48458,48647 | -20.44   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 1.31     | 1.04                               | 6   | 1597,1772,1947,1600,1775,1950       | -20.61   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.26     | 1.0                                | 6   | 15,190,365,18,193,368               | -20.63   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 117.81   | 93.38                              | 6   | 36975,37164,37353,36978,37167,37356 | -20.74   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 190536     | 645.95   | 511.77                             | 6   | 6952,7127,7302,6955,7130,7305       | -20.77   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 119.23   | 94.44                              | 6   | 106,281,456,109,284,459             | -20.79   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 2.4      | 1.9                                | 6   | 1618,1793,1968,1621,1796,1971       | -20.83   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.2      | 0.95                               | 6   | 32180,32383,32586,32183,32386,32589 | -20.83   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1727.96  | 1367.89                            | 6   | 162,337,512,165,340,515             | -20.84   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 2.73     | 2.16                               | 6   | 32824,33027,33230,32827,33030,33233 | -20.88   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 417.54   | 330.34                             | 6   | 39824,40013,40202,39827,40016,40205 | -20.88   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.29     | 1.02                               | 6   | 3158,3333,3508,3161,3336,3511       | -20.93   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.38     | 1.88                               | 6   | 7393,7568,7743,7396,7571,7746       | -21.01   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 13.17    | 10.4                               | 6   | 38627,38816,39005,38630,38819,39008 | -21.03   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 2          | 1.33     | 1.05                               | 6   | 11558,11733,11908,11561,11736,11911 | -21.05   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.52     | 1.2                                | 6   | 15240,15415,15590,15243,15418,15593 | -21.05   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 9.45     | 7.46                               | 6   | 36912,37101,37290,36915,37104,37293 | -21.06   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 3.55     | 2.8                                | 6   | 48812,49001,49190,48815,49004,49193 | -21.13   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1937.89  | 1526.81                            | 6   | 169,344,519,172,347,522             | -21.21   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 2.59     | 2.04                               | 6   | 36324,36513,36702,36327,36516,36705 | -21.24   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 230.46   | 181.47                             | 6   | 6938,7113,7288,6941,7116,7291       | -21.26   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.97     | 1.55                               | 6   | 1611,1786,1961,1614,1789,1964       | -21.32   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 12.87    | 10.12                              | 6   | 34665,34854,35043,34668,34857,35046 | -21.37   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.21     | 0.95                               | 6   | 526,701,876,529,704,879             | -21.49   |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 2.65     | 2.08                               | 6   | 32831,33034,33237,32834,33037,33240 | -21.51   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 2.13     | 1.67                               | 6   | 3711,3886,4061,3714,3889,4064       | -21.6    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 16.51    | 12.94                              | 6   | 42596,42785,42974,42599,42788,42977 | -21.62   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1707.84  | 1338.15                            | 6   | 6987,7162,7337,6990,7165,7340       | -21.65   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 1085.69  | 850.26                             | 6   | 141,316,491,144,319,494             | -21.68   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 1.29     | 1.01                               | 6   | 2626,2801,2976,2629,2804,2979       | -21.71   |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 9.28     | 7.26                               | 6   | 43723,43912,44101,43726,43915,44104 | -21.77   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 13.76    | 10.76                              | 6   | 36919,37108,37297,36922,37111,37300 | -21.8    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32         | 3.2      | 2.5                                | 6   | 22380,22548,22716,22383,22551,22719 | -21.88   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 871.76   | 680.08                             | 6   | 6959,7134,7309,6962,7137,7312       | -21.99   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 663.02   | 516.68                             | 6   | 127,302,477,130,305,480             | -22.07   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 439.73   | 342.14                             | 6   | 120,295,470,123,298,473             | -22.19   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.12     | 0.87                               | 6   | 1051,1226,1401,1054,1229,1404       | -22.32   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.6      | 1.24                               | 6   | 5804,5979,6154,5807,5982,6157       | -22.5    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1291.65  | 1000.86                            | 6   | 148,323,498,151,326,501             | -22.51   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 3.17     | 2.45                               | 6   | 24396,24564,24732,24399,24567,24735 | -22.71   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 21.91    | 16.93                              | 6   | 36940,37129,37318,36943,37132,37321 | -22.73   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 6.72     | 5.19                               | 6   | 11082,11257,11432,11085,11260,11435 | -22.77   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 7.77     | 6.0                                | 6   | 21393,21561,21729,21396,21564,21732 | -22.78   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1921.73  | 1483.48                            | 6   | 6994,7169,7344,6997,7172,7347       | -22.8    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.49     | 1.15                               | 6   | 1065,1240,1415,1068,1243,1418       | -22.82   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.27     | 0.98                               | 6   | 1058,1233,1408,1061,1236,1411       | -22.83   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.27     | 0.98                               | 6   | 4208,4383,4558,4211,4386,4561       | -22.83   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 2.93     | 2.26                               | 6   | 40293,40482,40671,40296,40485,40674 | -22.87   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 1507.79  | 1159.98                            | 6   | 155,330,505,158,333,508             | -23.07   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 2.54     | 1.95                               | 6   | 3718,3893,4068,3721,3896,4071       | -23.23   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 1.42     | 1.09                               | 6   | 3165,3340,3515,3168,3343,3518       | -23.24   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 4.13     | 3.16                               | 6   | 11075,11250,11425,11078,11253,11428 | -23.49   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.36     | 1.04                               | 6   | 2108,2283,2458,2111,2286,2461       | -23.53   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.34     | 1.02                               | 6   | 5265,5440,5615,5268,5443,5618       | -23.88   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.42     | 1.08                               | 6   | 2640,2815,2990,2643,2818,2993       | -23.94   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 235.21   | 178.75                             | 6   | 113,288,463,116,291,466             | -24.0    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 5.86     | 4.45                               | 6   | 17865,18033,18201,17868,18036,18204 | -24.06   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 2.8      | 2.12                               | 6   | 23885,24053,24221,23888,24056,24224 | -24.29   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 8.09     | 6.12                               | 6   | 18873,19041,19209,18876,19044,19212 | -24.35   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 1.23     | 0.93                               | 6   | 18313,18481,18649,18316,18484,18652 | -24.39   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 231.45   | 174.8                              | 6   | 36982,37171,37360,36985,37174,37363 | -24.48   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 4.63     | 3.49                               | 6   | 22891,23059,23227,22894,23062,23230 | -24.62   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 32.55    | 24.47                              | 6   | 38088,38277,38466,38091,38280,38469 | -24.82   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 2.8      | 2.1                                | 6   | 21869,22037,22205,21872,22040,22208 | -25.0    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 17.4     | 13.01                              | 6   | 38641,38830,39019,38644,38833,39022 | -25.23   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 31.54    | 23.58                              | 6   | 42064,42253,42442,42067,42256,42445 | -25.24   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 20.13    | 15.0                               | 6   | 36366,36555,36744,36369,36558,36747 | -25.48   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 2.14     | 1.59                               | 6   | 34616,34805,34994,34619,34808,34997 | -25.7    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 2.95     | 2.19                               | 6   | 11061,11236,11411,11064,11239,11414 | -25.76   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 3.49     | 2.59                               | 6   | 18348,18516,18684,18351,18519,18687 | -25.79   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.24     | 0.92                               | 6   | 5783,5958,6133,5786,5961,6136       | -25.81   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 25.27    | 18.69                              | 6   | 36947,37136,37325,36950,37139,37328 | -26.04   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 17.55    | 12.94                              | 6   | 39208,39397,39586,39211,39400,39589 | -26.27   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 5.51     | 4.06                               | 6   | 48252,48441,48630,48255,48444,48633 | -26.32   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 16.19    | 11.89                              | 6   | 42050,42239,42428,42053,42242,42431 | -26.56   |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 9.6      | 7.05                               | 6   | 47692,47881,48070,47695,47884,48073 | -26.56   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 16.67    | 12.24                              | 6   | 36359,36548,36737,36362,36551,36740 | -26.57   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 74.73    | 54.8                               | 6   | 39803,39992,40181,39806,39995,40184 | -26.67   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 21.32    | 15.61                              | 6   | 39775,39964,40153,39778,39967,40156 | -26.78   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 22.93    | 16.77                              | 6   | 35239,35428,35617,35242,35431,35620 | -26.86   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1048576    | 1631.17  | 1188.4                             | 6   | 25614,25817,26020,25617,25820,26023 | -27.14   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 2.28     | 1.66                               | 6   | 6861,7036,7211,6864,7039,7214       | -27.19   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 9.53     | 6.93                               | 6   | 37486,37675,37864,37489,37678,37867 | -27.28   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 4.25     | 3.09                               | 6   | 15800,15975,16150,15803,15978,16153 | -27.29   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 32.08    | 23.26                              | 6   | 39789,39978,40167,39792,39981,40170 | -27.49   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 6.79     | 4.92                               | 6   | 12132,12307,12482,12135,12310,12485 | -27.54   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 1048576    | 1405.12  | 1016.06                            | 6   | 29877,30080,30283,29880,30083,30286 | -27.69   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 11.05    | 7.99                               | 6   | 38620,38809,38998,38623,38812,39001 | -27.69   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 524288     | 712.88   | 514.26                             | 6   | 29870,30073,30276,29873,30076,30279 | -27.86   |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.99     | 2.15                               | 6   | 26741,26944,27147,26744,26947,27150 | -28.09   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 4.27     | 3.07                               | 6   | 20371,20539,20707,20374,20542,20710 | -28.1    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 46.16    | 33.1                               | 6   | 38095,38284,38473,38098,38287,38476 | -28.29   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.34     | 0.96                               | 6   | 4201,4376,4551,4204,4379,4554       | -28.36   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 4.48     | 3.2                                | 6   | 19363,19531,19699,19366,19534,19702 | -28.57   |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.17     | 6.55                               | 6   | 49960,50149,50338,49963,50152,50341 | -28.57   |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 9.06     | 6.47                               | 6   | 52228,52417,52606,52231,52420,52609 | -28.59   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 46.61    | 33.27                              | 6   | 36961,37150,37339,36964,37153,37342 | -28.62   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 18.23    | 13.01                              | 6   | 39768,39957,40146,39771,39960,40149 | -28.63   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 4.32     | 3.08                               | 6   | 10025,10200,10375,10028,10203,10378 | -28.7    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 256        | 7.3      | 5.19                               | 6   | 14757,14932,15107,14760,14935,15110 | -28.9    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 6.0      | 4.26                               | 6   | 38606,38795,38984,38609,38798,38987 | -29.0    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 9.11     | 6.45                               | 6   | 48826,49015,49204,48829,49018,49207 | -29.2    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 2750.76  | 1947.18                            | 6   | 29275,29478,29681,29278,29481,29684 | -29.21   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 6792.45  | 4806.42                            | 6   | 31123,31326,31529,31126,31329,31532 | -29.24   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 5.64     | 3.99                               | 6   | 4257,4432,4607,4260,4435,4610       | -29.26   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 3.75     | 2.65                               | 6   | 4250,4425,4600,4253,4428,4603       | -29.33   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 19.05    | 13.46                              | 6   | 37507,37696,37885,37510,37699,37888 | -29.34   |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 12127.13 | 8567.1                             | 6   | 31151,31354,31557,31154,31357,31560 | -29.36   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 4.19     | 2.95                               | 6   | 18859,19027,19195,18862,19030,19198 | -29.59   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 3.51     | 2.47                               | 6   | 20364,20532,20700,20367,20535,20703 | -29.63   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 14.33    | 10.05                              | 6   | 40335,40524,40713,40338,40527,40716 | -29.87   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 137.92   | 96.51                              | 6   | 39810,39999,40188,39813,40002,40191 | -30.02   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 4.56     | 3.19                               | 6   | 21883,22051,22219,21886,22054,22222 | -30.04   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 256        | 17.53    | 12.24                              | 6   | 38067,38256,38445,38070,38259,38448 | -30.18   |
