+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 | pct_diff |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 1133.15  | 1136.02                            | 6   | 32936,33139,33342,32939,33142,33345 | 0.25     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 44.12    | 44.22                              | 4   | 53992,54181,53995,54184             | 0.23     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 392.23   | 393.11                             | 6   | 53432,53621,53810,53435,53624,53813 | 0.22     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 23.66    | 23.71                              | 4   | 53985,54174,53988,54177             | 0.21     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1012144    | 1224.97  | 1227.55                            | 4   | 54034,54223,54037,54226             | 0.21     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 4.89     | 4.9                                | 6   | 45984,46173,46362,45987,46176,46365 | 0.2      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 354.85   | 355.57                             | 6   | 28036,28239,28442,28039,28242,28445 | 0.2      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 7467.08  | 7481.5                             | 6   | 53474,53663,53852,53477,53666,53855 | 0.19     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 5740.23  | 5751.15                            | 6   | 27497,27700,27903,27500,27703,27906 | 0.19     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5998.42  | 6009.64                            | 6   | 53467,53656,53845,53470,53659,53848 | 0.19     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 1141.05  | 1143.12                            | 6   | 25019,25222,25425,25022,25225,25428 | 0.18     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 7834.76  | 7848.61                            | 6   | 26860,27063,27266,26863,27066,27269 | 0.18     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 64018      | 467.65   | 468.4                              | 6   | 23465,23633,23801,23468,23636,23804 | 0.16     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 8111.03  | 8123.99                            | 6   | 29912,30115,30318,29915,30118,30321 | 0.16     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 9470.76  | 9485.61                            | 6   | 28092,28295,28498,28095,28298,28501 | 0.16     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 12155.44 | 12174.19                           | 6   | 29933,30136,30339,29936,30139,30342 | 0.15     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 60.16    | 60.24                              | 6   | 1149,1324,1499,1152,1327,1502       | 0.13     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 65536      | 92.46    | 92.57                              | 6   | 29240,29443,29646,29243,29446,29649 | 0.12     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 4716.0   | 4721.46                            | 6   | 26846,27049,27252,26849,27052,27255 | 0.12     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 392.55   | 392.93                             | 6   | 34140,34343,34546,34143,34346,34549 | 0.1      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 12153.09 | 12163.99                           | 6   | 29324,29527,29730,29327,29530,29733 | 0.09     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 2952.74  | 2955.29                            | 6   | 34189,34392,34595,34192,34395,34598 | 0.09     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 47.16    | 47.19                              | 6   | 29233,29436,29639,29236,29439,29642 | 0.06     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 1634.33  | 1635.24                            | 6   | 32313,32516,32719,32316,32519,32722 | 0.06     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 6763.71  | 6766.87                            | 6   | 29296,29499,29702,29299,29502,29705 | 0.05     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 12150.56 | 12153.21                           | 6   | 28106,28309,28512,28109,28312,28515 | 0.02     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 6048576    | 3937.02  | 3937.73                            | 6   | 31739,31942,32145,31742,31945,32148 | 0.02     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 8122.08  | 8123.17                            | 6   | 29303,29506,29709,29306,29509,29712 | 0.01     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 6797.86  | 6798.31                            | 6   | 28078,28281,28484,28081,28284,28487 | 0.01     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 3048576    | 4099.47  | 4099.55                            | 6   | 31109,31312,31515,31112,31315,31518 | 0.0      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 1.38     | 1.38                               | 6   | 4222,4397,4572,4225,4400,4575       | 0.0      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.76     | 1.76                               | 6   | 8954,9129,9304,8957,9132,9307       | 0.0      |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.26     | 1.26                               | 6   | 11033,11208,11383,11036,11211,11386 | 0.0      |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128        | 2.49     | 2.49                               | 6   | 16325,16500,16675,16328,16503,16678 | 0.0      |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 4.55     | 4.55                               | 6   | 16339,16514,16689,16342,16517,16692 | 0.0      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.1      | 1.1                                | 6   | 22849,23017,23185,22852,23020,23188 | 0.0      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.31     | 1.31                               | 6   | 29142,29345,29548,29145,29348,29551 | 0.0      |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 4.14     | 4.14                               | 6   | 31641,31844,32047,31644,31847,32050 | 0.0      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1          | 0.92     | 0.92                               | 6   | 34000,34203,34406,34003,34206,34409 | 0.0      |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.28     | 1.28                               | 6   | 38578,38767,38956,38581,38770,38959 | 0.0      |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.19     | 1.19                               | 6   | 41413,41602,41791,41416,41605,41794 | 0.0      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.18     | 1.18                               | 6   | 47657,47846,48035,47660,47849,48038 | 0.0      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.51     | 1.51                               | 6   | 47664,47853,48042,47667,47856,48045 | 0.0      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1          | 0.97     | 0.97                               | 6   | 46516,46705,46894,46519,46708,46897 | 0.0      |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 1.17     | 1.17                               | 6   | 46523,46712,46901,46526,46715,46904 | 0.0      |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8          | 2.04     | 2.04                               | 6   | 49372,49561,49750,49375,49564,49753 | 0.0      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 84.65    | 84.65                              | 4   | 53999,54188,54002,54191             | 0.0      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 1.18     | 1.18                               | 6   | 52760,52949,53138,52763,52952,53141 | 0.0      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 4.3      | 4.3                                | 6   | 53383,53572,53761,53386,53575,53764 | 0.0      |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1048576    | 1415.9   | 1415.83                            | 6   | 31095,31298,31501,31098,31301,31504 | 0.0      |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 5048576    | 7818.09  | 7817.64                            | 6   | 32341,32544,32747,32344,32547,32750 | -0.01    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 3048576    | 4101.24  | 4100.36                            | 6   | 28064,28267,28470,28067,28270,28473 | -0.02    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 2710.27  | 2709.59                            | 6   | 52935,53124,53313,52938,53127,53316 | -0.03    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 68.15    | 68.13                              | 6   | 42078,42267,42456,42081,42270,42459 | -0.03    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 10912.93 | 10909.54                           | 6   | 25656,25859,26062,25659,25862,26065 | -0.03    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 8134.75  | 8131.87                            | 6   | 31130,31333,31536,31133,31336,31539 | -0.04    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1048576    | 672.92   | 672.68                             | 6   | 30486,30689,30892,30489,30692,30895 | -0.04    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 9468.67  | 9462.32                            | 6   | 29310,29513,29716,29313,29516,29719 | -0.07    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 5452.51  | 5446.98                            | 6   | 28071,28274,28477,28074,28277,28480 | -0.1     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 4473.53  | 4468.76                            | 6   | 28701,28904,29107,28704,28907,29110 | -0.11    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 1048576    | 1415.41  | 1413.85                            | 6   | 29268,29471,29674,29271,29474,29677 | -0.11    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 4749.39  | 4741.64                            | 6   | 33545,33748,33951,33548,33751,33954 | -0.16    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 190536     | 658.51   | 657.34                             | 6   | 8002,8177,8352,8005,8180,8355       | -0.18    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 3048576    | 4104.33  | 4095.95                            | 6   | 29891,30094,30297,29894,30097,30300 | -0.2     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 90.94    | 90.73                              | 6   | 31683,31886,32089,31686,31889,32092 | -0.23    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 13444.42 | 13411.28                           | 6   | 53502,53691,53880,53505,53694,53883 | -0.25    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 4735.96  | 4723.28                            | 6   | 32327,32530,32733,32330,32533,32736 | -0.27    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 46.81    | 46.68                              | 6   | 31676,31879,32082,31679,31882,32085 | -0.28    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 10.02    | 9.99                               | 6   | 7953,8128,8303,7956,8131,8306       | -0.3     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 12487.11 | 12448.86                           | 6   | 32362,32565,32768,32365,32568,32771 | -0.31    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 6798.18  | 6777.18                            | 6   | 29905,30108,30311,29908,30111,30314 | -0.31    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 5445.87  | 5428.18                            | 6   | 29289,29492,29695,29292,29495,29698 | -0.32    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 3315.39  | 3304.24                            | 6   | 32978,33181,33384,32981,33184,33387 | -0.34    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 2.93     | 2.92                               | 6   | 45977,46166,46355,45980,46169,46358 | -0.34    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 524288     | 819.46   | 816.55                             | 6   | 32306,32509,32712,32309,32512,32715 | -0.36    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1048576    | 667.56   | 665.16                             | 6   | 27441,27644,27847,27444,27647,27850 | -0.36    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 2.74     | 2.73                               | 6   | 44276,44465,44654,44279,44468,44657 | -0.36    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 16.13    | 16.07                              | 6   | 26188,26391,26594,26191,26394,26597 | -0.37    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 14078.66 | 14024.61                           | 6   | 25670,25873,26076,25673,25876,26079 | -0.38    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048576    | 3182.11  | 3169.77                            | 6   | 26839,27042,27245,26842,27045,27248 | -0.39    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 10829.06 | 10784.31                           | 6   | 28099,28302,28505,28102,28305,28508 | -0.41    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.37     | 2.36                               | 6   | 30395,30598,30801,30398,30601,30804 | -0.42    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 2577.99  | 2566.59                            | 6   | 34182,34385,34588,34185,34388,34591 | -0.44    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 2240.5   | 2229.98                            | 6   | 26258,26461,26664,26261,26464,26667 | -0.47    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 14103.79 | 14037.07                           | 6   | 32369,32572,32775,32372,32575,32778 | -0.47    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 2.08     | 2.07                               | 6   | 12636,12811,12986,12639,12814,12989 | -0.48    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 3346.11  | 3330.0                             | 6   | 25061,25264,25467,25064,25267,25470 | -0.48    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 4621.54  | 4597.67                            | 6   | 31746,31949,32152,31749,31952,32155 | -0.52    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 1.92     | 1.91                               | 6   | 29156,29359,29562,29159,29362,29565 | -0.52    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 24.9     | 24.77                              | 6   | 28624,28827,29030,28627,28830,29033 | -0.52    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 9004.22  | 8955.9                             | 6   | 53481,53670,53859,53484,53673,53862 | -0.54    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 7871.29  | 7824.08                            | 6   | 25642,25845,26048,25645,25848,26051 | -0.6     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 4048576    | 6290.04  | 6251.97                            | 6   | 32334,32537,32740,32337,32540,32743 | -0.61    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 115.39   | 114.69                             | 6   | 7981,8156,8331,7984,8159,8334       | -0.61    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.63     | 1.62                               | 6   | 21855,22023,22191,21858,22026,22194 | -0.61    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 4.83     | 4.8                                | 6   | 45417,45606,45795,45420,45609,45798 | -0.62    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 89.94    | 89.35                              | 6   | 28638,28841,29044,28641,28844,29047 | -0.66    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.5      | 1.49                               | 6   | 36317,36506,36695,36320,36509,36698 | -0.67    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 14.12    | 14.01                              | 6   | 28617,28820,29023,28620,28823,29026 | -0.78    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 1.28     | 1.27                               | 6   | 14701,14876,15051,14704,14879,15054 | -0.78    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 2.53     | 2.51                               | 6   | 9500,9675,9850,9503,9678,9853       | -0.79    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.25     | 1.24                               | 6   | 40846,41035,41224,40849,41038,41227 | -0.8     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 1523.31  | 1511.1                             | 4   | 54041,54230,54044,54233             | -0.8     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 14105.91 | 13990.28                           | 6   | 26888,27091,27294,26891,27094,27297 | -0.82    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 5136.16  | 5093.88                            | 6   | 28708,28911,29114,28711,28914,29117 | -0.82    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 5048576    | 3205.39  | 3177.96                            | 6   | 30514,30717,30920,30517,30720,30923 | -0.86    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.12     | 1.11                               | 6   | 50492,50681,50870,50495,50684,50873 | -0.89    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048576    | 1346.69  | 1334.42                            | 6   | 31711,31914,32117,31714,31917,32120 | -0.91    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 209.14   | 207.23                             | 6   | 26811,27014,27217,26814,27017,27220 | -0.91    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2          | 1.08     | 1.07                               | 6   | 6308,6483,6658,6311,6486,6661       | -0.93    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 3.17     | 3.14                               | 6   | 28589,28792,28995,28592,28795,28998 | -0.95    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 2.1      | 2.08                               | 6   | 2143,2318,2493,2146,2321,2496       | -0.95    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 3.13     | 3.1                                | 6   | 20868,21036,21204,20871,21039,21207 | -0.96    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 2218.08  | 2196.07                            | 6   | 32957,33160,33363,32960,33163,33366 | -0.99    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 2.01     | 1.99                               | 6   | 4768,4943,5118,4771,4946,5121       | -1.0     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 8          | 2.01     | 1.99                               | 6   | 20350,20518,20686,20353,20521,20689 | -1.0     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 2595.96  | 2569.53                            | 6   | 28680,28883,29086,28683,28886,29089 | -1.02    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 16         | 1.92     | 1.9                                | 6   | 24893,25096,25299,24896,25099,25302 | -1.04    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 3048576    | 1949.78  | 1928.46                            | 6   | 27455,27658,27861,27458,27661,27864 | -1.09    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.8      | 1.78                               | 6   | 26720,26923,27126,26723,26926,27129 | -1.11    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 615.98   | 609.13                             | 4   | 54020,54209,54023,54212             | -1.11    |
