1.06	0.87
1.01	0.98
1.24	1.15
1.27	1.2
1.54	1.43
1.76	1.36
1.93	1.89
2.16	2.15
2.81	2.77
3.58	3.62
5.72	5.59
9.96	9.69
16.81	17.84
32.51	31.43
60.69	60.24
115.39	117.72
227.53	227.49
426.2	425.74
643.82	650.8
835.25	827.81
1046.02	1030.35
1250.73	1261.97
1478.12	1440.31
1652.34	1684.99
1882.83	1836.83
1.07	1.1
1.04	1.02
1.15	0.82
1.37	1.04
1.34	1.3
1.67	1.55
2.11	1.9
2.3	2.45
3.73	3.73
5.84	5.73
10.29	10.31
18.72	18.33
35.83	34.66
67.66	67.7
131.19	130.29
254.58	256.41
510.6	516.01
1003.44	995.05
1466.35	1473.73
1944.72	1956.21
2422.79	2425.0
2875.69	2888.23
3370.94	3371.65
3873.08	3815.0
4294.28	4340.05
1.17	1.04
1.16	1.04
1.17	1.0
1.36	1.16
1.43	1.41
1.61	1.63
2.07	1.97
2.08	2.21
2.83	2.92
3.89	3.6
5.41	5.37
8.93	8.87
15.3	15.23
28.52	28.14
52.6	49.74
97.09	94.44
186.36	178.75
358.11	342.14
521.16	516.68
706.39	708.66
854.01	850.26
1056.18	1000.86
1241.95	1159.98
1353.27	1367.89
1514.35	1526.81
0.98	0.95
1.14	1.12
1.21	1.08
1.24	1.14
1.28	1.4
1.76	1.74
2.19	2.28
2.57	2.45
3.55	3.52
5.63	5.45
9.69	9.43
17.57	17.13
32.89	33.66
64.24	63.53
124.37	123.48
244.39	246.7
486.26	486.58
948.41	949.44
1412.56	1385.76
1840.46	1862.28
2308.19	2311.46
2725.31	2749.32
3228.7	3217.47
3710.01	3647.26
4121.91	4109.31
1.04	1.02
1.14	1.02
1.32	1.09
1.19	1.25
1.41	1.44
2.36	1.55
1.93	1.84
2.62	2.53
3.97	3.67
5.62	6.65
10.24	9.82
19.0	18.93
34.72	34.85
69.13	67.97
130.75	134.84
260.8	257.09
510.07	518.68
994.68	1007.05
1476.62	1477.26
1987.12	1967.91
2465.04	2447.41
2930.78	2952.29
3390.07	3424.81
3897.79	3904.06
4432.44	4384.14
1.06	1.09
1.07	1.06
1.16	1.13
1.42	1.31
1.52	1.54
2.04	1.67
2.03	1.95
2.61	2.28
3.19	3.32
4.94	5.54
8.14	7.99
14.32	17.46
26.88	26.12
50.65	53.74
98.12	98.4
193.43	192.03
388.17	383.18
745.91	749.01
1110.72	1112.06
1466.2	1472.28
1822.55	1834.36
2191.56	2190.93
2563.78	2544.48
2941.11	2909.37
3272.61	3303.79
1.11	0.99
1.21	1.04
1.23	1.17
1.2	1.1
1.77	1.34
1.9	1.68
2.06	2.08
2.5	2.44
3.34	3.43
5.24	5.17
9.05	9.0
16.78	16.7
30.46	31.17
59.66	61.93
115.56	115.89
226.11	227.6
447.61	450.99
870.95	882.32
