+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------+-----+-------------------------------------+----------+
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 378.87                             | 1076.7                     | 6   | 5366,5541,5716,5367,5542,5717       | 184.19   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 1802.98                            | 5120.5                     | 6   | 4344,4519,4694,4345,4520,4695       | 184.0    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 253036     | 1451.09                            | 4113.21                    | 6   | 2762,2937,3112,2763,2938,3113       | 183.46   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 2881.83                            | 8166.23                    | 6   | 2790,2965,3140,2791,2966,3141       | 183.37   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 190536     | 1089.39                            | 3085.43                    | 6   | 4330,4505,4680,4331,4506,4681       | 183.23   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 503036     | 2877.01                            | 8138.86                    | 6   | 4365,4540,4715,4366,4541,4716       | 182.89   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 2164.78                            | 6122.83                    | 6   | 4351,4526,4701,4352,4527,4702       | 182.84   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 2519.87                            | 7125.99                    | 6   | 2783,2958,3133,2784,2959,3134       | 182.79   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 253036     | 1448.53                            | 4096.21                    | 6   | 4337,4512,4687,4338,4513,4688       | 182.78   |
